"Status","Year","Parent_department","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Justice","Male","Undeclared","1130","1090","31660","30400"
"In post","2021","Ministry of Justice","Male","Unknown","4740","4620","27970","25790"
"In post","2021","Ministry of Justice","Male","White","25630","24570","31460","30450"
"In post","2021","National Crime Agency","Female","Asian","140","140","35210","33910"
"In post","2021","National Crime Agency","Female","Black","60","60","36230","35690"
"In post","2021","National Crime Agency","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Female","Mixed","50","50","38160","36200"
"In post","2021","National Crime Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Female","Undeclared","70","70","33880","32260"
"In post","2021","National Crime Agency","Female","Unknown","280","260","39350","36740"
"In post","2021","National Crime Agency","Female","White","1810","1730","37520","36410"
"In post","2021","National Crime Agency","Male","Asian","100","100","37740","36740"
"In post","2021","National Crime Agency","Male","Black","40","40","[c]","[c]"
"In post","2021","National Crime Agency","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Male","Mixed","50","50","[c]","[c]"
"In post","2021","National Crime Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Male","Undeclared","110","110","37850","36950"
"In post","2021","National Crime Agency","Male","Unknown","400","400","42720","40210"
"In post","2021","National Crime Agency","Male","White","2320","2300","42570","40210"
"In post","2021","Northern Ireland Office","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Female","Unknown","30","30","[c]","[c]"
"In post","2021","Northern Ireland Office","Female","White","60","60","43110","35690"
"In post","2021","Northern Ireland Office","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","Unknown","30","30","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","White","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education","Female","Asian","70","60","39700","39660"
"In post","2021","Office for Standards in Education","Female","Black","40","40","[c]","[c]"
"In post","2021","Office for Standards in Education","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Female","Unknown","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education","Female","White","1010","960","49470","51360"
"In post","2021","Office for Standards in Education","Male","Asian","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Male","White","520","510","52240","51360"
"In post","2021","Office of Gas and Electricity Markets","Female","Asian","60","50","42830","38750"
"In post","2021","Office of Gas and Electricity Markets","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Female","White","390","380","42530","36590"
"In post","2021","Office of Gas and Electricity Markets","Male","Asian","50","50","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Male","Black","30","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Male","Undeclared","50","50","46640","38030"
"In post","2021","Office of Gas and Electricity Markets","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Male","White","460","460","46970","40660"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","White","120","120","44170","40120"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","White","80","80","51720","46660"
"In post","2021","Office of Rail and Road","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","White","90","80","51880","51310"
"In post","2021","Office of Rail and Road","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","White","140","140","60160","60010"
"In post","2021","Other Cabinet Office Agencies","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Female","Unknown","60","60","35170","34800"
"In post","2021","Other Cabinet Office Agencies","Female","White","370","350","38480","34800"
"In post","2021","Other Cabinet Office Agencies","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Male","Unknown","60","60","31070","27770"
"In post","2021","Other Cabinet Office Agencies","Male","White","360","350","43950","37300"
"In post","2021","Scotland Office","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Female","Unknown","30","30","[c]","[c]"
