"Status","Year","Parent_department","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","UK Export Finance","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","London","G6/G7","90","80","57750","54420"
"In post","2022","UK Statistics Authority","London","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","London","SEO/HEO","200","200","36490","33710"
"In post","2022","UK Statistics Authority","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","South East (England)","AA/AO","1100","700","20420","20350"
"In post","2022","UK Statistics Authority","South East (England)","EO","280","270","24690","23880"
"In post","2022","UK Statistics Authority","South East (England)","G6/G7","310","290","53540","51210"
"In post","2022","UK Statistics Authority","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","South East (England)","SEO/HEO","790","760","34030","33000"
"In post","2022","UK Statistics Authority","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Wales","AA/AO","420","370","20100","19860"
"In post","2022","UK Statistics Authority","Wales","EO","430","400","24420","23880"
"In post","2022","UK Statistics Authority","Wales","G6/G7","680","670","53450","51210"
"In post","2022","UK Statistics Authority","Wales","SCS","40","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Wales","SEO/HEO","1450","1390","34240","33520"
"In post","2022","UK Supreme Court","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","London","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","G6/G7","30","30","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","West Midlands (England)","EO","30","30","[c]","[c]"
"In post","2022","Water Services Regulation Authority","West Midlands (England)","G6/G7","30","30","[c]","[c]"
"In post","2022","Water Services Regulation Authority","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","West Midlands (England)","SEO/HEO","100","100","46170","44000"
"In post","2022","Welsh Government","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","London","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Overseas","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Wales","AA/AO","870","800","24260","24630"
"In post","2022","Welsh Government","Wales","EO","1100","1030","28840","29430"
"In post","2022","Welsh Government","Wales","G6/G7","1090","1040","62480","61440"
"In post","2022","Welsh Government","Wales","SCS","190","180","87110","79790"
"In post","2022","Welsh Government","Wales","SEO/HEO","2680","2540","41400","38160"
"In post","2022","Welsh Government","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","London","G6/G7","110","100","60520","58120"
"Leaver CS","2021","Attorney General's Departments","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","London","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","Cabinet Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","London","G6/G7","70","70","59150","57910"
"Leaver CS","2021","Cabinet Office","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","London","SEO/HEO","50","50","37340","35920"
"Leaver CS","2021","Cabinet Office","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","G6/G7","40","30","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","G6/G7","70","70","57780","55020"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","80","80","36480","34150"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","South West (England)","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Wales","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Department for Education","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","East of England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","London","EO","30","30","[c]","[c]"
"Leaver CS","2021","Department for Education","London","G6/G7","50","50","58500","54400"
"Leaver CS","2021","Department for Education","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","London","SEO/HEO","50","50","38360","37950"
"Leaver CS","2021","Department for Education","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","North East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","East of England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","EO","50","40","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","South East (England)","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","AA/AO","50","50","[c]","[c]"
