"Status","Year","Parent_department","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Environment, Food and Rural Affairs","South East (England)","EO","330","310","27290","27960"
"In post","2021","Department for Environment, Food and Rural Affairs","South East (England)","G6/G7","250","240","55790","53930"
"In post","2021","Department for Environment, Food and Rural Affairs","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","South East (England)","SEO/HEO","500","470","36210","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","South West (England)","AA/AO","300","280","21070","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","South West (England)","EO","300","280","25380","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","South West (England)","G6/G7","400","380","52240","49360"
"In post","2021","Department for Environment, Food and Rural Affairs","South West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","South West (England)","SEO/HEO","770","720","34200","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Wales","AA/AO","140","130","21100","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Wales","EO","70","60","25550","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Wales","SEO/HEO","110","100","34850","36520"
"In post","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","AA/AO","140","130","20990","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","EO","150","140","25470","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","G6/G7","90","90","52520","50360"
"In post","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","SEO/HEO","240","230","34650","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","AA/AO","150","140","21350","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","EO","210","200","25550","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","G6/G7","240","230","52120","49690"
"In post","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","SEO/HEO","490","470","33750","35900"
"In post","2021","Department for International Trade","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","London","AA/AO","30","30","[c]","[c]"
"In post","2021","Department for International Trade","London","EO","230","230","27590","26510"
"In post","2021","Department for International Trade","London","G6/G7","890","880","55340","51980"
"In post","2021","Department for International Trade","London","SCS","140","140","85610","76230"
"In post","2021","Department for International Trade","London","SEO/HEO","1010","1010","35390","34980"
"In post","2021","Department for International Trade","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","G6/G7","80","80","57660","56750"
"In post","2021","Department for International Trade","Overseas","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Department for International Trade","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","South East (England)","G6/G7","60","60","55010","51970"
"In post","2021","Department for International Trade","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","South East (England)","SEO/HEO","50","50","34210","32120"
"In post","2021","Department for International Trade","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","South West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Midlands (England)","AA/AO","100","100","23860","21590"
"In post","2021","Department for Transport","East Midlands (England)","EO","250","240","27110","26780"
"In post","2021","Department for Transport","East Midlands (England)","G6/G7","60","60","62310","56730"
"In post","2021","Department for Transport","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Midlands (England)","SEO/HEO","230","220","37210","37200"
"In post","2021","Department for Transport","East of England","AA/AO","90","80","26290","26580"
"In post","2021","Department for Transport","East of England","EO","240","220","28190","26780"
"In post","2021","Department for Transport","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East of England","SEO/HEO","60","60","37290","33410"
"In post","2021","Department for Transport","London","AA/AO","150","130","30050","31680"
"In post","2021","Department for Transport","London","EO","590","580","30460","30540"
"In post","2021","Department for Transport","London","G6/G7","1150","1130","58870","54870"
"In post","2021","Department for Transport","London","SCS","200","190","87880","79800"
"In post","2021","Department for Transport","London","SEO/HEO","1340","1320","38870","37570"
"In post","2021","Department for Transport","North East (England)","AA/AO","160","140","22190","21590"
"In post","2021","Department for Transport","North East (England)","EO","120","110","27170","26780"
"In post","2021","Department for Transport","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North East (England)","SEO/HEO","80","80","35770","33350"
"In post","2021","Department for Transport","North West (England)","AA/AO","80","80","25380","26580"
"In post","2021","Department for Transport","North West (England)","EO","290","270","27790","26780"
"In post","2021","Department for Transport","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North West (England)","SEO/HEO","70","70","36150","33350"
"In post","2021","Department for Transport","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Scotland","AA/AO","100","100","25680","26590"
"In post","2021","Department for Transport","Scotland","EO","210","190","28000","26780"
"In post","2021","Department for Transport","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Scotland","SEO/HEO","130","120","38570","36180"
"In post","2021","Department for Transport","South East (England)","AA/AO","260","250","24980","26580"
"In post","2021","Department for Transport","South East (England)","EO","540","510","28770","26780"
"In post","2021","Department for Transport","South East (England)","G6/G7","210","200","64200","58190"
"In post","2021","Department for Transport","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","South East (England)","SEO/HEO","460","440","37260","37100"
"In post","2021","Department for Transport","South West (England)","AA/AO","150","140","23960","21590"
"In post","2021","Department for Transport","South West (England)","EO","290","270","27380","26780"
"In post","2021","Department for Transport","South West (England)","G6/G7","50","50","[c]","[c]"
"In post","2021","Department for Transport","South West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","South West (England)","SEO/HEO","270","260","37490","36180"
"In post","2021","Department for Transport","Wales","AA/AO","4320","3680","20760","21590"
"In post","2021","Department for Transport","Wales","EO","1120","1050","26980","26780"
"In post","2021","Department for Transport","Wales","G6/G7","320","310","63130","58200"
"In post","2021","Department for Transport","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Wales","SEO/HEO","1130","1090","37110","34800"
"In post","2021","Department for Transport","West Midlands (England)","AA/AO","100","90","24470","25090"
