"Status","Year","Sexual_orientation","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Planning","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","Planning Inspectorate","50","40","57030","58810"
"In post","2022","Unknown","Policy","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","380","370","46120","40200"
"In post","2022","Unknown","Policy","Department for Digital, Culture, Media and Sport","90","90","47410","51730"
"In post","2022","Unknown","Policy","Department for Education (excl. agencies)","460","440","45580","40940"
"In post","2022","Unknown","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","630","600","42830","38750"
"In post","2022","Unknown","Policy","Department for International Trade","70","70","47030","41950"
"In post","2022","Unknown","Policy","Department for Levelling Up, Housing and Communities (excl. agencies)","250","250","46770","40600"
"In post","2022","Unknown","Policy","Department for Transport (excl. agencies)","180","180","45530","42470"
"In post","2022","Unknown","Policy","Department for Work and Pensions (excl. agencies)","190","170","45320","41240"
"In post","2022","Unknown","Policy","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Education and Skills Funding Agency","30","30","[c]","[c]"
"In post","2022","Unknown","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","610","600","50970","53000"
"In post","2022","Unknown","Policy","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","HM Prison and Probation Service","30","30","[c]","[c]"
"In post","2022","Unknown","Policy","HM Revenue and Customs (excl. agencies)","230","210","53610","55210"
"In post","2022","Unknown","Policy","HM Treasury (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Unknown","Policy","Home Office","440","440","46130","41950"
"In post","2022","Unknown","Policy","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Ministry of Defence (excl. agencies)","160","150","44180","44500"
"In post","2022","Unknown","Policy","Ministry of Justice (excl. agencies)","160","150","43960","41750"
"In post","2022","Unknown","Policy","Northern Ireland Office","30","30","[c]","[c]"
"In post","2022","Unknown","Policy","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2022","Unknown","Policy","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Welsh Government (excl. agencies)","40","30","[c]","[c]"
"In post","2022","Unknown","Policy","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Defence Equipment and Support","120","120","39110","39100"
"In post","2022","Unknown","Project Delivery","Defence Science and Technology Laboratory","370","340","41890","38600"
"In post","2022","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Department for Transport (excl. agencies)","60","60","46520","42470"
"In post","2022","Unknown","Project Delivery","Department for Work and Pensions (excl. agencies)","300","260","33660","31990"
"In post","2022","Unknown","Project Delivery","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","110","110","43860","38600"
"In post","2022","Unknown","Project Delivery","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","HM Land Registry","30","30","[c]","[c]"
"In post","2022","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","590","570","45000","40520"
"In post","2022","Unknown","Project Delivery","Home Office","240","230","40300","35050"
"In post","2022","Unknown","Project Delivery","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","180","180","43660","40580"
"In post","2022","Unknown","Project Delivery","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Unknown","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Rural Payments Agency","40","40","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Submarine Delivery Agency","30","30","[c]","[c]"
"In post","2022","Unknown","Project Delivery","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","UK Statistics Authority","50","50","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Defence Science and Technology Laboratory","30","30","[c]","[c]"
"In post","2022","Unknown","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Department for Education (excl. agencies)","60","60","50250","50130"
"In post","2022","Unknown","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Unknown","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","FCDO Services","50","50","[c]","[c]"
"In post","2022","Unknown","Property","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","HM Revenue and Customs (excl. agencies)","90","90","38400","37770"
"In post","2022","Unknown","Property","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Ministry of Defence (excl. agencies)","220","210","25810","20480"
"In post","2022","Unknown","Property","Ministry of Justice (excl. agencies)","60","60","44510","41750"
"In post","2022","Unknown","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Valuation Office Agency","590","560","33430","30600"
"In post","2022","Unknown","Property","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","HM Prison and Probation Service","140","130","34120","29060"
"In post","2022","Unknown","Psychology","Scottish Prison Service","60","60","37690","35000"
"In post","2022","Unknown","Science and Engineering","Animal and Plant Health Agency","60","60","29280","24370"
"In post","2022","Unknown","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","260","250","34470","30220"
"In post","2022","Unknown","Science and Engineering","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Defence Equipment and Support","240","230","33310","31950"
"In post","2022","Unknown","Science and Engineering","Defence Science and Technology Laboratory","2040","1970","40740","38110"
"In post","2022","Unknown","Science and Engineering","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Health and Safety Executive","40","30","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Intellectual Property Office","130","120","50610","58840"
"In post","2022","Unknown","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","90","80","51410","47090"
"In post","2022","Unknown","Science and Engineering","Ministry of Defence (excl. agencies)","150","150","31810","27990"
"In post","2022","Unknown","Science and Engineering","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Submarine Delivery Agency","70","70","37480","32750"
"In post","2022","Unknown","Science and Engineering","UK Health Security Agency","390","360","46750","43660"
"In post","2022","Unknown","Science and Engineering","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Defence Science and Technology Laboratory","50","50","36360","38070"
"In post","2022","Unknown","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Work and Pensions (excl. agencies)","90","80","37900","35310"
"In post","2022","Unknown","Security","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","FCDO Services","50","50","[c]","[c]"
"In post","2022","Unknown","Security","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","HM Prison and Probation Service","130","130","40930","38160"
"In post","2022","Unknown","Security","HM Revenue and Customs (excl. agencies)","50","50","42010","40350"
"In post","2022","Unknown","Security","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Ministry of Defence (excl. agencies)","910","900","29510","26610"
"In post","2022","Unknown","Security","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","Home Office","50","50","[c]","[c]"
"In post","2022","Unknown","Social Research","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","UK Statistics Authority","100","100","40410","38340"
"In post","2022","Unknown","Social Research","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Unknown","Statistics","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Home Office","60","60","28710","22460"
"In post","2022","Unknown","Statistics","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","UK Statistics Authority","120","120","44270","38340"
"In post","2022","Unknown","Statistics","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","HM Revenue and Customs (excl. agencies)","5860","5560","31270","26820"
"In post","2022","Unknown","Tax","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Accountant in Bankruptcy","30","30","[c]","[c]"
"In post","2022","Unknown","Unknown","Cabinet Office (excl. agencies)","4190","4150","46820","34550"
"In post","2022","Unknown","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for Transport (excl. agencies)","160","150","43810","34710"
"In post","2022","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","120","110","34810","28000"
"In post","2022","Unknown","Unknown","Disclosure Scotland","100","90","25670","23230"
"In post","2022","Unknown","Unknown","Education Scotland","120","110","54580","54340"
"In post","2022","Unknown","Unknown","Food Standards Scotland","110","110","35260","31540"
"In post","2022","Unknown","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Forestry and Land Scotland","650","620","31990","28980"
"In post","2022","Unknown","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","HM Revenue and Customs (excl. agencies)","1890","1830","34520","31060"
"In post","2022","Unknown","Unknown","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Unknown","Unknown","National Records of Scotland","210","200","33170","27230"
"In post","2022","Unknown","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","30","30","[c]","[c]"
"In post","2022","Unknown","Unknown","Revenue Scotland","30","30","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Forestry","100","100","35340","36390"
"In post","2022","Unknown","Unknown","Scottish Government (excl. agencies)","2250","2140","42120","36370"
"In post","2022","Unknown","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Public Pensions Agency","160","140","29070","25930"
"In post","2022","Unknown","Unknown","Social Security Scotland","700","680","28460","27230"
"In post","2022","Unknown","Unknown","Student Awards Agency for Scotland","140","130","30270","27230"
"In post","2022","Unknown","Unknown","Transport Scotland","140","140","43070","41860"
"In post","2022","Unknown","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","Animal and Plant Health Agency","50","40","[c]","[c]"
"In post","2022","Unknown","Veterinarian","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
