"Status","Year","Region_ITL1","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","London","Declared non-disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","190","180","47950","50860"
"Leaver CS","2022","London","Declared non-disabled","Department for Digital, Culture, Media and Sport","100","90","41390","36260"
"Leaver CS","2022","London","Declared non-disabled","Department for Education (excl. agencies)","60","60","49310","45850"
"Leaver CS","2022","London","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","130","120","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Department for International Trade","80","80","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","80","80","48960","51140"
"Leaver CS","2022","London","Declared non-disabled","Department for Transport (excl. agencies)","120","110","48900","44030"
"Leaver CS","2022","London","Declared non-disabled","Department for Work and Pensions (excl. agencies)","740","690","32530","31060"
"Leaver CS","2022","London","Declared non-disabled","Department of Health and Social Care (excl. agencies)","50","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","140","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Government Legal Department","160","140","51390","51250"
"Leaver CS","2022","London","Declared non-disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","HM Courts and Tribunals Service","290","260","28290","23720"
"Leaver CS","2022","London","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","HM Prison and Probation Service","370","360","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","HM Revenue and Customs (excl. agencies)","260","230","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","HM Treasury (excl. agencies)","120","120","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Home Office","530","460","39840","34630"
"Leaver CS","2022","London","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","80","70","51260","41020"
"Leaver CS","2022","London","Declared non-disabled","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Ministry of Defence (excl. agencies)","160","160","40320","37000"
"Leaver CS","2022","London","Declared non-disabled","Ministry of Justice (excl. agencies)","160","150","47790","41750"
"Leaver CS","2022","London","Declared non-disabled","National Crime Agency","30","30","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Office of Gas and Electricity Markets","130","130","50110","46000"
"Leaver CS","2022","London","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Public Health England","470","430","44670","40070"
"Leaver CS","2022","London","Declared non-disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Serious Fraud Office","30","30","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","The National Archives","50","40","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","UK Export Finance","40","40","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","UK Health Security Agency","280","250","38810","33100"
"Leaver CS","2022","London","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Department for Work and Pensions (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","HM Prison and Probation Service","60","60","[c]","[c]"
"Leaver CS","2022","London","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","HM Treasury (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Home Office","50","40","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Cabinet Office (excl. agencies)","190","190","52860","49700"
"Leaver CS","2022","London","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Crown Prosecution Service","40","40","[c]","[c]"
"Leaver CS","2022","London","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","50","50","41690","39080"
"Leaver CS","2022","London","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Department for Education (excl. agencies)","70","70","36310","30720"
"Leaver CS","2022","London","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","70","70","[c]","[c]"
"Leaver CS","2022","London","Unknown","Department for International Trade","100","100","[c]","[c]"
"Leaver CS","2022","London","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Department for Transport (excl. agencies)","70","60","38010","34710"
"Leaver CS","2022","London","Unknown","Department for Work and Pensions (excl. agencies)","140","140","31610","31060"
"Leaver CS","2022","London","Unknown","Department of Health and Social Care (excl. agencies)","340","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","70","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","HM Courts and Tribunals Service","210","210","24750","23720"
"Leaver CS","2022","London","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","HM Prison and Probation Service","240","230","[c]","[c]"
"Leaver CS","2022","London","Unknown","HM Revenue and Customs (excl. agencies)","150","130","[c]","[c]"
"Leaver CS","2022","London","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Home Office","190","190","34600","28650"
"Leaver CS","2022","London","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
