"Status","Year","Parent_department","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Attorney General's Departments","Unknown","Male","50","40","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Heterosexual / straight","Female","70","70","42420","34640"
"Leaver CS","2021","Cabinet Office","Heterosexual / straight","Male","60","60","54130","54580"
"Leaver CS","2021","Cabinet Office","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","Female","100","90","44070","32000"
"Leaver CS","2021","Cabinet Office","Unknown","Male","110","100","51850","34660"
"Leaver CS","2021","Chancellor's other departments","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Heterosexual / straight","Female","40","30","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Heterosexual / straight","Male","40","30","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Female","100","90","38260","32830"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Male","110","110","45430","39490"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","90","80","33430","24700"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","150","150","38600","30960"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Heterosexual / straight","Female","120","120","44380","39600"
"Leaver CS","2021","Department for Education","Heterosexual / straight","Male","110","100","43100","40220"
"Leaver CS","2021","Department for Education","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","Female","40","40","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Female","290","260","31900","26520"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Male","240","230","35680","29290"
"Leaver CS","2021","Department for International Trade","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Unknown","Female","50","50","29140","18200"
"Leaver CS","2021","Department for International Trade","Unknown","Male","40","40","[c]","[c]"
"Leaver CS","2021","Department for Transport","Heterosexual / straight","Female","160","130","25470","21590"
"Leaver CS","2021","Department for Transport","Heterosexual / straight","Male","230","200","33840","26780"
"Leaver CS","2021","Department for Transport","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Undeclared","Female","70","50","26940","21590"
"Leaver CS","2021","Department for Transport","Undeclared","Male","90","70","32040","26780"
"Leaver CS","2021","Department for Transport","Unknown","Female","70","60","24420","21590"
"Leaver CS","2021","Department for Transport","Unknown","Male","90","80","32310","26470"
"Leaver CS","2021","Department for Work and Pensions","Heterosexual / straight","Female","1510","1240","26360","26110"
"Leaver CS","2021","Department for Work and Pensions","Heterosexual / straight","Male","900","840","27460","25110"
"Leaver CS","2021","Department for Work and Pensions","LGBO","Female","70","70","26310","25110"
"Leaver CS","2021","Department for Work and Pensions","LGBO","Male","80","80","26320","27230"
"Leaver CS","2021","Department for Work and Pensions","Undeclared","Female","190","150","26960","26890"
"Leaver CS","2021","Department for Work and Pensions","Undeclared","Male","130","110","30220","27570"
"Leaver CS","2021","Department for Work and Pensions","Unknown","Female","1060","840","26260","26890"
"Leaver CS","2021","Department for Work and Pensions","Unknown","Male","580","530","28150","27570"
"Leaver CS","2021","Department of Health and Social Care","Heterosexual / straight","Female","380","340","37260","32330"
"Leaver CS","2021","Department of Health and Social Care","Heterosexual / straight","Male","170","140","45870","35610"
"Leaver CS","2021","Department of Health and Social Care","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Undeclared","Female","60","50","39500","35430"
"Leaver CS","2021","Department of Health and Social Care","Undeclared","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Female","170","60","39800","34530"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Male","100","30","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","ESTYN","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Heterosexual / straight","Female","30","30","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Heterosexual / straight","Male","60","50","47700","41190"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Unknown","Female","60","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Unknown","Male","100","30","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Heterosexual / straight","Female","90","70","30260","27130"
"Leaver CS","2021","HM Land Registry","Heterosexual / straight","Male","60","50","32500","27130"
"Leaver CS","2021","HM Land Registry","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Unknown","Female","50","40","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Unknown","Male","40","40","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Heterosexual / straight","Female","60","50","28660","26000"
"Leaver CS","2021","HM Revenue and Customs","Heterosexual / straight","Male","70","60","33190","26500"
"Leaver CS","2021","HM Revenue and Customs","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Unknown","Female","3370","2720","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Unknown","Male","2170","1940","27570","25500"
"Leaver CS","2021","HM Treasury","Heterosexual / straight","Female","40","30","[c]","[c]"
"Leaver CS","2021","HM Treasury","Heterosexual / straight","Male","50","50","[c]","[c]"
"Leaver CS","2021","HM Treasury","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Heterosexual / straight","Female","490","390","28590","25100"
"Leaver CS","2021","Home Office","Heterosexual / straight","Male","480","430","31670","27240"
"Leaver CS","2021","Home Office","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Undeclared","Female","90","70","30690","27240"
"Leaver CS","2021","Home Office","Undeclared","Male","100","90","34540","29220"
"Leaver CS","2021","Home Office","Unknown","Female","80","70","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Male","60","60","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Heterosexual / straight","Female","790","720","29980","26670"
"Leaver CS","2021","Ministry of Defence","Heterosexual / straight","Male","1370","1310","33480","31000"
"Leaver CS","2021","Ministry of Defence","LGBO","Female","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","LGBO","Male","60","60","31680","26670"
"Leaver CS","2021","Ministry of Defence","Undeclared","Female","120","110","29990","26670"
"Leaver CS","2021","Ministry of Defence","Undeclared","Male","230","210","36050","34260"
"Leaver CS","2021","Ministry of Defence","Unknown","Female","170","160","30610","27260"
"Leaver CS","2021","Ministry of Defence","Unknown","Male","440","430","31930","29930"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Female","50","40","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Male","50","50","43270","41020"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Heterosexual / straight","Female","1680","1470","25120","20650"
"Leaver CS","2021","Ministry of Justice","Heterosexual / straight","Male","1620","1510","28440","21180"
"Leaver CS","2021","Ministry of Justice","LGBO","Female","140","140","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","LGBO","Male","70","70","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Undeclared","Female","260","220","27940","21180"
"Leaver CS","2021","Ministry of Justice","Undeclared","Male","210","190","25910","20600"
"Leaver CS","2021","Ministry of Justice","Unknown","Female","890","810","24050","20040"
"Leaver CS","2021","Ministry of Justice","Unknown","Male","990","910","25480","21170"
"Leaver CS","2021","National Crime Agency","Heterosexual / straight","Female","40","30","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Heterosexual / straight","Male","90","80","46000","43710"
"Leaver CS","2021","National Crime Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Heterosexual / straight","Female","60","60","50070","51360"
"Leaver CS","2021","Office for Standards in Education","Heterosexual / straight","Male","30","30","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Heterosexual / straight","Female","160","140","36340","30650"
"Leaver CS","2021","Scottish Government","Heterosexual / straight","Male","170","160","40500","33650"
"Leaver CS","2021","Scottish Government","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Undeclared","Female","70","60","30150","22820"
"Leaver CS","2021","Scottish Government","Undeclared","Male","60","60","29620","26210"
"Leaver CS","2021","Scottish Government","Unknown","Female","190","170","33540","27150"
"Leaver CS","2021","Scottish Government","Unknown","Male","270","250","35250","32140"
"Leaver CS","2021","The National Archives","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Female","70","60","31000","26360"
"Leaver CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Male","70","60","27360","19520"
"Leaver CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","Female","60","40","26080","19130"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","Male","80","70","29220","23050"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Heterosexual / straight","Female","60","50","40550","36500"
"Leaver CS","2021","Welsh Government","Heterosexual / straight","Male","60","50","47470","37410"
"Leaver CS","2021","Welsh Government","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Heterosexual / straight","Female","300","270","41260","38000"
"Leaver CS","2022","Attorney General's Departments","Heterosexual / straight","Male","160","150","46050","50250"
"Leaver CS","2022","Attorney General's Departments","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Unknown","Female","80","60","48710","54790"
"Leaver CS","2022","Attorney General's Departments","Unknown","Male","60","50","47640","43920"
"Leaver CS","2022","Cabinet Office","Heterosexual / straight","Female","190","180","45670","40600"
"Leaver CS","2022","Cabinet Office","Heterosexual / straight","Male","190","190","49570","42750"
"Leaver CS","2022","Cabinet Office","LGBO","Female","[c]","[c]","[c]","[c]"
