"Status","Year","Region_ITL1","Age","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","South West (England)","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","50-59","Department for Education (excl. agencies)","30","30","[c]","[c]"
"In post","2022","South West (England)","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","230","220","43410","41330"
"In post","2022","South West (England)","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","30","30","[c]","[c]"
"In post","2022","South West (England)","50-59","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","50-59","Department for Work and Pensions (excl. agencies)","1990","1770","26880","27570"
"In post","2022","South West (England)","50-59","Department of Health and Social Care (excl. agencies)","30","30","[c]","[c]"
"In post","2022","South West (England)","50-59","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","50-59","Driver and Vehicle Standards Agency","190","190","32850","27900"
"In post","2022","South West (England)","50-59","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","50-59","Food Standards Agency","40","40","[c]","[c]"
"In post","2022","South West (England)","50-59","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","50-59","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","50-59","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","50-59","Health and Safety Executive","40","30","[c]","[c]"
"In post","2022","South West (England)","50-59","HM Courts and Tribunals Service","330","300","26860","21410"
"In post","2022","South West (England)","50-59","HM Land Registry","560","500","34090","33840"
"In post","2022","South West (England)","50-59","HM Prison and Probation Service","1190","1130","32010","30640"
"In post","2022","South West (England)","50-59","HM Revenue and Customs (excl. agencies)","390","380","38840","33370"
"In post","2022","South West (England)","50-59","Home Office","180","170","30220","27370"
"In post","2022","South West (England)","50-59","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","50-59","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","50-59","Met Office","440","420","45450","45150"
"In post","2022","South West (England)","50-59","Ministry of Defence (excl. agencies)","2950","2880","34830","33300"
"In post","2022","South West (England)","50-59","Ministry of Justice (excl. agencies)","50","50","40360","35080"
"In post","2022","South West (England)","50-59","National Crime Agency","90","90","41160","40210"
"In post","2022","South West (England)","50-59","Office for Standards in Education, Children's Services and Skills","80","80","58360","59810"
"In post","2022","South West (England)","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","50-59","Planning Inspectorate","120","110","35780","32780"
"In post","2022","South West (England)","50-59","Rural Payments Agency","90","90","27960","26050"
"In post","2022","South West (England)","50-59","Submarine Delivery Agency","370","360","50900","47190"
"In post","2022","South West (England)","50-59","The Insolvency Service","40","40","[c]","[c]"
"In post","2022","South West (England)","50-59","UK Health Security Agency","200","190","49110","43550"
"In post","2022","South West (England)","50-59","UK Hydrographic Office","220","210","37940","33290"
"In post","2022","South West (England)","50-59","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","50-59","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","50-59","Valuation Office Agency","180","170","32790","27000"
"In post","2022","South West (England)","50-59","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Animal and Plant Health Agency","30","30","[c]","[c]"
"In post","2022","South West (England)","60-64","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Defence Equipment and Support","600","540","41900","40960"
"In post","2022","South West (England)","60-64","Defence Science and Technology Laboratory","140","130","43830","45000"
"In post","2022","South West (England)","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"In post","2022","South West (England)","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Department for Work and Pensions (excl. agencies)","640","480","26110","27570"
"In post","2022","South West (England)","60-64","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Driver and Vehicle Standards Agency","70","60","30860","27810"
"In post","2022","South West (England)","60-64","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","HM Courts and Tribunals Service","110","90","23420","20970"
"In post","2022","South West (England)","60-64","HM Land Registry","130","90","33600","33840"
"In post","2022","South West (England)","60-64","HM Prison and Probation Service","350","280","29550","28200"
"In post","2022","South West (England)","60-64","HM Revenue and Customs (excl. agencies)","100","80","38220","33370"
"In post","2022","South West (England)","60-64","Home Office","30","20","[c]","[c]"
"In post","2022","South West (England)","60-64","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Met Office","70","70","42270","40040"
"In post","2022","South West (England)","60-64","Ministry of Defence (excl. agencies)","980","910","31620","27900"
"In post","2022","South West (England)","60-64","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Rural Payments Agency","30","20","[c]","[c]"
"In post","2022","South West (England)","60-64","Submarine Delivery Agency","90","80","48570","43030"
"In post","2022","South West (England)","60-64","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","UK Health Security Agency","70","60","54180","48860"
"In post","2022","South West (England)","60-64","UK Hydrographic Office","60","50","36500","33590"
"In post","2022","South West (England)","60-64","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Valuation Office Agency","60","50","30860","25000"
"In post","2022","South West (England)","60-64","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Defence Equipment and Support","180","150","40270","39830"
"In post","2022","South West (England)","65+","Defence Science and Technology Laboratory","50","40","48460","47010"
"In post","2022","South West (England)","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Department for Work and Pensions (excl. agencies)","240","170","25230","27570"
"In post","2022","South West (England)","65+","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","HM Courts and Tribunals Service","50","40","22130","20970"
"In post","2022","South West (England)","65+","HM Land Registry","30","20","[c]","[c]"
"In post","2022","South West (England)","65+","HM Prison and Probation Service","130","90","27520","26560"
"In post","2022","South West (England)","65+","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Ministry of Defence (excl. agencies)","330","290","28220","25190"
"In post","2022","South West (England)","65+","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Submarine Delivery Agency","30","30","[c]","[c]"
"In post","2022","South West (England)","65+","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Royal Fleet Auxiliary","30","30","[c]","[c]"
"In post","2022","Unknown","20-29","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Cabinet Office (excl. agencies)","280","280","31440","29250"
"In post","2022","Unknown","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Department for Work and Pensions (excl. agencies)","90","80","28950","27570"
"In post","2022","Unknown","20-29","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Royal Fleet Auxiliary","370","370","28260","28980"
"In post","2022","Unknown","30-39","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","Cabinet Office (excl. agencies)","100","100","42150","35880"
"In post","2022","Unknown","30-39","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","Department for Work and Pensions (excl. agencies)","90","90","30170","27570"
"In post","2022","Unknown","30-39","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Unknown","30-39","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","Royal Fleet Auxiliary","390","390","37370","34460"
"In post","2022","Unknown","40-49","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","Cabinet Office (excl. agencies)","60","60","49340","49700"
"In post","2022","Unknown","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","Department for Work and Pensions (excl. agencies)","140","130","31800","27570"
"In post","2022","Unknown","40-49","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","Ministry of Defence (excl. agencies)","60","50","34640","31370"
"In post","2022","Unknown","40-49","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","Royal Fleet Auxiliary","350","350","41040","35380"
"In post","2022","Unknown","50-59","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Cabinet Office (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Unknown","50-59","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Department for Work and Pensions (excl. agencies)","200","190","31980","29360"
"In post","2022","Unknown","50-59","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Ministry of Defence (excl. agencies)","80","80","35230","27920"
"In post","2022","Unknown","50-59","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Royal Fleet Auxiliary","480","480","42550","37300"
"In post","2022","Unknown","60-64","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Department for Work and Pensions (excl. agencies)","70","50","32370","27570"
"In post","2022","Unknown","60-64","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Royal Fleet Auxiliary","120","120","40070","37300"
"In post","2022","Unknown","65+","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2022","Wales","16-19","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Wales","16-19","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","16-19","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","16-19","Driver and Vehicle Licensing Agency","70","60","19100","18310"
"In post","2022","Wales","16-19","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","16-19","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","16-19","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Wales","16-19","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","16-19","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","16-19","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Wales","16-19","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Wales","16-19","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Animal and Plant Health Agency","50","40","[c]","[c]"
"In post","2022","Wales","20-29","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Companies House","140","140","25390","21110"
"In post","2022","Wales","20-29","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Crown Prosecution Service","40","40","[c]","[c]"
"In post","2022","Wales","20-29","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Department for Work and Pensions (excl. agencies)","650","640","25050","27570"
"In post","2022","Wales","20-29","Driver and Vehicle Licensing Agency","740","710","22870","21840"
"In post","2022","Wales","20-29","Driver and Vehicle Standards Agency","80","80","26080","26130"
"In post","2022","Wales","20-29","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","HM Courts and Tribunals Service","140","130","22770","20970"
"In post","2022","Wales","20-29","HM Land Registry","130","130","25310","22600"
"In post","2022","Wales","20-29","HM Prison and Probation Service","640","630","24530","23170"
"In post","2022","Wales","20-29","HM Revenue and Customs (excl. agencies)","940","920","26750","26590"
"In post","2022","Wales","20-29","Home Office","90","80","25160","24880"
"In post","2022","Wales","20-29","Intellectual Property Office","320","320","29130","27380"
"In post","2022","Wales","20-29","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","UK Statistics Authority","740","720","30380","30710"
"In post","2022","Wales","20-29","Valuation Office Agency","40","40","[c]","[c]"
"In post","2022","Wales","20-29","Welsh Government (excl. agencies)","540","530","28440","25860"
"In post","2022","Wales","20-29","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Animal and Plant Health Agency","90","80","27320","24920"
"In post","2022","Wales","30-39","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Companies House","230","220","31300","27260"
"In post","2022","Wales","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Crown Commercial Service","30","30","[c]","[c]"
"In post","2022","Wales","30-39","Crown Prosecution Service","60","60","40490","48080"
"In post","2022","Wales","30-39","Defence Electronics and Components Agency","30","30","[c]","[c]"
"In post","2022","Wales","30-39","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Department for Work and Pensions (excl. agencies)","1120","1040","25990","27570"
"In post","2022","Wales","30-39","Driver and Vehicle Licensing Agency","1680","1510","25680","21840"
"In post","2022","Wales","30-39","Driver and Vehicle Standards Agency","130","120","28760","26350"
"In post","2022","Wales","30-39","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Food Standards Agency","50","50","34610","30810"
"In post","2022","Wales","30-39","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","HM Courts and Tribunals Service","180","170","24780","20970"
"In post","2022","Wales","30-39","HM Land Registry","170","160","27960","27130"
"In post","2022","Wales","30-39","HM Prison and Probation Service","910","870","28170","26310"
"In post","2022","Wales","30-39","HM Revenue and Customs (excl. agencies)","1280","1230","30820","26820"
"In post","2022","Wales","30-39","Home Office","170","160","28400","25040"
"In post","2022","Wales","30-39","Intellectual Property Office","430","410","36160","30850"
"In post","2022","Wales","30-39","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Ministry of Defence (excl. agencies)","90","80","24640","21170"
"In post","2022","Wales","30-39","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Wales","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","UK Statistics Authority","940","890","36420","36840"
"In post","2022","Wales","30-39","Valuation Office Agency","70","70","36160","33370"
"In post","2022","Wales","30-39","Welsh Government (excl. agencies)","1230","1170","38230","38160"
"In post","2022","Wales","30-39","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Wales","40-49","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","40-49","Animal and Plant Health Agency","110","100","31070","29180"
"In post","2022","Wales","40-49","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Wales","40-49","Companies House","270","250","34190","30660"
"In post","2022","Wales","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Wales","40-49","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","40-49","Crown Prosecution Service","120","110","41040","42740"
"In post","2022","Wales","40-49","Defence Electronics and Components Agency","70","70","29310","28150"
"In post","2022","Wales","40-49","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Wales","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Wales","40-49","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Wales","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","40-49","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","40-49","Department for Work and Pensions (excl. agencies)","1340","1220","26320","27570"
"In post","2022","Wales","40-49","Driver and Vehicle Licensing Agency","1590","1440","27910","21840"
"In post","2022","Wales","40-49","Driver and Vehicle Standards Agency","130","130","30600","26800"
