"Status","Year","Region_ITL1","Age","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East of England","30-39","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","East of England","30-39","Ministry of Defence (excl. agencies)","590","570","32940","33300"
"In post","2021","East of England","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East of England","30-39","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East of England","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","30-39","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","East of England","30-39","Public Health England","90","80","36570","32880"
"In post","2021","East of England","30-39","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","30-39","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","40-49","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","East of England","40-49","Animal and Plant Health Agency","30","30","[c]","[c]"
"In post","2021","East of England","40-49","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"In post","2021","East of England","40-49","Centre for Environment, Fisheries and Aquaculture Science","120","110","35740","35900"
"In post","2021","East of England","40-49","Crown Commercial Service","40","40","[c]","[c]"
"In post","2021","East of England","40-49","Crown Prosecution Service","140","130","42070","35360"
"In post","2021","East of England","40-49","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2021","East of England","40-49","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","East of England","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East of England","40-49","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East of England","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","50","50","38780","36970"
"In post","2021","East of England","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East of England","40-49","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East of England","40-49","Department for Work and Pensions (excl. agencies)","1120","1000","28050","27570"
"In post","2021","East of England","40-49","Driver and Vehicle Standards Agency","80","80","29070","26780"
"In post","2021","East of England","40-49","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","40-49","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","40-49","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","40-49","Health and Safety Executive","30","30","[c]","[c]"
"In post","2021","East of England","40-49","HM Courts and Tribunals Service","260","220","24090","20650"
"In post","2021","East of England","40-49","HM Land Registry","50","50","[c]","[c]"
"In post","2021","East of England","40-49","HM Prison and Probation Service","1150","1090","31550","31220"
"In post","2021","East of England","40-49","HM Revenue and Customs (excl. agencies)","410","370","33110","31810"
"In post","2021","East of England","40-49","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East of England","40-49","Home Office (incl. agencies)","500","460","26930","25310"
"In post","2021","East of England","40-49","Insolvency Service","30","30","[c]","[c]"
"In post","2021","East of England","40-49","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","40-49","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","40-49","Medicines and Healthcare Products Regulatory Agency","90","90","49360","49340"
"In post","2021","East of England","40-49","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","East of England","40-49","Ministry of Defence (excl. agencies)","760","730","32860","31000"
"In post","2021","East of England","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East of England","40-49","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East of England","40-49","National Crime Agency","30","30","[c]","[c]"
"In post","2021","East of England","40-49","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","East of England","40-49","Public Health England","120","100","44980","40430"
"In post","2021","East of England","40-49","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","40-49","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","50-59","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","East of England","50-59","Animal and Plant Health Agency","40","40","[c]","[c]"
"In post","2021","East of England","50-59","Cabinet Office (excl. agencies)","40","30","[c]","[c]"
"In post","2021","East of England","50-59","Centre for Environment, Fisheries and Aquaculture Science","110","110","39470","37280"
"In post","2021","East of England","50-59","Crown Commercial Service","30","30","[c]","[c]"
"In post","2021","East of England","50-59","Crown Prosecution Service","140","130","45160","41460"
"In post","2021","East of England","50-59","Defence Equipment and Support","100","100","35440","33240"
"In post","2021","East of England","50-59","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","East of England","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East of England","50-59","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East of England","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","60","60","39290","37160"
"In post","2021","East of England","50-59","Department for Work and Pensions (excl. agencies)","1690","1540","28600","27570"
"In post","2021","East of England","50-59","Driver and Vehicle Standards Agency","160","150","28620","26780"
"In post","2021","East of England","50-59","Food Standards Agency","30","30","[c]","[c]"
"In post","2021","East of England","50-59","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","50-59","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","50-59","Health and Safety Executive","50","50","[c]","[c]"
"In post","2021","East of England","50-59","HM Courts and Tribunals Service","370","340","24890","20650"
"In post","2021","East of England","50-59","HM Land Registry","140","130","31840","33840"
"In post","2021","East of England","50-59","HM Prison and Probation Service","1290","1230","31610","31650"
"In post","2021","East of England","50-59","HM Revenue and Customs (excl. agencies)","750","690","32980","31810"
"In post","2021","East of England","50-59","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East of England","50-59","Home Office (incl. agencies)","650","590","28190","26690"
"In post","2021","East of England","50-59","Insolvency Service","40","40","[c]","[c]"
"In post","2021","East of England","50-59","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","50-59","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","50-59","Medicines and Healthcare Products Regulatory Agency","70","70","48430","43090"
"In post","2021","East of England","50-59","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","East of England","50-59","Ministry of Defence (excl. agencies)","1330","1300","31960","29200"
"In post","2021","East of England","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East of England","50-59","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East of England","50-59","National Crime Agency","50","50","41510","41170"
"In post","2021","East of England","50-59","Office for Standards in Education, Children's Services and Skills","50","50","64380","64500"
"In post","2021","East of England","50-59","Public Health England","100","90","60110","49590"
"In post","2021","East of England","50-59","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","50-59","Valuation Office Agency","70","70","35760","32550"
"In post","2021","East of England","60-64","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2021","East of England","60-64","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Department for Work and Pensions (excl. agencies)","490","400","28250","27570"
"In post","2021","East of England","60-64","Driver and Vehicle Standards Agency","60","50","28630","26780"
"In post","2021","East of England","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","HM Courts and Tribunals Service","120","110","22490","19990"
"In post","2021","East of England","60-64","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","HM Prison and Probation Service","380","310","28780","25840"
"In post","2021","East of England","60-64","HM Revenue and Customs (excl. agencies)","180","140","30680","28130"
"In post","2021","East of England","60-64","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Home Office (incl. agencies)","140","100","26500","26490"
"In post","2021","East of England","60-64","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Ministry of Defence (excl. agencies)","420","400","28760","23840"
"In post","2021","East of England","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Public Health England","30","30","[c]","[c]"
"In post","2021","East of England","60-64","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","65+","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","East of England","65+","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","65+","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
