"Status","Year","Sexual_orientation","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Cornwall and Isles of Scilly","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Cumbria","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Derbyshire and Nottinghamshire","230","210","27290","24000"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Devon","170","150","26240","21580"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Dorset and Somerset","170","160","30170","27570"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","East Anglia","370","330","30830","26670"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","East Wales","330","300","35780","27570"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","East Yorkshire and Northern Lincolnshire","130","120","29030","27130"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Eastern Scotland","200","180","34370","27570"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Essex","120","110","29590","25260"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","690","640","35510","31260"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Greater Manchester","350","320","30980","25880"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Hampshire and Isle of Wight","380","340","30530","27570"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","120","110","23800","21010"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Inner London - East","390","370","42470","35070"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Inner London - West","1080","1010","46260","40220"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Kent","220","200","27020","25000"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Lancashire","250","220","26910","21010"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","200","180","27980","25090"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Lincolnshire","130","120","28640","27620"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Merseyside","290","240","26740","23690"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","North Eastern Scotland","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","North Yorkshire","110","100","34680","27570"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Northern Ireland","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Northumberland and Tyne and Wear","280","230","26300","21010"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Outer London - East and North East","70","70","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Outer London - South","190","170","35140","29220"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Outer London - West and North West","240","220","33110","29910"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Shropshire and Staffordshire","210","190","29660","27130"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","South Yorkshire","230","200","28400","24210"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Southern Scotland","50","40","30970","27360"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Surrey, East and West Sussex","200","180","27810","26200"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Tees Valley and Durham","190","160","28700","21890"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","West Central Scotland","230","200","30910","26720"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","West Midlands","300","260","31440","25480"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","West Wales and The Valleys","310","270","27560","21590"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","West Yorkshire","280","240","30460","27570"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Inner London - West","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","East Wales","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Eastern Scotland","70","60","40930","34290"
"Leaver CS","2021","Heterosexual / straight","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Hampshire and Isle of Wight","60","50","28300","26670"
"Leaver CS","2021","Heterosexual / straight","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Inner London - East","70","60","44860","40010"
"Leaver CS","2021","Heterosexual / straight","Unknown","Inner London - West","80","80","44540","39080"
"Leaver CS","2021","Heterosexual / straight","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Overseas","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","West Central Scotland","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Inner London - West","30","30","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Inner London - West","100","100","47080","38600"
"Leaver CS","2021","LGBO","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
