"Status","Year","Ethnicity","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","White","20-29","North East (England)","3130","3080","26520","25700"
"In post","2022","White","20-29","North West (England)","6080","6000","26890","25480"
"In post","2022","White","20-29","Northern Ireland","320","320","26360","26590"
"In post","2022","White","20-29","Overseas","210","210","34710","33230"
"In post","2022","White","20-29","Scotland","4790","4720","28050","27230"
"In post","2022","White","20-29","South East (England)","4070","4020","27790","27260"
"In post","2022","White","20-29","South West (England)","5590","5520","27820","27130"
"In post","2022","White","20-29","Unknown","140","140","30140","28000"
"In post","2022","White","20-29","Wales","3820","3750","26610","25210"
"In post","2022","White","20-29","West Midlands (England)","2440","2410","26940","25610"
"In post","2022","White","20-29","Yorkshire and The Humber","3650","3600","27950","26590"
"In post","2022","White","30-39","East Midlands (England)","3030","2860","30630","27570"
"In post","2022","White","30-39","East of England","2990","2810","31100","29290"
"In post","2022","White","30-39","London","12980","12620","49450","51730"
"In post","2022","White","30-39","North East (England)","5200","4870","30170","27570"
"In post","2022","White","30-39","North West (England)","9460","8990","30840","27570"
"In post","2022","White","30-39","Northern Ireland","700","670","31010","26830"
"In post","2022","White","30-39","Overseas","670","670","46230","49370"
"In post","2022","White","30-39","Scotland","7950","7620","34220","31540"
"In post","2022","White","30-39","South East (England)","5720","5400","32200","30210"
"In post","2022","White","30-39","South West (England)","7790","7360","34610","33040"
"In post","2022","White","30-39","Unknown","130","130","35260","30820"
"In post","2022","White","30-39","Wales","7110","6690","31180","27570"
"In post","2022","White","30-39","West Midlands (England)","3700","3510","31540","27570"
"In post","2022","White","30-39","Yorkshire and The Humber","5520","5180","32830","30090"
"In post","2022","White","40-49","East Midlands (England)","3680","3430","33150","28580"
"In post","2022","White","40-49","East of England","4010","3730","33010","29560"
"In post","2022","White","40-49","London","11850","11270","53830","53770"
"In post","2022","White","40-49","North East (England)","6540","6040","31780","27570"
"In post","2022","White","40-49","North West (England)","11550","10800","32450","27570"
"In post","2022","White","40-49","Northern Ireland","880","830","30690","26820"
"In post","2022","White","40-49","Overseas","760","750","53470","54470"
"In post","2022","White","40-49","Scotland","8500","8020","37220","31990"
"In post","2022","White","40-49","South East (England)","7040","6610","34660","31020"
"In post","2022","White","40-49","South West (England)","8510","7990","37720","34120"
"In post","2022","White","40-49","Unknown","190","180","36510","31220"
"In post","2022","White","40-49","Wales","7710","7200","34560","29430"
"In post","2022","White","40-49","West Midlands (England)","4750","4450","34590","30320"
"In post","2022","White","40-49","Yorkshire and The Humber","6640","6180","34920","31180"
"In post","2022","White","50-59","East Midlands (England)","5390","5040","32630","27570"
"In post","2022","White","50-59","East of England","5800","5480","32770","29290"
"In post","2022","White","50-59","London","12780","12350","49510","43320"
"In post","2022","White","50-59","North East (England)","8160","7360","30930","27570"
"In post","2022","White","50-59","North West (England)","15540","14440","31970","27570"
"In post","2022","White","50-59","Northern Ireland","1080","1030","30610","27130"
"In post","2022","White","50-59","Overseas","750","740","53290","53500"
"In post","2022","White","50-59","Scotland","11720","10970","34860","28920"
"In post","2022","White","50-59","South East (England)","10680","10050","33660","29610"
"In post","2022","White","50-59","South West (England)","11340","10770","37240","33300"
"In post","2022","White","50-59","Unknown","240","230","34630","31060"
"In post","2022","White","50-59","Wales","8590","8020","33740","27570"
"In post","2022","White","50-59","West Midlands (England)","7020","6560","32750","27570"
"In post","2022","White","50-59","Yorkshire and The Humber","9220","8560","33590","28550"
"In post","2022","White","60-64","East Midlands (England)","1540","1270","29320","27380"
"In post","2022","White","60-64","East of England","1770","1510","30330","27570"
"In post","2022","White","60-64","London","3220","2860","45310","38340"
"In post","2022","White","60-64","North East (England)","2690","2020","27420","23960"
"In post","2022","White","60-64","North West (England)","4400","3490","28860","26930"
"In post","2022","White","60-64","Northern Ireland","250","210","28220","22830"
"In post","2022","White","60-64","Overseas","130","130","56900","54540"
"In post","2022","White","60-64","Scotland","3310","2660","31490","27570"
"In post","2022","White","60-64","South East (England)","3490","2940","31300","27570"
"In post","2022","White","60-64","South West (England)","3250","2780","34350","29750"
"In post","2022","White","60-64","Unknown","70","60","37380","29860"
"In post","2022","White","60-64","Wales","2640","2080","30600","26900"
"In post","2022","White","60-64","West Midlands (England)","2070","1690","30210","27570"
"In post","2022","White","60-64","Yorkshire and The Humber","2410","1890","29910","27570"
"In post","2022","White","65+","East Midlands (England)","390","300","29010","26780"
"In post","2022","White","65+","East of England","600","460","29510","26830"
"In post","2022","White","65+","London","1160","970","41310","33440"
"In post","2022","White","65+","North East (England)","610","440","25720","22080"
"In post","2022","White","65+","North West (England)","1160","850","27860","25700"
"In post","2022","White","65+","Northern Ireland","80","70","26920","21680"
"In post","2022","White","65+","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","White","65+","Scotland","860","650","29990","26780"
"In post","2022","White","65+","South East (England)","1380","1080","30150","26820"
"In post","2022","White","65+","South West (England)","1090","860","31970","27570"
"In post","2022","White","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","65+","Wales","810","580","30400","26120"
"In post","2022","White","65+","West Midlands (England)","610","470","29410","27250"
"In post","2022","White","65+","Yorkshire and The Humber","600","440","28780","26880"
"In post","2022","White","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","16-19","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","16-19","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","16-19","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","16-19","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","16-19","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","20-29","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","20-29","London","170","170","27120","26680"
"Leaver CS","2021","Asian","20-29","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","20-29","North West (England)","40","40","[c]","[c]"
"Leaver CS","2021","Asian","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","20-29","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","20-29","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","20-29","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","20-29","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver CS","2021","Asian","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","30-39","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","30-39","London","110","100","36410","33850"
"Leaver CS","2021","Asian","30-39","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","30-39","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","30-39","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","30-39","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","30-39","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","Asian","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","40-49","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","40-49","London","80","70","43680","36510"
"Leaver CS","2021","Asian","40-49","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","40-49","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","40-49","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","40-49","West Midlands (England)","30","30","[c]","[c]"
"Leaver CS","2021","Asian","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","50-59","London","90","80","[c]","[c]"
"Leaver CS","2021","Asian","50-59","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","50-59","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","50-59","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","50-59","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","50-59","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","60-64","London","60","40","[c]","[c]"
"Leaver CS","2021","Asian","60-64","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","60-64","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","65+","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","65+","London","80","60","[c]","[c]"
"Leaver CS","2021","Asian","65+","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","65+","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","65+","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","65+","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","65+","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","16-19","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","16-19","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","16-19","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","16-19","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","16-19","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","London","90","90","26860","25110"
"Leaver CS","2021","Black","20-29","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","London","60","60","[c]","[c]"
"Leaver CS","2021","Black","30-39","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","London","60","50","[c]","[c]"
"Leaver CS","2021","Black","40-49","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","London","80","70","37500","30020"
"Leaver CS","2021","Black","50-59","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","London","40","30","[c]","[c]"
"Leaver CS","2021","Black","60-64","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","London","30","30","[c]","[c]"
"Leaver CS","2021","Black","65+","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","16-19","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","16-19","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","16-19","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","16-19","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","16-19","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
