"Status","Year","Ethnicity","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","White","20-29","London","3040","3020","31950","31060"
"New entrant CS","2021","White","20-29","North East (England)","820","820","23330","21010"
"New entrant CS","2021","White","20-29","North West (England)","1340","1330","24440","22850"
"New entrant CS","2021","White","20-29","Northern Ireland","50","50","22750","20140"
"New entrant CS","2021","White","20-29","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","20-29","Scotland","820","810","24560","23340"
"New entrant CS","2021","White","20-29","South East (England)","1130","1120","25460","25540"
"New entrant CS","2021","White","20-29","South West (England)","1240","1220","24790","23540"
"New entrant CS","2021","White","20-29","Unknown","90","90","27900","27570"
"New entrant CS","2021","White","20-29","Wales","750","730","23690","21590"
"New entrant CS","2021","White","20-29","West Midlands (England)","600","590","24510","22920"
"New entrant CS","2021","White","20-29","Yorkshire and The Humber","910","910","24940","23440"
"New entrant CS","2021","White","30-39","East Midlands (England)","320","310","27510","27570"
"New entrant CS","2021","White","30-39","East of England","380","370","27260","27570"
"New entrant CS","2021","White","30-39","London","1340","1310","41230","37230"
"New entrant CS","2021","White","30-39","North East (England)","460","450","25940","22850"
"New entrant CS","2021","White","30-39","North West (England)","820","810","27610","27570"
"New entrant CS","2021","White","30-39","Northern Ireland","60","60","26330","20220"
"New entrant CS","2021","White","30-39","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","30-39","Scotland","640","620","28660","27570"
"New entrant CS","2021","White","30-39","South East (England)","810","790","28910","27570"
"New entrant CS","2021","White","30-39","South West (England)","810","770","29800","27570"
"New entrant CS","2021","White","30-39","Unknown","60","60","31200","27570"
"New entrant CS","2021","White","30-39","Wales","450","430","27580","25030"
"New entrant CS","2021","White","30-39","West Midlands (England)","410","400","28800","27570"
"New entrant CS","2021","White","30-39","Yorkshire and The Humber","550","530","29230","27570"
"New entrant CS","2021","White","40-49","East Midlands (England)","250","240","29420","27570"
"New entrant CS","2021","White","40-49","East of England","360","350","28230","27570"
"New entrant CS","2021","White","40-49","London","740","700","44100","39030"
"New entrant CS","2021","White","40-49","North East (England)","330","320","26870","22850"
"New entrant CS","2021","White","40-49","North West (England)","620","610","30570","27570"
"New entrant CS","2021","White","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Scotland","490","480","29630","27570"
"New entrant CS","2021","White","40-49","South East (England)","650","630","30290","27570"
"New entrant CS","2021","White","40-49","South West (England)","680","650","32770","27570"
"New entrant CS","2021","White","40-49","Unknown","50","50","33300","27570"
"New entrant CS","2021","White","40-49","Wales","270","260","30170","27570"
"New entrant CS","2021","White","40-49","West Midlands (England)","350","330","32070","27570"
"New entrant CS","2021","White","40-49","Yorkshire and The Humber","430","410","31660","27570"
"New entrant CS","2021","White","50-59","East Midlands (England)","280","280","28060","27570"
"New entrant CS","2021","White","50-59","East of England","370","350","28580","27570"
"New entrant CS","2021","White","50-59","London","580","550","43390","36330"
"New entrant CS","2021","White","50-59","North East (England)","270","260","25150","21010"
"New entrant CS","2021","White","50-59","North West (England)","550","530","28030","25840"
"New entrant CS","2021","White","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Scotland","450","440","27840","26160"
"New entrant CS","2021","White","50-59","South East (England)","740","710","29250","27570"
"New entrant CS","2021","White","50-59","South West (England)","600","570","31760","27570"
"New entrant CS","2021","White","50-59","Unknown","60","50","30460","27570"
"New entrant CS","2021","White","50-59","Wales","190","190","29390","26240"
"New entrant CS","2021","White","50-59","West Midlands (England)","310","290","30590","27570"
"New entrant CS","2021","White","50-59","Yorkshire and The Humber","380","370","29810","27570"
"New entrant CS","2021","White","60-64","East Midlands (England)","50","50","26180","26350"
"New entrant CS","2021","White","60-64","East of England","70","60","26290","27570"
"New entrant CS","2021","White","60-64","London","110","90","47130","36330"
"New entrant CS","2021","White","60-64","North East (England)","70","70","23810","21010"
"New entrant CS","2021","White","60-64","North West (England)","120","110","27080","21010"
"New entrant CS","2021","White","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","60-64","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","60-64","Scotland","50","50","25860","21010"
"New entrant CS","2021","White","60-64","South East (England)","160","160","27320","27570"
"New entrant CS","2021","White","60-64","South West (England)","120","110","30990","27570"
"New entrant CS","2021","White","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","60-64","Wales","40","30","[c]","[c]"
"New entrant CS","2021","White","60-64","West Midlands (England)","60","50","29390","27570"
"New entrant CS","2021","White","60-64","Yorkshire and The Humber","60","50","29910","27570"
"New entrant CS","2021","White","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","65+","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","65+","London","40","30","[c]","[c]"
"New entrant CS","2021","White","65+","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","65+","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","65+","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","65+","South East (England)","30","30","[c]","[c]"
"New entrant CS","2021","White","65+","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","65+","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","16-19","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","16-19","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","16-19","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","16-19","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","16-19","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","16-19","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","16-19","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","16-19","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","16-19","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","20-29","East Midlands (England)","140","140","24170","22600"
"New entrant CS","2022","Asian","20-29","East of England","60","60","28000","27570"
"New entrant CS","2022","Asian","20-29","London","860","840","30620","31020"
"New entrant CS","2022","Asian","20-29","North East (England)","70","70","24380","21260"
"New entrant CS","2022","Asian","20-29","North West (England)","290","290","25010","23170"
"New entrant CS","2022","Asian","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","20-29","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","20-29","Scotland","70","70","26070","24400"
"New entrant CS","2022","Asian","20-29","South East (England)","80","70","26800","26350"
"New entrant CS","2022","Asian","20-29","South West (England)","70","70","26260","25000"
"New entrant CS","2022","Asian","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","20-29","Wales","50","50","24220","21810"
"New entrant CS","2022","Asian","20-29","West Midlands (England)","400","390","25320","25000"
"New entrant CS","2022","Asian","20-29","Yorkshire and The Humber","330","320","24360","21260"
"New entrant CS","2022","Asian","30-39","East Midlands (England)","80","80","25610","24620"
"New entrant CS","2022","Asian","30-39","East of England","50","50","28960","28140"
"New entrant CS","2022","Asian","30-39","London","420","410","37660","32960"
"New entrant CS","2022","Asian","30-39","North East (England)","40","40","[c]","[c]"
"New entrant CS","2022","Asian","30-39","North West (England)","170","160","28270","26590"
"New entrant CS","2022","Asian","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","30-39","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","30-39","Scotland","80","80","29010","27230"
"New entrant CS","2022","Asian","30-39","South East (England)","60","60","30510","27630"
"New entrant CS","2022","Asian","30-39","South West (England)","40","40","[c]","[c]"
"New entrant CS","2022","Asian","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","30-39","Wales","60","60","29600","27570"
"New entrant CS","2022","Asian","30-39","West Midlands (England)","240","230","27590","27570"
"New entrant CS","2022","Asian","30-39","Yorkshire and The Humber","170","160","28030","26820"
"New entrant CS","2022","Asian","40-49","East Midlands (England)","50","50","27060","24100"
"New entrant CS","2022","Asian","40-49","East of England","30","30","[c]","[c]"
"New entrant CS","2022","Asian","40-49","London","260","250","40140","34550"
"New entrant CS","2022","Asian","40-49","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","40-49","North West (England)","100","90","29890","27570"
"New entrant CS","2022","Asian","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","40-49","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","40-49","Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Asian","40-49","South East (England)","60","60","32690","29230"
"New entrant CS","2022","Asian","40-49","South West (England)","30","30","[c]","[c]"
"New entrant CS","2022","Asian","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","40-49","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","40-49","West Midlands (England)","140","130","30350","27570"
"New entrant CS","2022","Asian","40-49","Yorkshire and The Humber","70","70","29330","27570"
"New entrant CS","2022","Asian","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","50-59","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","50-59","London","110","110","39270","32440"
"New entrant CS","2022","Asian","50-59","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","50-59","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","50-59","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","50-59","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","50-59","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","50-59","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","50-59","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","50-59","West Midlands (England)","60","60","31290","27570"
"New entrant CS","2022","Asian","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","60-64","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","60-64","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","60-64","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","60-64","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","60-64","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","60-64","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","60-64","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","60-64","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","60-64","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","65+","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","65+","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","65+","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","65+","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","65+","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","65+","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","65+","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","65+","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","16-19","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","16-19","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","16-19","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","16-19","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","16-19","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","16-19","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","16-19","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","16-19","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","16-19","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","20-29","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2022","Black","20-29","East of England","40","40","[c]","[c]"
