"Status","Year","Sex","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","West Midlands (England)","Black","480","460","30260","27570"
"In post","2022","Male","West Midlands (England)","Mixed","220","210","30580","27570"
"In post","2022","Male","West Midlands (England)","Other ethnicity","70","70","32440","27570"
"In post","2022","Male","West Midlands (England)","Undeclared","670","640","32560","28040"
"In post","2022","Male","West Midlands (England)","Unknown","1880","1810","30970","26820"
"In post","2022","Male","West Midlands (England)","White","8550","8250","33380","29270"
"In post","2022","Male","Yorkshire and The Humber","Asian","1490","1450","29770","27570"
"In post","2022","Male","Yorkshire and The Humber","Black","270","260","30030","27380"
"In post","2022","Male","Yorkshire and The Humber","Mixed","230","220","32400","27570"
"In post","2022","Male","Yorkshire and The Humber","Other ethnicity","70","60","33310","27750"
"In post","2022","Male","Yorkshire and The Humber","Undeclared","860","820","32900","29270"
"In post","2022","Male","Yorkshire and The Humber","Unknown","2770","2710","31370","26820"
"In post","2022","Male","Yorkshire and The Humber","White","11950","11500","33800","30210"
"In post","2022","Unknown","London","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South East (England)","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Wales","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Midlands (England)","Asian","40","30","[c]","[c]"
"Leaver CS","2021","Female","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Midlands (England)","Unknown","190","170","24790","21590"
"Leaver CS","2021","Female","East Midlands (England)","White","590","500","26560","21620"
"Leaver CS","2021","Female","East of England","Asian","40","30","[c]","[c]"
"Leaver CS","2021","Female","East of England","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East of England","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East of England","Undeclared","80","60","28080","26310"
"Leaver CS","2021","Female","East of England","Unknown","180","160","27280","26550"
"Leaver CS","2021","Female","East of England","White","630","530","28280","25220"
"Leaver CS","2021","Female","London","Asian","340","300","33180","28870"
"Leaver CS","2021","Female","London","Black","220","200","31310","27060"
"Leaver CS","2021","Female","London","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","London","Mixed","80","80","34820","31060"
"Leaver CS","2021","Female","London","Other ethnicity","30","30","[c]","[c]"
"Leaver CS","2021","Female","London","Undeclared","140","120","33160","27070"
"Leaver CS","2021","Female","London","Unknown","710","620","37190","31060"
"Leaver CS","2021","Female","London","White","1180","1040","43980","37630"
"Leaver CS","2021","Female","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North East (England)","Unknown","190","160","24690","21050"
"Leaver CS","2021","Female","North East (England)","White","760","580","25870","21010"
"Leaver CS","2021","Female","North West (England)","Asian","40","40","[c]","[c]"
"Leaver CS","2021","Female","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North West (England)","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Female","North West (England)","Unknown","300","270","26450","21130"
"Leaver CS","2021","Female","North West (England)","White","1120","900","27470","23070"
"Leaver CS","2021","Female","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","White","90","80","[c]","[c]"
"Leaver CS","2021","Female","Overseas","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","White","40","40","[c]","[c]"
"Leaver CS","2021","Female","Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Female","Scotland","Unknown","300","260","30600","25870"
"Leaver CS","2021","Female","Scotland","White","830","680","30550","26670"
"Leaver CS","2021","Female","South East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South East (England)","Undeclared","80","70","27290","23830"
"Leaver CS","2021","Female","South East (England)","Unknown","260","230","28180","24370"
"Leaver CS","2021","Female","South East (England)","White","900","770","28380","25110"
"Leaver CS","2021","Female","South West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South West (England)","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Female","South West (England)","Unknown","200","180","28880","27130"
"Leaver CS","2021","Female","South West (England)","White","830","710","29290","26090"
"Leaver CS","2021","Female","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Unknown","300","290","40850","29250"
"Leaver CS","2021","Female","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Female","Wales","Unknown","160","140","26000","21590"
"Leaver CS","2021","Female","Wales","White","810","650","28040","21590"
"Leaver CS","2021","Female","West Midlands (England)","Asian","90","70","27890","21010"
"Leaver CS","2021","Female","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Midlands (England)","Undeclared","30","20","[c]","[c]"
"Leaver CS","2021","Female","West Midlands (England)","Unknown","220","190","28490","21050"
"Leaver CS","2021","Female","West Midlands (England)","White","690","560","29120","26670"
"Leaver CS","2021","Female","Yorkshire and The Humber","Asian","40","30","[c]","[c]"
"Leaver CS","2021","Female","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Yorkshire and The Humber","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Female","Yorkshire and The Humber","Unknown","250","200","26980","22350"
"Leaver CS","2021","Female","Yorkshire and The Humber","White","930","750","28970","26170"
"Leaver CS","2021","Male","East Midlands (England)","Asian","30","30","[c]","[c]"
"Leaver CS","2021","Male","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Midlands (England)","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Male","East Midlands (England)","Unknown","160","150","26530","25500"
"Leaver CS","2021","Male","East Midlands (England)","White","480","440","29630","27570"
"Leaver CS","2021","Male","East of England","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East of England","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East of England","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East of England","Undeclared","60","60","[c]","[c]"
"Leaver CS","2021","Male","East of England","Unknown","150","140","28420","25680"
"Leaver CS","2021","Male","East of England","White","560","510","33910","27570"
"Leaver CS","2021","Male","London","Asian","230","220","33880","29410"
"Leaver CS","2021","Male","London","Black","130","120","34270","30020"
"Leaver CS","2021","Male","London","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","London","Mixed","70","70","38570","33400"
"Leaver CS","2021","Male","London","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","London","Undeclared","150","130","41390","35020"
"Leaver CS","2021","Male","London","Unknown","680","600","40310","31880"
"Leaver CS","2021","Male","London","White","1230","1130","47790","40870"
"Leaver CS","2021","Male","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North East (England)","Unknown","160","140","24760","21030"
"Leaver CS","2021","Male","North East (England)","White","470","400","28280","22350"
"Leaver CS","2021","Male","North West (England)","Asian","50","50","[c]","[c]"
"Leaver CS","2021","Male","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North West (England)","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","Male","North West (England)","Unknown","260","240","25980","21050"
"Leaver CS","2021","Male","North West (England)","White","820","720","29970","26380"
"Leaver CS","2021","Male","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland","White","70","60","[c]","[c]"
"Leaver CS","2021","Male","Overseas","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Overseas","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Overseas","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Overseas","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Overseas","White","50","30","[c]","[c]"
"Leaver CS","2021","Male","Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scotland","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Male","Scotland","Unknown","340","310","32700","28640"
"Leaver CS","2021","Male","Scotland","White","720","650","34340","29650"
"Leaver CS","2021","Male","South East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South East (England)","Undeclared","100","80","31290","29290"
"Leaver CS","2021","Male","South East (England)","Unknown","290","270","31200","26590"
"Leaver CS","2021","Male","South East (England)","White","940","850","31370","27680"
"Leaver CS","2021","Male","South West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South West (England)","Undeclared","90","90","35170","33630"
"Leaver CS","2021","Male","South West (England)","Unknown","260","240","32350","27570"
"Leaver CS","2021","Male","South West (England)","White","950","890","35280","32430"
"Leaver CS","2021","Male","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Unknown","330","320","40850","32400"
"Leaver CS","2021","Male","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Wales","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Wales","Undeclared","70","60","29450","23050"
"Leaver CS","2021","Male","Wales","Unknown","180","170","28640","23320"
"Leaver CS","2021","Male","Wales","White","660","600","31590","26780"
"Leaver CS","2021","Male","West Midlands (England)","Asian","50","40","[c]","[c]"
"Leaver CS","2021","Male","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Midlands (England)","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Male","West Midlands (England)","Unknown","190","180","29460","24250"
"Leaver CS","2021","Male","West Midlands (England)","White","490","440","32320","26380"
"Leaver CS","2021","Male","Yorkshire and The Humber","Asian","50","50","[c]","[c]"
"Leaver CS","2021","Male","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Yorkshire and The Humber","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Male","Yorkshire and The Humber","Unknown","260","230","33460","27570"
"Leaver CS","2021","Male","Yorkshire and The Humber","White","660","590","32010","26890"
"Leaver CS","2021","Unknown","East of England","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","White","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","East Midlands (England)","Asian","80","70","[c]","[c]"
"Leaver CS","2022","Female","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","East Midlands (England)","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Female","East Midlands (England)","Unknown","260","240","24350","21010"
"Leaver CS","2022","Female","East Midlands (England)","White","820","710","27930","26930"
"Leaver CS","2022","Female","East of England","Asian","60","50","29800","27570"
"Leaver CS","2022","Female","East of England","Black","60","50","[c]","[c]"
"Leaver CS","2022","Female","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","East of England","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Female","East of England","Unknown","180","160","28120","24880"
"Leaver CS","2022","Female","East of England","White","1010","890","30700","27570"
"Leaver CS","2022","Female","London","Asian","660","580","36160","31060"
"Leaver CS","2022","Female","London","Black","590","540","33780","31060"
"Leaver CS","2022","Female","London","Mixed","220","210","36510","31060"
"Leaver CS","2022","Female","London","Other ethnicity","70","60","38150","31520"
"Leaver CS","2022","Female","London","Undeclared","180","160","39010","34260"
"Leaver CS","2022","Female","London","Unknown","1220","1020","38260","31060"
"Leaver CS","2022","Female","London","White","2390","2110","43070","37290"
"Leaver CS","2022","Female","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","North East (England)","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Female","North East (England)","Unknown","290","240","25860","21300"
"Leaver CS","2022","Female","North East (England)","White","1130","900","27970","23940"
"Leaver CS","2022","Female","North West (England)","Asian","80","70","[c]","[c]"
"Leaver CS","2022","Female","North West (England)","Black","40","40","[c]","[c]"
"Leaver CS","2022","Female","North West (England)","Mixed","40","40","[c]","[c]"
"Leaver CS","2022","Female","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","North West (England)","Undeclared","80","70","29970","26650"
"Leaver CS","2022","Female","North West (England)","Unknown","420","370","26310","22600"
"Leaver CS","2022","Female","North West (England)","White","1880","1570","28460","25400"
"Leaver CS","2022","Female","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northern Ireland","White","100","80","27670","22710"
"Leaver CS","2022","Female","Overseas","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Overseas","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Overseas","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Overseas","White","30","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scotland","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Female","Scotland","Unknown","510","450","29780","26900"
"Leaver CS","2022","Female","Scotland","White","1310","1100","30410","27570"
"Leaver CS","2022","Female","South East (England)","Asian","80","70","33870","28060"
"Leaver CS","2022","Female","South East (England)","Black","50","50","[c]","[c]"
"Leaver CS","2022","Female","South East (England)","Mixed","50","40","[c]","[c]"
"Leaver CS","2022","Female","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South East (England)","Undeclared","90","80","27430","26670"
"Leaver CS","2022","Female","South East (England)","Unknown","360","320","27980","23770"
"Leaver CS","2022","Female","South East (England)","White","1620","1390","29510","27570"
"Leaver CS","2022","Female","South West (England)","Asian","40","40","[c]","[c]"
"Leaver CS","2022","Female","South West (England)","Black","30","30","[c]","[c]"
"Leaver CS","2022","Female","South West (England)","Mixed","30","30","[c]","[c]"
"Leaver CS","2022","Female","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South West (England)","Undeclared","60","50","32320","28600"
"Leaver CS","2022","Female","South West (England)","Unknown","300","280","28800","24500"
"Leaver CS","2022","Female","South West (England)","White","1420","1230","30950","27570"
"Leaver CS","2022","Female","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Unknown","310","220","31440","21840"
"Leaver CS","2022","Female","Unknown","White","280","210","25470","21840"
"Leaver CS","2022","Female","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wales","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Female","Wales","Unknown","170","150","26730","21840"
"Leaver CS","2022","Female","Wales","White","870","720","29190","24630"
"Leaver CS","2022","Female","West Midlands (England)","Asian","120","110","26770","27070"
"Leaver CS","2022","Female","West Midlands (England)","Black","50","50","[c]","[c]"
"Leaver CS","2022","Female","West Midlands (England)","Mixed","40","30","[c]","[c]"
"Leaver CS","2022","Female","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Midlands (England)","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Female","West Midlands (England)","Unknown","260","230","25560","21260"
"Leaver CS","2022","Female","West Midlands (England)","White","990","840","32170","27570"
"Leaver CS","2022","Female","Yorkshire and The Humber","Asian","110","90","26550","25120"
"Leaver CS","2022","Female","Yorkshire and The Humber","Black","40","40","[c]","[c]"
