"Status","Year","Function_of_post","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Communications","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Department for Work and Pensions","50","50","28320","27570"
"Leaver Dept.","2022","Counter Fraud","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Cabinet Office","30","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Department for Education","40","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Department for Work and Pensions","50","50","38430","36180"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Department of Health and Social Care","110","60","43650","36330"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Cabinet Office","30","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Department for Education","30","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Department for Work and Pensions","70","70","43900","37400"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Department of Health and Social Care","150","110","44140","39780"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Department for Work and Pensions","50","50","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Department of Health and Social Care","150","60","36230","32650"
"Leaver Dept.","2022","Finance","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Department for Work and Pensions","50","50","38970","36010"
"Leaver Dept.","2022","Finance","Male","Department of Health and Social Care","120","60","46220","42220"
"Leaver Dept.","2022","Finance","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Cabinet Office","100","100","42290","36220"
"Leaver Dept.","2022","Human Resources","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
