"Status","Year","Region_ITL3","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Antrim and Newtownabbey","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Ministry of Defence","AA/AO","150","150","21250","20560"
"In post","2022","Ards and North Down","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Department for Work and Pensions","AA/AO","50","50","24590","25110"
"In post","2022","Barking & Dagenham and Havering","Department for Work and Pensions","EO","390","360","31080","31060"
"In post","2022","Barking & Dagenham and Havering","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Department for Work and Pensions","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Ministry of Justice","AA/AO","40","30","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Ministry of Justice","Unknown","90","90","33650","33700"
"In post","2022","Barking & Dagenham and Havering","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Department for Work and Pensions","AA/AO","50","40","[c]","[c]"
"In post","2022","Barnet","Department for Work and Pensions","EO","220","210","31140","31060"
"In post","2022","Barnet","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Department of Health and Social Care","AA/AO","180","140","23900","23780"
"In post","2022","Barnet","Department of Health and Social Care","EO","190","170","27970","26880"
"In post","2022","Barnet","Department of Health and Social Care","G6/G7","270","260","59200","55130"
"In post","2022","Barnet","Department of Health and Social Care","SCS","50","40","[c]","[c]"
"In post","2022","Barnet","Department of Health and Social Care","SEO/HEO","450","440","38280","40070"
"In post","2022","Barnet","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Home Office","G6/G7","40","40","[c]","[c]"
"In post","2022","Barnet","Home Office","SEO/HEO","90","90","42080","41960"
"In post","2022","Barnet","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Ministry of Justice","Unknown","100","100","33180","32090"
"In post","2022","Barnet","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barnet","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Department for Transport","EO","30","30","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Department for Work and Pensions","AA/AO","570","470","21050","21260"
"In post","2022","Barnsley, Doncaster and Rotherham","Department for Work and Pensions","EO","660","570","27500","27570"
"In post","2022","Barnsley, Doncaster and Rotherham","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Department for Work and Pensions","SEO/HEO","110","100","33120","32230"
"In post","2022","Barnsley, Doncaster and Rotherham","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Home Office","EO","30","20","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Ministry of Justice","AA/AO","840","770","24950","24260"
"In post","2022","Barnsley, Doncaster and Rotherham","Ministry of Justice","EO","230","210","31280","31610"
"In post","2022","Barnsley, Doncaster and Rotherham","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Ministry of Justice","SEO/HEO","230","220","39660","38160"
"In post","2022","Barnsley, Doncaster and Rotherham","Ministry of Justice","Unknown","310","280","29340","28200"
"In post","2022","Barnsley, Doncaster and Rotherham","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Work and Pensions","AA/AO","30","30","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Work and Pensions","EO","220","190","27540","27570"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Home Office","AA/AO","40","30","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Home Office","EO","140","130","26700","25310"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Home Office","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Home Office","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","AA/AO","260","240","22080","21170"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","EO","1710","1630","23710","24750"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","G6/G7","2010","1960","56720","55000"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","SCS","130","130","99310","91690"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","SEO/HEO","6260","6030","36140","35940"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","Unknown","1490","1450","41430","39760"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Justice","AA/AO","360","330","24660","23960"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Justice","EO","100","90","29960","30140"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Justice","SEO/HEO","150","130","39820","38100"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Justice","Unknown","150","140","30050","28760"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","National Crime Agency","AA/AO","30","30","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","National Crime Agency","EO","190","180","32170","32770"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","National Crime Agency","SEO/HEO","160","160","41840","42490"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Department for Work and Pensions","EO","150","130","27990","27570"
"In post","2022","Bedford","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Department for Work and Pensions","SEO/HEO","50","40","[c]","[c]"
"In post","2022","Bedford","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Home Office","EO","70","70","25610","25260"
"In post","2022","Bedford","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Home Office","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Home Office","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Bedford","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Ministry of Justice","AA/AO","250","240","27010","28140"
"In post","2022","Bedford","Ministry of Justice","EO","30","30","[c]","[c]"
"In post","2022","Bedford","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Ministry of Justice","SEO/HEO","50","40","[c]","[c]"
"In post","2022","Bedford","Ministry of Justice","Unknown","100","90","28480","25480"
"In post","2022","Bedford","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","HM Revenue and Customs","AA/AO","730","660","21400","21250"
"In post","2022","Belfast","HM Revenue and Customs","EO","650","610","26810","26820"
"In post","2022","Belfast","HM Revenue and Customs","G6/G7","190","180","57120","55210"
"In post","2022","Belfast","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","HM Revenue and Customs","SEO/HEO","790","760","35310","33370"
"In post","2022","Belfast","Home Office","AA/AO","170","150","21490","21680"
"In post","2022","Belfast","Home Office","EO","190","180","25470","24890"
"In post","2022","Belfast","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Home Office","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Home Office","SEO/HEO","50","50","33160","30850"
"In post","2022","Belfast","Ministry of Defence","AA/AO","50","50","[c]","[c]"
"In post","2022","Belfast","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","National Crime Agency","EO","50","50","33010","33100"
"In post","2022","Belfast","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","National Crime Agency","SEO/HEO","60","60","42480","43710"
"In post","2022","Belfast","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Northern Ireland Office","SEO/HEO","60","60","35850","36720"
"In post","2022","Berkshire","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Attorney General's Departments","G6/G7","50","50","60210","60960"
"In post","2022","Berkshire","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Department for Environment, Food and Rural Affairs","AA/AO","80","80","21400","21300"
"In post","2022","Berkshire","Department for Environment, Food and Rural Affairs","EO","60","50","25870","25450"
