"Status","Year","Region_ITL3","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Bristol, City of","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Education","SEO/HEO","50","40","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Environment, Food and Rural Affairs","AA/AO","40","30","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Environment, Food and Rural Affairs","G6/G7","70","70","50360","47550"
"New entrant CS","2022","Bristol, City of","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Environment, Food and Rural Affairs","SEO/HEO","160","150","32540","30320"
"New entrant CS","2022","Bristol, City of","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Levelling Up, Housing and Communities","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Work and Pensions","AA/AO","80","70","21250","21260"
"New entrant CS","2022","Bristol, City of","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","HM Revenue and Customs","EO","50","50","[c]","[c]"
"New entrant CS","2022","Bristol, City of","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","HM Revenue and Customs","SEO/HEO","70","70","33650","33080"
"New entrant CS","2022","Bristol, City of","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Ministry of Justice","AA/AO","100","90","21710","20970"
"New entrant CS","2022","Bristol, City of","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Ministry of Justice","Unknown","140","130","27230","24090"
"New entrant CS","2022","Bristol, City of","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","Ministry of Justice","Unknown","90","80","32970","31200"
"New entrant CS","2022","Bromley","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","Ministry of Defence","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","Ministry of Justice","AA/AO","80","80","25640","28140"
"New entrant CS","2022","Buckinghamshire","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Caithness and Sutherland, and Ross and Cromarty","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Caithness and Sutherland, and Ross and Cromarty","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Caithness and Sutherland, and Ross and Cromarty","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Caithness and Sutherland, and Ross and Cromarty","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Caithness and Sutherland, and Ross and Cromarty","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Caithness and Sutherland, and Ross and Cromarty","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Caithness and Sutherland, and Ross and Cromarty","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","Department for Work and Pensions","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","Department for Work and Pensions","EO","80","80","27570","27570"
"New entrant CS","2022","Calderdale and Kirklees","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","Ministry of Justice","Unknown","80","70","27440","24800"
"New entrant CS","2022","Calderdale and Kirklees","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Ministry of Defence","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Ministry of Defence","EO","30","30","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Ministry of Justice","AA/AO","100","100","24330","26140"
"New entrant CS","2022","Cambridgeshire CC","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Ministry of Justice","Unknown","90","80","27300","24800"
"New entrant CS","2022","Cambridgeshire CC","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Ministry of Justice","AA/AO","50","50","23520","23720"
"New entrant CS","2022","Camden and City of London","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Ministry of Justice","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","AA/AO","80","80","20150","20100"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","SEO/HEO","40","30","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Estyn","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","HM Revenue and Customs","AA/AO","280","260","21260","21250"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","HM Revenue and Customs","EO","120","120","26510","26590"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","HM Revenue and Customs","SEO/HEO","90","90","33790","33080"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Ministry of Justice","AA/AO","110","100","21640","20970"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Ministry of Justice","Unknown","100","90","25090","23170"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Welsh Government","AA/AO","50","40","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Welsh Government","EO","60","60","26330","25860"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Welsh Government","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Welsh Government","SEO/HEO","80","70","35800","35180"
"New entrant CS","2022","Causeway Coast and Glens","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Causeway Coast and Glens","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Causeway Coast and Glens","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
