"Status","Year","Profession_of_post","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Legal","West Northamptonshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","West Surrey","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","West Sussex (North East)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Westminster","Legal","320","310","46920","50500"
"New entrant CS","2021","Legal","Wolverhampton","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Worcestershire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","York","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Antrim and Newtownabbey","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Barnet","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Birmingham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Bristol, City of","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Cambridgeshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Camden and City of London","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Darlington","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Harrow and Hillingdon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Hertfordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Lambeth","No function","30","20","[c]","[c]"
"New entrant CS","2021","Medicine","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Leeds","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Liverpool","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Manchester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Medway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Mid Kent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Mid Lancashire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Nottingham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Oxfordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Powys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Sheffield","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Shropshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","South Hampshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Southampton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Suffolk","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Swansea","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Telford and Wrekin","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Tyneside","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","West Essex","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","West Essex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","West Surrey","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","West Sussex (North East)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Westminster","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Westminster","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Wiltshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Wiltshire","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Medicine","York","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Aberdeen City and Aberdeenshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Aberdeen City and Aberdeenshire","No function","50","50","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Angus and Dundee City","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Angus and Dundee City","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Ards and North Down","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Barking & Dagenham and Havering","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Barnet","No function","130","120","31700","26880"
"New entrant CS","2021","Operational Delivery","Barnsley, Doncaster and Rotherham","No function","140","140","22000","22850"
"New entrant CS","2021","Operational Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","130","130","28430","26820"
"New entrant CS","2021","Operational Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Bedford","No function","100","90","24430","22920"
"New entrant CS","2021","Operational Delivery","Bedford","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Belfast","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Belfast","No function","90","90","23000","20140"
"New entrant CS","2021","Operational Delivery","Belfast","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Berkshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Berkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Berkshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Berkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Berkshire","No function","70","70","26810","24020"
"New entrant CS","2021","Operational Delivery","Berkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Bexley and Greenwich","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Bexley and Greenwich","No function","160","160","27460","28720"
"New entrant CS","2021","Operational Delivery","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Birmingham","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Birmingham","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Birmingham","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Birmingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Birmingham","Legal","30","30","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Birmingham","No function","480","460","26500","22850"
"New entrant CS","2021","Operational Delivery","Birmingham","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Birmingham","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Blackburn with Darwen","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Blackpool","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Bournemouth and Poole","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Bournemouth and Poole","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Bradford","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Breckland and South Norfolk","No function","50","50","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Brent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Bridgend and Neath Port Talbot","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Bridgend and Neath Port Talbot","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Bridgend and Neath Port Talbot","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Brighton and Hove","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Brighton and Hove","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Bristol, City of","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Bristol, City of","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Bristol, City of","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Bristol, City of","No function","280","270","24240","21590"
"New entrant CS","2021","Operational Delivery","Bristol, City of","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Bromley","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Buckinghamshire CC","No function","70","70","24360","24020"
"New entrant CS","2021","Operational Delivery","Caithness and Sutherland and Ross and Cromarty","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Calderdale and Kirklees","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Calderdale and Kirklees","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Cambridgeshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Cambridgeshire CC","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Cambridgeshire CC","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Cambridgeshire CC","No function","150","140","26830","24920"
"New entrant CS","2021","Operational Delivery","Camden and City of London","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Camden and City of London","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Camden and City of London","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Camden and City of London","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Camden and City of London","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Camden and City of London","No function","190","190","24380","22680"
"New entrant CS","2021","Operational Delivery","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Cardiff and Vale of Glamorgan","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Cardiff and Vale of Glamorgan","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Cardiff and Vale of Glamorgan","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Cardiff and Vale of Glamorgan","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Cardiff and Vale of Glamorgan","No function","220","210","21950","20600"
"New entrant CS","2021","Operational Delivery","Cardiff and Vale of Glamorgan","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Central Bedfordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Central Hampshire","No function","70","70","26200","24920"
"New entrant CS","2021","Operational Delivery","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Central Valleys","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Cheshire East","No function","50","50","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Cheshire West and Chester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Chorley and West Lancashire","No function","90","80","24470","22850"
"New entrant CS","2021","Operational Delivery","City of Edinburgh","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","City of Edinburgh","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","City of Edinburgh","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","City of Edinburgh","Legal","60","60","22450","20850"
"New entrant CS","2021","Operational Delivery","City of Edinburgh","No function","100","100","24030","20810"
"New entrant CS","2021","Operational Delivery","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Clackmannanshire and Fife","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Clackmannanshire and Fife","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Clackmannanshire and Fife","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Conwy and Denbighshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Conwy and Denbighshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Coventry","No function","120","120","31960","27660"
"New entrant CS","2021","Operational Delivery","Coventry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Croydon","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Croydon","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Croydon","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Croydon","No function","110","110","24820","24120"
"New entrant CS","2021","Operational Delivery","Croydon","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Croydon","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Croydon","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Darlington","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Darlington","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Derby","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Devon CC","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Devon CC","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Devon CC","No function","250","250","23580","22850"
"New entrant CS","2021","Operational Delivery","Devon CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Dorset CC","No function","90","90","23120","22850"
"New entrant CS","2021","Operational Delivery","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Dudley","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Dumfries and Galloway","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Dumfries and Galloway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Durham CC","No function","210","210","22270","22350"
"New entrant CS","2021","Operational Delivery","Durham CC","Property","70","70","21150","20880"
"New entrant CS","2021","Operational Delivery","Durham CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Ealing","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","East Ayrshire and North Ayrshire mainland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","East Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","East Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","East Cumbria","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","East Derbyshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","East Kent","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","East Kent","No function","70","70","24080","24020"
"New entrant CS","2021","Operational Delivery","East Kent","Unknown","160","150","24180","24880"
"New entrant CS","2021","Operational Delivery","East Lancashire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","East Merseyside","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","East Riding of Yorkshire","No function","110","110","23420","22850"
"New entrant CS","2021","Operational Delivery","East Riding of Yorkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","East Surrey","No function","90","80","28090","30720"
"New entrant CS","2021","Operational Delivery","East Sussex CC","No function","100","100","23340","25850"
"New entrant CS","2021","Operational Delivery","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Enfield","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Essex Haven Gateway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Essex Thames Gateway","No function","40","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Falkirk","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Falkirk","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Flintshire and Wrexham","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Flintshire and Wrexham","No function","140","140","22650","22850"
"New entrant CS","2021","Operational Delivery","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Glasgow City","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Glasgow City","No function","130","130","22660","20810"
"New entrant CS","2021","Operational Delivery","Glasgow City","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Gloucestershire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Gloucestershire","No function","60","60","22370","22350"
"New entrant CS","2021","Operational Delivery","Gloucestershire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Greater Manchester North East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Greater Manchester North West","No function","40","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Greater Manchester North West","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Greater Manchester South East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Greater Manchester South West","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Greater Manchester South West","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Greater Manchester South West","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Greater Manchester South West","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Greater Manchester South West","No function","70","70","21950","20140"
"New entrant CS","2021","Operational Delivery","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Gwent Valleys","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Gwynedd","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Gwynedd","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Hackney and Newham","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Hackney and Newham","No function","50","50","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Haringey and Islington","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Haringey and Islington","No function","200","190","26070","25450"
"New entrant CS","2021","Operational Delivery","Harrow and Hillingdon","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Harrow and Hillingdon","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Harrow and Hillingdon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Harrow and Hillingdon","Unknown","80","80","28520","28650"
"New entrant CS","2021","Operational Delivery","Hartlepool and Stockton-on-Tees","No function","50","50","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Heart of Essex","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Heart of Essex","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Heart of Essex","No function","120","120","25220","25230"
"New entrant CS","2021","Operational Delivery","Herefordshire, County of","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Hertfordshire","No function","140","130","25030","24240"
"New entrant CS","2021","Operational Delivery","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Hounslow and Richmond upon Thames","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Hounslow and Richmond upon Thames","No function","170","160","26910","28040"
"New entrant CS","2021","Operational Delivery","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Inverclyde, East Renfrewshire and Renfrewshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Inverclyde, East Renfrewshire and Renfrewshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Inverness and Nairn and Moray, Badenoch and Strathspey","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Inverness and Nairn and Moray, Badenoch and Strathspey","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Isle of Anglesey","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Isle of Wight","No function","50","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Kensington & Chelsea and Hammersmith & Fulham","No function","100","100","28050","27220"
"New entrant CS","2021","Operational Delivery","Kent Thames Gateway","No function","160","160","25490","27850"
