"Status","Year","Profession_of_post","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Operational Delivery","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","West Surrey","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","West Surrey","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","West Surrey","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","West Surrey","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","West Surrey","No function","740","700","29810","29070"
"In post","2021","Operational Delivery","West Surrey","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","West Surrey","Unknown","90","90","36690","32720"
"In post","2021","Operational Delivery","West Sussex (North East)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","West Sussex (North East)","No function","170","160","34750","33910"
"In post","2021","Operational Delivery","West Sussex (North East)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","West Sussex (North East)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","West Sussex (North East)","Unknown","710","610","28760","27300"
"In post","2021","Operational Delivery","West Sussex (South West)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","West Sussex (South West)","Debt","80","60","27770","28130"
"In post","2021","Operational Delivery","West Sussex (South West)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","West Sussex (South West)","Finance","70","60","24600","21440"
"In post","2021","Operational Delivery","West Sussex (South West)","Human Resources","80","60","25500","21440"
"In post","2021","Operational Delivery","West Sussex (South West)","No function","260","250","28270","27380"
"In post","2021","Operational Delivery","West Sussex (South West)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Westminster","Analysis","50","50","[c]","[c]"
"In post","2021","Operational Delivery","Westminster","Commercial","220","220","52410","47590"
"In post","2021","Operational Delivery","Westminster","Communications","50","50","51440","39400"
"In post","2021","Operational Delivery","Westminster","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Westminster","Digital, Data & Technology","70","70","45270","40050"
"In post","2021","Operational Delivery","Westminster","Finance","90","90","40090","35960"
"In post","2021","Operational Delivery","Westminster","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Westminster","Human Resources","60","60","40510","37300"
"In post","2021","Operational Delivery","Westminster","Legal","840","790","30450","27760"
"In post","2021","Operational Delivery","Westminster","No function","3450","3350","38930","33210"
"In post","2021","Operational Delivery","Westminster","Project Delivery","250","250","41240","38600"
"In post","2021","Operational Delivery","Westminster","Property","70","70","42840","36800"
"In post","2021","Operational Delivery","Westminster","Security","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Westminster","Unknown","610","570","40850","35070"
"In post","2021","Operational Delivery","Wiltshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wiltshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wiltshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wiltshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wiltshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wiltshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wiltshire","No function","660","620","31640","28400"
"In post","2021","Operational Delivery","Wiltshire","Project Delivery","240","230","38500","37320"
"In post","2021","Operational Delivery","Wiltshire","Unknown","30","30","[c]","[c]"
"In post","2021","Operational Delivery","Wirral","No function","580","520","27730","27130"
"In post","2021","Operational Delivery","Wolverhampton","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wolverhampton","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wolverhampton","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wolverhampton","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wolverhampton","No function","210","190","23550","21310"
"In post","2021","Operational Delivery","Worcestershire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Worcestershire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Worcestershire","Grants Management","140","120","25060","24920"
"In post","2021","Operational Delivery","Worcestershire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Worcestershire","No function","1430","1380","27360","25300"
"In post","2021","Operational Delivery","Worcestershire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Worcestershire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Worcestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","York","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","York","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","York","Grants Management","130","120","26510","24920"
"In post","2021","Operational Delivery","York","Legal","60","50","27530","23720"
"In post","2021","Operational Delivery","York","No function","440","410","29480","26750"
"In post","2021","Operational Delivery","York","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","York","Property","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","York","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Belfast","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Birmingham","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Birmingham","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Bristol, City of","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Bristol, City of","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Camden and City of London","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Cardiff and Vale of Glamorgan","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Central Hampshire","Analysis","240","230","41890","46080"
"In post","2021","Operational Research","Central Hampshire","No function","180","170","42510","46080"
"In post","2021","Operational Research","Central Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","City of Edinburgh","No function","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Coventry","No function","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Croydon","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Croydon","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Croydon","No function","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Croydon","Unknown","40","40","[c]","[c]"
"In post","2021","Operational Research","Devon CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","East Derbyshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","East Kent","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","East Sussex CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Flintshire and Wrexham","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Greater Manchester North East","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Greater Manchester North West","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Greater Manchester South West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Greater Manchester South West","No function","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Hackney and Newham","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Leeds","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Leeds","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Leeds","No function","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Liverpool","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Liverpool","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Manchester","Analysis","40","30","[c]","[c]"
"In post","2021","Operational Research","Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Manchester","No function","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Medway","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Merton, Kingston upon Thames and Sutton","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Mid Lancashire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Monmouthshire and Newport","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","North Northamptonshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","North Nottinghamshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","North Yorkshire CC","No function","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Norwich and East Norfolk","No function","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Nottingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Sefton","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Sefton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Shropshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","South Hampshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Staffordshire CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Tower Hamlets","Analysis","110","100","48400","42350"
"In post","2021","Operational Research","Tyneside","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Tyneside","No function","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Sussex (South West)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Westminster","Analysis","160","160","50000","48870"
"In post","2021","Operational Research","Westminster","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Westminster","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Westminster","No function","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Westminster","Unknown","50","50","[c]","[c]"
"In post","2021","Operational Research","Wiltshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Wiltshire","No function","60","50","46310","46090"
"In post","2021","Operational Research","Wiltshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Worcestershire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","York","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Aberdeen City and Aberdeenshire","No function","30","30","[c]","[c]"
"In post","2021","Other","Aberdeen City and Aberdeenshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Angus and Dundee City","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Antrim and Newtownabbey","Unknown","60","60","20950","20310"
"In post","2021","Other","Ards and North Down","Unknown","40","40","[c]","[c]"
"In post","2021","Other","Armagh City, Banbridge and Craigavon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Barnet","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","50","40","[c]","[c]"
"In post","2021","Other","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","110","100","40530","32820"
"In post","2021","Other","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other","Bath and North East Somerset, North Somerset and South Gloucestershire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","1820","1740","34180","32480"
"In post","2021","Other","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","60","60","37640","34770"
"In post","2021","Other","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","230","210","31350","28260"
"In post","2021","Other","Bedford","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Belfast","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Belfast","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Belfast","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Belfast","Unknown","50","50","[c]","[c]"
"In post","2021","Other","Berkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Berkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Berkshire","Unknown","190","180","29550","26510"
"In post","2021","Other","Bexley and Greenwich","Unknown","40","40","[c]","[c]"
"In post","2021","Other","Birmingham","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other","Birmingham","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Birmingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","Birmingham","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","Birmingham","No function","40","40","[c]","[c]"
"In post","2021","Other","Birmingham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Birmingham","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","Birmingham","Unknown","80","70","24760","21130"
"In post","2021","Other","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Blackpool","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Bournemouth and Poole","Unknown","40","40","[c]","[c]"
"In post","2021","Other","Bradford","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Bristol, City of","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other","Bristol, City of","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Bristol, City of","No function","70","70","31360","25880"
"In post","2021","Other","Bristol, City of","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Bristol, City of","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Buckinghamshire CC","Unknown","190","180","25310","23040"
"In post","2021","Other","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Cambridgeshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","Cambridgeshire CC","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Cambridgeshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Cambridgeshire CC","Unknown","140","140","27100","26350"
"In post","2021","Other","Camden and City of London","Analysis","170","160","68990","65470"
"In post","2021","Other","Camden and City of London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other","Camden and City of London","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Camden and City of London","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Camden and City of London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Camden and City of London","Unknown","60","60","26420","25390"
"In post","2021","Other","Cardiff and Vale of Glamorgan","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Cardiff and Vale of Glamorgan","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Cardiff and Vale of Glamorgan","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Cardiff and Vale of Glamorgan","Unknown","280","270","35900","30300"
"In post","2021","Other","Causeway Coast and Glens","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Central Bedfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Central Bedfordshire","Unknown","100","100","24160","21130"
"In post","2021","Other","Central Hampshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","Central Hampshire","Unknown","550","530","25890","21580"
"In post","2021","Other","Central Valleys","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Central Valleys","Unknown","240","230","41960","37410"
"In post","2021","Other","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other","City of Edinburgh","Counter Fraud","40","30","[c]","[c]"
"In post","2021","Other","City of Edinburgh","No function","120","110","40310","37540"
"In post","2021","Other","City of Edinburgh","Property","50","50","34910","31260"
"In post","2021","Other","City of Edinburgh","Unknown","110","100","22650","20920"
"In post","2021","Other","Clackmannanshire and Fife","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Clackmannanshire and Fife","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Clackmannanshire and Fife","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","Clackmannanshire and Fife","Unknown","70","70","23480","20920"
"In post","2021","Other","Conwy and Denbighshire","Unknown","90","80","39650","37410"
"In post","2021","Other","Cornwall and Isles of Scilly","Unknown","210","200","23300","21130"
"In post","2021","Other","Coventry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Croydon","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Other","Croydon","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","Croydon","Legal","40","40","[c]","[c]"
"In post","2021","Other","Croydon","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Croydon","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Croydon","Unknown","520","500","37020","35050"
"In post","2021","Other","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Derby","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Derby","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Devon CC","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Devon CC","Unknown","150","140","25050","21130"
"In post","2021","Other","Dorset CC","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Dorset CC","Project Delivery","40","30","[c]","[c]"
"In post","2021","Other","Dorset CC","Unknown","260","250","27820","26670"
"In post","2021","Other","Dudley","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Dudley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Dumfries and Galloway","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Dumfries and Galloway","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Durham CC","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Durham CC","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other","Durham CC","Unknown","50","50","[c]","[c]"
"In post","2021","Other","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Ayrshire and North Ayrshire mainland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Ayrshire and North Ayrshire mainland","Project Delivery","170","170","25560","25050"
"In post","2021","Other","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Cumbria","Project Delivery","80","80","22910","21090"
"In post","2021","Other","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Project Delivery","60","60","22950","21580"
"In post","2021","Other","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","120","110","26710","21130"
"In post","2021","Other","East Kent","Unknown","70","70","24490","22080"
"In post","2021","Other","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Riding of Yorkshire","Unknown","390","380","26320","26670"
"In post","2021","Other","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Sussex CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Sussex CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Sussex CC","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Essex Haven Gateway","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","Essex Haven Gateway","Unknown","120","110","24830","21580"
"In post","2021","Other","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Falkirk","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other","Falkirk","No function","60","50","30850","33650"
"In post","2021","Other","Falkirk","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Fermanagh and Omagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Flintshire and Wrexham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Glasgow City","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other","Glasgow City","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","Glasgow City","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Glasgow City","No function","270","260","33640","30950"
"In post","2021","Other","Glasgow City","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Glasgow City","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","Glasgow City","Unknown","130","120","24480","21580"
"In post","2021","Other","Gloucestershire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Gloucestershire","Unknown","150","140","24030","21580"
"In post","2021","Other","Greater Manchester North East","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Greater Manchester South West","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other","Greater Manchester South West","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Greater Manchester South West","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","Greater Manchester South West","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Greater Manchester South West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Greater Manchester South West","Unknown","80","70","32630","27370"
"In post","2021","Other","Gwent Valleys","Unknown","30","30","[c]","[c]"
"In post","2021","Other","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Hackney and Newham","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Hackney and Newham","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","Hackney and Newham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Harrow and Hillingdon","Communications","170","160","23110","20550"
"In post","2021","Other","Harrow and Hillingdon","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Harrow and Hillingdon","Unknown","120","100","28990","26340"
"In post","2021","Other","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Heart of Essex","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Herefordshire, County of","Unknown","80","80","21280","20920"
"In post","2021","Other","Hertfordshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Hertfordshire","Unknown","50","50","32610","26090"
"In post","2021","Other","Hounslow and Richmond upon Thames","No function","80","80","43040","35000"
"In post","2021","Other","Hounslow and Richmond upon Thames","Unknown","50","40","[c]","[c]"
"In post","2021","Other","Inverclyde, East Renfrewshire and Renfrewshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Inverclyde, East Renfrewshire and Renfrewshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Inverness and Nairn and Moray, Badenoch and Strathspey","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Inverness and Nairn and Moray, Badenoch and Strathspey","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Inverness and Nairn and Moray, Badenoch and Strathspey","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","160","160","21190","20520"
"In post","2021","Other","Isle of Anglesey","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Isle of Anglesey","Unknown","40","30","[c]","[c]"
"In post","2021","Other","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Leeds","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Leeds","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","Leeds","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","Leeds","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other","Leeds","No function","[c]","[c]","[c]","[c]"
