"Status","Year","Responsibility_level","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","SEO/HEO","20-29","Department for International Trade","590","580","34060","32120"
"In post","2021","SEO/HEO","20-29","Department for Transport","730","730","35990","35060"
"In post","2021","SEO/HEO","20-29","Department for Work and Pensions","780","780","34600","33010"
"In post","2021","SEO/HEO","20-29","Department of Health and Social Care","1300","1270","34120","32790"
"In post","2021","SEO/HEO","20-29","Food Standards Agency","80","80","34320","32830"
"In post","2021","SEO/HEO","20-29","Foreign, Commonwealth and Development Office","860","860","36040","35700"
"In post","2021","SEO/HEO","20-29","HM Land Registry","90","90","37150","38450"
"In post","2021","SEO/HEO","20-29","HM Revenue and Customs","2570","2560","33390","31810"
"In post","2021","SEO/HEO","20-29","HM Treasury","580","580","33370","32320"
"In post","2021","SEO/HEO","20-29","Home Office","1140","1140","36550","35070"
"In post","2021","SEO/HEO","20-29","Ministry of Defence","2950","2940","33640","33180"
"In post","2021","SEO/HEO","20-29","Ministry of Housing, Communities and Local Government","380","370","34870","33210"
"In post","2021","SEO/HEO","20-29","Ministry of Justice","1300","1290","32990","31000"
"In post","2021","SEO/HEO","20-29","National Crime Agency","120","120","41010","40170"
"In post","2021","SEO/HEO","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","20-29","Office for Standards in Education","50","50","34890","34700"
"In post","2021","SEO/HEO","20-29","Office of Gas and Electricity Markets","130","130","34970","34900"
"In post","2021","SEO/HEO","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","20-29","Other Cabinet Office Agencies","90","90","31500","31500"
"In post","2021","SEO/HEO","20-29","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","20-29","Scottish Government","870","870","34780","33550"
"In post","2021","SEO/HEO","20-29","The National Archives","30","30","[c]","[c]"
"In post","2021","SEO/HEO","20-29","UK Export Finance","40","40","[c]","[c]"
"In post","2021","SEO/HEO","20-29","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","20-29","United Kingdom Statistics Authority","740","730","32570","32540"
"In post","2021","SEO/HEO","20-29","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","20-29","Welsh Government","100","100","34830","34490"
"In post","2021","SEO/HEO","30-39","Attorney General's Departments","380","360","36740","38000"
"In post","2021","SEO/HEO","30-39","Cabinet Office","790","780","35740","35110"
"In post","2021","SEO/HEO","30-39","Chancellor's other departments","40","40","[c]","[c]"
"In post","2021","SEO/HEO","30-39","Charity Commission","60","60","33160","30140"
"In post","2021","SEO/HEO","30-39","Competition and Markets Authority","60","60","37460","34870"
"In post","2021","SEO/HEO","30-39","Department for Business, Energy and Industrial Strategy","1510","1460","37710","39120"
"In post","2021","SEO/HEO","30-39","Department for Digital, Culture, Media and Sport","170","170","36460","34020"
"In post","2021","SEO/HEO","30-39","Department for Education","1000","960","35790","36500"
"In post","2021","SEO/HEO","30-39","Department for Environment, Food and Rural Affairs","1120","1070","34790","35900"
"In post","2021","SEO/HEO","30-39","Department for International Trade","240","230","36230","38160"
"In post","2021","SEO/HEO","30-39","Department for Transport","970","950","37690","36340"
"In post","2021","SEO/HEO","30-39","Department for Work and Pensions","1590","1530","35370","32800"
"In post","2021","SEO/HEO","30-39","Department of Health and Social Care","1270","1210","36400","36820"
"In post","2021","SEO/HEO","30-39","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","30-39","Food Standards Agency","170","160","35660","37350"
"In post","2021","SEO/HEO","30-39","Foreign, Commonwealth and Development Office","860","850","37480","36980"
"In post","2021","SEO/HEO","30-39","HM Land Registry","200","200","38430","38450"
"In post","2021","SEO/HEO","30-39","HM Revenue and Customs","5040","4920","33820","31810"
"In post","2021","SEO/HEO","30-39","HM Treasury","150","150","37060","37900"
"In post","2021","SEO/HEO","30-39","Home Office","2250","2190","36110","35200"
"In post","2021","SEO/HEO","30-39","Ministry of Defence","4460","4310","36700","37000"
"In post","2021","SEO/HEO","30-39","Ministry of Housing, Communities and Local Government","300","290","35980","36340"
"In post","2021","SEO/HEO","30-39","Ministry of Justice","3080","2990","36120","35630"
"In post","2021","SEO/HEO","30-39","National Crime Agency","530","510","42780","43630"
"In post","2021","SEO/HEO","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","30-39","Office for Standards in Education","200","190","38960","39460"
"In post","2021","SEO/HEO","30-39","Office of Gas and Electricity Markets","150","140","36060","35720"
"In post","2021","SEO/HEO","30-39","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"In post","2021","SEO/HEO","30-39","Office of Rail and Road","30","30","[c]","[c]"
"In post","2021","SEO/HEO","30-39","Other Cabinet Office Agencies","160","150","32800","33750"
"In post","2021","SEO/HEO","30-39","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","30-39","Scottish Government","2000","1930","38390","37880"
"In post","2021","SEO/HEO","30-39","The National Archives","80","80","34140","34560"
"In post","2021","SEO/HEO","30-39","UK Export Finance","50","50","43860","44080"
"In post","2021","SEO/HEO","30-39","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","30-39","United Kingdom Statistics Authority","690","670","33670","36030"
"In post","2021","SEO/HEO","30-39","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","30-39","Water Services Regulation Authority","50","40","[c]","[c]"
"In post","2021","SEO/HEO","30-39","Welsh Government","620","590","39460","37410"
"In post","2021","SEO/HEO","40-49","Attorney General's Departments","330","320","36500","37730"
"In post","2021","SEO/HEO","40-49","Cabinet Office","430","420","36650","35700"
"In post","2021","SEO/HEO","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","40-49","Charity Commission","70","70","32260","29420"
"In post","2021","SEO/HEO","40-49","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2021","SEO/HEO","40-49","Department for Business, Energy and Industrial Strategy","1220","1160","38540","39210"
"In post","2021","SEO/HEO","40-49","Department for Digital, Culture, Media and Sport","60","50","37610","34360"
"In post","2021","SEO/HEO","40-49","Department for Education","860","810","36030","36780"
"In post","2021","SEO/HEO","40-49","Department for Environment, Food and Rural Affairs","1160","1090","35140","35900"
"In post","2021","SEO/HEO","40-49","Department for International Trade","130","130","36620","38380"
"In post","2021","SEO/HEO","40-49","Department for Transport","1000","980","38170","37660"
"In post","2021","SEO/HEO","40-49","Department for Work and Pensions","3010","2880","35960","34290"
"In post","2021","SEO/HEO","40-49","Department of Health and Social Care","1010","920","37100","37450"
"In post","2021","SEO/HEO","40-49","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","40-49","Food Standards Agency","180","180","36660","37910"
"In post","2021","SEO/HEO","40-49","Foreign, Commonwealth and Development Office","650","630","38200","38230"
"In post","2021","SEO/HEO","40-49","HM Land Registry","460","430","38230","38450"
"In post","2021","SEO/HEO","40-49","HM Revenue and Customs","5050","4890","34700","31870"
"In post","2021","SEO/HEO","40-49","HM Treasury","120","120","40470","40260"
"In post","2021","SEO/HEO","40-49","Home Office","2570","2480","36660","36090"
"In post","2021","SEO/HEO","40-49","Ministry of Defence","4290","4150","37520","37400"
"In post","2021","SEO/HEO","40-49","Ministry of Housing, Communities and Local Government","250","240","37280","36690"
"In post","2021","SEO/HEO","40-49","Ministry of Justice","3290","3170","39100","38160"
"In post","2021","SEO/HEO","40-49","National Crime Agency","730","710","44740","43710"
"In post","2021","SEO/HEO","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","40-49","Office for Standards in Education","210","200","44400","46360"
"In post","2021","SEO/HEO","40-49","Office of Gas and Electricity Markets","60","60","38530","39130"
"In post","2021","SEO/HEO","40-49","Office of Qualifications and Examinations Regulation","30","30","[c]","[c]"
"In post","2021","SEO/HEO","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","40-49","Other Cabinet Office Agencies","130","120","34460","34800"
"In post","2021","SEO/HEO","40-49","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","40-49","Scottish Government","1820","1730","40330","39500"
"In post","2021","SEO/HEO","40-49","The National Archives","80","70","36650","34880"
"In post","2021","SEO/HEO","40-49","UK Export Finance","40","40","[c]","[c]"
"In post","2021","SEO/HEO","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","40-49","United Kingdom Statistics Authority","420","400","34240","36030"
"In post","2021","SEO/HEO","40-49","Water Services Regulation Authority","50","50","[c]","[c]"
"In post","2021","SEO/HEO","40-49","Welsh Government","850","810","41350","37410"
"In post","2021","SEO/HEO","50-59","Attorney General's Departments","400","390","36170","35000"
"In post","2021","SEO/HEO","50-59","Cabinet Office","410","390","36570","35590"
"In post","2021","SEO/HEO","50-59","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","50-59","Charity Commission","70","70","33880","31500"
"In post","2021","SEO/HEO","50-59","Competition and Markets Authority","40","30","[c]","[c]"
"In post","2021","SEO/HEO","50-59","Department for Business, Energy and Industrial Strategy","1190","1160","38680","39210"
"In post","2021","SEO/HEO","50-59","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2021","SEO/HEO","50-59","Department for Education","750","720","35960","36780"
"In post","2021","SEO/HEO","50-59","Department for Environment, Food and Rural Affairs","950","920","35650","35900"
"In post","2021","SEO/HEO","50-59","Department for International Trade","160","160","36920","35560"
"In post","2021","SEO/HEO","50-59","Department for Transport","980","960","38320","37660"
"In post","2021","SEO/HEO","50-59","Department for Work and Pensions","4780","4590","36010","34290"
"In post","2021","SEO/HEO","50-59","Department of Health and Social Care","830","770","37690","38140"
"In post","2021","SEO/HEO","50-59","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","50-59","Food Standards Agency","160","160","36320","37350"
"In post","2021","SEO/HEO","50-59","Foreign, Commonwealth and Development Office","670","650","40160","39630"
"In post","2021","SEO/HEO","50-59","HM Land Registry","1010","930","36970","33840"
"In post","2021","SEO/HEO","50-59","HM Revenue and Customs","6590","6310","36070","36160"
"In post","2021","SEO/HEO","50-59","HM Treasury","140","140","41340","41560"
"In post","2021","SEO/HEO","50-59","Home Office","2350","2290","36990","36620"
"In post","2021","SEO/HEO","50-59","Ministry of Defence","6290","6180","38000","37320"
"In post","2021","SEO/HEO","50-59","Ministry of Housing, Communities and Local Government","230","220","37540","37580"
"In post","2021","SEO/HEO","50-59","Ministry of Justice","3880","3740","40410","38160"
"In post","2021","SEO/HEO","50-59","National Crime Agency","780","770","45970","45000"
"In post","2021","SEO/HEO","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","50-59","Office for Standards in Education","220","210","46620","51360"
"In post","2021","SEO/HEO","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","50-59","Other Cabinet Office Agencies","100","100","35030","35110"
"In post","2021","SEO/HEO","50-59","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","50-59","Scottish Government","1910","1830","40970","39500"
"In post","2021","SEO/HEO","50-59","The National Archives","70","70","38640","36720"
"In post","2021","SEO/HEO","50-59","UK Export Finance","50","50","[c]","[c]"
"In post","2021","SEO/HEO","50-59","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","50-59","United Kingdom Statistics Authority","350","340","34060","34460"
"In post","2021","SEO/HEO","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","50-59","Welsh Government","770","740","41980","41560"
"In post","2021","SEO/HEO","60-64","Attorney General's Departments","50","50","36420","35000"
"In post","2021","SEO/HEO","60-64","Cabinet Office","70","70","36030","35590"
"In post","2021","SEO/HEO","60-64","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","60-64","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","60-64","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","60-64","Department for Business, Energy and Industrial Strategy","230","200","38460","38510"
"In post","2021","SEO/HEO","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","60-64","Department for Education","100","100","36860","36960"
"In post","2021","SEO/HEO","60-64","Department for Environment, Food and Rural Affairs","200","180","36240","35900"
"In post","2021","SEO/HEO","60-64","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","60-64","Department for Transport","250","220","38780","37660"
"In post","2021","SEO/HEO","60-64","Department for Work and Pensions","970","760","37160","34290"
"In post","2021","SEO/HEO","60-64","Department of Health and Social Care","180","150","38000","37890"
"In post","2021","SEO/HEO","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","60-64","Foreign, Commonwealth and Development Office","120","110","40990","39770"
"In post","2021","SEO/HEO","60-64","HM Land Registry","220","150","36860","33840"
"In post","2021","SEO/HEO","60-64","HM Revenue and Customs","1440","1110","36720","35000"
"In post","2021","SEO/HEO","60-64","HM Treasury","50","40","[c]","[c]"
"In post","2021","SEO/HEO","60-64","Home Office","370","310","37230","36370"
"In post","2021","SEO/HEO","60-64","Ministry of Defence","1790","1660","38260","37640"
"In post","2021","SEO/HEO","60-64","Ministry of Housing, Communities and Local Government","60","50","38260","37600"
"In post","2021","SEO/HEO","60-64","Ministry of Justice","670","560","40100","37900"
"In post","2021","SEO/HEO","60-64","National Crime Agency","130","120","46580","45480"
"In post","2021","SEO/HEO","60-64","Office for Standards in Education","50","50","[c]","[c]"
"In post","2021","SEO/HEO","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","60-64","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","60-64","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","60-64","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","60-64","Scottish Government","390","310","41690","39500"
"In post","2021","SEO/HEO","60-64","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","60-64","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","60-64","United Kingdom Statistics Authority","80","60","33940","33020"
"In post","2021","SEO/HEO","60-64","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","60-64","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","60-64","Welsh Government","160","140","41660","37410"
"In post","2021","SEO/HEO","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","65+","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","65+","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","65+","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","65+","Department for Business, Energy and Industrial Strategy","80","60","39240","39490"
"In post","2021","SEO/HEO","65+","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","65+","Department for Environment, Food and Rural Affairs","70","60","37570","36970"
"In post","2021","SEO/HEO","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","65+","Department for Transport","50","40","40930","37500"
"In post","2021","SEO/HEO","65+","Department for Work and Pensions","210","150","37970","34290"
"In post","2021","SEO/HEO","65+","Department of Health and Social Care","70","50","37300","37750"
"In post","2021","SEO/HEO","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","65+","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"In post","2021","SEO/HEO","65+","HM Land Registry","50","30","[c]","[c]"
"In post","2021","SEO/HEO","65+","HM Revenue and Customs","350","240","38100","38430"
"In post","2021","SEO/HEO","65+","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","65+","Home Office","100","80","38240","36950"
"In post","2021","SEO/HEO","65+","Ministry of Defence","530","460","37700","36460"
"In post","2021","SEO/HEO","65+","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","65+","Ministry of Justice","180","140","39990","37790"
"In post","2021","SEO/HEO","65+","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","65+","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","65+","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","65+","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","65+","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","65+","Scottish Government","100","70","41450","40110"
"In post","2021","SEO/HEO","65+","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","65+","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","65+","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","65+","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","65+","Welsh Government","60","50","40740","37410"
"In post","2021","SEO/HEO","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Ministry of Defence","50","50","18100","16780"
"In post","2021","Unknown","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","20-29","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","20-29","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"In post","2021","Unknown","20-29","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","20-29","Ministry of Defence","790","790","29010","28980"
"In post","2021","Unknown","20-29","Ministry of Justice","2120","2070","25290","22920"
"In post","2021","Unknown","20-29","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","30-39","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","30-39","Home Office","80","80","[c]","[c]"
"In post","2021","Unknown","30-39","Ministry of Defence","910","890","38650","37400"
"In post","2021","Unknown","30-39","Ministry of Justice","2890","2660","29230","30210"
"In post","2021","Unknown","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","40-49","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","40-49","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","40-49","Home Office","90","80","[c]","[c]"
"In post","2021","Unknown","40-49","Ministry of Defence","880","870","42950","39860"
"In post","2021","Unknown","40-49","Ministry of Justice","3010","2750","32100","32690"
"In post","2021","Unknown","40-49","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","50-59","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","50-59","Home Office","50","50","[c]","[c]"
"In post","2021","Unknown","50-59","Ministry of Defence","1110","1100","45490","41290"
"In post","2021","Unknown","50-59","Ministry of Justice","2850","2670","31660","30210"
"In post","2021","Unknown","50-59","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","60-64","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","60-64","Ministry of Defence","280","260","41910","38310"
"In post","2021","Unknown","60-64","Ministry of Justice","970","830","30900","28200"
"In post","2021","Unknown","60-64","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Ministry of Defence","90","80","42530","39700"
"In post","2021","Unknown","65+","Ministry of Justice","320","240","30960","28200"
"In post","2022","AA/AO","16-19","Attorney General's Departments","40","30","[c]","[c]"
"In post","2022","AA/AO","16-19","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","Department for Transport","90","70","19340","18310"
"In post","2022","AA/AO","16-19","Department for Work and Pensions","110","110","21610","21260"
"In post","2022","AA/AO","16-19","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","HM Revenue and Customs","180","170","21370","21250"
"In post","2022","AA/AO","16-19","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","Home Office","30","30","[c]","[c]"
"In post","2022","AA/AO","16-19","Ministry of Defence","50","50","[c]","[c]"
"In post","2022","AA/AO","16-19","Ministry of Justice","190","190","22940","23140"
"In post","2022","AA/AO","16-19","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","Scottish Government","80","80","21620","21050"
"In post","2022","AA/AO","16-19","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","20-29","Attorney General's Departments","490","480","22500","22200"
"In post","2022","AA/AO","20-29","Cabinet Office","160","160","21750","21050"
"In post","2022","AA/AO","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","20-29","Department for Business, Energy and Industrial Strategy","370","370","20990","21130"
"In post","2022","AA/AO","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","20-29","Department for Education","40","40","[c]","[c]"
"In post","2022","AA/AO","20-29","Department for Environment, Food and Rural Affairs","580","560","21750","21300"
"In post","2022","AA/AO","20-29","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","20-29","Department for Levelling Up, Housing and Communities","60","60","21800","21270"
"In post","2022","AA/AO","20-29","Department for Transport","880","840","21720","21840"
"In post","2022","AA/AO","20-29","Department for Work and Pensions","3850","3740","21620","21260"
"In post","2022","AA/AO","20-29","Department of Health and Social Care","340","310","21330","20400"
"In post","2022","AA/AO","20-29","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","20-29","Foreign, Commonwealth and Development Office","150","140","25520","25000"
"In post","2022","AA/AO","20-29","HM Land Registry","570","560","22660","22600"
"In post","2022","AA/AO","20-29","HM Revenue and Customs","4260","4090","21380","21250"
"In post","2022","AA/AO","20-29","HM Treasury","40","30","[c]","[c]"
"In post","2022","AA/AO","20-29","Home Office","1440","1380","21980","21680"
"In post","2022","AA/AO","20-29","Ministry of Defence","1660","1640","23000","21170"
"In post","2022","AA/AO","20-29","Ministry of Justice","9110","8970","24620","23720"
"In post","2022","AA/AO","20-29","National Crime Agency","90","80","22490","21050"
"In post","2022","AA/AO","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","20-29","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"In post","2022","AA/AO","20-29","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2022","AA/AO","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","20-29","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","20-29","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","20-29","Scottish Government","1890","1840","22890","22480"
"In post","2022","AA/AO","20-29","The National Archives","30","30","[c]","[c]"
"In post","2022","AA/AO","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","20-29","UK Statistics Authority","210","190","19950","19860"
"In post","2022","AA/AO","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","20-29","Welsh Government","230","220","23820","24630"
"In post","2022","AA/AO","30-39","Attorney General's Departments","200","170","22760","22200"
"In post","2022","AA/AO","30-39","Cabinet Office","80","70","21560","21050"
"In post","2022","AA/AO","30-39","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","30-39","Department for Business, Energy and Industrial Strategy","280","260","21390","21130"
"In post","2022","AA/AO","30-39","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","30-39","Department for Environment, Food and Rural Affairs","430","400","21600","21300"
"In post","2022","AA/AO","30-39","Department for Levelling Up, Housing and Communities","40","30","[c]","[c]"
"In post","2022","AA/AO","30-39","Department for Transport","1370","1190","21720","21840"
"In post","2022","AA/AO","30-39","Department for Work and Pensions","4240","3710","21440","21260"
"In post","2022","AA/AO","30-39","Department of Health and Social Care","150","130","21800","21820"
"In post","2022","AA/AO","30-39","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","30-39","Foreign, Commonwealth and Development Office","70","70","24530","23950"
