"Status","Year","Responsibility_level","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","30-39","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Ministry of Justice","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Department for Transport","40","30","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Department for Work and Pensions","170","170","21150","21010"
"New entrant CS","2021","AA/AO","16-19","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","HM Revenue and Customs","140","140","20230","20140"
"New entrant CS","2021","AA/AO","16-19","Home Office","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Ministry of Justice","120","120","21730","20600"
"New entrant CS","2021","AA/AO","16-19","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Scottish Government","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Attorney General's Departments","240","240","20460","20120"
"New entrant CS","2021","AA/AO","20-29","Cabinet Office","110","110","21810","20800"
"New entrant CS","2021","AA/AO","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Department for Business, Energy and Industrial Strategy","150","150","21610","20880"
"New entrant CS","2021","AA/AO","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Department for Environment, Food and Rural Affairs","170","170","22230","21050"
"New entrant CS","2021","AA/AO","20-29","Department for International Trade","50","50","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Department for Transport","210","200","21450","21590"
"New entrant CS","2021","AA/AO","20-29","Department for Work and Pensions","2300","2290","21640","21010"
"New entrant CS","2021","AA/AO","20-29","Department of Health and Social Care","300","270","20560","19630"
"New entrant CS","2021","AA/AO","20-29","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","HM Land Registry","250","250","22510","22350"
"New entrant CS","2021","AA/AO","20-29","HM Revenue and Customs","1490","1450","20300","20140"
"New entrant CS","2021","AA/AO","20-29","HM Treasury","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Home Office","340","340","21760","21430"
"New entrant CS","2021","AA/AO","20-29","Ministry of Defence","560","550","21310","20920"
"New entrant CS","2021","AA/AO","20-29","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Ministry of Justice","2780","2750","22570","22680"
"New entrant CS","2021","AA/AO","20-29","National Crime Agency","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Scottish Government","390","380","20850","20760"
"New entrant CS","2021","AA/AO","20-29","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","United Kingdom Statistics Authority","90","90","19540","19130"
"New entrant CS","2021","AA/AO","20-29","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Welsh Government","70","60","20520","20500"
"New entrant CS","2021","AA/AO","30-39","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","Department for Environment, Food and Rural Affairs","60","60","21470","21050"
"New entrant CS","2021","AA/AO","30-39","Department for Transport","80","70","21640","21590"
"New entrant CS","2021","AA/AO","30-39","Department for Work and Pensions","1080","1050","21610","21010"
"New entrant CS","2021","AA/AO","30-39","Department of Health and Social Care","50","40","20830","19630"
"New entrant CS","2021","AA/AO","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","HM Land Registry","130","130","22540","22350"
"New entrant CS","2021","AA/AO","30-39","HM Revenue and Customs","660","630","20250","20140"
"New entrant CS","2021","AA/AO","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","Home Office","110","100","21980","21430"
"New entrant CS","2021","AA/AO","30-39","Ministry of Defence","300","290","22720","20920"
"New entrant CS","2021","AA/AO","30-39","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","Ministry of Justice","1310","1270","22940","22850"
"New entrant CS","2021","AA/AO","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","Scottish Government","210","200","21170","20810"
"New entrant CS","2021","AA/AO","30-39","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","40-49","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","40-49","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","40-49","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","40-49","Department for Transport","60","60","22100","21590"
"New entrant CS","2021","AA/AO","40-49","Department for Work and Pensions","850","840","21590","21010"
"New entrant CS","2021","AA/AO","40-49","Department of Health and Social Care","40","30","[c]","[c]"
"New entrant CS","2021","AA/AO","40-49","HM Land Registry","90","90","22530","22350"
"New entrant CS","2021","AA/AO","40-49","HM Revenue and Customs","380","370","20330","20140"
"New entrant CS","2021","AA/AO","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","40-49","Home Office","60","60","21720","21430"
"New entrant CS","2021","AA/AO","40-49","Ministry of Defence","280","260","23160","20920"
"New entrant CS","2021","AA/AO","40-49","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","40-49","Ministry of Justice","730","700","22290","21500"
"New entrant CS","2021","AA/AO","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","40-49","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","40-49","Scottish Government","120","110","21020","20060"
"New entrant CS","2021","AA/AO","40-49","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","40-49","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","40-49","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","50-59","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"New entrant CS","2021","AA/AO","50-59","Department for Transport","80","80","22760","21590"
"New entrant CS","2021","AA/AO","50-59","Department for Work and Pensions","880","870","21620","21010"
"New entrant CS","2021","AA/AO","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","50-59","HM Land Registry","60","60","22560","22350"
"New entrant CS","2021","AA/AO","50-59","HM Revenue and Customs","330","320","20310","20140"
"New entrant CS","2021","AA/AO","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","50-59","Home Office","50","50","[c]","[c]"
"New entrant CS","2021","AA/AO","50-59","Ministry of Defence","320","310","22080","20920"
"New entrant CS","2021","AA/AO","50-59","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","50-59","Ministry of Justice","640","620","20880","20600"
"New entrant CS","2021","AA/AO","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","50-59","Scottish Government","110","100","21220","20070"
"New entrant CS","2021","AA/AO","50-59","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","50-59","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","50-59","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","60-64","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","60-64","Department for Work and Pensions","250","240","21540","21010"
"New entrant CS","2021","AA/AO","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","60-64","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","60-64","HM Revenue and Customs","50","40","[c]","[c]"
"New entrant CS","2021","AA/AO","60-64","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","60-64","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","60-64","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","60-64","Ministry of Justice","130","130","19860","19450"
"New entrant CS","2021","AA/AO","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","60-64","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","60-64","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","60-64","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","65+","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","65+","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","65+","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","65+","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","65+","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","65+","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","16-19","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","16-19","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","16-19","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","16-19","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","16-19","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","16-19","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","16-19","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2021","EO","16-19","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","16-19","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","16-19","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","16-19","Ministry of Defence","50","50","[c]","[c]"
"New entrant CS","2021","EO","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","16-19","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","16-19","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","16-19","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","20-29","Attorney General's Departments","140","140","27120","26970"
"New entrant CS","2021","EO","20-29","Cabinet Office","200","200","26850","27500"
"New entrant CS","2021","EO","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","20-29","Department for Business, Energy and Industrial Strategy","210","210","26480","26750"
"New entrant CS","2021","EO","20-29","Department for Digital, Culture, Media and Sport","60","60","27300","26180"
"New entrant CS","2021","EO","20-29","Department for Education","170","170","26280","25000"
"New entrant CS","2021","EO","20-29","Department for Environment, Food and Rural Affairs","220","220","24840","24920"
"New entrant CS","2021","EO","20-29","Department for International Trade","60","60","25770","26250"
"New entrant CS","2021","EO","20-29","Department for Transport","170","170","27140","26710"
"New entrant CS","2021","EO","20-29","Department for Work and Pensions","3600","3570","28780","27570"
"New entrant CS","2021","EO","20-29","Department of Health and Social Care","390","380","25900","26880"
"New entrant CS","2021","EO","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","20-29","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","20-29","HM Revenue and Customs","590","590","25740","25560"
"New entrant CS","2021","EO","20-29","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2021","EO","20-29","Home Office","370","370","27020","27760"
"New entrant CS","2021","EO","20-29","Ministry of Defence","410","400","24440","26350"
"New entrant CS","2021","EO","20-29","Ministry of Housing, Communities and Local Government","60","50","27220","27850"
"New entrant CS","2021","EO","20-29","Ministry of Justice","280","280","24320","24620"
"New entrant CS","2021","EO","20-29","National Crime Agency","310","310","30090","28840"
"New entrant CS","2021","EO","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","20-29","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","20-29","Office of Gas and Electricity Markets","80","80","24940","25750"
"New entrant CS","2021","EO","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","20-29","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","20-29","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","20-29","Scottish Government","140","140","26210","26160"
"New entrant CS","2021","EO","20-29","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","20-29","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","20-29","United Kingdom Statistics Authority","110","100","23650","23050"
"New entrant CS","2021","EO","20-29","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","20-29","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","30-39","Cabinet Office","30","30","[c]","[c]"
"New entrant CS","2021","EO","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","30-39","Department for Business, Energy and Industrial Strategy","110","100","25250","24250"
"New entrant CS","2021","EO","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","30-39","Department for Education","40","40","[c]","[c]"
"New entrant CS","2021","EO","30-39","Department for Environment, Food and Rural Affairs","70","70","25330","24920"
"New entrant CS","2021","EO","30-39","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","30-39","Department for Transport","50","50","26980","26130"
"New entrant CS","2021","EO","30-39","Department for Work and Pensions","2810","2730","28620","27570"
"New entrant CS","2021","EO","30-39","Department of Health and Social Care","100","90","25800","26880"
"New entrant CS","2021","EO","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","30-39","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","30-39","HM Revenue and Customs","280","270","25660","25560"
"New entrant CS","2021","EO","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","30-39","Home Office","200","200","26080","24880"
"New entrant CS","2021","EO","30-39","Ministry of Defence","180","170","26480","26350"
"New entrant CS","2021","EO","30-39","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","30-39","Ministry of Justice","90","90","24610","24620"
"New entrant CS","2021","EO","30-39","National Crime Agency","180","180","30800","31160"
"New entrant CS","2021","EO","30-39","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","30-39","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","30-39","Scottish Government","100","90","26690","26160"
"New entrant CS","2021","EO","30-39","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","30-39","United Kingdom Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2021","EO","30-39","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","30-39","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","30-39","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"New entrant CS","2021","EO","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2021","EO","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","Department for Work and Pensions","2250","2190","28460","27570"
"New entrant CS","2021","EO","40-49","Department of Health and Social Care","60","50","25540","25010"
"New entrant CS","2021","EO","40-49","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","HM Revenue and Customs","150","150","25550","25560"
"New entrant CS","2021","EO","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","Home Office","130","130","26390","24880"
"New entrant CS","2021","EO","40-49","Ministry of Defence","150","140","26240","26350"
"New entrant CS","2021","EO","40-49","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","Ministry of Justice","50","50","24410","24620"
"New entrant CS","2021","EO","40-49","National Crime Agency","80","80","30980","32310"
"New entrant CS","2021","EO","40-49","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","Scottish Government","60","50","26800","26160"
"New entrant CS","2021","EO","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","40-49","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","50-59","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","50-59","Department for Transport","30","30","[c]","[c]"
"New entrant CS","2021","EO","50-59","Department for Work and Pensions","1890","1840","28310","27570"
"New entrant CS","2021","EO","50-59","Department of Health and Social Care","40","40","[c]","[c]"
"New entrant CS","2021","EO","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","50-59","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","50-59","HM Revenue and Customs","70","70","25490","25560"
"New entrant CS","2021","EO","50-59","HM Treasury","[c]","[c]","[c]","[c]"
