"Status","Year","Region_ITL2","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","West Wales and The Valleys","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","National Crime Agency","EO","30","30","[c]","[c]"
"In post","2021","West Wales and The Valleys","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Welsh Government (excl. agencies)","AA/AO","480","440","23360","23830"
"In post","2021","West Wales and The Valleys","Welsh Government (excl. agencies)","EO","440","420","28750","28850"
"In post","2021","West Wales and The Valleys","Welsh Government (excl. agencies)","G6/G7","330","320","62270","60830"
"In post","2021","West Wales and The Valleys","Welsh Government (excl. agencies)","SCS","30","30","[c]","[c]"
"In post","2021","West Wales and The Valleys","Welsh Government (excl. agencies)","SEO/HEO","1230","1170","40930","37410"
"In post","2021","West Wales and The Valleys","Welsh Revenue Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Welsh Revenue Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Welsh Revenue Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Welsh Revenue Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Advisory, Conciliation and Arbitration Service","SEO/HEO","40","40","[c]","[c]"
"In post","2021","West Yorkshire","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Cabinet Office (excl. agencies)","G6/G7","60","60","57050","53170"
"In post","2021","West Yorkshire","Cabinet Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Cabinet Office (excl. agencies)","SEO/HEO","90","80","32970","32000"
"In post","2021","West Yorkshire","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Crown Prosecution Service","AA/AO","90","80","21740","21950"
"In post","2021","West Yorkshire","Crown Prosecution Service","EO","80","70","27240","27870"
"In post","2021","West Yorkshire","Crown Prosecution Service","G6/G7","170","150","55010","55610"
"In post","2021","West Yorkshire","Crown Prosecution Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Crown Prosecution Service","SEO/HEO","70","70","35670","34480"
"In post","2021","West Yorkshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for Education (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","40","40","[c]","[c]"
"In post","2021","West Yorkshire","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for Transport (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for Work and Pensions (excl. agencies)","AA/AO","910","790","20830","21010"
"In post","2021","West Yorkshire","Department for Work and Pensions (excl. agencies)","EO","2250","2030","27460","27570"
"In post","2021","West Yorkshire","Department for Work and Pensions (excl. agencies)","G6/G7","350","330","56120","53450"
"In post","2021","West Yorkshire","Department for Work and Pensions (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department for Work and Pensions (excl. agencies)","SEO/HEO","840","770","34910","34290"
"In post","2021","West Yorkshire","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Department of Health and Social Care (excl. agencies)","EO","100","100","24270","23440"
"In post","2021","West Yorkshire","Department of Health and Social Care (excl. agencies)","G6/G7","400","390","54830","51440"
"In post","2021","West Yorkshire","Department of Health and Social Care (excl. agencies)","SCS","50","50","[c]","[c]"
"In post","2021","West Yorkshire","Department of Health and Social Care (excl. agencies)","SEO/HEO","480","460","33460","32790"
"In post","2021","West Yorkshire","Driver and Vehicle Standards Agency","AA/AO","100","90","22620","21590"
"In post","2021","West Yorkshire","Driver and Vehicle Standards Agency","EO","110","100","27390","26780"
"In post","2021","West Yorkshire","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Education and Skills Funding Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Education and Skills Funding Agency","SEO/HEO","40","40","[c]","[c]"
"In post","2021","West Yorkshire","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Government Internal Audit Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Government Internal Audit Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Government Legal Department","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Government Property Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Health and Safety Executive","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Health and Safety Executive","SEO/HEO","60","50","47090","46320"
"In post","2021","West Yorkshire","HM Courts and Tribunals Service","AA/AO","480","410","19120","19570"
"In post","2021","West Yorkshire","HM Courts and Tribunals Service","EO","100","90","22580","22170"
"In post","2021","West Yorkshire","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","HM Courts and Tribunals Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","HM Courts and Tribunals Service","SEO/HEO","130","120","31660","30990"
"In post","2021","West Yorkshire","HM Prison and Probation Service","AA/AO","1590","1490","25290","25000"
"In post","2021","West Yorkshire","HM Prison and Probation Service","EO","380","360","30440","31610"
"In post","2021","West Yorkshire","HM Prison and Probation Service","G6/G7","40","40","[c]","[c]"
"In post","2021","West Yorkshire","HM Prison and Probation Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","HM Prison and Probation Service","SEO/HEO","350","330","40630","38160"
"In post","2021","West Yorkshire","HM Prison and Probation Service","Unknown","550","500","30070","30210"
"In post","2021","West Yorkshire","HM Revenue and Customs (excl. agencies)","AA/AO","1460","1280","20450","20140"
"In post","2021","West Yorkshire","HM Revenue and Customs (excl. agencies)","EO","1260","1170","25830","25560"
"In post","2021","West Yorkshire","HM Revenue and Customs (excl. agencies)","G6/G7","480","450","55010","52580"
"In post","2021","West Yorkshire","HM Revenue and Customs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","HM Revenue and Customs (excl. agencies)","SEO/HEO","1390","1330","33700","31810"
"In post","2021","West Yorkshire","Home Office (incl. agencies)","AA/AO","130","120","21220","21430"
"In post","2021","West Yorkshire","Home Office (incl. agencies)","EO","410","390","25530","24890"
"In post","2021","West Yorkshire","Home Office (incl. agencies)","G6/G7","30","30","[c]","[c]"
"In post","2021","West Yorkshire","Home Office (incl. agencies)","SEO/HEO","240","230","33770","31960"
"In post","2021","West Yorkshire","Insolvency Service","AA/AO","40","40","[c]","[c]"
"In post","2021","West Yorkshire","Insolvency Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Insolvency Service","SEO/HEO","60","50","37280","39170"
"In post","2021","West Yorkshire","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Legal Aid Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Ministry of Defence (excl. agencies)","AA/AO","50","40","[c]","[c]"
"In post","2021","West Yorkshire","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","40","40","[c]","[c]"
"In post","2021","West Yorkshire","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Ministry of Justice (excl. agencies)","EO","60","60","22210","21170"
"In post","2021","West Yorkshire","Ministry of Justice (excl. agencies)","G6/G7","50","50","[c]","[c]"
"In post","2021","West Yorkshire","Ministry of Justice (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Ministry of Justice (excl. agencies)","SEO/HEO","210","210","32450","31180"
"In post","2021","West Yorkshire","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","National Crime Agency","EO","80","80","33020","34140"
"In post","2021","West Yorkshire","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","National Crime Agency","SEO/HEO","70","70","41920","41650"
"In post","2021","West Yorkshire","Public Health England","AA/AO","40","30","[c]","[c]"
"In post","2021","West Yorkshire","Public Health England","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Public Health England","G6/G7","80","70","56120","52350"
"In post","2021","West Yorkshire","Public Health England","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Public Health England","SEO/HEO","90","80","34800","36330"
"In post","2021","West Yorkshire","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Valuation Office Agency","AA/AO","120","100","20860","21100"
"In post","2021","West Yorkshire","Valuation Office Agency","EO","90","80","26050","25930"
"In post","2021","West Yorkshire","Valuation Office Agency","G6/G7","30","30","[c]","[c]"
"In post","2021","West Yorkshire","Valuation Office Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Valuation Office Agency","SEO/HEO","110","100","36050","33250"
"In post","2022","Bedfordshire and Hertfordshire","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Crown Commercial Service","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Crown Prosecution Service","AA/AO","40","40","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Crown Prosecution Service","EO","40","30","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Crown Prosecution Service","G6/G7","80","70","59820","62120"
"In post","2022","Bedfordshire and Hertfordshire","Crown Prosecution Service","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Defence Equipment and Support","SEO/HEO","50","40","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Department for Education (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Department for Work and Pensions (excl. agencies)","AA/AO","160","140","23550","24250"
"In post","2022","Bedfordshire and Hertfordshire","Department for Work and Pensions (excl. agencies)","EO","860","800","29150","29290"
"In post","2022","Bedfordshire and Hertfordshire","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Department for Work and Pensions (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Department for Work and Pensions (excl. agencies)","SEO/HEO","80","80","36980","36810"
"In post","2022","Bedfordshire and Hertfordshire","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Department of Health and Social Care (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Driver and Vehicle Standards Agency","EO","80","80","28700","26780"
"In post","2022","Bedfordshire and Hertfordshire","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Health and Safety Executive","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Health and Safety Executive","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","HM Courts and Tribunals Service","AA/AO","200","170","21450","20970"
"In post","2022","Bedfordshire and Hertfordshire","HM Courts and Tribunals Service","EO","50","50","26090","25410"
"In post","2022","Bedfordshire and Hertfordshire","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","HM Courts and Tribunals Service","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","HM Courts and Tribunals Service","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","HM Prison and Probation Service","AA/AO","510","500","27860","28140"
"In post","2022","Bedfordshire and Hertfordshire","HM Prison and Probation Service","EO","90","90","30110","30810"
"In post","2022","Bedfordshire and Hertfordshire","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","HM Prison and Probation Service","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","HM Prison and Probation Service","SEO/HEO","90","90","40030","37280"
"In post","2022","Bedfordshire and Hertfordshire","HM Prison and Probation Service","Unknown","400","370","29430","28200"
"In post","2022","Bedfordshire and Hertfordshire","Home Office","AA/AO","30","30","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Home Office","EO","190","170","27520","26070"
"In post","2022","Bedfordshire and Hertfordshire","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Home Office","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Home Office","SEO/HEO","60","60","34110","32740"
"In post","2022","Bedfordshire and Hertfordshire","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Medicines and Healthcare Products Regulatory Agency","EO","40","40","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Medicines and Healthcare Products Regulatory Agency","G6/G7","110","100","61560","53970"
"In post","2022","Bedfordshire and Hertfordshire","Medicines and Healthcare Products Regulatory Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","140","130","38520","40450"
"In post","2022","Bedfordshire and Hertfordshire","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Ministry of Defence (excl. agencies)","AA/AO","180","180","21970","21170"
"In post","2022","Bedfordshire and Hertfordshire","Ministry of Defence (excl. agencies)","EO","160","150","29690","30200"
"In post","2022","Bedfordshire and Hertfordshire","Ministry of Defence (excl. agencies)","G6/G7","80","80","63940","59730"
"In post","2022","Bedfordshire and Hertfordshire","Ministry of Defence (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Ministry of Defence (excl. agencies)","SEO/HEO","320","320","40010","37640"
"In post","2022","Bedfordshire and Hertfordshire","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Ministry of Justice (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","National Crime Agency","EO","60","50","34580","35410"
"In post","2022","Bedfordshire and Hertfordshire","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","National Crime Agency","SEO/HEO","50","40","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Office for Standards in Education, Children's Services and Skills","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","The Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","UK Health Security Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","UK Health Security Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","UK Health Security Agency","SEO/HEO","[c]","[c]","[c]","[c]"
