"Status","Year","Region_ITL2","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","West Yorkshire","SEO/HEO","Unknown","1080","1010","34660","34290"
"In post","2021","West Yorkshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Unknown","No function","540","500","30010","30210"
"In post","2021","West Yorkshire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","AA/AO","Debt","50","50","24160","24250"
"In post","2022","Bedfordshire and Hertfordshire","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","AA/AO","Legal","40","40","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","AA/AO","No function","840","790","25770","24250"
"In post","2022","Bedfordshire and Hertfordshire","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","AA/AO","Security","60","60","22160","22900"
"In post","2022","Bedfordshire and Hertfordshire","AA/AO","Unknown","120","120","21920","21680"
"In post","2022","Bedfordshire and Hertfordshire","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","EO","Counter Fraud","70","60","29530","29290"
"In post","2022","Bedfordshire and Hertfordshire","EO","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","EO","Digital, Data & Technology","60","60","29930","30200"
"In post","2022","Bedfordshire and Hertfordshire","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","EO","Legal","40","30","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","EO","No function","1090","1020","29190","29290"
"In post","2022","Bedfordshire and Hertfordshire","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","EO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","EO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","EO","Unknown","250","230","27850","26670"
"In post","2022","Bedfordshire and Hertfordshire","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","G6/G7","Legal","80","70","59850","62120"
"In post","2022","Bedfordshire and Hertfordshire","G6/G7","No function","180","180","62330","58000"
"In post","2022","Bedfordshire and Hertfordshire","G6/G7","Project Delivery","30","30","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","G6/G7","Unknown","50","50","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SEO/HEO","Digital, Data & Technology","90","90","37940","37640"
"In post","2022","Bedfordshire and Hertfordshire","SEO/HEO","Finance","50","50","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SEO/HEO","Human Resources","40","30","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SEO/HEO","No function","480","460","39140","38160"
"In post","2022","Bedfordshire and Hertfordshire","SEO/HEO","Project Delivery","120","110","38540","37640"
"In post","2022","Bedfordshire and Hertfordshire","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SEO/HEO","Security","30","30","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SEO/HEO","Unknown","160","150","37540","37170"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","No function","400","370","29550","28200"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Counter Fraud","40","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Grants Management","80","70","21300","21300"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Human Resources","30","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Legal","40","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","No function","1780","1670","26050","25000"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Property","40","40","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Security","710","700","30490","27680"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Unknown","480","450","21530","21170"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Counter Fraud","90","80","29920","29530"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Digital, Data & Technology","70","70","28600","28140"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Finance","80","80","27820","28350"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Grants Management","30","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Human Resources","40","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","No function","1430","1330","29420","28770"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Project Delivery","60","50","27400","27380"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Property","60","60","27530","27000"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Security","150","140","37540","42100"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","240","230","28000","26670"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Commercial","40","40","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Digital, Data & Technology","80","80","56800","54540"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Finance","40","40","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Human Resources","30","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Legal","90","70","58590","56120"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","No function","240","220","60750","57880"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Project Delivery","60","60","58990","56540"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Property","40","40","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Security","30","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Unknown","100","90","65100","60260"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Commercial","90","90","38810","39580"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Communications","50","40","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Counter Fraud","50","40","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Digital, Data & Technology","190","180","38590","37420"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Finance","140","140","38880","36970"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Grants Management","40","40","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Human Resources","50","50","38650","38230"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","No function","760","720","38510","38160"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Project Delivery","230","220","36720","35880"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Property","170","170","39570","39820"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Security","210","190","40910","38160"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Unknown","400","390","38440","37450"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","No function","590","550","29790","26310"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Property","40","40","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","AA/AO","Grants Management","70","60","21300","21300"
"In post","2022","Cheshire","AA/AO","Human Resources","100","90","21340","21170"
