"Status","Year","Age","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Wales","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver CS","2022","20-29","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Wales","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Wales","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Wales","Department for Work and Pensions","90","80","23860","21260"
"Leaver CS","2022","20-29","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Wales","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Wales","HM Revenue and Customs","70","70","[c]","[c]"
"Leaver CS","2022","20-29","Wales","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Wales","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Wales","Ministry of Justice","160","160","[c]","[c]"
"Leaver CS","2022","20-29","Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Wales","UK Statistics Authority","100","100","23950","19610"
"Leaver CS","2022","20-29","Wales","Welsh Government","40","40","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Department for Work and Pensions","140","140","24690","27570"
"Leaver CS","2022","20-29","West Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","HM Revenue and Customs","80","70","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Ministry of Justice","320","310","21750","20370"
"Leaver CS","2022","20-29","West Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","Department for Work and Pensions","210","200","24290","21260"
"Leaver CS","2022","20-29","Yorkshire and The Humber","Department of Health and Social Care","80","40","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","HM Revenue and Customs","120","120","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","Home Office","30","30","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","Ministry of Justice","260","250","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","Department for Work and Pensions","80","70","25520","27570"
"Leaver CS","2022","30-39","East Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","Ministry of Defence","30","30","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","Ministry of Justice","190","170","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East of England","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East of England","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East of England","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East of England","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East of England","Department for Work and Pensions","80","70","27000","27570"
"Leaver CS","2022","30-39","East of England","Department of Health and Social Care","50","50","37690","36330"
"Leaver CS","2022","30-39","East of England","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East of England","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East of England","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East of England","Ministry of Defence","50","40","[c]","[c]"
"Leaver CS","2022","30-39","East of England","Ministry of Justice","240","230","[c]","[c]"
"Leaver CS","2022","30-39","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","Attorney General's Departments","110","100","48140","51250"
"Leaver CS","2022","30-39","London","Cabinet Office","160","150","53550","54700"
"Leaver CS","2022","30-39","London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","Competition and Markets Authority","40","40","[c]","[c]"
"Leaver CS","2022","30-39","London","Department for Business, Energy and Industrial Strategy","110","110","48840","53380"
"Leaver CS","2022","30-39","London","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"Leaver CS","2022","30-39","London","Department for Education","40","40","[c]","[c]"
"Leaver CS","2022","30-39","London","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"Leaver CS","2022","30-39","London","Department for International Trade","40","40","[c]","[c]"
"Leaver CS","2022","30-39","London","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","Department for Transport","60","50","47840","43360"
"Leaver CS","2022","30-39","London","Department for Work and Pensions","230","230","32330","31060"
"Leaver CS","2022","30-39","London","Department of Health and Social Care","460","340","41050","40060"
"Leaver CS","2022","30-39","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","Foreign, Commonwealth and Development Office","40","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","HM Revenue and Customs","70","70","[c]","[c]"
"Leaver CS","2022","30-39","London","HM Treasury","70","70","[c]","[c]"
"Leaver CS","2022","30-39","London","Home Office","120","120","41630","35790"
"Leaver CS","2022","30-39","London","Ministry of Defence","30","30","[c]","[c]"
"Leaver CS","2022","30-39","London","Ministry of Justice","350","330","34390","28600"
"Leaver CS","2022","30-39","London","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"Leaver CS","2022","30-39","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North East (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North East (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North East (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North East (England)","Department for Work and Pensions","120","120","29250","21260"
"Leaver CS","2022","30-39","North East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North East (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North East (England)","HM Revenue and Customs","110","90","[c]","[c]"
"Leaver CS","2022","30-39","North East (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North East (England)","Ministry of Justice","90","80","[c]","[c]"
"Leaver CS","2022","30-39","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North West (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North West (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North West (England)","Department for Work and Pensions","230","220","26590","27570"
"Leaver CS","2022","30-39","North West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North West (England)","HM Revenue and Customs","110","100","[c]","[c]"
"Leaver CS","2022","30-39","North West (England)","Home Office","90","80","28290","24890"
"Leaver CS","2022","30-39","North West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North West (England)","Ministry of Justice","180","170","[c]","[c]"
"Leaver CS","2022","30-39","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Northern Ireland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Northern Ireland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scotland","Department for Work and Pensions","120","110","24490","27570"
"Leaver CS","2022","30-39","Scotland","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scotland","HM Revenue and Customs","120","110","[c]","[c]"
"Leaver CS","2022","30-39","Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scotland","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2022","30-39","Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scotland","Scottish Government","210","200","31690","30020"
"Leaver CS","2022","30-39","Scotland","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South East (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South East (England)","Department for Transport","30","30","[c]","[c]"
"Leaver CS","2022","30-39","South East (England)","Department for Work and Pensions","110","100","26680","27570"
"Leaver CS","2022","30-39","South East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South East (England)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South East (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South East (England)","Ministry of Defence","130","130","31520","28750"
"Leaver CS","2022","30-39","South East (England)","Ministry of Justice","340","320","[c]","[c]"
"Leaver CS","2022","30-39","South East (England)","UK Statistics Authority","40","30","[c]","[c]"
"Leaver CS","2022","30-39","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South West (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South West (England)","Department for Work and Pensions","80","70","25340","27570"
"Leaver CS","2022","30-39","South West (England)","Department of Health and Social Care","40","40","[c]","[c]"
"Leaver CS","2022","30-39","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South West (England)","Ministry of Defence","310","290","34330","33290"
"Leaver CS","2022","30-39","South West (England)","Ministry of Justice","170","160","[c]","[c]"
"Leaver CS","2022","30-39","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Transport","100","80","25660","21840"
"Leaver CS","2022","30-39","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Ministry of Defence","60","60","34710","32700"
"Leaver CS","2022","30-39","Unknown","Ministry of Justice","50","50","[c]","[c]"
"Leaver CS","2022","30-39","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Wales","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Wales","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Wales","Department for Work and Pensions","50","40","[c]","[c]"
"Leaver CS","2022","30-39","Wales","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Wales","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Wales","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver CS","2022","30-39","Wales","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Wales","Ministry of Justice","130","120","[c]","[c]"
"Leaver CS","2022","30-39","Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Wales","UK Statistics Authority","50","50","33060","30210"
"Leaver CS","2022","30-39","Wales","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Wales","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","West Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","West Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","West Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","West Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","West Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","West Midlands (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","West Midlands (England)","Department for Work and Pensions","90","90","26110","27570"
"Leaver CS","2022","30-39","West Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","West Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","West Midlands (England)","HM Revenue and Customs","50","40","[c]","[c]"
"Leaver CS","2022","30-39","West Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","West Midlands (England)","Ministry of Justice","190","190","24900","20970"
"Leaver CS","2022","30-39","West Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Yorkshire and The Humber","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Yorkshire and The Humber","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Yorkshire and The Humber","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Yorkshire and The Humber","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Yorkshire and The Humber","Department for Work and Pensions","160","150","28710","27570"
"Leaver CS","2022","30-39","Yorkshire and The Humber","Department of Health and Social Care","80","60","33890","32050"
"Leaver CS","2022","30-39","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Yorkshire and The Humber","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Yorkshire and The Humber","HM Revenue and Customs","60","50","[c]","[c]"
"Leaver CS","2022","30-39","Yorkshire and The Humber","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Yorkshire and The Humber","Home Office","30","30","[c]","[c]"
"Leaver CS","2022","30-39","Yorkshire and The Humber","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Yorkshire and The Humber","Ministry of Justice","200","190","[c]","[c]"
"Leaver CS","2022","30-39","Yorkshire and The Humber","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Yorkshire and The Humber","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","East Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","East Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","East Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","East Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","East Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","East Midlands (England)","Department for Work and Pensions","70","60","26500","27570"
"Leaver CS","2022","40-49","East Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","East Midlands (England)","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver CS","2022","40-49","East Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","East Midlands (England)","Ministry of Justice","110","100","[c]","[c]"
"Leaver CS","2022","40-49","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","East of England","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","East of England","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","East of England","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","East of England","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","East of England","Department for Work and Pensions","90","80","27520","27570"
"Leaver CS","2022","40-49","East of England","Department of Health and Social Care","50","40","49460","50400"
