"Status","Year","Region_ITL3","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","South West Wales","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Department for Transport","Heterosexual / straight","60","50","41240","33690"
"Leaver CS","2022","Southampton","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","HM Revenue and Customs","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Department for Work and Pensions","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Ministry of Defence","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Ministry of Justice","Heterosexual / straight","150","130","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Ministry of Justice","Unknown","80","80","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Department for Work and Pensions","Heterosexual / straight","30","20","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Ministry of Justice","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Department for Work and Pensions","Heterosexual / straight","80","80","24710","27570"
"Leaver CS","2022","Suffolk CC","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Ministry of Defence","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Ministry of Justice","Heterosexual / straight","140","120","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Ministry of Justice","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Department for Work and Pensions","Heterosexual / straight","80","70","26210","27570"
"Leaver CS","2022","Sunderland","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","HM Revenue and Customs","Unknown","230","170","[c]","[c]"
"Leaver CS","2022","Sunderland","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
