"Status","Year","Profession_of_post","Responsibility_level","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Communications","G6/G7","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","EO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","EO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","G6/G7","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SCS","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SEO/HEO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SEO/HEO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SEO/HEO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Department for Work and Pensions (excl. agencies)","70","50","21690","21260"
"Leaver CS","2022","Counter Fraud","AA/AO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Department for Work and Pensions (excl. agencies)","120","90","27900","27570"
"Leaver CS","2022","Counter Fraud","EO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Ministry of Defence (excl. agencies)","50","50","28310","26930"
"Leaver CS","2022","Digital, Data and Technology","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Department for Work and Pensions (excl. agencies)","90","90","59780","59590"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Home Office","50","50","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Department for Work and Pensions (excl. agencies)","90","80","38840","38880"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","HM Land Registry","50","40","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Home Office","60","60","39650","40450"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Ministry of Defence (excl. agencies)","70","70","37500","36460"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
