"Status","Year","Region_ITL2","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Counter Fraud","Department for Work and Pensions","60","50","28000","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data and Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data and Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data and Technology","Ministry of Defence","80","80","25120","25000"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data and Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Finance","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Human Resources","Ministry of Justice","80","70","35260","31740"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Intelligence Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Knowledge and Information Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Knowledge and Information Management","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","Department for Environment, Food and Rural Affairs","270","250","26040","24920"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","Department for Transport","60","60","28510","26780"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","Department for Work and Pensions","560","500","27000","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","Home Office","100","100","25340","24880"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","Ministry of Justice","1700","1610","28330","25210"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Operational Research","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Other","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Other","Department for Work and Pensions","250","210","22710","21260"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Other","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Other","Ministry of Defence","270","260","23000","21170"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Planning Inspectors","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Policy","Department for Environment, Food and Rural Affairs","50","50","43220","40650"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Policy","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Policy","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Policy","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Policy","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Policy","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Project Delivery","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Property","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Psychology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Psychology","Ministry of Justice","30","30","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Science and Engineering","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Science and Engineering","Ministry of Defence","50","40","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Security","Ministry of Defence","130","130","30230","26750"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Social Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Social Research","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
