"Status","Year","Region_ITL1","Responsibility_level","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","South West (England)","SEO/HEO","HM Land Registry","640","580","38410","38450"
"In post","2022","South West (England)","SEO/HEO","HM Prison and Probation Service","500","460","40010","38160"
"In post","2022","South West (England)","SEO/HEO","HM Revenue and Customs (excl. agencies)","680","650","35450","33370"
"In post","2022","South West (England)","SEO/HEO","Home Office","90","90","34080","31960"
"In post","2022","South West (England)","SEO/HEO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","SEO/HEO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","SEO/HEO","Maritime and Coastguard Agency","40","40","[c]","[c]"
"In post","2022","South West (England)","SEO/HEO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","SEO/HEO","Met Office","940","880","37580","37900"
"In post","2022","South West (England)","SEO/HEO","Ministry of Defence (excl. agencies)","3210","3090","37910","39000"
"In post","2022","South West (England)","SEO/HEO","Ministry of Justice (excl. agencies)","80","80","36660","36050"
"In post","2022","South West (England)","SEO/HEO","National Crime Agency","190","190","41820","41870"
"In post","2022","South West (England)","SEO/HEO","Office for Standards in Education, Children's Services and Skills","130","120","39690","39850"
"In post","2022","South West (England)","SEO/HEO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","SEO/HEO","Planning Inspectorate","140","130","36420","34860"
"In post","2022","South West (England)","SEO/HEO","Rural Payments Agency","70","60","33370","31510"
"In post","2022","South West (England)","SEO/HEO","The Insolvency Service","60","60","36860","39330"
"In post","2022","South West (England)","SEO/HEO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","SEO/HEO","UK Health Security Agency","510","470","34650","36030"
"In post","2022","South West (England)","SEO/HEO","UK Hydrographic Office","500","480","37830","34000"
"In post","2022","South West (England)","SEO/HEO","UK Space Agency","40","40","[c]","[c]"
"In post","2022","South West (England)","SEO/HEO","Valuation Office Agency","180","170","37800","38250"
"In post","2022","South West (England)","SEO/HEO","Vehicle Certification Agency","50","50","39780","39020"
"In post","2022","South West (England)","SEO/HEO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","HM Prison and Probation Service","1530","1390","29250","28200"
"In post","2022","South West (England)","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Submarine Delivery Agency","1650","1610","40870","39050"
"In post","2022","Unknown","AA/AO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","Department for Work and Pensions (excl. agencies)","120","100","23010","23050"
"In post","2022","Unknown","AA/AO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Cabinet Office (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Unknown","EO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Department for Work and Pensions (excl. agencies)","340","320","28740","27570"
"In post","2022","Unknown","EO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Unknown","EO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Cabinet Office (excl. agencies)","80","80","56150","54700"
"In post","2022","Unknown","G6/G7","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Department for Work and Pensions (excl. agencies)","40","30","[c]","[c]"
"In post","2022","Unknown","G6/G7","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Cabinet Office (excl. agencies)","350","340","31670","30500"
"In post","2022","Unknown","SEO/HEO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Department for Work and Pensions (excl. agencies)","100","100","36890","35720"
"In post","2022","Unknown","SEO/HEO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Ministry of Defence (excl. agencies)","70","70","38890","39030"
"In post","2022","Unknown","SEO/HEO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","National Crime Agency","40","40","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","HM Prison and Probation Service","50","40","31700","28200"
"In post","2022","Unknown","Unknown","Ministry of Defence (excl. agencies)","70","70","28640","27370"
"In post","2022","Unknown","Unknown","Royal Fleet Auxiliary","1760","1760","37450","34160"
"In post","2022","Wales","AA/AO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","AA/AO","Animal and Plant Health Agency","130","120","21310","21300"
"In post","2022","Wales","AA/AO","Companies House","410","360","21690","22740"
"In post","2022","Wales","AA/AO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","AA/AO","Crown Prosecution Service","70","70","21960","22200"
"In post","2022","Wales","AA/AO","Defence Electronics and Components Agency","80","80","21010","21770"
"In post","2022","Wales","AA/AO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","AA/AO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","AA/AO","Department for Work and Pensions (excl. agencies)","2010","1760","21120","21260"
"In post","2022","Wales","AA/AO","Driver and Vehicle Licensing Agency","4050","3430","20890","21840"
"In post","2022","Wales","AA/AO","Driver and Vehicle Standards Agency","190","180","22660","21840"
"In post","2022","Wales","AA/AO","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Wales","AA/AO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","AA/AO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Wales","AA/AO","HM Courts and Tribunals Service","630","570","20740","20970"
"In post","2022","Wales","AA/AO","HM Land Registry","210","200","22600","22600"
"In post","2022","Wales","AA/AO","HM Prison and Probation Service","1160","1090","24810","24340"
"In post","2022","Wales","AA/AO","HM Revenue and Customs (excl. agencies)","1330","1170","21450","21250"
"In post","2022","Wales","AA/AO","Home Office","150","130","21370","21680"
"In post","2022","Wales","AA/AO","Intellectual Property Office","240","220","21600","21810"
"In post","2022","Wales","AA/AO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","AA/AO","Maritime and Coastguard Agency","40","40","[c]","[c]"
"In post","2022","Wales","AA/AO","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Wales","AA/AO","Ministry of Defence (excl. agencies)","450","440","20780","20970"
"In post","2022","Wales","AA/AO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","AA/AO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Wales","AA/AO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","AA/AO","The Insolvency Service","30","30","[c]","[c]"
"In post","2022","Wales","AA/AO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","AA/AO","UK Statistics Authority","420","370","20100","19860"
"In post","2022","Wales","AA/AO","Valuation Office Agency","50","50","22160","22040"
"In post","2022","Wales","AA/AO","Welsh Government (excl. agencies)","860","790","24250","24630"
"In post","2022","Wales","AA/AO","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","Advisory, Conciliation and Arbitration Service","30","30","[c]","[c]"
"In post","2022","Wales","EO","Animal and Plant Health Agency","80","80","25540","25100"
"In post","2022","Wales","EO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","Companies House","270","250","27410","25460"
"In post","2022","Wales","EO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","Crown Prosecution Service","70","70","26970","26160"
"In post","2022","Wales","EO","Defence Electronics and Components Agency","220","210","29280","29470"
"In post","2022","Wales","EO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Wales","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","Department for Work and Pensions (excl. agencies)","3190","2900","27500","27570"
"In post","2022","Wales","EO","Driver and Vehicle Licensing Agency","890","830","26600","26470"
"In post","2022","Wales","EO","Driver and Vehicle Standards Agency","200","190","27420","26780"
"In post","2022","Wales","EO","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","Food Standards Agency","40","40","[c]","[c]"
"In post","2022","Wales","EO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","HM Courts and Tribunals Service","140","130","25200","25120"
"In post","2022","Wales","EO","HM Land Registry","310","270","27130","27130"
"In post","2022","Wales","EO","HM Prison and Probation Service","280","270","29760","30220"
"In post","2022","Wales","EO","HM Revenue and Customs (excl. agencies)","1240","1170","26770","26820"
"In post","2022","Wales","EO","Home Office","330","310","25860","25040"
"In post","2022","Wales","EO","Intellectual Property Office","480","450","26140","24030"
"In post","2022","Wales","EO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","Ministry of Defence (excl. agencies)","160","150","27700","26670"
"In post","2022","Wales","EO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","National Crime Agency","40","40","[c]","[c]"
"In post","2022","Wales","EO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","EO","UK Statistics Authority","430","400","24420","23880"
"In post","2022","Wales","EO","Valuation Office Agency","60","50","26640","26880"
"In post","2022","Wales","EO","Welsh Government (excl. agencies)","1080","1020","28860","29430"
"In post","2022","Wales","EO","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Cabinet Office (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Wales","G6/G7","Companies House","90","90","57180","54720"
"In post","2022","Wales","G6/G7","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Crown Prosecution Service","190","170","54490","55610"
"In post","2022","Wales","G6/G7","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Department for Work and Pensions (excl. agencies)","60","60","53230","49170"
"In post","2022","Wales","G6/G7","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Driver and Vehicle Licensing Agency","290","280","63850","59870"
"In post","2022","Wales","G6/G7","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Estyn","70","60","73770","75480"
"In post","2022","Wales","G6/G7","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","HM Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2022","Wales","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","HM Prison and Probation Service","40","40","[c]","[c]"
"In post","2022","Wales","G6/G7","HM Revenue and Customs (excl. agencies)","310","300","56320","55210"
"In post","2022","Wales","G6/G7","Home Office","50","50","[c]","[c]"
"In post","2022","Wales","G6/G7","Intellectual Property Office","350","330","61110","60790"
"In post","2022","Wales","G6/G7","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Wales","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","UK Statistics Authority","680","670","53450","51210"
"In post","2022","Wales","G6/G7","Valuation Office Agency","50","50","58520","57150"
"In post","2022","Wales","G6/G7","Welsh Government (excl. agencies)","1070","1020","62460","61440"
"In post","2022","Wales","G6/G7","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","UK Statistics Authority","40","30","[c]","[c]"
"In post","2022","Wales","SCS","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Welsh Government (excl. agencies)","190","180","87150","79500"
"In post","2022","Wales","SCS","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Advisory, Conciliation and Arbitration Service","50","50","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Animal and Plant Health Agency","100","90","35140","36030"
"In post","2022","Wales","SEO/HEO","Cabinet Office (excl. agencies)","50","50","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Companies House","300","290","38720","39820"
"In post","2022","Wales","SEO/HEO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Crown Commercial Service","70","70","34370","31250"
"In post","2022","Wales","SEO/HEO","Crown Prosecution Service","60","60","35490","34480"
"In post","2022","Wales","SEO/HEO","Defence Electronics and Components Agency","70","70","37710","34000"
"In post","2022","Wales","SEO/HEO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Department for Work and Pensions (excl. agencies)","450","420","33690","33170"
"In post","2022","Wales","SEO/HEO","Driver and Vehicle Licensing Agency","980","940","37340","35770"
"In post","2022","Wales","SEO/HEO","Driver and Vehicle Standards Agency","150","150","36160","34160"
"In post","2022","Wales","SEO/HEO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Food Standards Agency","90","90","35160","37350"
"In post","2022","Wales","SEO/HEO","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Health and Safety Executive","50","50","44170","46320"
"In post","2022","Wales","SEO/HEO","HM Courts and Tribunals Service","170","160","35050","31520"
"In post","2022","Wales","SEO/HEO","HM Land Registry","230","200","36170","33840"
"In post","2022","Wales","SEO/HEO","HM Prison and Probation Service","320","310","39700","38160"
"In post","2022","Wales","SEO/HEO","HM Revenue and Customs (excl. agencies)","1500","1440","34970","33370"
"In post","2022","Wales","SEO/HEO","Home Office","180","180","33420","31140"
"In post","2022","Wales","SEO/HEO","Intellectual Property Office","560","540","39150","40310"
"In post","2022","Wales","SEO/HEO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Maritime and Coastguard Agency","30","30","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Ministry of Defence (excl. agencies)","140","130","36290","33300"
"In post","2022","Wales","SEO/HEO","Ministry of Justice (excl. agencies)","100","100","35050","33160"
"In post","2022","Wales","SEO/HEO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","UK Statistics Authority","1450","1390","34240","33520"
"In post","2022","Wales","SEO/HEO","Valuation Office Agency","120","110","38290","38250"
"In post","2022","Wales","SEO/HEO","Welsh Government (excl. agencies)","2650","2510","41410","38160"
"In post","2022","Wales","SEO/HEO","Welsh Revenue Authority","30","30","[c]","[c]"
"In post","2022","Wales","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","HM Prison and Probation Service","1430","1350","29340","28200"
"In post","2022","Wales","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","AA/AO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","AA/AO","Animal and Plant Health Agency","80","70","21350","21300"
"In post","2022","West Midlands (England)","AA/AO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","AA/AO","Crown Prosecution Service","120","110","22280","22200"
"In post","2022","West Midlands (England)","AA/AO","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","AA/AO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","AA/AO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","AA/AO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","AA/AO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","AA/AO","Department for Work and Pensions (excl. agencies)","2370","1980","20990","21260"
"In post","2022","West Midlands (England)","AA/AO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","AA/AO","Driver and Vehicle Licensing Agency","80","70","21840","21840"
"In post","2022","West Midlands (England)","AA/AO","Driver and Vehicle Standards Agency","90","80","24770","25480"
