"Status","Year","Organisation","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office (excl. agencies)","No function","Westminster","3210","3170","42880","34550"
"In post","2021","Cabinet Office (excl. agencies)","No function","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","No function","York","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Westminster","180","180","70510","64500"
"In post","2021","Cabinet Office (excl. agencies)","Property","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Property","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Property","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Property","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Property","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Property","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Property","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Property","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Property","Tower Hamlets","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Property","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Property","Westminster","40","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Property","York","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Milton Keynes","90","90","30000","33150"
"In post","2021","Cabinet Office (excl. agencies)","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Unknown","60","60","33480","33300"
"In post","2021","Cabinet Office (excl. agencies)","Security","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Westminster","170","170","44880","38580"
"In post","2021","Cabinet Office (excl. agencies)","Security","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","York","430","410","28880","26670"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Dorset CC","120","110","33040","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Suffolk","350","330","34300","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data & Technology","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data & Technology","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Finance","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","No function","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","No function","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Suffolk","50","50","[c]","[c]"
"In post","2021","Charity Commission","Analysis","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Analysis","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Analysis","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","Sefton","40","40","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Grants Management","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Sefton","180","170","30790","29160"
"In post","2021","Charity Commission","Unknown","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Westminster","30","30","[c]","[c]"
"In post","2021","Companies House","Commercial","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Digital, Data & Technology","Cardiff and Vale of Glamorgan","260","250","38840","38000"
"In post","2021","Companies House","Finance","Cardiff and Vale of Glamorgan","60","50","30930","27460"
"In post","2021","Companies House","Human Resources","Cardiff and Vale of Glamorgan","90","80","33040","27460"
"In post","2021","Companies House","Legal","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","No function","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","No function","Cardiff and Vale of Glamorgan","550","490","25630","22490"
"In post","2021","Companies House","No function","City of Edinburgh","40","40","[c]","[c]"
"In post","2021","Companies House","No function","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","Tower Hamlets","130","120","60780","56360"
"In post","2021","Competition and Markets Authority","Commercial","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Tower Hamlets","40","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data & Technology","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data & Technology","Tower Hamlets","60","60","57200","55860"
"In post","2021","Competition and Markets Authority","Finance","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Tower Hamlets","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Tower Hamlets","150","150","69090","72430"
"In post","2021","Competition and Markets Authority","Project Delivery","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","City of Edinburgh","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Tower Hamlets","340","330","61360","56630"
"In post","2021","Competition and Markets Authority","Property","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data & Technology","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","No function","Glasgow City","290","270","25500","22570"
"In post","2021","Crown Commercial Service","Commercial","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","Liverpool","190","180","33650","34800"
"In post","2021","Crown Commercial Service","Commercial","Monmouthshire and Newport","70","60","31160","28540"
"In post","2021","Crown Commercial Service","Commercial","Norwich and East Norfolk","90","80","34770","34800"
