"Status","Year","Organisation","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Government Internal Audit Agency","Unknown","York","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Analysis","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Communications","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Digital, Data & Technology","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Finance","Westminster","40","40","[c]","[c]"
"In post","2021","Government Legal Department","Human Resources","Westminster","60","60","37880","31180"
"In post","2021","Government Legal Department","Legal","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","40","30","[c]","[c]"
"In post","2021","Government Legal Department","Legal","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Legal","Croydon","50","50","[c]","[c]"
"In post","2021","Government Legal Department","Legal","Leeds","40","30","[c]","[c]"
"In post","2021","Government Legal Department","Legal","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Legal","Westminster","2220","2060","55920","52730"
"In post","2021","Government Legal Department","No function","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Project Delivery","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Project Delivery","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Project Delivery","Westminster","30","30","[c]","[c]"
"In post","2021","Government Legal Department","Unknown","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Communications","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Communications","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Digital, Data & Technology","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Digital, Data & Technology","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Digital, Data & Technology","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Digital, Data & Technology","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Digital, Data & Technology","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Digital, Data & Technology","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","No function","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","No function","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Property","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Property","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Property","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Property","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Property","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Property","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Property","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Property","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Analysis","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Analysis","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Analysis","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Analysis","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Analysis","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Analysis","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Analysis","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Analysis","York","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Commercial","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Commercial","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Commercial","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Commercial","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Communications","Sefton","30","30","[c]","[c]"
"In post","2021","Health and Safety Executive","Communications","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Debt","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Digital, Data & Technology","Sefton","50","50","[c]","[c]"
"In post","2021","Health and Safety Executive","Digital, Data & Technology","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Digital, Data & Technology","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Digital, Data & Technology","York","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Finance","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Finance","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Finance","York","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Human Resources","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Human Resources","Sefton","80","70","37380","31710"
"In post","2021","Health and Safety Executive","Human Resources","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Human Resources","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Human Resources","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Human Resources","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Human Resources","York","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Legal","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Legal","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","No function","Aberdeen City and Aberdeenshire","110","100","77580","90550"
"In post","2021","Health and Safety Executive","No function","Bedford","60","60","42850","45100"
"In post","2021","Health and Safety Executive","No function","Birmingham","80","70","43550","45710"
"In post","2021","Health and Safety Executive","No function","Bristol, City of","50","50","46980","46320"
"In post","2021","Health and Safety Executive","No function","Cardiff and Vale of Glamorgan","80","70","40780","41480"
"In post","2021","Health and Safety Executive","No function","Cheshire East","30","30","[c]","[c]"
"In post","2021","Health and Safety Executive","No function","City of Edinburgh","50","40","[c]","[c]"
"In post","2021","Health and Safety Executive","No function","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","No function","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","No function","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","No function","Glasgow City","70","60","43660","45100"
"In post","2021","Health and Safety Executive","No function","Heart of Essex","40","40","[c]","[c]"
"In post","2021","Health and Safety Executive","No function","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","No function","Leeds","90","90","45260","46320"
"In post","2021","Health and Safety Executive","No function","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","No function","North Hampshire","40","40","[c]","[c]"
"In post","2021","Health and Safety Executive","No function","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","No function","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","No function","Sefton","590","560","40360","35910"
"In post","2021","Health and Safety Executive","No function","Sheffield","50","50","[c]","[c]"
"In post","2021","Health and Safety Executive","No function","South and West Derbyshire","280","260","41320","39390"
"In post","2021","Health and Safety Executive","No function","South Nottinghamshire","50","50","48000","43830"
"In post","2021","Health and Safety Executive","No function","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","No function","Tower Hamlets","130","130","47560","45380"
"In post","2021","Health and Safety Executive","No function","Tyneside","70","70","42460","43830"
"In post","2021","Health and Safety Executive","No function","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","No function","York","180","170","33820","31710"
"In post","2021","Health and Safety Executive","Project Delivery","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Project Delivery","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Project Delivery","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Project Delivery","York","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Property","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Property","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Property","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Property","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Security","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Analysis","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Analysis","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Analysis","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Communications","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Westminster","90","90","44000","36800"
"In post","2021","HM Courts and Tribunals Service","Finance","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Manchester","30","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Finance","Westminster","130","120","42490","36800"
"In post","2021","HM Courts and Tribunals Service","Finance","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Westminster","30","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Human Resources","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Birmingham","40","40","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Brent","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Camden and City of London","30","30","[c]","[c]"
