"Status","Year","Ethnicity","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Northern Ireland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Foreign, Commonwealth and Development Office","90","90","46280","39230"
"In post","2022","Asian","Overseas","Home Office","40","40","[c]","[c]"
"In post","2022","Asian","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Department for Work and Pensions","140","130","29210","27570"
"In post","2022","Asian","Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","HM Revenue and Customs","150","130","26860","26590"
"In post","2022","Asian","Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Home Office","40","40","[c]","[c]"
"In post","2022","Asian","Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Scottish Government","300","290","35730","31540"
"In post","2022","Asian","Scotland","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Attorney General's Departments","30","30","[c]","[c]"
"In post","2022","Asian","South East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Department for Environment, Food and Rural Affairs","90","90","32870","28670"
"In post","2022","Asian","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Department for Transport","40","40","[c]","[c]"
"In post","2022","Asian","South East (England)","Department for Work and Pensions","420","370","28250","29290"
"In post","2022","Asian","South East (England)","Department of Health and Social Care","40","30","[c]","[c]"
"In post","2022","Asian","South East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Foreign, Commonwealth and Development Office","60","50","33640","28990"
"In post","2022","Asian","South East (England)","HM Revenue and Customs","80","70","32830","31020"
"In post","2022","Asian","South East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Home Office","110","100","27370","26300"
"In post","2022","Asian","South East (England)","Ministry of Defence","260","260","30270","26670"
"In post","2022","Asian","South East (England)","Ministry of Justice","280","250","29110","27700"
"In post","2022","Asian","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","UK Statistics Authority","80","70","27820","23880"
"In post","2022","Asian","South East (England)","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2022","Asian","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Department for Work and Pensions","90","80","26680","27570"
"In post","2022","Asian","South West (England)","Department of Health and Social Care","60","50","40160","32330"
"In post","2022","Asian","South West (England)","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","HM Revenue and Customs","60","60","34660","33080"
"In post","2022","Asian","South West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Ministry of Defence","470","460","36820","33340"
"In post","2022","Asian","South West (England)","Ministry of Justice","60","50","28610","25210"
"In post","2022","Asian","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Department for Work and Pensions","140","120","28770","29290"
"In post","2022","Asian","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Department for Business, Energy and Industrial Strategy","60","60","31790","30530"
"In post","2022","Asian","Wales","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Department for Transport","70","60","31950","21840"
"In post","2022","Asian","Wales","Department for Work and Pensions","80","70","25630","27570"
"In post","2022","Asian","Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","HM Revenue and Customs","150","140","28400","26820"
"In post","2022","Asian","Wales","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Ministry of Justice","40","40","[c]","[c]"
"In post","2022","Asian","Wales","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","UK Statistics Authority","80","80","34880","30710"
"In post","2022","Asian","Wales","Welsh Government","70","60","39870","38160"
"In post","2022","Asian","West Midlands (England)","Attorney General's Departments","120","110","37530","38000"
"In post","2022","Asian","West Midlands (England)","Cabinet Office","30","30","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Department for Business, Energy and Industrial Strategy","120","110","30390","28560"
"In post","2022","Asian","West Midlands (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Department for Education","280","270","37660","36500"
"In post","2022","Asian","West Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Department for Levelling Up, Housing and Communities","60","60","35620","31950"
"In post","2022","Asian","West Midlands (England)","Department for Transport","80","80","27720","26470"
"In post","2022","Asian","West Midlands (England)","Department for Work and Pensions","1470","1330","25800","27570"
"In post","2022","Asian","West Midlands (England)","Department of Health and Social Care","70","60","35230","25660"
"In post","2022","Asian","West Midlands (England)","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","HM Land Registry","40","30","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","HM Revenue and Customs","990","950","31160","28310"
"In post","2022","Asian","West Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Home Office","290","260","26690","24970"
"In post","2022","Asian","West Midlands (England)","Ministry of Defence","80","80","33250","33000"
"In post","2022","Asian","West Midlands (England)","Ministry of Justice","1090","1010","25560","21490"
"In post","2022","Asian","West Midlands (England)","National Crime Agency","50","50","34210","36580"
"In post","2022","Asian","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Attorney General's Departments","60","50","42830","48080"
"In post","2022","Asian","Yorkshire and The Humber","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Department for Education","100","100","37320","33510"
"In post","2022","Asian","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Department for Work and Pensions","950","870","27530","27570"
"In post","2022","Asian","Yorkshire and The Humber","Department of Health and Social Care","100","90","39090","30630"
"In post","2022","Asian","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","HM Revenue and Customs","940","880","28010","26590"
"In post","2022","Asian","Yorkshire and The Humber","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Home Office","370","350","26000","24880"
"In post","2022","Asian","Yorkshire and The Humber","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Ministry of Justice","270","250","29780","28200"
"In post","2022","Asian","Yorkshire and The Humber","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Department for Work and Pensions","170","160","25950","27570"
"In post","2022","Black","East Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","HM Revenue and Customs","130","120","28590","26590"
"In post","2022","Black","East Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Ministry of Justice","210","190","27300","24440"
"In post","2022","Black","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Department for Work and Pensions","260","240","28330","29290"
"In post","2022","Black","East of England","Department of Health and Social Care","40","40","[c]","[c]"
"In post","2022","Black","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Home Office","50","50","28690","27370"
"In post","2022","Black","East of England","Ministry of Defence","40","40","[c]","[c]"
"In post","2022","Black","East of England","Ministry of Justice","170","160","30190","28200"
"In post","2022","Black","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Attorney General's Departments","480","460","40740","32490"
"In post","2022","Black","London","Cabinet Office","240","230","43250","38580"
"In post","2022","Black","London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2022","Black","London","Department for Business, Energy and Industrial Strategy","380","380","40780","36720"
"In post","2022","Black","London","Department for Digital, Culture, Media and Sport","100","100","38730","34020"
"In post","2022","Black","London","Department for Education","170","170","42180","40230"
"In post","2022","Black","London","Department for Environment, Food and Rural Affairs","160","160","35970","32560"
"In post","2022","Black","London","Department for International Trade","130","130","39660","38160"
"In post","2022","Black","London","Department for Levelling Up, Housing and Communities","160","160","41780","39600"
"In post","2022","Black","London","Department for Transport","190","180","40410","36330"
"In post","2022","Black","London","Department for Work and Pensions","2240","2120","31190","31060"
"In post","2022","Black","London","Department of Health and Social Care","440","420","38590","32790"
"In post","2022","Black","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Foreign, Commonwealth and Development Office","180","180","37790","35300"
"In post","2022","Black","London","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","HM Revenue and Customs","940","910","38330","37610"
"In post","2022","Black","London","HM Treasury","100","100","39380","34090"
"In post","2022","Black","London","Home Office","1470","1390","34490","29370"
"In post","2022","Black","London","Ministry of Defence","230","220","33930","30200"
"In post","2022","Black","London","Ministry of Justice","2530","2460","32590","30320"
"In post","2022","Black","London","National Crime Agency","80","70","36630","36200"
"In post","2022","Black","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Office of Gas and Electricity Markets","70","70","42060","39550"
"In post","2022","Black","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","UK Export Finance","50","50","[c]","[c]"
"In post","2022","Black","London","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Department for Work and Pensions","60","60","25510","21260"
"In post","2022","Black","North East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","HM Revenue and Customs","50","50","30300","26820"
"In post","2022","Black","North East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Department for Education","50","50","[c]","[c]"
"In post","2022","Black","North West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Department for Work and Pensions","290","280","27700","27570"
"In post","2022","Black","North West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","HM Revenue and Customs","280","270","28690","26820"
"In post","2022","Black","North West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Home Office","70","60","29160","25220"
"In post","2022","Black","North West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Ministry of Justice","130","120","28510","24260"
"In post","2022","Black","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Department for Transport","[c]","[c]","[c]","[c]"
