"Status","Year","Ethnicity","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Other ethnicity","Overseas","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
