"Status","Year","Region_ITL2","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Yorkshire and Northern Lincolnshire","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Planning Inspectorate","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Planning Inspectorate","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Rural Payments Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","UK Health Security Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","UK Health Security Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","UK Health Security Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Valuation Office Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Valuation Office Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Valuation Office Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Valuation Office Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Valuation Office Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Valuation Office Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Animal and Plant Health Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Animal and Plant Health Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Animal and Plant Health Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Animal and Plant Health Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Animal and Plant Health Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Cabinet Office (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Cabinet Office (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Cabinet Office (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Cabinet Office (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Companies House","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Companies House","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Companies House","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Companies House","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Companies House","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Crown Office and Procurator Fiscal Service","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Crown Office and Procurator Fiscal Service","20-29","200","200","27820","27230"
"In post","2022","Eastern Scotland","Crown Office and Procurator Fiscal Service","30-39","230","220","39310","36130"
"In post","2022","Eastern Scotland","Crown Office and Procurator Fiscal Service","40-49","180","170","44450","39730"
"In post","2022","Eastern Scotland","Crown Office and Procurator Fiscal Service","50-59","190","170","40630","31540"
"In post","2022","Eastern Scotland","Crown Office and Procurator Fiscal Service","60-64","40","40","[c]","[c]"
"In post","2022","Eastern Scotland","Crown Office and Procurator Fiscal Service","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Crown Prosecution Service","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Defence Equipment and Support","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Defence Equipment and Support","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Defence Equipment and Support","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Defence Equipment and Support","50-59","40","40","[c]","[c]"
"In post","2022","Eastern Scotland","Defence Equipment and Support","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Defence Equipment and Support","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Education (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Education (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Education (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for International Trade","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Levelling Up, Housing and Communities (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Levelling Up, Housing and Communities (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Levelling Up, Housing and Communities (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Levelling Up, Housing and Communities (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Transport (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Transport (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Work and Pensions (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Department for Work and Pensions (excl. agencies)","20-29","290","270","24090","21260"
"In post","2022","Eastern Scotland","Department for Work and Pensions (excl. agencies)","30-39","550","500","25180","27570"
"In post","2022","Eastern Scotland","Department for Work and Pensions (excl. agencies)","40-49","740","660","25370","27570"
"In post","2022","Eastern Scotland","Department for Work and Pensions (excl. agencies)","50-59","980","890","26200","27570"
"In post","2022","Eastern Scotland","Department for Work and Pensions (excl. agencies)","60-64","340","260","25540","27570"
"In post","2022","Eastern Scotland","Department for Work and Pensions (excl. agencies)","65+","80","60","25270","26120"
"In post","2022","Eastern Scotland","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Driver and Vehicle Standards Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Driver and Vehicle Standards Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Driver and Vehicle Standards Agency","50-59","60","60","30540","27930"
"In post","2022","Eastern Scotland","Driver and Vehicle Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Driver and Vehicle Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Education Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Education Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Education Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Education Scotland","50-59","40","40","[c]","[c]"
"In post","2022","Eastern Scotland","Education Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Education Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Food Standards Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Food Standards Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Food Standards Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Food Standards Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Food Standards Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Forestry and Land Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Forestry and Land Scotland","30-39","90","80","32300","31060"
"In post","2022","Eastern Scotland","Forestry and Land Scotland","40-49","100","100","38190","36700"
"In post","2022","Eastern Scotland","Forestry and Land Scotland","50-59","100","90","38380","36550"
"In post","2022","Eastern Scotland","Forestry and Land Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Forestry and Land Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Government Actuary's Department","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Government Actuary's Department","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Government Actuary's Department","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Government Actuary's Department","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Government Actuary's Department","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Government Internal Audit Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Health and Safety Executive","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Health and Safety Executive","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Health and Safety Executive","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Health and Safety Executive","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Health and Safety Executive","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Health and Safety Executive","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","HM Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","HM Courts and Tribunals Service","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","HM Courts and Tribunals Service","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","HM Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","HM Courts and Tribunals Service","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","HM Prison and Probation Service","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","HM Revenue and Customs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","HM Revenue and Customs (excl. agencies)","20-29","470","460","25400","21250"
"In post","2022","Eastern Scotland","HM Revenue and Customs (excl. agencies)","30-39","630","610","31460","26820"
"In post","2022","Eastern Scotland","HM Revenue and Customs (excl. agencies)","40-49","490","470","31250","26820"
"In post","2022","Eastern Scotland","HM Revenue and Customs (excl. agencies)","50-59","520","490","32350","28770"
"In post","2022","Eastern Scotland","HM Revenue and Customs (excl. agencies)","60-64","160","130","30890","28920"
"In post","2022","Eastern Scotland","HM Revenue and Customs (excl. agencies)","65+","50","40","31570","28920"
"In post","2022","Eastern Scotland","Home Office","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Home Office","30-39","40","40","[c]","[c]"
"In post","2022","Eastern Scotland","Home Office","40-49","50","50","[c]","[c]"
"In post","2022","Eastern Scotland","Home Office","50-59","70","60","30320","27130"
"In post","2022","Eastern Scotland","Home Office","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Home Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Medicines and Healthcare Products Regulatory Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Met Office","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Met Office","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Met Office","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Met Office","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Met Office","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Ministry of Defence (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Ministry of Defence (excl. agencies)","30-39","90","90","32050","33000"
"In post","2022","Eastern Scotland","Ministry of Defence (excl. agencies)","40-49","110","110","31520","26670"
"In post","2022","Eastern Scotland","Ministry of Defence (excl. agencies)","50-59","320","310","29690","25000"
"In post","2022","Eastern Scotland","Ministry of Defence (excl. agencies)","60-64","100","90","29330","22330"
"In post","2022","Eastern Scotland","Ministry of Defence (excl. agencies)","65+","40","30","[c]","[c]"
"In post","2022","Eastern Scotland","Ministry of Justice (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","National Records of Scotland","20-29","50","50","[c]","[c]"
"In post","2022","Eastern Scotland","National Records of Scotland","30-39","100","90","37000","36130"
"In post","2022","Eastern Scotland","National Records of Scotland","40-49","110","100","41200","36130"
"In post","2022","Eastern Scotland","National Records of Scotland","50-59","130","130","36080","30040"
"In post","2022","Eastern Scotland","National Records of Scotland","60-64","40","40","[c]","[c]"
"In post","2022","Eastern Scotland","National Records of Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Office of the Scottish Charity Regulator","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Office of the Scottish Charity Regulator","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Office of the Scottish Charity Regulator","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Office of the Scottish Charity Regulator","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Office of the Scottish Charity Regulator","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Office of the Scottish Charity Regulator","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Registers of Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Registers of Scotland","20-29","150","150","28600","25050"
"In post","2022","Eastern Scotland","Registers of Scotland","30-39","210","200","33900","30840"
"In post","2022","Eastern Scotland","Registers of Scotland","40-49","240","230","36440","30840"
"In post","2022","Eastern Scotland","Registers of Scotland","50-59","300","290","35610","30840"
"In post","2022","Eastern Scotland","Registers of Scotland","60-64","60","50","31530","30840"
"In post","2022","Eastern Scotland","Registers of Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Revenue Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Revenue Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Revenue Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Revenue Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Revenue Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Scottish Courts and Tribunals Service","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Scottish Courts and Tribunals Service","20-29","160","160","26180","23780"
"In post","2022","Eastern Scotland","Scottish Courts and Tribunals Service","30-39","230","220","29840","30450"
"In post","2022","Eastern Scotland","Scottish Courts and Tribunals Service","40-49","220","200","34070","30450"
"In post","2022","Eastern Scotland","Scottish Courts and Tribunals Service","50-59","280","260","32450","30450"
"In post","2022","Eastern Scotland","Scottish Courts and Tribunals Service","60-64","90","70","28990","23780"
"In post","2022","Eastern Scotland","Scottish Courts and Tribunals Service","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Scottish Fiscal Commission","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Scottish Fiscal Commission","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Scottish Fiscal Commission","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Scottish Fiscal Commission","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Scottish Fiscal Commission","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Scottish Forestry","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Scottish Forestry","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Scottish Forestry","40-49","30","30","[c]","[c]"
"In post","2022","Eastern Scotland","Scottish Forestry","50-59","40","30","[c]","[c]"
"In post","2022","Eastern Scotland","Scottish Forestry","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Scottish Forestry","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Scottish Government (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Scottish Government (excl. agencies)","20-29","1160","1140","31700","31540"
"In post","2022","Eastern Scotland","Scottish Government (excl. agencies)","30-39","1610","1560","42920","39660"
"In post","2022","Eastern Scotland","Scottish Government (excl. agencies)","40-49","1630","1540","51370","48000"
"In post","2022","Eastern Scotland","Scottish Government (excl. agencies)","50-59","1480","1430","50990","47490"
"In post","2022","Eastern Scotland","Scottish Government (excl. agencies)","60-64","310","280","47780","47490"
"In post","2022","Eastern Scotland","Scottish Government (excl. agencies)","65+","110","90","40350","35240"
"In post","2022","Eastern Scotland","Scottish Housing Regulator","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Scottish Prison Service","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Scottish Prison Service","20-29","380","370","26460","23330"
"In post","2022","Eastern Scotland","Scottish Prison Service","30-39","590","580","31570","32170"
"In post","2022","Eastern Scotland","Scottish Prison Service","40-49","410","400","34820","35000"
"In post","2022","Eastern Scotland","Scottish Prison Service","50-59","760","730","37050","35000"
"In post","2022","Eastern Scotland","Scottish Prison Service","60-64","210","140","35950","35000"
"In post","2022","Eastern Scotland","Scottish Prison Service","65+","60","40","35030","35000"
"In post","2022","Eastern Scotland","Scottish Public Pensions Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Social Security Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Social Security Scotland","20-29","200","200","25280","24400"
"In post","2022","Eastern Scotland","Social Security Scotland","30-39","280","270","27650","27230"
"In post","2022","Eastern Scotland","Social Security Scotland","40-49","240","230","29650","27230"
"In post","2022","Eastern Scotland","Social Security Scotland","50-59","160","150","30220","27230"
"In post","2022","Eastern Scotland","Social Security Scotland","60-64","30","30","[c]","[c]"
"In post","2022","Eastern Scotland","Social Security Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Student Awards Agency for Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Student Awards Agency for Scotland","20-29","60","50","24710","23230"
"In post","2022","Eastern Scotland","Student Awards Agency for Scotland","30-39","50","50","31230","30040"
"In post","2022","Eastern Scotland","Student Awards Agency for Scotland","40-49","60","50","36850","34600"
"In post","2022","Eastern Scotland","Student Awards Agency for Scotland","50-59","50","50","35370","28460"
"In post","2022","Eastern Scotland","Student Awards Agency for Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Student Awards Agency for Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Submarine Delivery Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Submarine Delivery Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Submarine Delivery Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Submarine Delivery Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Submarine Delivery Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","The Insolvency Service","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","The Insolvency Service","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","The Insolvency Service","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","The Insolvency Service","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","The Insolvency Service","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","The Insolvency Service","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","The Insolvency Service","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Transport Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Transport Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Transport Scotland","40-49","30","30","[c]","[c]"
"In post","2022","Eastern Scotland","Transport Scotland","50-59","30","30","[c]","[c]"
"In post","2022","Eastern Scotland","Transport Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Transport Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","UK Health Security Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","UK Health Security Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","UK Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","UK Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","UK Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Valuation Office Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Valuation Office Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Valuation Office Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Valuation Office Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Advisory, Conciliation and Arbitration Service","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Advisory, Conciliation and Arbitration Service","65+","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Animal and Plant Health Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Animal and Plant Health Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Animal and Plant Health Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Animal and Plant Health Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Animal and Plant Health Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Cabinet Office (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Crown Prosecution Service","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Crown Prosecution Service","20-29","30","30","[c]","[c]"
"In post","2022","Essex","Crown Prosecution Service","30-39","40","30","[c]","[c]"
"In post","2022","Essex","Crown Prosecution Service","40-49","60","50","43840","39750"
"In post","2022","Essex","Crown Prosecution Service","50-59","70","60","44630","40000"
"In post","2022","Essex","Crown Prosecution Service","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Crown Prosecution Service","65+","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Defence Equipment and Support","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Defence Equipment and Support","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Defence Equipment and Support","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Defence Equipment and Support","65+","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Department for Education (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Department for Education (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Department for Work and Pensions (excl. agencies)","20-29","170","160","27400","29290"
"In post","2022","Essex","Department for Work and Pensions (excl. agencies)","30-39","250","240","28010","29290"
"In post","2022","Essex","Department for Work and Pensions (excl. agencies)","40-49","380","330","29000","29290"
"In post","2022","Essex","Department for Work and Pensions (excl. agencies)","50-59","570","520","29650","29290"
"In post","2022","Essex","Department for Work and Pensions (excl. agencies)","60-64","150","120","29370","29290"
"In post","2022","Essex","Department for Work and Pensions (excl. agencies)","65+","60","50","28210","29290"
