"Status","Year","Region_ITL2","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Essex","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Department of Health and Social Care (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Department of Health and Social Care (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Driver and Vehicle Licensing Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Driver and Vehicle Standards Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Driver and Vehicle Standards Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Driver and Vehicle Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Driver and Vehicle Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Education and Skills Funding Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Government Internal Audit Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Health and Safety Executive","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Health and Safety Executive","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Health and Safety Executive","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Health and Safety Executive","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Health and Safety Executive","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Essex","HM Courts and Tribunals Service","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Essex","HM Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Essex","HM Courts and Tribunals Service","30-39","40","30","[c]","[c]"
"In post","2022","Essex","HM Courts and Tribunals Service","40-49","60","60","26560","21410"
"In post","2022","Essex","HM Courts and Tribunals Service","50-59","70","70","27490","21410"
"In post","2022","Essex","HM Courts and Tribunals Service","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Essex","HM Courts and Tribunals Service","65+","[c]","[c]","[c]","[c]"
"In post","2022","Essex","HM Prison and Probation Service","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Essex","HM Prison and Probation Service","20-29","210","210","26010","24800"
"In post","2022","Essex","HM Prison and Probation Service","30-39","210","200","29730","30210"
"In post","2022","Essex","HM Prison and Probation Service","40-49","200","190","32620","29950"
"In post","2022","Essex","HM Prison and Probation Service","50-59","160","160","32330","29720"
"In post","2022","Essex","HM Prison and Probation Service","60-64","50","40","30050","27380"
"In post","2022","Essex","HM Prison and Probation Service","65+","[c]","[c]","[c]","[c]"
"In post","2022","Essex","HM Revenue and Customs (excl. agencies)","20-29","50","40","[c]","[c]"
"In post","2022","Essex","HM Revenue and Customs (excl. agencies)","30-39","70","60","35420","33370"
"In post","2022","Essex","HM Revenue and Customs (excl. agencies)","40-49","150","130","38830","34760"
"In post","2022","Essex","HM Revenue and Customs (excl. agencies)","50-59","330","310","37200","34940"
"In post","2022","Essex","HM Revenue and Customs (excl. agencies)","60-64","110","80","32100","28920"
"In post","2022","Essex","HM Revenue and Customs (excl. agencies)","65+","50","30","[c]","[c]"
"In post","2022","Essex","Home Office","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Home Office","20-29","120","120","23420","21680"
"In post","2022","Essex","Home Office","30-39","150","140","27050","25220"
"In post","2022","Essex","Home Office","40-49","190","180","28610","27260"
"In post","2022","Essex","Home Office","50-59","290","260","29530","27370"
"In post","2022","Essex","Home Office","60-64","70","50","28690","27370"
"In post","2022","Essex","Home Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Maritime and Coastguard Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Maritime and Coastguard Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Maritime and Coastguard Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Maritime and Coastguard Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Maritime and Coastguard Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Medicines and Healthcare Products Regulatory Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Ministry of Defence (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Ministry of Defence (excl. agencies)","30-39","50","40","[c]","[c]"
"In post","2022","Essex","Ministry of Defence (excl. agencies)","40-49","80","70","31130","26350"
"In post","2022","Essex","Ministry of Defence (excl. agencies)","50-59","140","130","31030","26670"
"In post","2022","Essex","Ministry of Defence (excl. agencies)","60-64","40","40","[c]","[c]"
"In post","2022","Essex","Ministry of Defence (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Ministry of Justice (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Ministry of Justice (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Ministry of Justice (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Ministry of Justice (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Ministry of Justice (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Essex","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Essex","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Essex","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Essex","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Office for Standards in Education, Children's Services and Skills","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Planning Inspectorate","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Planning Inspectorate","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Planning Inspectorate","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Planning Inspectorate","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Rural Payments Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Rural Payments Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Rural Payments Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Rural Payments Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Essex","The Insolvency Service","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Essex","The Insolvency Service","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Essex","The Insolvency Service","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Essex","The Insolvency Service","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Essex","The Insolvency Service","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Essex","The Insolvency Service","65+","[c]","[c]","[c]","[c]"
"In post","2022","Essex","UK Health Security Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Essex","UK Health Security Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Essex","UK Health Security Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Essex","UK Health Security Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Essex","UK Health Security Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Valuation Office Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Valuation Office Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Valuation Office Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Valuation Office Agency","50-59","30","30","[c]","[c]"
"In post","2022","Essex","Valuation Office Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Advisory, Conciliation and Arbitration Service","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Advisory, Conciliation and Arbitration Service","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Advisory, Conciliation and Arbitration Service","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Advisory, Conciliation and Arbitration Service","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Advisory, Conciliation and Arbitration Service","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Animal and Plant Health Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Animal and Plant Health Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Animal and Plant Health Agency","40-49","40","40","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Animal and Plant Health Agency","50-59","30","30","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Animal and Plant Health Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Animal and Plant Health Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office (excl. agencies)","20-29","50","40","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office (excl. agencies)","30-39","50","50","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office (excl. agencies)","40-49","70","70","65800","57350"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office (excl. agencies)","50-59","50","50","68580","63030"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Crown Commercial Service","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Crown Commercial Service","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Crown Commercial Service","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Crown Commercial Service","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Crown Commercial Service","65+","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Crown Prosecution Service","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Crown Prosecution Service","20-29","40","40","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Crown Prosecution Service","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Crown Prosecution Service","40-49","40","40","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Crown Prosecution Service","50-59","60","60","45900","49580"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Crown Prosecution Service","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Crown Prosecution Service","65+","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","16-19","90","90","18650","18030"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","20-29","1710","1700","27410","27540"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","30-39","2030","1940","36360","35130"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","40-49","1770","1700","42810","40910"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","50-59","2000","1940","45270","42000"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","60-64","530","480","42860","41280"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","65+","160","130","41630","40950"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Science and Technology Laboratory","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Science and Technology Laboratory","20-29","650","650","28860","29230"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Science and Technology Laboratory","30-39","690","670","39850","38070"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Science and Technology Laboratory","40-49","700","670","45650","47010"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Science and Technology Laboratory","50-59","680","660","46270","47010"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Science and Technology Laboratory","60-64","140","130","43830","45000"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Science and Technology Laboratory","65+","50","40","48460","47010"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
