"Status","Year","Responsibility_level","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","60","50","21490","21490"
"In post","2021","AA/AO","Forestry and Land Scotland","Eastern Scotland","120","110","24420","22920"
"In post","2021","AA/AO","Forestry and Land Scotland","Highlands and Islands","210","200","24770","22920"
"In post","2021","AA/AO","Forestry and Land Scotland","North Eastern Scotland","40","40","[c]","[c]"
"In post","2021","AA/AO","Forestry and Land Scotland","Southern Scotland","100","100","25500","26530"
"In post","2021","AA/AO","Forestry and Land Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Government Actuary's Department","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Government Internal Audit Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Government Internal Audit Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Government Legal Department","Inner London - West","60","60","23740","23800"
"In post","2021","AA/AO","Government Legal Department","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Government Property Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","Devon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","Essex","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","Kent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","Merseyside","110","100","21660","22160"
"In post","2021","AA/AO","Health and Safety Executive","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Health and Safety Executive","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","210","180","20020","20100"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Berkshire, Buckinghamshire and Oxfordshire","200","170","20100","20100"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Cheshire","70","60","19190","19830"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Cornwall and Isles of Scilly","40","40","[c]","[c]"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Cumbria","50","40","[c]","[c]"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","270","240","19060","19570"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Devon","130","100","19080","19570"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Dorset and Somerset","160","130","18980","19570"
"In post","2021","AA/AO","HM Courts and Tribunals Service","East Anglia","340","300","19080","18890"
"In post","2021","AA/AO","HM Courts and Tribunals Service","East Wales","310","270","19020","18890"
"In post","2021","AA/AO","HM Courts and Tribunals Service","East Yorkshire and Northern Lincolnshire","100","80","19300","19830"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Essex","170","140","19210","19830"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","340","300","19310","19830"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Greater Manchester","740","660","19720","19930"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Hampshire and Isle of Wight","260","210","19760","20520"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Herefordshire, Worcestershire and Warwickshire","150","130","18880","18880"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Inner London - East","510","470","22180","22680"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Inner London - West","1090","1030","22430","22680"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Kent","200","180","19140","19570"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Lancashire","190","160","19050","19570"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","630","540","19130","19570"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Lincolnshire","60","50","18860","18890"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Merseyside","340","300","19870","20650"
"In post","2021","AA/AO","HM Courts and Tribunals Service","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Courts and Tribunals Service","North Yorkshire","60","50","19070","19570"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Northumberland and Tyne and Wear","260","220","19300","19570"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Outer London - East and North East","190","160","21130","22080"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Outer London - South","320","290","21260","21310"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Outer London - West and North West","310","280","21740","22080"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Shropshire and Staffordshire","470","420","18990","18880"
"In post","2021","AA/AO","HM Courts and Tribunals Service","South Yorkshire","200","160","19090","19570"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Surrey, East and West Sussex","220","190","19780","19930"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Tees Valley and Durham","180","150","19260","19570"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Courts and Tribunals Service","West Central Scotland","140","130","20180","19930"
"In post","2021","AA/AO","HM Courts and Tribunals Service","West Midlands","750","660","19690","19930"
"In post","2021","AA/AO","HM Courts and Tribunals Service","West Wales and The Valleys","310","280","19220","19570"
"In post","2021","AA/AO","HM Courts and Tribunals Service","West Yorkshire","480","410","19120","19570"
"In post","2021","AA/AO","HM Land Registry","Derbyshire and Nottinghamshire","120","110","22330","22350"
"In post","2021","AA/AO","HM Land Registry","Devon","180","160","22110","22350"
"In post","2021","AA/AO","HM Land Registry","Dorset and Somerset","100","100","22350","22350"
"In post","2021","AA/AO","HM Land Registry","East Anglia","70","70","22360","22350"
"In post","2021","AA/AO","HM Land Registry","East Yorkshire and Northern Lincolnshire","110","100","22350","22350"
"In post","2021","AA/AO","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","90","90","22350","22350"
"In post","2021","AA/AO","HM Land Registry","Lancashire","150","140","22350","22350"
"In post","2021","AA/AO","HM Land Registry","Leicestershire, Rutland and Northamptonshire","100","100","22350","22350"
"In post","2021","AA/AO","HM Land Registry","Merseyside","160","160","22350","22350"
"In post","2021","AA/AO","HM Land Registry","Outer London - South","70","70","25820","25850"
"In post","2021","AA/AO","HM Land Registry","Shropshire and Staffordshire","140","130","22380","22350"
"In post","2021","AA/AO","HM Land Registry","Tees Valley and Durham","260","250","22350","22350"
"In post","2021","AA/AO","HM Land Registry","West Midlands","70","70","22350","22350"
"In post","2021","AA/AO","HM Land Registry","West Wales and The Valleys","220","200","22350","22350"
"In post","2021","AA/AO","HM Prison and Probation Service","Bedfordshire and Hertfordshire","510","500","27960","29400"
"In post","2021","AA/AO","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","1270","1220","28130","29920"
"In post","2021","AA/AO","HM Prison and Probation Service","Cheshire","630","600","25330","24440"
"In post","2021","AA/AO","HM Prison and Probation Service","Cumbria","150","140","24490","23240"
"In post","2021","AA/AO","HM Prison and Probation Service","Derbyshire and Nottinghamshire","1280","1200","25010","24440"
"In post","2021","AA/AO","HM Prison and Probation Service","Devon","670","620","24990","23970"
"In post","2021","AA/AO","HM Prison and Probation Service","Dorset and Somerset","630","590","25450","25300"
"In post","2021","AA/AO","HM Prison and Probation Service","East Anglia","2250","2120","26030","25790"
"In post","2021","AA/AO","HM Prison and Probation Service","East Wales","990","940","24260","23970"
"In post","2021","AA/AO","HM Prison and Probation Service","East Yorkshire and Northern Lincolnshire","1200","1120","25690","25300"
"In post","2021","AA/AO","HM Prison and Probation Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Prison and Probation Service","Essex","280","280","27840","28400"
"In post","2021","AA/AO","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","790","750","25010","24440"
"In post","2021","AA/AO","HM Prison and Probation Service","Greater Manchester","900","850","25360","24440"
"In post","2021","AA/AO","HM Prison and Probation Service","Hampshire and Isle of Wight","730","690","26460","25790"
"In post","2021","AA/AO","HM Prison and Probation Service","Herefordshire, Worcestershire and Warwickshire","800","780","25280","23970"
"In post","2021","AA/AO","HM Prison and Probation Service","Inner London - East","650","630","31510","33260"
"In post","2021","AA/AO","HM Prison and Probation Service","Inner London - West","930","900","30880","32220"
"In post","2021","AA/AO","HM Prison and Probation Service","Kent","1540","1470","27290","29120"
"In post","2021","AA/AO","HM Prison and Probation Service","Lancashire","1340","1230","25600","24920"
"In post","2021","AA/AO","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","960","910","24980","24440"
"In post","2021","AA/AO","HM Prison and Probation Service","Lincolnshire","500","480","25000","24920"
"In post","2021","AA/AO","HM Prison and Probation Service","Merseyside","400","370","25840","24920"
"In post","2021","AA/AO","HM Prison and Probation Service","North Yorkshire","60","50","25510","24440"
"In post","2021","AA/AO","HM Prison and Probation Service","Outer London - East and North East","730","710","29440","30150"
"In post","2021","AA/AO","HM Prison and Probation Service","Outer London - South","120","120","23940","23510"
"In post","2021","AA/AO","HM Prison and Probation Service","Outer London - West and North West","470","450","31070","33590"
"In post","2021","AA/AO","HM Prison and Probation Service","Shropshire and Staffordshire","1500","1410","25040","24120"
"In post","2021","AA/AO","HM Prison and Probation Service","South Yorkshire","800","760","25100","24450"
"In post","2021","AA/AO","HM Prison and Probation Service","Surrey, East and West Sussex","1180","1120","28640","28400"
"In post","2021","AA/AO","HM Prison and Probation Service","Tees Valley and Durham","1890","1750","25920","25300"
"In post","2021","AA/AO","HM Prison and Probation Service","West Midlands","440","420","25470","25080"
"In post","2021","AA/AO","HM Prison and Probation Service","West Wales and The Valleys","230","200","25930","25790"
"In post","2021","AA/AO","HM Prison and Probation Service","West Yorkshire","1590","1490","25290","25000"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","130","120","20870","20140"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","630","560","20440","20140"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","East Anglia","160","140","20830","21400"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","East Wales","1440","1270","20460","20140"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Eastern Scotland","1100","1030","20380","20140"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Essex","200","160","20870","21230"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","150","130","20690","20140"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Greater Manchester","1360","1230","20450","20140"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Hampshire and Isle of Wight","450","380","20550","20140"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Inner London - East","280","250","24980","25630"
