"Status","Year","Responsibility_level","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","EO","Scottish Housing Regulator","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Scottish Prison Service","Eastern Scotland","1060","990","34270","35000"
"In post","2022","EO","Scottish Prison Service","Highlands and Islands","60","50","34240","35000"
"In post","2022","EO","Scottish Prison Service","North Eastern Scotland","130","120","33640","35000"
"In post","2022","EO","Scottish Prison Service","Southern Scotland","70","70","34150","35000"
"In post","2022","EO","Scottish Prison Service","West Central Scotland","780","740","34400","35000"
"In post","2022","EO","Scottish Public Pensions Agency","Southern Scotland","70","60","29110","30040"
"In post","2022","EO","Serious Fraud Office","Inner London - West","70","60","27850","26980"
"In post","2022","EO","Social Security Scotland","Eastern Scotland","330","320","27540","27230"
"In post","2022","EO","Social Security Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","EO","Social Security Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Social Security Scotland","Southern Scotland","50","50","27540","27230"
"In post","2022","EO","Social Security Scotland","West Central Scotland","440","420","27720","27230"
"In post","2022","EO","Standards and Testing Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Standards and Testing Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","EO","Standards and Testing Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","EO","Standards and Testing Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Standards and Testing Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","EO","Standards and Testing Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","EO","Student Awards Agency for Scotland","Eastern Scotland","60","60","29070","27940"
"In post","2022","EO","Teaching Regulation Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Teaching Regulation Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","EO","The Insolvency Service","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","The Insolvency Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","The Insolvency Service","Devon","[c]","[c]","[c]","[c]"
"In post","2022","EO","The Insolvency Service","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","EO","The Insolvency Service","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","EO","The Insolvency Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","The Insolvency Service","Essex","[c]","[c]","[c]","[c]"
"In post","2022","EO","The Insolvency Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","EO","The Insolvency Service","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","EO","The Insolvency Service","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","EO","The Insolvency Service","Inner London - East","30","30","[c]","[c]"
"In post","2022","EO","The Insolvency Service","Kent","[c]","[c]","[c]","[c]"
"In post","2022","EO","The Insolvency Service","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","EO","The Insolvency Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","EO","The Insolvency Service","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","EO","The Insolvency Service","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","EO","The Insolvency Service","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","EO","The Insolvency Service","West Midlands","50","50","25690","25190"
"In post","2022","EO","The Insolvency Service","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","The National Archives","Outer London - West and North West","80","70","25130","24630"
"In post","2022","EO","Transport Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Transport Scotland","West Central Scotland","40","30","[c]","[c]"
"In post","2022","EO","UK Debt Management Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Export Finance","Inner London - West","60","60","29410","29000"
"In post","2022","EO","UK Health Security Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","East Anglia","40","40","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Essex","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Gloucestershire, Wiltshire and Bath/Bristol area","130","130","24410","23840"
"In post","2022","EO","UK Health Security Agency","Greater Manchester","70","70","24710","23390"
"In post","2022","EO","UK Health Security Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Inner London - East","130","130","27490","26880"
"In post","2022","EO","UK Health Security Agency","Inner London - West","90","80","27880","27270"
"In post","2022","EO","UK Health Security Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Outer London - West and North West","200","180","28010","26880"
"In post","2022","EO","UK Health Security Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","West Midlands","50","40","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Health Security Agency","West Yorkshire","60","60","25000","23690"
"In post","2022","EO","UK Hydrographic Office","Dorset and Somerset","230","220","27700","26740"
"In post","2022","EO","UK Space Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Space Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Statistics Authority","East Wales","430","400","24420","23880"
"In post","2022","EO","UK Statistics Authority","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Statistics Authority","Hampshire and Isle of Wight","280","270","24690","23880"
"In post","2022","EO","UK Statistics Authority","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","EO","UK Supreme Court","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","Derbyshire and Nottinghamshire","50","40","26610","26950"
"In post","2022","EO","Valuation Office Agency","Devon","90","90","26210","26520"
"In post","2022","EO","Valuation Office Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","East Wales","40","40","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","East Yorkshire and Northern Lincolnshire","30","30","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","Essex","[c]","[c]","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","Greater Manchester","40","40","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","Inner London - East","70","70","31630","31670"
"In post","2022","EO","Valuation Office Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","Merseyside","50","50","26390","26880"
"In post","2022","EO","Valuation Office Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","Northumberland, and Tyne and Wear","60","50","26370","26880"
"In post","2022","EO","Valuation Office Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","Outer London - South","80","70","30410","30600"
"In post","2022","EO","Valuation Office Agency","Outer London - West and North West","60","50","30270","30600"
"In post","2022","EO","Valuation Office Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","Tees Valley and Durham","80","80","26020","26030"
"In post","2022","EO","Valuation Office Agency","West Midlands","50","50","26770","26950"
"In post","2022","EO","Valuation Office Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","EO","Valuation Office Agency","West Yorkshire","80","70","26590","26950"
"In post","2022","EO","Vehicle Certification Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","EO","Vehicle Certification Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Vehicle Certification Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","EO","Veterinary Medicines Directorate","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","EO","Water Services Regulation Authority","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","EO","Water Services Regulation Authority","West Midlands","30","30","[c]","[c]"
"In post","2022","EO","Welsh Government (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Welsh Government (excl. agencies)","East Wales","610","570","28780","29430"
"In post","2022","EO","Welsh Government (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","EO","Welsh Government (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","EO","Welsh Government (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Welsh Government (excl. agencies)","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","EO","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","EO","Welsh Government (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","EO","Welsh Government (excl. agencies)","West Wales and The Valleys","470","450","28950","29430"
"In post","2022","EO","Welsh Government (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Welsh Revenue Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","EO","Welsh Revenue Authority","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","EO","Wilton Park","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Accountant in Bankruptcy","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Advisory, Conciliation and Arbitration Service","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Advisory, Conciliation and Arbitration Service","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Advisory, Conciliation and Arbitration Service","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Advisory, Conciliation and Arbitration Service","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Advisory, Conciliation and Arbitration Service","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Advisory, Conciliation and Arbitration Service","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Advisory, Conciliation and Arbitration Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Advisory, Conciliation and Arbitration Service","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Advisory, Conciliation and Arbitration Service","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Advisory, Conciliation and Arbitration Service","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Essex","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","Surrey, East and West Sussex","70","70","58300","55830"
"In post","2022","G6/G7","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Animal and Plant Health Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Attorney General's Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","East Anglia","40","40","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","East Wales","30","30","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","110","110","60170","54890"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Greater Manchester","160","150","58440","52920"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","50","50","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Inner London - East","620","610","58970","56340"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Inner London - West","1980","1950","60550","57350"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Lancashire","30","30","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Merseyside","40","40","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","North Yorkshire","70","70","56530","51000"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Northumberland, and Tyne and Wear","40","40","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","South Yorkshire","50","50","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","Unknown","80","80","56150","54700"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","West Central Scotland","80","70","58520","53640"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","West Midlands","50","50","66070","64460"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cabinet Office (excl. agencies)","West Yorkshire","100","100","60740","61710"
"In post","2022","G6/G7","Centre for Environment, Fisheries and Aquaculture Science","Devon","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","90","90","51560","48080"
"In post","2022","G6/G7","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Charity Commission","Inner London - West","30","30","[c]","[c]"
"In post","2022","G6/G7","Charity Commission","Merseyside","40","30","[c]","[c]"
"In post","2022","G6/G7","Companies House","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Companies House","East Wales","90","90","57180","54720"
"In post","2022","G6/G7","Companies House","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Companies House","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Competition and Markets Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Competition and Markets Authority","Eastern Scotland","30","30","[c]","[c]"
"In post","2022","G6/G7","Competition and Markets Authority","Inner London - East","400","390","66020","62980"
"In post","2022","G6/G7","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Criminal Injuries Compensation Authority","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","East Anglia","30","30","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","Inner London - East","30","30","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","Merseyside","90","90","53840","51600"
"In post","2022","G6/G7","Crown Commercial Service","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Commercial Service","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Office and Procurator Fiscal Service","Eastern Scotland","90","90","67610","69780"
"In post","2022","G6/G7","Crown Office and Procurator Fiscal Service","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Office and Procurator Fiscal Service","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Office and Procurator Fiscal Service","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Office and Procurator Fiscal Service","West Central Scotland","90","90","69160","69780"
"In post","2022","G6/G7","Crown Prosecution Service","Bedfordshire and Hertfordshire","80","70","59820","62120"
"In post","2022","G6/G7","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","60","50","60280","61290"
"In post","2022","G6/G7","Crown Prosecution Service","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Prosecution Service","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Prosecution Service","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Prosecution Service","Derbyshire and Nottinghamshire","130","120","53660","51470"
"In post","2022","G6/G7","Crown Prosecution Service","Devon","50","40","[c]","[c]"
"In post","2022","G6/G7","Crown Prosecution Service","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Prosecution Service","East Anglia","40","40","[c]","[c]"
"In post","2022","G6/G7","Crown Prosecution Service","East Wales","140","130","54420","55610"
"In post","2022","G6/G7","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","40","30","[c]","[c]"
"In post","2022","G6/G7","Crown Prosecution Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Prosecution Service","Essex","90","80","59230","56460"
"In post","2022","G6/G7","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","90","80","54280","54600"
"In post","2022","G6/G7","Crown Prosecution Service","Greater Manchester","170","150","55710","55610"
"In post","2022","G6/G7","Crown Prosecution Service","Hampshire and Isle of Wight","130","120","59830","58970"
"In post","2022","G6/G7","Crown Prosecution Service","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Prosecution Service","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Prosecution Service","Inner London - West","750","710","61220","61360"
"In post","2022","G6/G7","Crown Prosecution Service","Kent","50","50","59040","59840"
"In post","2022","G6/G7","Crown Prosecution Service","Lancashire","80","80","54440","55610"
"In post","2022","G6/G7","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","80","70","52910","51470"
"In post","2022","G6/G7","Crown Prosecution Service","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Prosecution Service","Merseyside","140","140","54210","54200"
