"Status","Year","Disability","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared disabled","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Delivery","AA/AO","1120","1080","21880","21260"
"New entrant CS","2022","Declared disabled","Operational Delivery","EO","610","580","27750","27570"
"New entrant CS","2022","Declared disabled","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Delivery","SEO/HEO","140","130","34920","33080"
"New entrant CS","2022","Declared disabled","Operational Delivery","Unknown","1170","1100","29440","27120"
"New entrant CS","2022","Declared disabled","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","AA/AO","110","100","21360","21260"
"New entrant CS","2022","Declared disabled","Other","EO","60","60","25860","26350"
"New entrant CS","2022","Declared disabled","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","EO","90","80","26820","27680"
"New entrant CS","2022","Declared disabled","Policy","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","SEO/HEO","190","190","33950","33570"
"New entrant CS","2022","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","SEO/HEO","70","60","33620","32330"
"New entrant CS","2022","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tax","AA/AO","50","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tax","EO","50","50","27160","26590"
"New entrant CS","2022","Declared disabled","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tax","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","AA/AO","170","170","21710","21260"
"New entrant CS","2022","Declared disabled","Unknown","EO","150","140","27120","27230"
"New entrant CS","2022","Declared disabled","Unknown","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SEO/HEO","120","120","34670","33310"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","EO","130","120","25250","26130"
"New entrant CS","2022","Declared non-disabled","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","SEO/HEO","170","170","34840","34000"
"New entrant CS","2022","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","EO","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","SEO/HEO","160","150","35150","34540"
"New entrant CS","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","AA/AO","220","220","22700","21260"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","EO","270","270","27880","27570"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","AA/AO","130","130","20120","20910"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","EO","290","290","26400","26350"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","G6/G7","360","350","55340","54000"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","SEO/HEO","650","650","36060","35900"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Economics","AA/AO","50","50","21420","21250"
"New entrant CS","2022","Declared non-disabled","Economics","EO","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Economics","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Economics","SEO/HEO","110","110","34250","33120"
"New entrant CS","2022","Declared non-disabled","Finance","AA/AO","70","60","21140","21250"
"New entrant CS","2022","Declared non-disabled","Finance","EO","170","160","25430","25860"
"New entrant CS","2022","Declared non-disabled","Finance","G6/G7","80","80","56290","55000"
"New entrant CS","2022","Declared non-disabled","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","SEO/HEO","240","240","36990","36500"
"New entrant CS","2022","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","AA/AO","140","130","21580","21170"
"New entrant CS","2022","Declared non-disabled","Human Resources","EO","150","140","25860","26210"
"New entrant CS","2022","Declared non-disabled","Human Resources","G6/G7","90","80","54990","54000"
"New entrant CS","2022","Declared non-disabled","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","SEO/HEO","220","210","34770","33330"
"New entrant CS","2022","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inspector of Education and Training","G6/G7","70","70","72110","70500"
"New entrant CS","2022","Declared non-disabled","Inspector of Education and Training","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inspector of Education and Training","SEO/HEO","80","80","47340","46360"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","EO","50","50","27440","26590"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","SEO/HEO","60","60","32970","31800"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","EO","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","SEO/HEO","70","70","33980","33120"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","EO","120","120","27620","27230"
"New entrant CS","2022","Declared non-disabled","Legal","G6/G7","280","270","53810","50500"
"New entrant CS","2022","Declared non-disabled","Legal","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","SEO/HEO","220","210","39060","40000"
"New entrant CS","2022","Declared non-disabled","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","SCS","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","SEO/HEO","50","50","37170","39030"
"New entrant CS","2022","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","AA/AO","9800","9530","22160","21260"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","EO","4270","4160","27590","27570"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","G6/G7","250","240","55590","52610"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","SEO/HEO","1240","1200","35330","33080"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","Unknown","4030","3770","28640","24800"
"New entrant CS","2022","Declared non-disabled","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Research","SEO/HEO","60","60","31850","31400"
"New entrant CS","2022","Declared non-disabled","Other","AA/AO","670","650","21140","21260"
"New entrant CS","2022","Declared non-disabled","Other","EO","430","430","25900","26350"
"New entrant CS","2022","Declared non-disabled","Other","G6/G7","100","90","57970","54150"
"New entrant CS","2022","Declared non-disabled","Other","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other","SEO/HEO","310","300","34060","33290"
"New entrant CS","2022","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","AA/AO","70","70","21960","21840"
"New entrant CS","2022","Declared non-disabled","Policy","EO","320","310","26600","26180"
"New entrant CS","2022","Declared non-disabled","Policy","G6/G7","390","390","54120","52390"
"New entrant CS","2022","Declared non-disabled","Policy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","SEO/HEO","1330","1320","34600","33570"
"New entrant CS","2022","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","AA/AO","50","50","21580","21260"
"New entrant CS","2022","Declared non-disabled","Project Delivery","EO","140","130","24940","24750"
"New entrant CS","2022","Declared non-disabled","Project Delivery","G6/G7","120","110","55000","53500"
"New entrant CS","2022","Declared non-disabled","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","SEO/HEO","360","350","35750","35120"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","EO","100","100","25820","25170"
"New entrant CS","2022","Declared non-disabled","Property","G6/G7","60","60","55740","53500"
"New entrant CS","2022","Declared non-disabled","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","SEO/HEO","180","180","35420","33000"
"New entrant CS","2022","Declared non-disabled","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","EO","50","50","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","SEO/HEO","60","60","29570","27700"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","AA/AO","210","200","20590","20910"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","EO","240","230","26070","26370"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","G6/G7","110","100","53490","51650"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","SEO/HEO","640","610","33910","32560"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","Unknown","60","60","36790","33000"
"New entrant CS","2022","Declared non-disabled","Security","AA/AO","170","170","25410","24860"
"New entrant CS","2022","Declared non-disabled","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","SEO/HEO","60","60","36320","35410"
"New entrant CS","2022","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Social Research","SEO/HEO","160","160","33970","30710"
"New entrant CS","2022","Declared non-disabled","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","EO","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Statistics","SEO/HEO","120","120","34180","33080"
"New entrant CS","2022","Declared non-disabled","Tax","AA/AO","410","390","21250","21250"
"New entrant CS","2022","Declared non-disabled","Tax","EO","660","660","26970","26590"
"New entrant CS","2022","Declared non-disabled","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tax","SEO/HEO","430","430","33920","33080"
"New entrant CS","2022","Declared non-disabled","Unknown","AA/AO","1070","1050","21950","21250"
"New entrant CS","2022","Declared non-disabled","Unknown","EO","1000","980","27230","27230"
"New entrant CS","2022","Declared non-disabled","Unknown","G6/G7","370","360","56230","54700"
"New entrant CS","2022","Declared non-disabled","Unknown","SCS","40","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SEO/HEO","950","930","35620","34550"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
