"Status","Year","Organisation","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Queen Elizabeth II Centre","Westminster","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Westminster","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Westminster","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Westminster","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Westminster","Property","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Westminster","Security","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","City of Edinburgh","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","City of Edinburgh","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","City of Edinburgh","Digital, Data & Technology","60","60","41780","36780"
"In post","2021","Registers of Scotland","City of Edinburgh","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","City of Edinburgh","Human Resources","40","40","[c]","[c]"
"In post","2021","Registers of Scotland","City of Edinburgh","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","City of Edinburgh","No function","760","730","31090","30080"
"In post","2021","Registers of Scotland","City of Edinburgh","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","City of Edinburgh","Property","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","City of Edinburgh","Security","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Glasgow City","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Glasgow City","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Glasgow City","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Glasgow City","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Glasgow City","No function","170","160","32280","30080"
"In post","2021","Registers of Scotland","Glasgow City","Property","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","City of Edinburgh","Unknown","60","50","43440","38540"
"In post","2021","Royal Fleet Auxiliary","Unknown","Unknown","1830","1830","37620","34460"
"In post","2021","Rural Payments Agency","Berkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Berkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Berkshire","Grants Management","150","140","28830","25190"
"In post","2021","Rural Payments Agency","Berkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Bristol, City of","Grants Management","30","30","[c]","[c]"
"In post","2021","Rural Payments Agency","Bristol, City of","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Cambridgeshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Cambridgeshire CC","Grants Management","40","40","[c]","[c]"
"In post","2021","Rural Payments Agency","Cambridgeshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Cheshire East","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Cheshire East","Grants Management","100","90","24740","24920"
"In post","2021","Rural Payments Agency","Cheshire East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Cornwall and Isles of Scilly","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Devon CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Devon CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Devon CC","Grants Management","180","170","26610","25190"
"In post","2021","Rural Payments Agency","Devon CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","East Cumbria","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","East Cumbria","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","East Cumbria","Grants Management","230","200","25290","21050"
"In post","2021","Rural Payments Agency","East Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","East Riding of Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","East Sussex CC","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Gwynedd","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Heart of Essex","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Leeds","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Leeds","Grants Management","50","50","25410","21050"
"In post","2021","Rural Payments Agency","Leeds","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Lincolnshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Mid Kent","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Mid Lancashire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Mid Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","North Northamptonshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","North Yorkshire CC","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Northumberland","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Norwich and East Norfolk","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Norwich and East Norfolk","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Nottingham","Grants Management","60","60","25370","25100"
"In post","2021","Rural Payments Agency","Nottingham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Oxfordshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Peterborough","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Shropshire CC","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Shropshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Somerset","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","South Hampshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Tyneside","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Tyneside","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Tyneside","Grants Management","260","230","25330","21050"
"In post","2021","Rural Payments Agency","Tyneside","Project Delivery","40","40","[c]","[c]"
"In post","2021","Rural Payments Agency","West Cumbria","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","West Cumbria","Communications","40","40","[c]","[c]"
"In post","2021","Rural Payments Agency","West Cumbria","Grants Management","420","370","23300","21050"
"In post","2021","Rural Payments Agency","West Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","West Surrey","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Westminster","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Wiltshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Worcestershire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Worcestershire","Grants Management","140","120","25060","24920"
"In post","2021","Rural Payments Agency","Worcestershire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","York","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","York","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","York","Grants Management","130","120","26510","24920"
"In post","2021","Rural Payments Agency","York","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","City of Edinburgh","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","City of Edinburgh","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","City of Edinburgh","Unknown","80","80","47880","46600"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Westminster","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Westminster","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Aberdeen City and Aberdeenshire","Legal","80","70","24440","22820"
"In post","2021","Scottish Courts and Tribunals Service","Angus and Dundee City","Legal","70","60","24910","22820"
"In post","2021","Scottish Courts and Tribunals Service","Caithness and Sutherland and Ross and Cromarty","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","City of Edinburgh","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","City of Edinburgh","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","City of Edinburgh","Digital, Data & Technology","60","60","34360","29350"
"In post","2021","Scottish Courts and Tribunals Service","City of Edinburgh","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","City of Edinburgh","Human Resources","30","30","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","City of Edinburgh","Legal","730","690","29040","26550"
"In post","2021","Scottish Courts and Tribunals Service","City of Edinburgh","Property","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Clackmannanshire and Fife","Legal","70","60","24640","22820"
"In post","2021","Scottish Courts and Tribunals Service","Dumfries and Galloway","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","East Ayrshire and North Ayrshire mainland","Legal","40","40","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Falkirk","Legal","40","30","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Glasgow City","Legal","190","170","26110","22820"
"In post","2021","Scottish Courts and Tribunals Service","Inverclyde, East Renfrewshire and Renfrewshire","Legal","80","70","26940","22820"
"In post","2021","Scottish Courts and Tribunals Service","Inverness and Nairn and Moray, Badenoch and Strathspey","Legal","50","50","27630","26550"
"In post","2021","Scottish Courts and Tribunals Service","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Na h-Eileanan Siar","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","North Lanarkshire","Legal","40","40","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Orkney Islands","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Perth and Kinross and Stirling","Legal","40","30","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Borders","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Shetland Islands","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","South Ayrshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","South Lanarkshire","Legal","70","60","24900","22820"
"In post","2021","Scottish Courts and Tribunals Service","West Lothian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Aberdeen City and Aberdeenshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Caithness and Sutherland and Ross and Cromarty","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Caithness and Sutherland and Ross and Cromarty","Property","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","City of Edinburgh","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","City of Edinburgh","Project Delivery","50","50","43940","43940"
"In post","2021","Scottish Forestry","City of Edinburgh","Property","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Dumfries and Galloway","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Dumfries and Galloway","Property","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Perth and Kinross and Stirling","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Scottish Borders","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Scottish Borders","Property","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","South Lanarkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Aberdeen City and Aberdeenshire","Unknown","370","340","36450","32630"
"In post","2021","Scottish Government (excl. agencies)","Angus and Dundee City","Unknown","30","30","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Caithness and Sutherland and Ross and Cromarty","Unknown","40","40","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","City of Edinburgh","Unknown","5410","5190","44370","39660"
"In post","2021","Scottish Government (excl. agencies)","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Dumfries and Galloway","Unknown","30","30","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Falkirk","Unknown","50","50","48270","50700"
"In post","2021","Scottish Government (excl. agencies)","Glasgow City","Unknown","1360","1320","43660","39660"
"In post","2021","Scottish Government (excl. agencies)","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","90","80","32910","29190"
"In post","2021","Scottish Government (excl. agencies)","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","70","60","28680","27150"
"In post","2021","Scottish Government (excl. agencies)","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Orkney Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Perth and Kinross and Stirling","Unknown","120","110","34080","29190"
"In post","2021","Scottish Government (excl. agencies)","Scottish Borders","Unknown","50","40","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Shetland Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","South Ayrshire","Unknown","50","50","31780","29190"
"In post","2021","Scottish Government (excl. agencies)","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","West Lothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Glasgow City","Unknown","50","40","[c]","[c]"
"In post","2021","Scottish Prison Service","Aberdeen City and Aberdeenshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Aberdeen City and Aberdeenshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Aberdeen City and Aberdeenshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Aberdeen City and Aberdeenshire","No function","280","270","30060","28410"
"In post","2021","Scottish Prison Service","Aberdeen City and Aberdeenshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","City of Edinburgh","Commercial","30","30","[c]","[c]"
"In post","2021","Scottish Prison Service","City of Edinburgh","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","City of Edinburgh","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","City of Edinburgh","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","City of Edinburgh","Human Resources","40","40","[c]","[c]"
"In post","2021","Scottish Prison Service","City of Edinburgh","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","City of Edinburgh","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","City of Edinburgh","No function","570","530","33960","33650"
"In post","2021","Scottish Prison Service","City of Edinburgh","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","City of Edinburgh","Property","50","50","34910","31260"
"In post","2021","Scottish Prison Service","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Clackmannanshire and Fife","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Clackmannanshire and Fife","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Clackmannanshire and Fife","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Clackmannanshire and Fife","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Clackmannanshire and Fife","No function","360","340","31210","33650"
"In post","2021","Scottish Prison Service","Clackmannanshire and Fife","Property","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Dumfries and Galloway","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Dumfries and Galloway","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Dumfries and Galloway","No function","140","130","30850","33650"
"In post","2021","Scottish Prison Service","Dumfries and Galloway","Property","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","No function","310","300","31430","33650"
"In post","2021","Scottish Prison Service","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Property","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Falkirk","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Falkirk","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Falkirk","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Falkirk","Human Resources","50","40","[c]","[c]"
"In post","2021","Scottish Prison Service","Falkirk","No function","440","400","31530","33650"
"In post","2021","Scottish Prison Service","Falkirk","Property","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Glasgow City","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Glasgow City","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Glasgow City","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Glasgow City","No function","580","540","31200","33650"
"In post","2021","Scottish Prison Service","Glasgow City","Property","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Inverclyde, East Renfrewshire and Renfrewshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Inverclyde, East Renfrewshire and Renfrewshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Inverclyde, East Renfrewshire and Renfrewshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Inverclyde, East Renfrewshire and Renfrewshire","No function","190","170","31060","33650"
"In post","2021","Scottish Prison Service","Inverclyde, East Renfrewshire and Renfrewshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Inverness and Nairn and Moray, Badenoch and Strathspey","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Inverness and Nairn and Moray, Badenoch and Strathspey","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Inverness and Nairn and Moray, Badenoch and Strathspey","No function","110","100","31380","33650"
"In post","2021","Scottish Prison Service","Inverness and Nairn and Moray, Badenoch and Strathspey","Property","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","North Lanarkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","North Lanarkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","North Lanarkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","North Lanarkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","North Lanarkshire","No function","340","310","31470","33650"
"In post","2021","Scottish Prison Service","North Lanarkshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Perth and Kinross and Stirling","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Perth and Kinross and Stirling","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Perth and Kinross and Stirling","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Perth and Kinross and Stirling","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Perth and Kinross and Stirling","No function","580","550","31250","33650"
"In post","2021","Scottish Prison Service","Perth and Kinross and Stirling","Property","40","40","[c]","[c]"
"In post","2021","Scottish Prison Service","Perth and Kinross and Stirling","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","West Lothian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Scottish Borders","Unknown","290","260","29650","26160"
"In post","2021","Serious Fraud Office","Westminster","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Westminster","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Westminster","Counter Fraud","250","240","45590","40000"
"In post","2021","Serious Fraud Office","Westminster","Digital, Data & Technology","50","50","41680","39270"
"In post","2021","Serious Fraud Office","Westminster","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Westminster","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Westminster","Legal","70","70","58150","54050"
"In post","2021","Serious Fraud Office","Westminster","No function","80","80","41860","40000"
"In post","2021","Serious Fraud Office","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Westminster","Property","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Westminster","Security","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Angus and Dundee City","Unknown","310","300","28360","24910"
"In post","2021","Social Security Scotland","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Glasgow City","Unknown","730","710","32910","27150"
"In post","2021","Social Security Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Orkney Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Perth and Kinross and Stirling","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Scottish Borders","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Shetland Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","South Ayrshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","West Lothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Coventry","No function","60","60","39800","36780"
"In post","2021","Standards and Testing Agency","Coventry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Darlington","No function","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Manchester","No function","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Nottingham","No function","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Sheffield","No function","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Westminster","No function","40","40","[c]","[c]"
"In post","2021","Standards and Testing Agency","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","City of Edinburgh","Unknown","240","230","29770","26160"
"In post","2021","Submarine Delivery Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","110","110","40830","38240"
"In post","2021","Submarine Delivery Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","50","50","37900","36500"
"In post","2021","Submarine Delivery Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","40","40","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","200","190","37890","32710"
"In post","2021","Submarine Delivery Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","970","950","42610","39990"
