"Status","Year","Organisation","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","The Insolvency Service","Birmingham","Security","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Blackpool","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Blackpool","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Blackpool","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Blackpool","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Blackpool","No function","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Blackpool","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Brighton and Hove","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Brighton and Hove","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Brighton and Hove","No function","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Brighton and Hove","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Bristol, City of","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Bristol, City of","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Bristol, City of","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Bristol, City of","Legal","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Bristol, City of","No function","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Cambridgeshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Cambridgeshire CC","No function","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Cambridgeshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Cardiff and Vale of Glamorgan","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Cardiff and Vale of Glamorgan","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Cardiff and Vale of Glamorgan","Communications","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Cardiff and Vale of Glamorgan","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Cardiff and Vale of Glamorgan","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Cardiff and Vale of Glamorgan","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Cardiff and Vale of Glamorgan","No function","50","50","26650","21130"
"In post","2022","The Insolvency Service","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","City of Edinburgh","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","City of Edinburgh","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","City of Edinburgh","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","City of Edinburgh","No function","60","60","23220","21130"
"In post","2022","The Insolvency Service","City of Edinburgh","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Croydon","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Croydon","Communications","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Croydon","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Croydon","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Croydon","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Croydon","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Croydon","No function","50","50","31850","25060"
"In post","2022","The Insolvency Service","Croydon","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Devon CC","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Devon CC","No function","40","40","[c]","[c]"
"In post","2022","The Insolvency Service","Essex Thames Gateway","No function","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Hackney and Newham","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Hackney and Newham","Communications","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Hackney and Newham","Counter Fraud","30","30","[c]","[c]"
"In post","2022","The Insolvency Service","Hackney and Newham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Hackney and Newham","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Hackney and Newham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Hackney and Newham","Legal","30","30","[c]","[c]"
"In post","2022","The Insolvency Service","Hackney and Newham","No function","130","120","39590","32570"
"In post","2022","The Insolvency Service","Hackney and Newham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Heart of Essex","No function","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Hertfordshire CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Hertfordshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Hertfordshire CC","No function","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Leeds","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Leeds","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Leeds","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Leeds","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Leeds","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Leeds","Legal","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Leeds","No function","80","80","28180","23920"
"In post","2022","The Insolvency Service","Leeds","Security","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Manchester","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Manchester","Counter Fraud","60","60","39240","37700"
"In post","2022","The Insolvency Service","Manchester","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Manchester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Manchester","Legal","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Manchester","No function","90","90","27870","21130"
"In post","2022","The Insolvency Service","Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Medway","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Medway","No function","50","50","27050","22580"
"In post","2022","The Insolvency Service","Nottingham","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Nottingham","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Nottingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Nottingham","Legal","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Nottingham","No function","50","40","[c]","[c]"
"In post","2022","The Insolvency Service","Nottingham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Plymouth","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Plymouth","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Plymouth","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Plymouth","No function","40","40","[c]","[c]"
"In post","2022","The Insolvency Service","Plymouth","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Sheffield","Legal","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Sheffield","No function","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","South and West Derbyshire","No function","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","South Teesside","Legal","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Southampton","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Southampton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Southampton","No function","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Southampton","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Southend-on-Sea","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Southend-on-Sea","No function","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Southend-on-Sea","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Suffolk CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Suffolk CC","No function","50","50","26530","21130"
"In post","2022","The Insolvency Service","Suffolk CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Telford and Wrekin","No function","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Tyneside","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Tyneside","Communications","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Tyneside","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Tyneside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Tyneside","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Tyneside","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Tyneside","Legal","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Tyneside","No function","40","40","[c]","[c]"
"In post","2022","The Insolvency Service","Tyneside","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","West Sussex (North East)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Wirral","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Wirral","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Wirral","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Wirral","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Wirral","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Wirral","No function","30","30","[c]","[c]"
"In post","2022","The Insolvency Service","Wirral","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Hounslow and Richmond upon Thames","Commercial","40","40","[c]","[c]"
"In post","2022","The National Archives","Hounslow and Richmond upon Thames","Communications","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Hounslow and Richmond upon Thames","Digital, Data & Technology","130","130","40430","40000"
"In post","2022","The National Archives","Hounslow and Richmond upon Thames","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Hounslow and Richmond upon Thames","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Hounslow and Richmond upon Thames","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Hounslow and Richmond upon Thames","Legal","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Hounslow and Richmond upon Thames","No function","330","320","33890","30270"
"In post","2022","The National Archives","Hounslow and Richmond upon Thames","Property","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Lincolnshire CC","No function","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Warwickshire CC","No function","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Wirral","No function","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","City of Edinburgh","Unknown","110","110","46090","40810"
"In post","2022","Transport Scotland","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Glasgow City","Unknown","410","400","45250","43000"
"In post","2022","Transport Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","South Ayrshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Camden and City of London","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Camden and City of London","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Camden and City of London","Communications","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Camden and City of London","Debt","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Camden and City of London","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","UK Debt Management Office","Camden and City of London","Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Camden and City of London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Camden and City of London","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Camden and City of London","Legal","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Camden and City of London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Camden and City of London","Security","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Armagh City, Banbridge and Craigavon","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Birmingham","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Bradford","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Breckland and South Norfolk","Commercial","[c]","[c]","[c]","[c]"
