"Status","Year","Sex","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Female","Heterosexual / straight","South East (England)","1410","1230","29540","27570"
"Leaver CS","2022","Female","Heterosexual / straight","South West (England)","1230","1080","30980","27570"
"Leaver CS","2022","Female","Heterosexual / straight","Unknown","220","180","26860","21840"
"Leaver CS","2022","Female","Heterosexual / straight","Wales","640","540","29490","24630"
"Leaver CS","2022","Female","Heterosexual / straight","West Midlands (England)","850","730","30590","27570"
"Leaver CS","2022","Female","Heterosexual / straight","Yorkshire and The Humber","1050","890","29570","27570"
"Leaver CS","2022","Female","LGBO","East Midlands (England)","50","50","[c]","[c]"
"Leaver CS","2022","Female","LGBO","East of England","70","60","[c]","[c]"
"Leaver CS","2022","Female","LGBO","London","250","230","36380","31060"
"Leaver CS","2022","Female","LGBO","North East (England)","40","40","[c]","[c]"
"Leaver CS","2022","Female","LGBO","North West (England)","90","90","27600","26440"
"Leaver CS","2022","Female","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Scotland","60","60","29570","27570"
"Leaver CS","2022","Female","LGBO","South East (England)","120","120","27420","24370"
"Leaver CS","2022","Female","LGBO","South West (England)","80","80","27260","26750"
"Leaver CS","2022","Female","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Wales","40","30","[c]","[c]"
"Leaver CS","2022","Female","LGBO","West Midlands (England)","70","70","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Yorkshire and The Humber","90","80","28980","27130"
"Leaver CS","2022","Female","Undeclared","East Midlands (England)","90","70","25800","26400"
"Leaver CS","2022","Female","Undeclared","East of England","110","90","29680","27370"
"Leaver CS","2022","Female","Undeclared","London","580","390","38790","32330"
"Leaver CS","2022","Female","Undeclared","North East (England)","60","50","28190","22600"
"Leaver CS","2022","Female","Undeclared","North West (England)","150","120","28890","25310"
"Leaver CS","2022","Female","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Scotland","90","70","27820","23230"
"Leaver CS","2022","Female","Undeclared","South East (England)","170","150","29120","27470"
"Leaver CS","2022","Female","Undeclared","South West (England)","190","160","32130","27570"
"Leaver CS","2022","Female","Undeclared","Unknown","120","50","23520","21590"
"Leaver CS","2022","Female","Undeclared","Wales","70","60","30940","26120"
"Leaver CS","2022","Female","Undeclared","West Midlands (England)","100","80","31190","27570"
"Leaver CS","2022","Female","Undeclared","Yorkshire and The Humber","160","100","27880","26120"
"Leaver CS","2022","Female","Unknown","East Midlands (England)","450","380","25700","21320"
"Leaver CS","2022","Female","Unknown","East of England","280","240","31900","27570"
"Leaver CS","2022","Female","Unknown","London","1510","1340","39790","31880"
"Leaver CS","2022","Female","Unknown","North East (England)","740","580","26580","21750"
"Leaver CS","2022","Female","Unknown","North West (England)","930","770","26730","24440"
"Leaver CS","2022","Female","Unknown","Northern Ireland","60","50","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Scotland","1000","830","30010","26120"
"Leaver CS","2022","Female","Unknown","South East (England)","550","470","29020","24370"
"Leaver CS","2022","Female","Unknown","South West (England)","400","350","29230","26060"
"Leaver CS","2022","Female","Unknown","Unknown","270","220","30760","21840"
"Leaver CS","2022","Female","Unknown","Wales","390","310","25670","21260"
"Leaver CS","2022","Female","Unknown","West Midlands (England)","500","420","29350","24890"
"Leaver CS","2022","Female","Unknown","Yorkshire and The Humber","560","470","28220","26130"
"Leaver CS","2022","Male","Heterosexual / straight","East Midlands (England)","600","560","31190","27570"
"Leaver CS","2022","Male","Heterosexual / straight","East of England","840","790","31910","27570"
"Leaver CS","2022","Male","Heterosexual / straight","London","2220","2080","43620","36350"
"Leaver CS","2022","Male","Heterosexual / straight","North East (England)","470","440","28030","21680"
"Leaver CS","2022","Male","Heterosexual / straight","North West (England)","1070","990","30070","25880"
"Leaver CS","2022","Male","Heterosexual / straight","Northern Ireland","60","60","28550","22130"
"Leaver CS","2022","Male","Heterosexual / straight","Overseas","50","40","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Scotland","770","720","34280","27850"
"Leaver CS","2022","Male","Heterosexual / straight","South East (England)","1480","1390","31390","27570"
"Leaver CS","2022","Male","Heterosexual / straight","South West (England)","1390","1330","34490","31950"
"Leaver CS","2022","Male","Heterosexual / straight","Unknown","170","150","32110","26670"
"Leaver CS","2022","Male","Heterosexual / straight","Wales","560","520","34570","27570"
"Leaver CS","2022","Male","Heterosexual / straight","West Midlands (England)","660","630","31820","27570"
"Leaver CS","2022","Male","Heterosexual / straight","Yorkshire and The Humber","890","820","31570","27570"
"Leaver CS","2022","Male","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","East of England","50","40","[c]","[c]"
"Leaver CS","2022","Male","LGBO","London","250","240","43320","37230"
"Leaver CS","2022","Male","LGBO","North East (England)","30","30","[c]","[c]"
"Leaver CS","2022","Male","LGBO","North West (England)","100","90","28630","26370"
"Leaver CS","2022","Male","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Scotland","60","50","31900","27070"
"Leaver CS","2022","Male","LGBO","South East (England)","110","100","31320","27570"
"Leaver CS","2022","Male","LGBO","South West (England)","80","80","30040","27570"
"Leaver CS","2022","Male","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Wales","50","50","[c]","[c]"
"Leaver CS","2022","Male","LGBO","West Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Yorkshire and The Humber","60","60","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","East Midlands (England)","70","60","30750","26830"
"Leaver CS","2022","Male","Undeclared","East of England","90","80","36780","32400"
"Leaver CS","2022","Male","Undeclared","London","470","340","44170","38470"
"Leaver CS","2022","Male","Undeclared","North East (England)","50","50","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","North West (England)","120","110","31390","27570"
"Leaver CS","2022","Male","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Scotland","100","90","33240","27990"
"Leaver CS","2022","Male","Undeclared","South East (England)","190","170","33160","28260"
"Leaver CS","2022","Male","Undeclared","South West (England)","230","210","35680","35560"
"Leaver CS","2022","Male","Undeclared","Unknown","60","40","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Wales","70","60","36770","30600"
"Leaver CS","2022","Male","Undeclared","West Midlands (England)","80","80","29400","27570"
"Leaver CS","2022","Male","Undeclared","Yorkshire and The Humber","150","100","34570","29200"
"Leaver CS","2022","Male","Unknown","East Midlands (England)","310","280","26300","26130"
"Leaver CS","2022","Male","Unknown","East of England","320","290","31820","27570"
"Leaver CS","2022","Male","Unknown","London","1370","1220","44150","36800"
"Leaver CS","2022","Male","Unknown","North East (England)","470","420","28730","24880"
"Leaver CS","2022","Male","Unknown","North West (England)","790","720","30410","26130"
"Leaver CS","2022","Male","Unknown","Northern Ireland","70","60","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Scotland","920","840","33040","28990"
"Leaver CS","2022","Male","Unknown","South East (England)","520","480","31240","26680"
"Leaver CS","2022","Male","Unknown","South West (England)","470","450","31420","27570"
"Leaver CS","2022","Male","Unknown","Unknown","370","340","36370","32700"
"Leaver CS","2022","Male","Unknown","Wales","400","370","29330","26120"
"Leaver CS","2022","Male","Unknown","West Midlands (England)","430","410","31260","26130"
"Leaver CS","2022","Male","Unknown","Yorkshire and The Humber","530","490","33160","27570"
"Leaver CS","2022","Unknown","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","East Midlands (England)","90","80","26160","23470"
"Leaver Dept.","2021","Female","Heterosexual / straight","East of England","80","80","32920","29290"
"Leaver Dept.","2021","Female","Heterosexual / straight","London","1590","1540","44260","38820"
"Leaver Dept.","2021","Female","Heterosexual / straight","North East (England)","170","160","26660","24300"
"Leaver Dept.","2021","Female","Heterosexual / straight","North West (England)","280","270","29870","27160"
"Leaver Dept.","2021","Female","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Scotland","150","140","30900","27570"
"Leaver Dept.","2021","Female","Heterosexual / straight","South East (England)","150","140","31500","29200"
"Leaver Dept.","2021","Female","Heterosexual / straight","South West (England)","270","260","33640","29550"
"Leaver Dept.","2021","Female","Heterosexual / straight","Unknown","130","130","36410","32000"
"Leaver Dept.","2021","Female","Heterosexual / straight","Wales","180","170","29530","27570"
"Leaver Dept.","2021","Female","Heterosexual / straight","West Midlands (England)","180","170","27240","22570"
"Leaver Dept.","2021","Female","Heterosexual / straight","Yorkshire and The Humber","170","170","32950","27570"
"Leaver Dept.","2021","Female","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","London","130","130","41000","35070"
"Leaver Dept.","2021","Female","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","London","200","190","47260","42630"
"Leaver Dept.","2021","Female","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","East Midlands (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","London","1010","820","43210","38750"
"Leaver Dept.","2021","Female","Unknown","North East (England)","180","170","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","North West (England)","260","250","26670","24250"
"Leaver Dept.","2021","Female","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Overseas","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Scotland","170","160","29970","26550"
"Leaver Dept.","2021","Female","Unknown","South East (England)","70","60","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","South West (England)","100","100","34990","30230"
"Leaver Dept.","2021","Female","Unknown","Unknown","210","210","33230","32000"
"Leaver Dept.","2021","Female","Unknown","Wales","110","110","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","West Midlands (England)","120","110","30650","27570"
"Leaver Dept.","2021","Female","Unknown","Yorkshire and The Humber","150","120","34020","31990"
"Leaver Dept.","2021","Male","Heterosexual / straight","East Midlands (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","East of England","50","40","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","London","1180","1160","44600","39070"
"Leaver Dept.","2021","Male","Heterosexual / straight","North East (England)","90","90","28150","26890"
"Leaver Dept.","2021","Male","Heterosexual / straight","North West (England)","200","200","30180","27570"
"Leaver Dept.","2021","Male","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Scotland","80","80","30170","27480"
"Leaver Dept.","2021","Male","Heterosexual / straight","South East (England)","100","100","35930","30230"
"Leaver Dept.","2021","Male","Heterosexual / straight","South West (England)","250","250","35490","32420"
"Leaver Dept.","2021","Male","Heterosexual / straight","Unknown","110","100","40280","32320"
"Leaver Dept.","2021","Male","Heterosexual / straight","Wales","140","140","34120","30980"
"Leaver Dept.","2021","Male","Heterosexual / straight","West Midlands (England)","120","120","28720","23210"
"Leaver Dept.","2021","Male","Heterosexual / straight","Yorkshire and The Humber","130","130","32980","29930"
"Leaver Dept.","2021","Male","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","London","180","170","44640","40190"
"Leaver Dept.","2021","Male","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","London","140","130","45070","41570"
"Leaver Dept.","2021","Male","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","South West (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","East Midlands (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","London","900","740","43480","38730"
"Leaver Dept.","2021","Male","Unknown","North East (England)","130","130","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","North West (England)","250","240","28940","25630"
"Leaver Dept.","2021","Male","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Overseas","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Scotland","150","150","31850","27570"
"Leaver Dept.","2021","Male","Unknown","South East (England)","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","South West (England)","90","90","35180","32820"
"Leaver Dept.","2021","Male","Unknown","Unknown","190","190","34580","32000"
"Leaver Dept.","2021","Male","Unknown","Wales","110","100","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","West Midlands (England)","90","90","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Yorkshire and The Humber","120","110","36490","33290"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","East Midlands (England)","270","260","31530","27570"
"Leaver Dept.","2022","Female","Heterosexual / straight","East of England","300","270","35610","30460"
"Leaver Dept.","2022","Female","Heterosexual / straight","London","3640","3370","42620","37640"
"Leaver Dept.","2022","Female","Heterosexual / straight","North East (England)","350","330","30320","27570"
"Leaver Dept.","2022","Female","Heterosexual / straight","North West (England)","780","740","31210","27570"
"Leaver Dept.","2022","Female","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Scotland","410","400","29050","27570"
"Leaver Dept.","2022","Female","Heterosexual / straight","South East (England)","450","410","38460","31190"
"Leaver Dept.","2022","Female","Heterosexual / straight","South West (England)","920","860","34390","29550"
"Leaver Dept.","2022","Female","Heterosexual / straight","Unknown","170","150","37110","32000"
"Leaver Dept.","2022","Female","Heterosexual / straight","Wales","240","230","32440","27570"
"Leaver Dept.","2022","Female","Heterosexual / straight","West Midlands (England)","550","510","32520","27570"
"Leaver Dept.","2022","Female","Heterosexual / straight","Yorkshire and The Humber","550","480","35780","31990"
"Leaver Dept.","2022","Female","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","London","290","270","41150","36690"
"Leaver Dept.","2022","Female","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","North West (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Scotland","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","South East (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","South West (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Yorkshire and The Humber","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","East Midlands (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","East of England","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","London","760","430","43480","40050"
"Leaver Dept.","2022","Female","Undeclared","North East (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","North West (England)","70","70","34770","29180"
"Leaver Dept.","2022","Female","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Scotland","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","South East (England)","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","South West (England)","150","130","37780","34370"
"Leaver Dept.","2022","Female","Undeclared","Unknown","130","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","West Midlands (England)","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Yorkshire and The Humber","190","40","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","East Midlands (England)","80","80","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","East of England","70","60","44220","36330"
"Leaver Dept.","2022","Female","Unknown","London","1390","1190","44240","35480"
"Leaver Dept.","2022","Female","Unknown","North East (England)","190","180","32810","27570"
"Leaver Dept.","2022","Female","Unknown","North West (England)","310","290","29220","27570"
"Leaver Dept.","2022","Female","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Scotland","270","260","33160","27570"
"Leaver Dept.","2022","Female","Unknown","South East (England)","100","100","41610","37140"
"Leaver Dept.","2022","Female","Unknown","South West (England)","140","130","38590","36220"
"Leaver Dept.","2022","Female","Unknown","Unknown","120","110","35100","32000"
"Leaver Dept.","2022","Female","Unknown","Wales","130","130","32440","29540"
"Leaver Dept.","2022","Female","Unknown","West Midlands (England)","180","160","35970","27570"
"Leaver Dept.","2022","Female","Unknown","Yorkshire and The Humber","150","140","35780","29270"
"Leaver Dept.","2022","Male","Heterosexual / straight","East Midlands (England)","140","140","31980","27570"
"Leaver Dept.","2022","Male","Heterosexual / straight","East of England","170","170","39080","29290"
"Leaver Dept.","2022","Male","Heterosexual / straight","London","2180","2070","45750","40070"
"Leaver Dept.","2022","Male","Heterosexual / straight","North East (England)","210","200","32880","27570"
"Leaver Dept.","2022","Male","Heterosexual / straight","North West (England)","520","520","33180","27570"
"Leaver Dept.","2022","Male","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Scotland","230","230","29350","27570"
"Leaver Dept.","2022","Male","Heterosexual / straight","South East (England)","270","260","37550","31630"
"Leaver Dept.","2022","Male","Heterosexual / straight","South West (England)","590","570","37900","34530"
"Leaver Dept.","2022","Male","Heterosexual / straight","Unknown","120","110","40070","33320"
"Leaver Dept.","2022","Male","Heterosexual / straight","Wales","180","180","35000","30350"
"Leaver Dept.","2022","Male","Heterosexual / straight","West Midlands (England)","310","300","32640","27570"
"Leaver Dept.","2022","Male","Heterosexual / straight","Yorkshire and The Humber","410","380","38050","31990"
"Leaver Dept.","2022","Male","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","London","340","310","43200","38250"
"Leaver Dept.","2022","Male","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","North West (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Scotland","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","South West (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Wales","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Yorkshire and The Humber","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","London","570","300","46710","40650"
"Leaver Dept.","2022","Male","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","North West (England)","60","50","35230","27570"
"Leaver Dept.","2022","Male","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Scotland","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","South East (England)","60","50","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","South West (England)","110","100","40890","38070"
"Leaver Dept.","2022","Male","Undeclared","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","West Midlands (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Yorkshire and The Humber","160","50","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","East Midlands (England)","70","70","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","East of England","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","London","1090","960","45340","39370"
"Leaver Dept.","2022","Male","Unknown","North East (England)","150","150","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","North West (England)","220","220","35180","29260"
"Leaver Dept.","2022","Male","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Scotland","190","190","33090","30450"
"Leaver Dept.","2022","Male","Unknown","South East (England)","100","100","44430","40580"
"Leaver Dept.","2022","Male","Unknown","South West (England)","130","130","46010","39780"
"Leaver Dept.","2022","Male","Unknown","Unknown","100","100","37250","32000"
"Leaver Dept.","2022","Male","Unknown","Wales","90","90","32990","29250"
"Leaver Dept.","2022","Male","Unknown","West Midlands (England)","140","140","34310","27570"
"Leaver Dept.","2022","Male","Unknown","Yorkshire and The Humber","140","140","36870","32000"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Wales","[c]","[c]","[c]","[c]"
