"Status","Year","Region_ITL1","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","180","180","47540","43500"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Finance","160","160","51900","53290"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Human Resources","120","120","47300","45900"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","No function","4340","4240","48900","52080"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Project Delivery","260","250","48660","50080"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Analysis","140","140","52490","49720"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Communications","40","40","[c]","[c]"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Finance","70","70","57450","61730"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Human Resources","60","60","49770","37990"
"In post","2021","London","Department for Digital, Culture, Media and Sport","No function","1170","1150","48130","51730"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Project Delivery","170","170","50260","51730"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Education","Analysis","180","170","46760","45540"
"In post","2021","London","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Education","Communications","160","150","43480","41460"
"In post","2021","London","Department for Education","Digital, Data & Technology","90","90","45800","45040"
"In post","2021","London","Department for Education","Finance","110","110","52200","53760"
"In post","2021","London","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Education","No function","1490","1440","48850","53420"
"In post","2021","London","Department for Education","Project Delivery","190","190","53270","54400"
"In post","2021","London","Department for Education","Property","70","70","56060","61230"
"In post","2021","London","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Education","Unknown","280","270","60870","54400"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Communications","130","130","44540","39910"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","100","100","48400","42540"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Finance","70","60","49610","43920"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Human Resources","60","60","48250","44950"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Environment, Food and Rural Affairs","No function","2070","2000","44620","39420"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Project Delivery","110","100","43610","38750"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for International Trade","Analysis","230","230","42740","38540"
"In post","2021","London","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for International Trade","Communications","100","100","42590","38540"
"In post","2021","London","Department for International Trade","Digital, Data & Technology","120","120","46630","43000"
"In post","2021","London","Department for International Trade","Finance","90","90","47250","44030"
"In post","2021","London","Department for International Trade","Human Resources","110","110","43070","37820"
"In post","2021","London","Department for International Trade","No function","1560","1550","45730","39070"
"In post","2021","London","Department for International Trade","Project Delivery","40","40","[c]","[c]"
"In post","2021","London","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Transport","Analysis","380","370","46920","43360"
"In post","2021","London","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Transport","Communications","120","110","47350","43360"
"In post","2021","London","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Transport","Digital, Data & Technology","90","90","43370","41470"
"In post","2021","London","Department for Transport","Finance","120","120","51110","54380"
"In post","2021","London","Department for Transport","Human Resources","80","80","47780","44030"
"In post","2021","London","Department for Transport","No function","2200","2140","44830","42000"
"In post","2021","London","Department for Transport","Project Delivery","420","410","54670","54650"
"In post","2021","London","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Work and Pensions","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Work and Pensions","No function","150","140","48240","45380"
"In post","2021","London","Department for Work and Pensions","Unknown","10030","9390","33600","31060"
"In post","2021","London","Department of Health and Social Care","Analysis","200","190","53940","53360"
"In post","2021","London","Department of Health and Social Care","Commercial","130","130","53670","45010"
"In post","2021","London","Department of Health and Social Care","Communications","260","260","42970","36070"
"In post","2021","London","Department of Health and Social Care","Digital, Data & Technology","260","260","46460","41890"
"In post","2021","London","Department of Health and Social Care","Finance","320","320","42810","40470"
"In post","2021","London","Department of Health and Social Care","Human Resources","230","230","42950","36110"
"In post","2021","London","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2021","London","Department of Health and Social Care","No function","4080","3830","48170","41030"
"In post","2021","London","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","London","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2021","London","Department of Health and Social Care","Unknown","890","860","50420","46460"
"In post","2021","London","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","No function","320","320","41330","40180"
"In post","2021","London","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Foreign, Commonwealth and Development Office","Analysis","70","60","57940","58370"
"In post","2021","London","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","London","Foreign, Commonwealth and Development Office","Communications","130","130","48690","45840"
"In post","2021","London","Foreign, Commonwealth and Development Office","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","London","Foreign, Commonwealth and Development Office","Finance","100","100","50220","44110"
"In post","2021","London","Foreign, Commonwealth and Development Office","Human Resources","160","150","46920","39580"
"In post","2021","London","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","London","Foreign, Commonwealth and Development Office","Legal","80","70","62980","65370"
