"Status","Year","Function_of_post","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Project Delivery","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Department for Work and Pensions","50","50","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Foreign, Commonwealth and Development Office","40","30","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Ministry of Defence","280","280","36110","33300"
"Leaver Dept.","2022","Project Delivery","White","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Asian","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Asian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Black","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Black","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","White","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","White","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","White","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","White","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","White","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","White","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","White","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","White","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Asian","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Black","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Black","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","White","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","White","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2022","Security","White","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","White","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","White","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","White","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","White","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","White","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","White","Ministry of Defence","50","50","[c]","[c]"
"Leaver Dept.","2022","Security","White","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","White","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","HM Revenue and Customs","120","110","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Home Office","180","170","33400","28850"
"Leaver Dept.","2022","Unknown","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Home Office","70","70","36240","33290"
"Leaver Dept.","2022","Unknown","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Home Office","60","50","36090","33900"
"Leaver Dept.","2022","Unknown","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department for Work and Pensions","70","70","36590","31060"
"Leaver Dept.","2022","Unknown","Unknown","Department of Health and Social Care","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Foreign, Commonwealth and Development Office","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","HM Revenue and Customs","440","430","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Home Office","200","200","34330","30100"
"Leaver Dept.","2022","Unknown","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Department for Work and Pensions","100","100","34110","29290"
"Leaver Dept.","2022","Unknown","White","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Foreign, Commonwealth and Development Office","160","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","HM Revenue and Customs","670","650","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Home Office","840","820","36180","28670"
"Leaver Dept.","2022","Unknown","White","Ministry of Defence","160","150","33790","26670"
"Leaver Dept.","2022","Unknown","White","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Scottish Government","50","50","41490","34600"
"Leaver Dept.","2022","Unknown","White","Welsh Government","50","50","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","Office for Standards in Education","[c]","[c]","[c]","[c]"
