"Status","Year","Responsibility_level","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","EO","Unknown","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Scottish Government (excl. agencies)","120","110","27500","27230"
"New entrant CS","2022","EO","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Scottish Prison Service","30","30","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Social Security Scotland","260","250","27380","27230"
"New entrant CS","2022","EO","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","UK Health Security Agency","110","110","26460","26880"
"New entrant CS","2022","EO","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Valuation Office Agency","70","70","25670","25000"
"New entrant CS","2022","EO","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Cabinet Office (excl. agencies)","140","140","54910","54700"
"New entrant CS","2022","G6/G7","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Competition and Markets Authority","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Crown Prosecution Service","110","100","52600","53050"
"New entrant CS","2022","G6/G7","Declared non-disabled","Defence Equipment and Support","40","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Defence Science and Technology Laboratory","80","80","51510","47010"
"New entrant CS","2022","G6/G7","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","70","70","55330","53380"
"New entrant CS","2022","G6/G7","Declared non-disabled","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","280","280","51950","51360"
"New entrant CS","2022","G6/G7","Declared non-disabled","Department for International Trade","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","80","80","53180","53130"
"New entrant CS","2022","G6/G7","Declared non-disabled","Department for Transport (excl. agencies)","130","130","55370","54110"
"New entrant CS","2022","G6/G7","Declared non-disabled","Department for Work and Pensions (excl. agencies)","150","150","55570","54070"
"New entrant CS","2022","G6/G7","Declared non-disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Education Scotland","[c]","[c]","[c]","[c]"
