"Status","Year","Responsibility_level","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","G6/G7","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Department of Health and Social Care (excl. agencies)","30","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","HM Revenue and Customs (excl. agencies)","60","50","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Public Health England","30","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Public Health England","40","30","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Defence Equipment and Support","40","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Department for Work and Pensions (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","HM Prison and Probation Service","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","HM Revenue and Customs (excl. agencies)","130","120","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
