"Status","Year","Responsibility_level","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","AA/AO","Mixed","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other ethnicity","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Department for International Trade","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Department for Work and Pensions (excl. agencies)","100","90","21660","21010"
"New entrant CS","2021","AA/AO","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Animal and Plant Health Agency","50","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Cabinet Office (excl. agencies)","80","80","20950","20800"
"New entrant CS","2021","AA/AO","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Crown Prosecution Service","70","70","19900","20120"
"New entrant CS","2021","AA/AO","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Department for Work and Pensions (excl. agencies)","480","480","21440","21010"
"New entrant CS","2021","AA/AO","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Driver and Vehicle Licensing Agency","130","110","20140","21590"
"New entrant CS","2021","AA/AO","Unknown","Driver and Vehicle Standards Agency","80","80","24120","21590"
"New entrant CS","2021","AA/AO","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
