"Status","Year","Disability","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","No function","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Food Standards Agency","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","HM Courts and Tribunals Service","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","HM Prison and Probation Service","390","370","28920","27060"
"New entrant CS","2022","Undeclared","No function","HM Revenue and Customs (excl. agencies)","90","90","26370","25330"
"New entrant CS","2022","Undeclared","No function","HM Treasury (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department of Health and Social Care (excl. agencies)","80","40","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","UK Statistics Authority","90","90","32320","30710"
"New entrant CS","2022","Unknown","Analysis","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Cabinet Office (excl. agencies)","200","190","74760","70630"
"New entrant CS","2022","Unknown","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Department for Education (excl. agencies)","60","60","30840","29360"
"New entrant CS","2022","Unknown","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Department of Health and Social Care (excl. agencies)","100","40","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Ministry of Defence (excl. agencies)","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Department for Education (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Department of Health and Social Care (excl. agencies)","110","80","36030","27270"
"New entrant CS","2022","Unknown","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","HM Revenue and Customs (excl. agencies)","370","370","26990","26590"
"New entrant CS","2022","Unknown","Communications","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Department for Work and Pensions (excl. agencies)","70","70","25660","27570"
"New entrant CS","2022","Unknown","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","HM Revenue and Customs (excl. agencies)","290","280","28410","26590"
"New entrant CS","2022","Unknown","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Debt","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Debt","HM Revenue and Customs (excl. agencies)","290","280","21450","21250"
"New entrant CS","2022","Unknown","Debt","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Cabinet Office (excl. agencies)","60","60","43340","37580"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Department for Education (excl. agencies)","120","120","37870","36500"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","100","90","37770","33500"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","70","30","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","HM Courts and Tribunals Service","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","HM Land Registry","50","50","30750","30600"
"New entrant CS","2022","Unknown","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","110","110","36280","33080"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Ministry of Defence (excl. agencies)","60","60","31760","26350"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","National Crime Agency","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","UK Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Department for Education (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Department of Health and Social Care (excl. agencies)","140","90","33110","30320"
"New entrant CS","2022","Unknown","Finance","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Education and Skills Funding Agency","70","70","36040","29360"
"New entrant CS","2022","Unknown","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","HM Revenue and Customs (excl. agencies)","70","70","31200","21250"
"New entrant CS","2022","Unknown","Finance","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
