"Status","Year","Disability","Responsibility_level","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","SCS","Yorkshire and The Humber","70","70","87110","78220"
"In post","2022","Unknown","SEO/HEO","East Midlands (England)","770","740","35460","33370"
"In post","2022","Unknown","SEO/HEO","East of England","720","690","36830","36160"
"In post","2022","Unknown","SEO/HEO","London","8700","8560","37570","37930"
"In post","2022","Unknown","SEO/HEO","North East (England)","1170","1130","35170","33370"
"In post","2022","Unknown","SEO/HEO","North West (England)","2580","2530","35560","33370"
"In post","2022","Unknown","SEO/HEO","Northern Ireland","270","260","36340","33370"
"In post","2022","Unknown","SEO/HEO","Overseas","370","370","42890","41600"
"In post","2022","Unknown","SEO/HEO","Scotland","3760","3570","38780","38610"
"In post","2022","Unknown","SEO/HEO","South East (England)","1240","1190","37070","36840"
"In post","2022","Unknown","SEO/HEO","South West (England)","1830","1760","36660","36500"
"In post","2022","Unknown","SEO/HEO","Unknown","310","300","32500","29250"
"In post","2022","Unknown","SEO/HEO","Wales","1560","1520","35700","34000"
"In post","2022","Unknown","SEO/HEO","West Midlands (England)","1250","1210","35610","33380"
"In post","2022","Unknown","SEO/HEO","Yorkshire and The Humber","1660","1620","34630","33370"
"In post","2022","Unknown","Unknown","East Midlands (England)","270","230","27890","25480"
"In post","2022","Unknown","Unknown","East of England","370","330","26410","24800"
"In post","2022","Unknown","Unknown","London","390","360","32230","28650"
"In post","2022","Unknown","Unknown","North East (England)","150","140","28330","27980"
"In post","2022","Unknown","Unknown","North West (England)","680","620","27100","24800"
"In post","2022","Unknown","Unknown","Overseas","170","170","[c]","[c]"
"In post","2022","Unknown","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","South East (England)","480","430","27710","25850"
"In post","2022","Unknown","Unknown","South West (England)","450","420","32690","28200"
"In post","2022","Unknown","Unknown","Unknown","1800","1790","37330","33570"
"In post","2022","Unknown","Unknown","Wales","250","230","27010","24800"
"In post","2022","Unknown","Unknown","West Midlands (England)","310","260","27150","24800"
"In post","2022","Unknown","Unknown","Yorkshire and The Humber","360","320","27460","25480"
"Leaver CS","2021","Declared disabled","AA/AO","East Midlands (England)","100","80","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","East of England","90","70","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","London","110","100","23550","23500"
"Leaver CS","2021","Declared disabled","AA/AO","North East (England)","130","100","20260","20760"
"Leaver CS","2021","Declared disabled","AA/AO","North West (England)","130","110","20210","20500"
"Leaver CS","2021","Declared disabled","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Scotland","110","90","22670","21010"
"Leaver CS","2021","Declared disabled","AA/AO","South East (England)","150","130","21230","21010"
"Leaver CS","2021","Declared disabled","AA/AO","South West (England)","110","90","20470","20740"
"Leaver CS","2021","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Wales","140","110","20180","20920"
"Leaver CS","2021","Declared disabled","AA/AO","West Midlands (England)","100","80","20220","20500"
"Leaver CS","2021","Declared disabled","AA/AO","Yorkshire and The Humber","100","80","20860","21010"
"Leaver CS","2021","Declared disabled","EO","East Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","East of England","70","50","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","London","110","100","29900","30760"
"Leaver CS","2021","Declared disabled","EO","North East (England)","50","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","North West (England)","90","70","27140","27570"
"Leaver CS","2021","Declared disabled","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Scotland","80","60","29680","27570"
"Leaver CS","2021","Declared disabled","EO","South East (England)","80","70","28140","27570"
"Leaver CS","2021","Declared disabled","EO","South West (England)","70","60","25290","25970"
"Leaver CS","2021","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Wales","50","50","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","West Midlands (England)","80","60","26950","27570"
"Leaver CS","2021","Declared disabled","EO","Yorkshire and The Humber","70","60","26920","26930"
"Leaver CS","2021","Declared disabled","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","London","70","60","62030","58800"
"Leaver CS","2021","Declared disabled","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","East of England","50","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","London","130","120","37440","37250"
"Leaver CS","2021","Declared disabled","SEO/HEO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","North West (England)","40","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Scotland","40","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","South East (England)","40","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","South West (England)","80","80","35030","33840"
"Leaver CS","2021","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Wales","30","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Yorkshire and The Humber","50","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","North West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","East Midlands (England)","460","400","20380","20370"
"Leaver CS","2021","Declared non-disabled","AA/AO","East of England","480","430","21780","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","London","700","630","23400","23500"
"Leaver CS","2021","Declared non-disabled","AA/AO","North East (England)","570","450","20490","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","North West (England)","830","690","20630","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","Northern Ireland","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Scotland","540","450","22200","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","South East (England)","700","630","21740","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","South West (England)","500","460","20460","20570"
"Leaver CS","2021","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Wales","560","470","20640","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","West Midlands (England)","500","430","20570","20650"
"Leaver CS","2021","Declared non-disabled","AA/AO","Yorkshire and The Humber","610","520","20850","21010"
"Leaver CS","2021","Declared non-disabled","EO","East Midlands (England)","240","210","27340","27570"
"Leaver CS","2021","Declared non-disabled","EO","East of England","240","210","27460","27370"
"Leaver CS","2021","Declared non-disabled","EO","London","570","510","28820","28670"
"Leaver CS","2021","Declared non-disabled","EO","North East (England)","200","160","27050","27570"
"Leaver CS","2021","Declared non-disabled","EO","North West (England)","430","360","26420","27130"
"Leaver CS","2021","Declared non-disabled","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Scotland","270","230","27400","27570"
"Leaver CS","2021","Declared non-disabled","EO","South East (England)","330","290","27970","27570"
"Leaver CS","2021","Declared non-disabled","EO","South West (England)","320","290","25710","26670"
"Leaver CS","2021","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Wales","250","220","27900","27570"
"Leaver CS","2021","Declared non-disabled","EO","West Midlands (England)","260","210","26620","26890"
"Leaver CS","2021","Declared non-disabled","EO","Yorkshire and The Humber","340","280","26840","27240"
"Leaver CS","2021","Declared non-disabled","G6/G7","East Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","East of England","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","London","650","580","61160","59410"
"Leaver CS","2021","Declared non-disabled","G6/G7","North East (England)","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","North West (England)","110","100","60170","57600"
"Leaver CS","2021","Declared non-disabled","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Scotland","100","90","64690","61010"
"Leaver CS","2021","Declared non-disabled","G6/G7","South East (England)","80","70","59470","57490"
"Leaver CS","2021","Declared non-disabled","G6/G7","South West (England)","140","130","57690","55040"
"Leaver CS","2021","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Wales","80","70","61780","60830"
"Leaver CS","2021","Declared non-disabled","G6/G7","West Midlands (England)","80","70","62160","59220"
"Leaver CS","2021","Declared non-disabled","G6/G7","Yorkshire and The Humber","120","110","60300","58740"
"Leaver CS","2021","Declared non-disabled","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","London","180","160","101190","93400"
"Leaver CS","2021","Declared non-disabled","SCS","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","East Midlands (England)","180","160","35750","34160"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","East of England","180","160","39180","37430"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","London","780","720","38260","37640"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","North East (England)","140","120","36980","36780"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","North West (England)","250","220","36120","34500"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Scotland","250","220","39690","36990"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","South East (England)","290","260","36580","36060"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","South West (England)","440","410","36290","34700"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Wales","200","170","37610","37410"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","West Midlands (England)","190","170","37400","36550"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Yorkshire and The Humber","280","240","36640","35020"
"Leaver CS","2021","Declared non-disabled","Unknown","East Midlands (England)","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","East of England","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","London","80","70","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","North East (England)","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","North West (England)","70","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","South East (England)","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","South West (England)","70","60","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Yorkshire and The Humber","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","East Midlands (England)","80","70","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","East of England","80","70","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","London","70","60","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","North East (England)","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","North West (England)","90","70","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Scotland","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","South East (England)","120","100","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","South West (England)","70","60","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Wales","60","40","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","West Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Yorkshire and The Humber","90","70","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","East of England","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","London","60","60","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","North West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","South East (England)","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","South West (England)","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","London","60","60","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","East of England","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","London","90","80","35610","35590"
"Leaver CS","2021","Undeclared","SEO/HEO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","South East (England)","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","South West (England)","70","60","36800","36990"
"Leaver CS","2021","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","East Midlands (England)","200","180","20170","18890"
"Leaver CS","2021","Unknown","AA/AO","East of England","210","190","20920","20520"
"Leaver CS","2021","Unknown","AA/AO","London","390","370","21710","22650"
"Leaver CS","2021","Unknown","AA/AO","North East (England)","270","230","20780","21010"
"Leaver CS","2021","Unknown","AA/AO","North West (England)","340","310","20790","21010"
"Leaver CS","2021","Unknown","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Scotland","420","360","22570","21460"
"Leaver CS","2021","Unknown","AA/AO","South East (England)","400","350","21150","20370"
"Leaver CS","2021","Unknown","AA/AO","South West (England)","170","160","20960","20880"
"Leaver CS","2021","Unknown","AA/AO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Wales","300","270","20170","19850"
"Leaver CS","2021","Unknown","AA/AO","West Midlands (England)","270","250","20370","19930"
"Leaver CS","2021","Unknown","AA/AO","Yorkshire and The Humber","300","270","21060","21010"
"Leaver CS","2021","Unknown","EO","East Midlands (England)","100","90","26050","27130"
"Leaver CS","2021","Unknown","EO","East of England","80","80","26920","27570"
"Leaver CS","2021","Unknown","EO","London","410","360","28190","29050"
"Leaver CS","2021","Unknown","EO","North East (England)","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","EO","North West (England)","120","120","26020","27570"
"Leaver CS","2021","Unknown","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Scotland","210","190","29480","29190"
"Leaver CS","2021","Unknown","EO","South East (England)","140","130","26300","27420"
"Leaver CS","2021","Unknown","EO","South West (England)","110","100","25630","26890"
"Leaver CS","2021","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Wales","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","EO","West Midlands (England)","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Yorkshire and The Humber","110","80","26470","27570"
"Leaver CS","2021","Unknown","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","London","300","250","59950","57800"
"Leaver CS","2021","Unknown","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Scotland","70","60","63560","61010"
"Leaver CS","2021","Unknown","G6/G7","South East (England)","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","South West (England)","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Yorkshire and The Humber","50","30","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","London","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","East Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","East of England","80","70","36960","36420"
"Leaver CS","2021","Unknown","SEO/HEO","London","430","380","36880","36650"
"Leaver CS","2021","Unknown","SEO/HEO","North East (England)","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","North West (England)","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Overseas","60","60","37420","36960"
"Leaver CS","2021","Unknown","SEO/HEO","Scotland","160","150","39130","39500"
"Leaver CS","2021","Unknown","SEO/HEO","South East (England)","100","90","36300","36070"
"Leaver CS","2021","Unknown","SEO/HEO","South West (England)","130","120","35960","35900"
