"Status","Year","Region_ITL3","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Greater Manchester South West","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Digital, Data & Technology","HM Revenue and Customs","140","140","40510","38080"
"In post","2022","Greater Manchester South West","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Finance","HM Revenue and Customs","70","60","37810","33370"
"In post","2022","Greater Manchester South West","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Human Resources","Cabinet Office","110","110","39260","37300"
"In post","2022","Greater Manchester South West","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Human Resources","HM Revenue and Customs","190","180","36990","33370"
"In post","2022","Greater Manchester South West","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Legal","HM Revenue and Customs","160","150","44440","40520"
"In post","2022","Greater Manchester South West","No function","Cabinet Office","50","50","32100","29250"
"In post","2022","Greater Manchester South West","No function","Department for Business, Energy and Industrial Strategy","220","220","41080","36740"
"In post","2022","Greater Manchester South West","No function","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","No function","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","No function","Department for Work and Pensions","290","270","27620","27570"
"In post","2022","Greater Manchester South West","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","No function","HM Revenue and Customs","2400","2240","28760","26590"
"In post","2022","Greater Manchester South West","No function","Ministry of Justice","610","560","25860","22250"
"In post","2022","Greater Manchester South West","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Project Delivery","HM Revenue and Customs","210","200","45070","40520"
"In post","2022","Greater Manchester South West","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Unknown","Home Office","990","960","34530","30820"
"In post","2022","Greater Manchester South West","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","No function","Department for Work and Pensions","530","470","26470","27570"
"In post","2022","Gwent Valleys","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","No function","Ministry of Justice","170","160","25790","23170"
"In post","2022","Gwent Valleys","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","Unknown","Welsh Government","230","220","38690","38160"
"In post","2022","Gwynedd","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","No function","Department for Environment, Food and Rural Affairs","70","60","26920","24920"
"In post","2022","Gwynedd","No function","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","No function","Department for Work and Pensions","420","380","23490","21260"
"In post","2022","Gwynedd","No function","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","No function","Ministry of Justice","100","100","27360","24800"
"In post","2022","Gwynedd","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Unknown","Welsh Government","110","100","31970","29430"
"In post","2022","Hackney and Newham","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Analysis","HM Revenue and Customs","160","150","47160","43430"
"In post","2022","Hackney and Newham","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Counter Fraud","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2022","Hackney and Newham","Counter Fraud","Department for Work and Pensions","70","70","28870","26000"
"In post","2022","Hackney and Newham","Counter Fraud","HM Revenue and Customs","1350","1300","39100","37610"
"In post","2022","Hackney and Newham","Debt","HM Revenue and Customs","250","220","29280","26400"
"In post","2022","Hackney and Newham","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Digital, Data & Technology","HM Revenue and Customs","140","140","47380","43430"
"In post","2022","Hackney and Newham","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Finance","HM Revenue and Customs","230","220","42630","37930"
"In post","2022","Hackney and Newham","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Human Resources","HM Revenue and Customs","120","120","48140","43810"
"In post","2022","Hackney and Newham","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
