"Status","Year","Region_ITL3","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Birmingham","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","No function","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","No function","Ministry of Justice","110","100","21550","19930"
"Leaver Dept.","2021","Birmingham","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Unknown","HM Revenue and Customs","70","70","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Birmingham","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackburn with Darwen","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackburn with Darwen","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Blackpool","Unknown","Department for Work and Pensions","50","40","[c]","[c]"
"Leaver Dept.","2021","Bournemouth and Poole","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bournemouth and Poole","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bradford","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bradford","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bradford","Unknown","HM Revenue and Customs","30","30","[c]","[c]"
"Leaver Dept.","2021","Breckland and South Norfolk","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Brent","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Brent","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bridgend and Neath Port Talbot","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bridgend and Neath Port Talbot","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Brighton and Hove","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Brighton and Hove","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Brighton and Hove","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Analysis","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","No function","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","No function","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","No function","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Project Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bristol, City of","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bromley","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Buckinghamshire CC","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Buckinghamshire CC","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Buckinghamshire CC","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Buckinghamshire CC","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Buckinghamshire CC","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Buckinghamshire CC","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Caithness and Sutherland and Ross and Cromarty","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Calderdale and Kirklees","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Calderdale and Kirklees","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Calderdale and Kirklees","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cambridgeshire CC","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cambridgeshire CC","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cambridgeshire CC","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cambridgeshire CC","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cambridgeshire CC","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cambridgeshire CC","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cambridgeshire CC","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cambridgeshire CC","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cambridgeshire CC","No function","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cambridgeshire CC","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cambridgeshire CC","No function","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cambridgeshire CC","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cambridgeshire CC","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cambridgeshire CC","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cambridgeshire CC","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cambridgeshire CC","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Camden and City of London","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Camden and City of London","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Camden and City of London","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Camden and City of London","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Camden and City of London","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Camden and City of London","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Camden and City of London","No function","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Camden and City of London","No function","Ministry of Justice","30","30","[c]","[c]"
"Leaver Dept.","2021","Camden and City of London","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Camden and City of London","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Camden and City of London","Unknown","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2021","Camden and City of London","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Camden and City of London","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Analysis","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Communications","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","No function","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Unknown","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Unknown","HM Revenue and Customs","110","100","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cardiff and Vale of Glamorgan","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Causeway Coast and Glens","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Bedfordshire","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Bedfordshire","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Hampshire","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Hampshire","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Hampshire","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Hampshire","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Hampshire","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Hampshire","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Hampshire","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Hampshire","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Hampshire","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Hampshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Hampshire","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Valleys","Analysis","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Valleys","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Valleys","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Valleys","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Valleys","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Central Valleys","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire East","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire East","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire East","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire West and Chester","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire West and Chester","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chorley and West Lancashire","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chorley and West Lancashire","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chorley and West Lancashire","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chorley and West Lancashire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Communications","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","No function","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Property","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Unknown","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Clackmannanshire and Fife","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Clackmannanshire and Fife","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Clackmannanshire and Fife","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Clackmannanshire and Fife","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Conwy and Denbighshire","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","No function","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Coventry","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Coventry","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Coventry","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Coventry","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Coventry","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Coventry","No function","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Coventry","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Coventry","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Coventry","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Coventry","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Croydon","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Croydon","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Croydon","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Croydon","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Croydon","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Croydon","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Croydon","Unknown","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2021","Croydon","Unknown","Home Office","150","140","40570","34960"
"Leaver Dept.","2021","Darlington","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Darlington","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Darlington","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derby","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derby","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon CC","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon CC","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon CC","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon CC","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon CC","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon CC","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon CC","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon CC","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon CC","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon CC","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon CC","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset CC","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset CC","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset CC","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset CC","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset CC","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dudley","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dudley","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dumfries and Galloway","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Durham CC","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Durham CC","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Durham CC","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Durham CC","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Durham CC","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Durham CC","Unknown","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2021","Durham CC","Unknown","Home Office","40","30","[c]","[c]"
"Leaver Dept.","2021","Ealing","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ealing","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ealing","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
