"Status","Year","Region_ITL2","Age","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Highlands and Islands","20-29","Unknown","80","80","23950","22230"
"In post","2021","Highlands and Islands","30-39","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","30-39","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","30-39","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","30-39","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","30-39","No function","50","50","29590","29040"
"In post","2021","Highlands and Islands","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","30-39","Property","60","60","28990","26530"
"In post","2021","Highlands and Islands","30-39","Security","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","30-39","Unknown","150","140","27160","27570"
"In post","2021","Highlands and Islands","40-49","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","40-49","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","40-49","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","40-49","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","40-49","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","40-49","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","40-49","No function","70","60","31070","31470"
"In post","2021","Highlands and Islands","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","40-49","Property","80","80","30610","30160"
"In post","2021","Highlands and Islands","40-49","Security","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","40-49","Unknown","230","220","28440","27570"
"In post","2021","Highlands and Islands","50-59","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","50-59","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","50-59","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","50-59","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","50-59","Legal","40","30","[c]","[c]"
"In post","2021","Highlands and Islands","50-59","No function","90","90","31730","33110"
"In post","2021","Highlands and Islands","50-59","Project Delivery","40","40","[c]","[c]"
"In post","2021","Highlands and Islands","50-59","Property","120","120","31150","30160"
"In post","2021","Highlands and Islands","50-59","Security","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","50-59","Unknown","380","360","27700","27570"
"In post","2021","Highlands and Islands","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","60-64","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","60-64","No function","30","30","[c]","[c]"
"In post","2021","Highlands and Islands","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","60-64","Property","30","30","[c]","[c]"
"In post","2021","Highlands and Islands","60-64","Security","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","60-64","Unknown","120","100","26050","27570"
"In post","2021","Highlands and Islands","65+","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","65+","No function","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","65+","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","65+","Property","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","65+","Security","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","65+","Unknown","30","30","[c]","[c]"
"In post","2021","Inner London - East","16-19","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","16-19","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","16-19","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","16-19","No function","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","16-19","Property","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","20-29","Analysis","210","210","38270","36160"
"In post","2021","Inner London - East","20-29","Commercial","40","40","[c]","[c]"
"In post","2021","Inner London - East","20-29","Communications","50","50","34540","33610"
"In post","2021","Inner London - East","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","20-29","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","20-29","Digital, Data & Technology","260","260","39530","35530"
"In post","2021","Inner London - East","20-29","Finance","30","30","[c]","[c]"
"In post","2021","Inner London - East","20-29","Human Resources","60","60","34970","32300"
"In post","2021","Inner London - East","20-29","Legal","80","80","37850","34780"
"In post","2021","Inner London - East","20-29","No function","1350","1330","31800","32000"
"In post","2021","Inner London - East","20-29","Project Delivery","150","150","36800","33610"
"In post","2021","Inner London - East","20-29","Property","40","40","[c]","[c]"
"In post","2021","Inner London - East","20-29","Security","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","20-29","Unknown","730","730","30960","31060"
"In post","2021","Inner London - East","30-39","Analysis","210","210","53500","56530"
"In post","2021","Inner London - East","30-39","Commercial","40","40","[c]","[c]"
"In post","2021","Inner London - East","30-39","Communications","60","60","49010","44280"
"In post","2021","Inner London - East","30-39","Counter Fraud","30","30","[c]","[c]"
"In post","2021","Inner London - East","30-39","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","30-39","Digital, Data & Technology","410","400","52090","54700"
"In post","2021","Inner London - East","30-39","Finance","100","90","46530","41310"
"In post","2021","Inner London - East","30-39","Human Resources","90","90","45820","41760"
"In post","2021","Inner London - East","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","30-39","Legal","180","170","57370","59160"
"In post","2021","Inner London - East","30-39","No function","1730","1650","40170","36800"
"In post","2021","Inner London - East","30-39","Project Delivery","220","220","54240","55860"
"In post","2021","Inner London - East","30-39","Property","50","50","43040","37450"
"In post","2021","Inner London - East","30-39","Security","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","30-39","Unknown","880","830","35030","31060"
"In post","2021","Inner London - East","40-49","Analysis","150","140","57110","58720"
"In post","2021","Inner London - East","40-49","Commercial","70","60","56950","54700"
"In post","2021","Inner London - East","40-49","Communications","60","50","57320","54990"
"In post","2021","Inner London - East","40-49","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Inner London - East","40-49","Debt","40","30","[c]","[c]"
"In post","2021","Inner London - East","40-49","Digital, Data & Technology","370","360","57090","56340"
"In post","2021","Inner London - East","40-49","Finance","120","120","50700","46850"
"In post","2021","Inner London - East","40-49","Human Resources","120","110","54640","49740"
"In post","2021","Inner London - East","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","40-49","Legal","110","110","67500","64760"
"In post","2021","Inner London - East","40-49","No function","1580","1490","43950","39840"
"In post","2021","Inner London - East","40-49","Project Delivery","250","240","60270","59160"
"In post","2021","Inner London - East","40-49","Property","100","90","41300","37090"
"In post","2021","Inner London - East","40-49","Security","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","40-49","Unknown","990","900","36040","31060"
"In post","2021","Inner London - East","50-59","Analysis","100","100","61120","58780"
"In post","2021","Inner London - East","50-59","Commercial","50","40","[c]","[c]"
"In post","2021","Inner London - East","50-59","Communications","50","50","[c]","[c]"
"In post","2021","Inner London - East","50-59","Counter Fraud","70","60","43930","39800"
"In post","2021","Inner London - East","50-59","Debt","130","120","27910","25630"
"In post","2021","Inner London - East","50-59","Digital, Data & Technology","200","200","53080","51130"
"In post","2021","Inner London - East","50-59","Finance","120","120","49200","43300"
"In post","2021","Inner London - East","50-59","Human Resources","130","120","51960","47820"
"In post","2021","Inner London - East","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","50-59","Legal","90","80","60880","58590"
"In post","2021","Inner London - East","50-59","No function","1950","1870","44280","38280"
"In post","2021","Inner London - East","50-59","Project Delivery","310","300","57100","57900"
"In post","2021","Inner London - East","50-59","Property","130","120","48780","46230"
"In post","2021","Inner London - East","50-59","Security","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","50-59","Unknown","1210","1140","34310","31060"
"In post","2021","Inner London - East","60-64","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","60-64","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","60-64","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","60-64","Debt","60","50","28150","25630"
"In post","2021","Inner London - East","60-64","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Inner London - East","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","60-64","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","60-64","No function","480","430","43340","36890"
"In post","2021","Inner London - East","60-64","Project Delivery","60","50","47940","43490"
"In post","2021","Inner London - East","60-64","Property","40","30","[c]","[c]"
"In post","2021","Inner London - East","60-64","Security","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","60-64","Unknown","300","270","35750","31060"
"In post","2021","Inner London - East","65+","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","65+","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","65+","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","65+","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","65+","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","65+","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","65+","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","65+","No function","230","190","40490","32740"
"In post","2021","Inner London - East","65+","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","65+","Property","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","65+","Unknown","120","100","37380","30330"
"In post","2021","Inner London - West","16-19","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","16-19","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","16-19","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","16-19","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","16-19","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","16-19","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","16-19","No function","40","40","[c]","[c]"
"In post","2021","Inner London - West","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","16-19","Property","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","16-19","Security","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","20-29","Analysis","1260","1250","38790","35640"
"In post","2021","Inner London - West","20-29","Commercial","210","210","42700","40600"
"In post","2021","Inner London - West","20-29","Communications","610","610","36400","34710"
"In post","2021","Inner London - West","20-29","Counter Fraud","190","190","34040","29570"
"In post","2021","Inner London - West","20-29","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","20-29","Digital, Data & Technology","310","310","39310","36800"
"In post","2021","Inner London - West","20-29","Finance","420","420","38840","34640"
"In post","2021","Inner London - West","20-29","Human Resources","490","490","35510","32420"
"In post","2021","Inner London - West","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","20-29","Legal","630","620","33890","29570"
"In post","2021","Inner London - West","20-29","No function","9320","9290","37200","33570"
"In post","2021","Inner London - West","20-29","Project Delivery","730","730","39280","38600"
"In post","2021","Inner London - West","20-29","Property","50","50","34120","31130"
"In post","2021","Inner London - West","20-29","Security","200","200","35210","34510"
"In post","2021","Inner London - West","20-29","Unknown","2040","2030","37900","35200"
"In post","2021","Inner London - West","30-39","Analysis","690","670","54200","54380"
"In post","2021","Inner London - West","30-39","Commercial","340","330","57120","54700"
"In post","2021","Inner London - West","30-39","Communications","660","640","48640","46060"
"In post","2021","Inner London - West","30-39","Counter Fraud","310","300","39470","36160"
