"Status","Year","Age","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Unknown","140","140","29000","26000"
"Leaver CS","2021","20-29","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Policy","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Operational Delivery","60","60","22640","21050"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Policy","80","80","25450","24370"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Operational Delivery","80","70","21520","21590"
"Leaver CS","2021","20-29","Department for Transport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions","Unknown","660","640","24870","21010"
"Leaver CS","2021","20-29","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Operational Delivery","60","60","26240","23370"
"Leaver CS","2021","20-29","Department of Health and Social Care","Science and Engineering","90","90","24020","23370"
"Leaver CS","2021","20-29","Department of Health and Social Care","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Operational Delivery","50","50","[c]","[c]"
"Leaver CS","2021","20-29","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Revenue and Customs","Property","70","60","26180","24500"
"Leaver CS","2021","20-29","HM Revenue and Customs","Unknown","520","490","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office","Operational Delivery","90","80","24530","24110"
"Leaver CS","2021","20-29","Home Office","Other","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Home Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office","Unknown","130","120","24960","21770"
"Leaver CS","2021","20-29","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence","Other","100","100","24090","20920"
"Leaver CS","2021","20-29","Ministry of Defence","Project Delivery","50","50","24150","24990"
"Leaver CS","2021","20-29","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence","Science and Engineering","130","130","23020","20300"
"Leaver CS","2021","20-29","Ministry of Defence","Security","50","50","26180","25680"
"Leaver CS","2021","20-29","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice","Operational Delivery","1480","1460","21410","19930"
"Leaver CS","2021","20-29","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other Cabinet Office Agencies","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scotland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Government","Operational Delivery","60","60","23060","21870"
"Leaver CS","2021","20-29","Scottish Government","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Government","Unknown","80","80","26020","26160"
"Leaver CS","2021","20-29","The National Archives","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Supreme Court","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wales Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Attorney General's Departments","Legal","50","50","51570","51250"
"Leaver CS","2021","30-39","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cabinet Office","Unknown","100","90","50720","54700"
"Leaver CS","2021","30-39","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Policy","40","40","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Policy","40","40","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Policy","30","30","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
