"Status","Year","Region_ITL1","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Midlands (England)","Planning Inspectors","No function","50","40","[c]","[c]"
"In post","2022","East Midlands (England)","Policy","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Policy","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Policy","No function","260","250","39870","36500"
"In post","2022","East Midlands (England)","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Project Delivery","No function","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Project Delivery","Project Delivery","270","260","42440","40520"
"In post","2022","East Midlands (England)","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Property","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Property","Property","490","460","36030","33300"
"In post","2022","East Midlands (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Psychology","No function","200","190","34460","30450"
"In post","2022","East Midlands (England)","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Science and Engineering","No function","330","300","42480","39390"
"In post","2022","East Midlands (England)","Science and Engineering","Project Delivery","120","110","38110","37310"
"In post","2022","East Midlands (England)","Science and Engineering","Unknown","80","70","31390","25190"
"In post","2022","East Midlands (England)","Security","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Security","Security","180","180","30030","26750"
"In post","2022","East Midlands (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Social Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Statistics","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Tax","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Tax","Communications","280","270","28850","26820"
"In post","2022","East Midlands (England)","Tax","Counter Fraud","130","130","42290","40180"
"In post","2022","East Midlands (England)","Tax","Debt","90","80","21510","21250"
"In post","2022","East Midlands (England)","Tax","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Tax","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Tax","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Tax","No function","980","940","36780","33370"
"In post","2022","East Midlands (England)","Tax","Project Delivery","30","30","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Counter Fraud","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Human Resources","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","No function","210","210","36560","33370"
"In post","2022","East Midlands (England)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Veterinarian","No function","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Commercial","Commercial","150","140","37030","35900"
"In post","2022","East of England","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Commercial","No function","40","40","[c]","[c]"
"In post","2022","East of England","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Communications","Communications","70","70","33440","31410"
"In post","2022","East of England","Communications","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Communications","No function","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Counter Fraud","Counter Fraud","320","290","30290","29290"
"In post","2022","East of England","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Digital, Data and Technology","Digital, Data & Technology","650","630","36200","33680"
"In post","2022","East of England","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Economics","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Finance","Finance","310","290","37460","34200"
"In post","2022","East of England","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Finance","No function","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Finance","Unknown","180","170","36430","33300"
"In post","2022","East of England","Geography","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Human Resources","Human Resources","270","250","36350","33300"
"In post","2022","East of England","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Inspector of Education and Training","No function","90","90","64380","64500"
"In post","2022","East of England","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Intelligence Analysis","No function","40","40","[c]","[c]"
"In post","2022","East of England","Intelligence Analysis","Security","270","270","33480","33300"
"In post","2022","East of England","Intelligence Analysis","Unknown","90","90","27640","27280"
"In post","2022","East of England","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East of England","International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Knowledge and Information Management","Digital, Data & Technology","70","70","28810","26670"
"In post","2022","East of England","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Legal","Counter Fraud","300","270","28600","26820"
"In post","2022","East of England","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Legal","Legal","280","260","53910","54390"
"In post","2022","East of England","Legal","No function","90","80","42340","41920"
"In post","2022","East of England","Medicine","No function","40","40","[c]","[c]"
"In post","2022","East of England","Medicine","Unknown","130","110","49640","39030"
"In post","2022","East of England","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Operational Delivery","Counter Fraud","60","50","28450","27570"
"In post","2022","East of England","Operational Delivery","Debt","80","70","24630","22080"
"In post","2022","East of England","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Operational Delivery","Grants Management","60","60","25030","22430"
"In post","2022","East of England","Operational Delivery","Human Resources","50","40","[c]","[c]"
"In post","2022","East of England","Operational Delivery","Legal","220","200","26870","25480"
"In post","2022","East of England","Operational Delivery","No function","12070","11130","28970","27570"
"In post","2022","East of England","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Operational Delivery","Property","30","30","[c]","[c]"
"In post","2022","East of England","Operational Delivery","Unknown","1740","1570","26900","25220"
"In post","2022","East of England","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other","Debt","80","60","26470","25110"
"In post","2022","East of England","Other","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other","No function","360","330","29220","27570"
"In post","2022","East of England","Other","Project Delivery","60","60","32100","29470"
"In post","2022","East of England","Other","Property","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other","Unknown","1030","1000","24030","21380"
"In post","2022","East of England","Planning Inspectors","No function","30","30","[c]","[c]"
"In post","2022","East of England","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Policy","No function","150","140","41490","37530"
"In post","2022","East of England","Policy","Project Delivery","60","50","45340","40520"
"In post","2022","East of England","Policy","Unknown","60","60","45510","44970"
"In post","2022","East of England","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Project Delivery","No function","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Project Delivery","Project Delivery","420","400","41380","40000"
"In post","2022","East of England","Project Delivery","Unknown","50","50","39260","37450"
"In post","2022","East of England","Property","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Property","Property","560","540","34520","33000"
"In post","2022","East of England","Psychology","No function","180","170","35730","30450"
"In post","2022","East of England","Science and Engineering","Analysis","320","310","34760","30220"
"In post","2022","East of England","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Science and Engineering","No function","330","320","45070","41010"
"In post","2022","East of England","Science and Engineering","Project Delivery","80","80","36380","34060"
"In post","2022","East of England","Science and Engineering","Unknown","140","130","28340","25190"
"In post","2022","East of England","Security","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Security","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Security","Security","620","610","33840","33000"
"In post","2022","East of England","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Social Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Statistics","Analysis","30","30","[c]","[c]"
"In post","2022","East of England","Statistics","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Statistics","No function","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Tax","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Tax","Debt","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Tax","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Tax","No function","160","140","36500","33370"
"In post","2022","East of England","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Commercial","60","60","59440","56920"
"In post","2022","East of England","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Veterinarian","No function","[c]","[c]","[c]","[c]"
"In post","2022","London","Commercial","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","Commercial","Commercial","730","720","46600","42470"
"In post","2022","London","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","Commercial","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","Commercial","Finance","90","90","43640","39000"
"In post","2022","London","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Commercial","No function","180","170","50410","46600"
"In post","2022","London","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","Commercial","Security","[c]","[c]","[c]","[c]"
"In post","2022","London","Commercial","Unknown","60","60","42110","42070"
"In post","2022","London","Communications","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","Communications","Communications","1860","1810","46880","42890"
"In post","2022","London","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Communications","Legal","[c]","[c]","[c]","[c]"
"In post","2022","London","Communications","No function","130","120","43020","40050"
"In post","2022","London","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","Communications","Unknown","160","160","49270","45750"
"In post","2022","London","Corporate Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","Corporate Finance","Finance","40","30","[c]","[c]"
"In post","2022","London","Corporate Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"In post","2022","London","Counter Fraud","Counter Fraud","1220","1130","34100","31060"
"In post","2022","London","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"In post","2022","London","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Analysis","60","60","50220","48000"
"In post","2022","London","Digital, Data and Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Digital, Data & Technology","2800","2750","48400","43810"
"In post","2022","London","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","No function","70","70","44090","42950"
"In post","2022","London","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","Unknown","1090","1070","52300","47340"
"In post","2022","London","Economics","Analysis","1070","1050","49130","46250"
"In post","2022","London","Economics","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","London","Economics","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Economics","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Economics","No function","360","350","49150","52500"
"In post","2022","London","Economics","Project Delivery","50","50","[c]","[c]"
"In post","2022","London","Economics","Unknown","160","160","45800","41950"
"In post","2022","London","Finance","Analysis","40","40","[c]","[c]"
"In post","2022","London","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Debt","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Finance","2300","2250","49240","44500"
"In post","2022","London","Finance","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","No function","70","70","53030","53420"
"In post","2022","London","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","Unknown","410","400","48090","44500"
"In post","2022","London","Geography","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Human Resources","2180","2120","46600","41750"
"In post","2022","London","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","No function","50","50","52590","53730"
"In post","2022","London","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","Unknown","420","400","45400","41950"
"In post","2022","London","Inspector of Education and Training","No function","90","80","65050","51360"
"In post","2022","London","Intelligence Analysis","Analysis","40","40","[c]","[c]"
"In post","2022","London","Intelligence Analysis","Counter Fraud","90","90","43450","37930"
"In post","2022","London","Intelligence Analysis","No function","70","60","36710","33320"
"In post","2022","London","Intelligence Analysis","Security","630","610","41180","37640"
"In post","2022","London","Intelligence Analysis","Unknown","420","390","33740","30500"
"In post","2022","London","Internal Audit","Internal Audit","210","200","53660","50500"
"In post","2022","London","Internal Audit","No function","[c]","[c]","[c]","[c]"
"In post","2022","London","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","International Trade","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","International Trade","No function","1230","1220","47440","44030"
"In post","2022","London","International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","Knowledge and Information Management","Communications","70","60","40640","40490"
"In post","2022","London","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","London","Knowledge and Information Management","Digital, Data & Technology","190","180","38650","35530"
"In post","2022","London","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"In post","2022","London","Knowledge and Information Management","No function","350","340","41910","36910"
"In post","2022","London","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"In post","2022","London","Knowledge and Information Management","Unknown","80","70","42380","41950"
"In post","2022","London","Legal","Counter Fraud","960","930","38540","37900"
"In post","2022","London","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","Legal","3550","3330","60290","61860"
"In post","2022","London","Legal","No function","400","370","49940","51830"
"In post","2022","London","Medicine","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","Medicine","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","Medicine","No function","300","270","81660","78190"
"In post","2022","London","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Medicine","Unknown","40","40","[c]","[c]"
"In post","2022","London","Operational Delivery","Analysis","170","170","43300","39840"
"In post","2022","London","Operational Delivery","Commercial","220","210","52980","47940"
"In post","2022","London","Operational Delivery","Communications","50","50","[c]","[c]"
"In post","2022","London","Operational Delivery","Counter Fraud","560","520","35140","31060"
"In post","2022","London","Operational Delivery","Debt","450","390","29880","26400"
"In post","2022","London","Operational Delivery","Digital, Data & Technology","90","90","46610","41750"
"In post","2022","London","Operational Delivery","Finance","180","170","39660","34500"
"In post","2022","London","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Delivery","Human Resources","150","150","36820","31880"
"In post","2022","London","Operational Delivery","Legal","850","800","28710","26970"
"In post","2022","London","Operational Delivery","No function","24390","23180","35090","31060"
"In post","2022","London","Operational Delivery","Project Delivery","230","220","41970","39220"
"In post","2022","London","Operational Delivery","Property","130","120","41040","37820"
"In post","2022","London","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Delivery","Unknown","6350","5890","32870","29080"
"In post","2022","London","Operational Research","Analysis","260","250","51260","52310"
"In post","2022","London","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Research","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Research","No function","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Research","Unknown","80","70","48500","43560"
"In post","2022","London","Other","Analysis","330","320","58420","53720"
"In post","2022","London","Other","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Counter Fraud","80","70","42110","37930"
"In post","2022","London","Other","Debt","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Legal","410","400","33030","27580"
"In post","2022","London","Other","No function","1700","1660","42540","31990"
"In post","2022","London","Other","Project Delivery","180","170","59510","59430"
"In post","2022","London","Other","Property","160","160","24080","20840"
"In post","2022","London","Other","Security","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Unknown","1400","1360","35590","30460"
"In post","2022","London","Planning","No function","90","90","47000","42980"
"In post","2022","London","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Analysis","350","330","51940","53360"
"In post","2022","London","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Digital, Data & Technology","110","110","50430","53420"
"In post","2022","London","Policy","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Legal","70","70","47600","42390"
"In post","2022","London","Policy","No function","16040","15660","48840","49090"
"In post","2022","London","Policy","Project Delivery","1230","1170","56990","58030"
"In post","2022","London","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Security","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Unknown","3350","3270","50770","45200"
"In post","2022","London","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","London","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","No function","270","270","48760","51730"
"In post","2022","London","Project Delivery","Project Delivery","2240","2160","51060","45200"
"In post","2022","London","Project Delivery","Property","40","40","[c]","[c]"
"In post","2022","London","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Unknown","990","970","48330","42170"
"In post","2022","London","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Legal","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","No function","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Property","1250","1200","45010","40600"
"In post","2022","London","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","Psychology","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","Psychology","No function","90","80","40040","33120"
"In post","2022","London","Science and Engineering","Analysis","50","40","[c]","[c]"
"In post","2022","London","Science and Engineering","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Legal","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","No function","860","830","45520","41100"
"In post","2022","London","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Unknown","170","170","52100","45200"
"In post","2022","London","Security","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Finance","80","80","45110","39960"
"In post","2022","London","Security","Legal","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","No function","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Project Delivery","30","30","[c]","[c]"
"In post","2022","London","Security","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Security","1050","1040","40730","37940"
"In post","2022","London","Security","Unknown","240","230","32570","28850"
"In post","2022","London","Social Research","Analysis","380","370","46740","42460"
"In post","2022","London","Social Research","No function","[c]","[c]","[c]","[c]"
"In post","2022","London","Social Research","Unknown","130","130","48120","43950"
"In post","2022","London","Statistics","Analysis","840","810","47890","43490"
"In post","2022","London","Statistics","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","Statistics","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Statistics","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Statistics","No function","40","40","[c]","[c]"
"In post","2022","London","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Statistics","Unknown","130","120","36810","35200"
"In post","2022","London","Tax","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","Tax","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","Tax","Counter Fraud","360","340","46350","40910"
"In post","2022","London","Tax","Debt","40","30","[c]","[c]"
"In post","2022","London","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","Tax","Finance","[c]","[c]","[c]","[c]"
