"Status","Year","Region_ITL1","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Yorkshire and The Humber","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Geography","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Human Resources","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Human Resources","Human Resources","40","30","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Medicine","No function","30","30","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","No function","500","480","32490","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","Unknown","80","80","26630","24890"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Planning","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Policy","No function","180","60","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Science and Engineering","No function","110","100","39340","36510"
"Leaver Dept.","2022","Yorkshire and The Humber","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Unknown","160","130","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Digital, Data and Technology","Digital, Data & Technology","50","50","35350","31810"
"New entrant CS","2021","East Midlands (England)","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Legal","Legal","40","40","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Medicine","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Medicine","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","Legal","30","30","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","No function","890","860","22820","22350"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Property","Property","50","40","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Science and Engineering","No function","30","30","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Security","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Social Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Tax","Communications","110","110","26380","25560"
"New entrant CS","2021","East Midlands (England)","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Tax","Debt","30","30","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Tax","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Tax","No function","50","50","26650","25560"
"New entrant CS","2021","East Midlands (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Unknown","850","830","26020","27570"
"New entrant CS","2021","East of England","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Digital, Data and Technology","Digital, Data & Technology","60","60","32510","28480"
"New entrant CS","2021","East of England","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Economics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Legal","Legal","40","40","[c]","[c]"
"New entrant CS","2021","East of England","Medicine","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Operational Delivery","Legal","30","30","[c]","[c]"
"New entrant CS","2021","East of England","Operational Delivery","No function","1030","990","24260","22850"
"New entrant CS","2021","East of England","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Operational Delivery","Unknown","100","100","23780","21430"
"New entrant CS","2021","East of England","Other","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other","Unknown","80","80","21540","20920"
"New entrant CS","2021","East of England","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Project Delivery","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","East of England","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Property","Property","40","40","[c]","[c]"
"New entrant CS","2021","East of England","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Science and Engineering","No function","40","30","[c]","[c]"
"New entrant CS","2021","East of England","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Security","Security","60","60","25940","23540"
"New entrant CS","2021","East of England","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Unknown","1270","1240","27490","27570"
"New entrant CS","2021","London","Commercial","Commercial","90","90","45740","40650"
"New entrant CS","2021","London","Commercial","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Communications","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Communications","Communications","270","260","38570","34710"
"New entrant CS","2021","London","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Communications","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Digital, Data and Technology","Digital, Data & Technology","440","440","46530","42320"
"New entrant CS","2021","London","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Digital, Data and Technology","Unknown","110","110","52810","48220"
"New entrant CS","2021","London","Economics","Analysis","240","240","32640","32540"
"New entrant CS","2021","London","Economics","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Economics","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Economics","No function","80","80","33100","31500"
"New entrant CS","2021","London","Economics","Unknown","50","50","31330","32390"
"New entrant CS","2021","London","Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Finance","Finance","220","220","41230","35130"
"New entrant CS","2021","London","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Human Resources","Human Resources","220","220","37180","32120"
"New entrant CS","2021","London","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Intelligence Analysis","Analysis","60","50","53180","53360"
"New entrant CS","2021","London","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","International Trade","No function","110","110","33050","31800"
"New entrant CS","2021","London","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Knowledge and Information Management","No function","30","30","[c]","[c]"
"New entrant CS","2021","London","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Legal","Legal","400","380","46320","50500"
"New entrant CS","2021","London","Medicine","No function","40","30","[c]","[c]"
"New entrant CS","2021","London","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Operational Delivery","Analysis","30","30","[c]","[c]"
"New entrant CS","2021","London","Operational Delivery","Commercial","50","50","47980","44080"
"New entrant CS","2021","London","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Operational Delivery","Legal","130","130","24410","21950"
"New entrant CS","2021","London","Operational Delivery","No function","2900","2800","30440","27660"
"New entrant CS","2021","London","Operational Delivery","Project Delivery","70","70","39080","39530"
"New entrant CS","2021","London","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Operational Delivery","Unknown","190","190","30220","28650"
"New entrant CS","2021","London","Operational Research","Analysis","50","50","34920","34710"
"New entrant CS","2021","London","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Operational Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other","Analysis","30","30","[c]","[c]"
"New entrant CS","2021","London","Other","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other","Legal","60","60","27180","26950"
"New entrant CS","2021","London","Other","No function","170","170","36210","29970"
"New entrant CS","2021","London","Other","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other","Unknown","310","310","33870","28650"
"New entrant CS","2021","London","Planning","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Policy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Policy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Policy","No function","2230","2210","37730","33570"
"New entrant CS","2021","London","Policy","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","London","Policy","Unknown","220","220","42260","37000"
"New entrant CS","2021","London","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Project Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Project Delivery","Project Delivery","230","220","41970","37000"
"New entrant CS","2021","London","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Project Delivery","Unknown","60","60","42090","35050"
"New entrant CS","2021","London","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Property","Property","50","50","39660","33750"
"New entrant CS","2021","London","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Science and Engineering","No function","190","170","35940","32650"
"New entrant CS","2021","London","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Security","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Security","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Security","Security","80","80","32180","29750"
"New entrant CS","2021","London","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Social Research","Analysis","90","90","34780","32540"
"New entrant CS","2021","London","Social Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Statistics","Analysis","160","160","35830","32540"
"New entrant CS","2021","London","Statistics","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Statistics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Tax","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Tax","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Tax","No function","60","60","34770","36160"
"New entrant CS","2021","London","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Commercial","160","160","74450","70240"
"New entrant CS","2021","London","Unknown","Communications","80","80","36400","34550"
"New entrant CS","2021","London","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Digital, Data & Technology","150","150","45540","40600"
"New entrant CS","2021","London","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Human Resources","50","50","[c]","[c]"
"New entrant CS","2021","London","Unknown","No function","710","700","33930","28000"
"New entrant CS","2021","London","Unknown","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","London","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Security","40","40","[c]","[c]"
"New entrant CS","2021","London","Unknown","Unknown","3420","3360","30980","31060"
"New entrant CS","2021","London","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Digital, Data and Technology","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","North East (England)","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Medicine","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Operational Delivery","No function","460","440","23110","22350"
"New entrant CS","2021","North East (England)","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Operational Delivery","Property","70","70","21150","20880"
"New entrant CS","2021","North East (England)","Operational Delivery","Unknown","50","50","24410","24880"
