"Status","Year","Sexual_orientation","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","LGBO","Birmingham","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Birmingham","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Birmingham","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Blackburn with Darwen","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Blackburn with Darwen","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Blackburn with Darwen","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Blackburn with Darwen","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Blackpool","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Blackpool","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Blackpool","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Blackpool","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bournemouth, Christchurch and Poole","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bournemouth, Christchurch and Poole","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bournemouth, Christchurch and Poole","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bournemouth, Christchurch and Poole","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bournemouth, Christchurch and Poole","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bournemouth, Christchurch and Poole","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bournemouth, Christchurch and Poole","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bradford","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bradford","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bradford","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bradford","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Breckland and South Norfolk","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Breckland and South Norfolk","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Breckland and South Norfolk","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Breckland and South Norfolk","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Breckland and South Norfolk","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Brent","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Brent","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Brent","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Brent","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bridgend and Neath Port Talbot","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bridgend and Neath Port Talbot","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bridgend and Neath Port Talbot","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bridgend and Neath Port Talbot","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bridgend and Neath Port Talbot","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bridgend and Neath Port Talbot","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Brighton and Hove","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Brighton and Hove","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Brighton and Hove","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Brighton and Hove","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Brighton and Hove","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bristol, City of","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bristol, City of","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bristol, City of","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bristol, City of","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bristol, City of","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bristol, City of","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bristol, City of","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bristol, City of","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bristol, City of","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bristol, City of","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bristol, City of","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bristol, City of","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bristol, City of","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bristol, City of","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bromley","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bromley","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bromley","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bromley","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Buckinghamshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Buckinghamshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Buckinghamshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Buckinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Buckinghamshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Buckinghamshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Caithness and Sutherland, and Ross and Cromarty","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Caithness and Sutherland, and Ross and Cromarty","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Caithness and Sutherland, and Ross and Cromarty","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Caithness and Sutherland, and Ross and Cromarty","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Calderdale and Kirklees","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Calderdale and Kirklees","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Calderdale and Kirklees","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Calderdale and Kirklees","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Calderdale and Kirklees","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Calderdale and Kirklees","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Calderdale and Kirklees","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cambridgeshire CC","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cambridgeshire CC","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cambridgeshire CC","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cambridgeshire CC","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cambridgeshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cambridgeshire CC","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cambridgeshire CC","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cambridgeshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cambridgeshire CC","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cambridgeshire CC","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cambridgeshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cambridgeshire CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cambridgeshire CC","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Camden and City of London","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Camden and City of London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Camden and City of London","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Camden and City of London","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Camden and City of London","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Camden and City of London","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Camden and City of London","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Camden and City of London","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Camden and City of London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Camden and City of London","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cardiff and Vale of Glamorgan","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Causeway Coast and Glens","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Central Bedfordshire","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Central Bedfordshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Central Bedfordshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Central Bedfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Central Hampshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Central Hampshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Central Hampshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Central Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Central Hampshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Central Hampshire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Central Hampshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Central Valleys","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Central Valleys","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Central Valleys","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Central Valleys","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Central Valleys","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Central Valleys","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire East","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire East","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire East","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire East","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire East","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire East","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire East","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire West and Chester","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire West and Chester","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire West and Chester","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire West and Chester","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Chorley and West Lancashire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Chorley and West Lancashire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
