"Status","Year","Function_of_post","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Heterosexual / straight","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Heterosexual / straight","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Heterosexual / straight","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","LGBO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","LGBO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","LGBO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Crown Prosecution Service","40","40","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Government Legal Department","50","50","43620","50250"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Cabinet Office (excl. agencies)","390","380","42740","34240"
"Leaver Dept.","2021","No function","Heterosexual / straight","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","240","220","47770","40220"
"Leaver Dept.","2021","No function","Heterosexual / straight","Department for Digital, Culture, Media and Sport","90","90","49120","49600"
"Leaver Dept.","2021","No function","Heterosexual / straight","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Department for International Trade","90","90","46450","38960"
"Leaver Dept.","2021","No function","Heterosexual / straight","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Driver and Vehicle Licensing Agency","50","40","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","HM Courts and Tribunals Service","230","220","23380","20910"
"Leaver Dept.","2021","No function","Heterosexual / straight","HM Prison and Probation Service","280","270","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","HM Treasury (excl. agencies)","70","60","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","180","170","41260","34460"
"Leaver Dept.","2021","No function","Heterosexual / straight","Ministry of Justice (excl. agencies)","110","110","39960","36800"
"Leaver Dept.","2021","No function","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Office of the Public Guardian","70","60","22230","21170"
"Leaver Dept.","2021","No function","Heterosexual / straight","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","United Kingdom Statistics Authority","40","30","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Cabinet Office (excl. agencies)","60","60","40660","34550"
"Leaver Dept.","2021","No function","LGBO","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Cabinet Office (excl. agencies)","70","70","41610","33930"
"Leaver Dept.","2021","No function","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
