"Status","Year","Region_ITL3","Responsibility_level","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","North Lanarkshire","SEO/HEO","Female","250","240","36380","33370"
"In post","2022","North Lanarkshire","SEO/HEO","Male","210","200","37340","34600"
"In post","2022","North Northamptonshire","AA/AO","Female","190","150","21280","21260"
"In post","2022","North Northamptonshire","AA/AO","Male","60","60","22260","21260"
"In post","2022","North Northamptonshire","EO","Female","130","110","27450","27570"
"In post","2022","North Northamptonshire","EO","Male","70","70","27950","27570"
"In post","2022","North Northamptonshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","Unknown","Female","50","40","[c]","[c]"
"In post","2022","North Northamptonshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","AA/AO","Female","180","160","22900","21910"
"In post","2022","North Nottinghamshire","AA/AO","Male","240","230","25310","25610"
"In post","2022","North Nottinghamshire","EO","Female","200","170","27380","27570"
"In post","2022","North Nottinghamshire","EO","Male","130","130","28490","27570"
"In post","2022","North Nottinghamshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","SEO/HEO","Female","80","80","39670","38160"
"In post","2022","North Nottinghamshire","SEO/HEO","Male","80","80","40130","38160"
"In post","2022","North Nottinghamshire","Unknown","Female","110","100","29810","28200"
"In post","2022","North Nottinghamshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","AA/AO","Female","310","290","21920","21170"
"In post","2022","North Yorkshire CC","AA/AO","Male","450","440","24440","21170"
"In post","2022","North Yorkshire CC","EO","Female","240","220","27390","27570"
"In post","2022","North Yorkshire CC","EO","Male","270","260","28370","27570"
"In post","2022","North Yorkshire CC","G6/G7","Female","80","70","64140","61620"
"In post","2022","North Yorkshire CC","G6/G7","Male","80","70","61770","58850"
"In post","2022","North Yorkshire CC","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","SEO/HEO","Female","220","210","35990","34290"
"In post","2022","North Yorkshire CC","SEO/HEO","Male","240","240","36610","35900"
"In post","2022","North Yorkshire CC","Unknown","Female","80","70","29100","28200"
"In post","2022","North Yorkshire CC","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","AA/AO","Female","60","50","21100","21170"
"In post","2022","Northumberland","AA/AO","Male","50","50","[c]","[c]"
"In post","2022","Northumberland","EO","Female","140","120","27520","27570"
"In post","2022","Northumberland","EO","Male","70","70","27060","27570"
"In post","2022","Northumberland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland","SEO/HEO","Female","40","40","[c]","[c]"
"In post","2022","Northumberland","SEO/HEO","Male","40","30","[c]","[c]"
"In post","2022","Northumberland","Unknown","Female","40","40","[c]","[c]"
"In post","2022","Northumberland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","AA/AO","Female","320","270","21720","21260"
"In post","2022","Norwich and East Norfolk","AA/AO","Male","300","290","23550","23140"
"In post","2022","Norwich and East Norfolk","EO","Female","340","290","27180","27570"
"In post","2022","Norwich and East Norfolk","EO","Male","260","240","27860","27570"
"In post","2022","Norwich and East Norfolk","G6/G7","Female","60","60","54640","52000"
"In post","2022","Norwich and East Norfolk","G6/G7","Male","60","60","58270","55630"
"In post","2022","Norwich and East Norfolk","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","SEO/HEO","Female","170","160","35460","34190"
"In post","2022","Norwich and East Norfolk","SEO/HEO","Male","200","190","37260","35310"
"In post","2022","Norwich and East Norfolk","Unknown","Female","180","160","25500","24090"
"In post","2022","Norwich and East Norfolk","Unknown","Male","100","100","26710","24090"
"In post","2022","Nottingham","AA/AO","Female","1170","1030","21710","21250"
"In post","2022","Nottingham","AA/AO","Male","970","930","22500","21260"
"In post","2022","Nottingham","EO","Female","1370","1250","26780","26820"
"In post","2022","Nottingham","EO","Male","980","950","26960","26820"
"In post","2022","Nottingham","G6/G7","Female","530","510","56460","55210"
"In post","2022","Nottingham","G6/G7","Male","510","500","56990","55210"
"In post","2022","Nottingham","SCS","Female","30","30","[c]","[c]"
"In post","2022","Nottingham","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Nottingham","SEO/HEO","Female","1590","1490","35610","33370"
"In post","2022","Nottingham","SEO/HEO","Male","1380","1340","35530","33370"
"In post","2022","Nottingham","Unknown","Female","200","180","28590","28200"
"In post","2022","Nottingham","Unknown","Male","70","60","29460","28200"
"In post","2022","Orkney Islands","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA/AO","Female","40","40","[c]","[c]"
"In post","2022","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","EO","Female","140","130","27770","27070"
"In post","2022","Overseas","EO","Male","150","150","27640","27170"
"In post","2022","Overseas","G6/G7","Female","560","550","59300","57640"
"In post","2022","Overseas","G6/G7","Male","760","760","59850","57450"
"In post","2022","Overseas","SCS","Female","120","120","85600","76030"
"In post","2022","Overseas","SCS","Male","170","170","85280","76930"
"In post","2022","Overseas","SEO/HEO","Female","570","570","38090","35390"
"In post","2022","Overseas","SEO/HEO","Male","950","950","39950","36450"
"In post","2022","Overseas","Unknown","Female","80","80","[c]","[c]"
"In post","2022","Overseas","Unknown","Male","120","120","[c]","[c]"
"In post","2022","Oxfordshire CC","AA/AO","Female","500","450","23430","21790"
"In post","2022","Oxfordshire CC","AA/AO","Male","470","460","26510","25000"
"In post","2022","Oxfordshire CC","EO","Female","310","280","27610","27570"
"In post","2022","Oxfordshire CC","EO","Male","230","220","30150","27570"
"In post","2022","Oxfordshire CC","G6/G7","Female","130","120","61160","58800"
"In post","2022","Oxfordshire CC","G6/G7","Male","110","100","59570","55960"
"In post","2022","Oxfordshire CC","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Oxfordshire CC","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Oxfordshire CC","SEO/HEO","Female","380","360","36630","35510"
"In post","2022","Oxfordshire CC","SEO/HEO","Male","330","320","38030","37320"
"In post","2022","Oxfordshire CC","Unknown","Female","150","130","30350","27990"
"In post","2022","Oxfordshire CC","Unknown","Male","50","40","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","AA/AO","Female","250","230","23500","23230"
"In post","2022","Perth and Kinross, and Stirling","AA/AO","Male","260","250","24630","24020"
"In post","2022","Perth and Kinross, and Stirling","EO","Female","260","240","30590","30020"
"In post","2022","Perth and Kinross, and Stirling","EO","Male","310","290","32420","35000"
"In post","2022","Perth and Kinross, and Stirling","G6/G7","Female","40","30","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","G6/G7","Male","40","30","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","SEO/HEO","Female","110","100","39620","40290"
"In post","2022","Perth and Kinross, and Stirling","SEO/HEO","Male","180","170","40080","40290"
"In post","2022","Perth and Kinross, and Stirling","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","AA/AO","Female","410","350","21290","21680"
"In post","2022","Peterborough","AA/AO","Male","220","210","21390","21680"
"In post","2022","Peterborough","EO","Female","260","220","26990","27130"
"In post","2022","Peterborough","EO","Male","160","150","26970","27130"
"In post","2022","Peterborough","G6/G7","Female","50","50","56740","52670"
"In post","2022","Peterborough","G6/G7","Male","50","50","[c]","[c]"
"In post","2022","Peterborough","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","SEO/HEO","Female","190","180","35370","33840"
"In post","2022","Peterborough","SEO/HEO","Male","170","160","35570","33840"
"In post","2022","Peterborough","Unknown","Female","90","80","28790","28200"
"In post","2022","Peterborough","Unknown","Male","40","40","[c]","[c]"
"In post","2022","Plymouth","AA/AO","Female","470","420","22110","22010"
"In post","2022","Plymouth","AA/AO","Male","550","530","24680","22010"
"In post","2022","Plymouth","EO","Female","460","400","27220","27130"
"In post","2022","Plymouth","EO","Male","410","400","28180","27130"
"In post","2022","Plymouth","G6/G7","Female","70","60","59340","56750"
"In post","2022","Plymouth","G6/G7","Male","110","110","60770","57490"
"In post","2022","Plymouth","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","SEO/HEO","Female","390","360","36770","35310"
"In post","2022","Plymouth","SEO/HEO","Male","520","500","39670","38550"
"In post","2022","Plymouth","Unknown","Female","130","120","29490","27280"
"In post","2022","Plymouth","Unknown","Male","150","150","34390","31250"
"In post","2022","Portsmouth","AA/AO","Female","630","530","21740","21250"
"In post","2022","Portsmouth","AA/AO","Male","600","580","24970","21250"
"In post","2022","Portsmouth","EO","Female","530","480","27160","26820"
"In post","2022","Portsmouth","EO","Male","550","530","28120","26820"
"In post","2022","Portsmouth","G6/G7","Female","130","130","59530","55210"
"In post","2022","Portsmouth","G6/G7","Male","160","160","59150","55210"
"In post","2022","Portsmouth","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Portsmouth","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Portsmouth","SEO/HEO","Female","510","480","36140","33370"
"In post","2022","Portsmouth","SEO/HEO","Male","570","550","37640","35480"
"In post","2022","Portsmouth","Unknown","Female","80","70","29950","28200"
"In post","2022","Portsmouth","Unknown","Male","30","30","[c]","[c]"
"In post","2022","Powys","AA/AO","Female","90","80","22280","21830"
"In post","2022","Powys","AA/AO","Male","120","120","21000","20770"
"In post","2022","Powys","EO","Female","110","100","27930","27570"
"In post","2022","Powys","EO","Male","60","60","27340","27570"
"In post","2022","Powys","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Powys","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Powys","SEO/HEO","Female","90","80","39210","38160"
"In post","2022","Powys","SEO/HEO","Male","60","60","38550","38160"
"In post","2022","Powys","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Powys","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","AA/AO","Female","280","230","24380","25110"
"In post","2022","Redbridge and Waltham Forest","AA/AO","Male","130","120","24460","25110"
"In post","2022","Redbridge and Waltham Forest","EO","Female","360","320","30760","31060"
"In post","2022","Redbridge and Waltham Forest","EO","Male","200","190","30790","31060"
"In post","2022","Redbridge and Waltham Forest","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","SEO/HEO","Female","60","50","38910","36650"
"In post","2022","Redbridge and Waltham Forest","SEO/HEO","Male","40","40","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Unknown","Female","110","110","32920","32090"
"In post","2022","Redbridge and Waltham Forest","Unknown","Male","40","30","[c]","[c]"
"In post","2022","Sandwell","AA/AO","Female","50","40","[c]","[c]"
"In post","2022","Sandwell","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","EO","Female","190","160","27220","27570"
"In post","2022","Sandwell","EO","Male","100","100","27490","27570"
"In post","2022","Sandwell","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Unknown","Female","70","60","26790","24090"
"In post","2022","Sandwell","Unknown","Male","30","30","[c]","[c]"
"In post","2022","Scottish Borders","AA/AO","Female","130","110","24740","25120"
"In post","2022","Scottish Borders","AA/AO","Male","100","90","24960","25930"
"In post","2022","Scottish Borders","EO","Female","90","80","28780","28980"
"In post","2022","Scottish Borders","EO","Male","80","70","28910","27570"
"In post","2022","Scottish Borders","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","SEO/HEO","Female","50","50","35160","35900"
"In post","2022","Scottish Borders","SEO/HEO","Male","50","40","[c]","[c]"
"In post","2022","Sefton","AA/AO","Female","870","720","21140","21680"
"In post","2022","Sefton","AA/AO","Male","510","480","21000","21260"
"In post","2022","Sefton","EO","Female","1120","1010","26650","26820"
"In post","2022","Sefton","EO","Male","750","730","26600","26820"
"In post","2022","Sefton","G6/G7","Female","220","210","56230","55210"
"In post","2022","Sefton","G6/G7","Male","230","230","59470","55410"
"In post","2022","Sefton","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","SEO/HEO","Female","750","700","35410","33370"
"In post","2022","Sefton","SEO/HEO","Male","690","680","37250","34880"
"In post","2022","Sefton","Unknown","Female","90","80","27740","24800"
"In post","2022","Sefton","Unknown","Male","30","30","[c]","[c]"
"In post","2022","Sheffield","AA/AO","Female","820","670","21330","21680"
"In post","2022","Sheffield","AA/AO","Male","620","590","21350","21680"
"In post","2022","Sheffield","EO","Female","1120","980","26410","26000"
"In post","2022","Sheffield","EO","Male","780","750","26350","25310"
"In post","2022","Sheffield","G6/G7","Female","650","610","55030","52070"
"In post","2022","Sheffield","G6/G7","Male","640","630","56300","53120"
"In post","2022","Sheffield","SCS","Female","40","30","[c]","[c]"
"In post","2022","Sheffield","SCS","Male","50","50","[c]","[c]"
"In post","2022","Sheffield","SEO/HEO","Female","1310","1210","34580","34290"
"In post","2022","Sheffield","SEO/HEO","Male","1100","1070","35300","35310"
"In post","2022","Sheffield","Unknown","Female","180","160","29500","28200"
"In post","2022","Sheffield","Unknown","Male","60","50","31950","29760"
"In post","2022","Shetland Islands","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","AA/AO","Female","220","200","22120","21380"
"In post","2022","Shropshire","AA/AO","Male","230","220","25470","25700"
"In post","2022","Shropshire","EO","Female","160","150","27540","27570"
"In post","2022","Shropshire","EO","Male","280","280","28970","29350"
"In post","2022","Shropshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","SEO/HEO","Female","100","90","37640","36440"
"In post","2022","Shropshire","SEO/HEO","Male","160","150","37080","35900"
"In post","2022","Shropshire","Unknown","Female","40","40","[c]","[c]"
"In post","2022","Shropshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","AA/AO","Female","130","110","21460","21680"
"In post","2022","Solihull","AA/AO","Male","70","70","21280","21680"
"In post","2022","Solihull","EO","Female","320","290","26320","26120"
"In post","2022","Solihull","EO","Male","240","220","26620","26160"
"In post","2022","Solihull","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","SEO/HEO","Female","130","120","34510","32740"
"In post","2022","Solihull","SEO/HEO","Male","120","110","33560","31990"
"In post","2022","Solihull","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","AA/AO","Female","270","230","21010","21260"
"In post","2022","Somerset CC","AA/AO","Male","260","250","21060","20760"
"In post","2022","Somerset CC","EO","Female","400","350","26980","27570"
"In post","2022","Somerset CC","EO","Male","310","290","27320","27520"
"In post","2022","Somerset CC","G6/G7","Female","60","60","59890","53720"
"In post","2022","Somerset CC","G6/G7","Male","90","90","58590","55430"
"In post","2022","Somerset CC","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","SEO/HEO","Female","350","320","35970","33560"
"In post","2022","Somerset CC","SEO/HEO","Male","580","570","37690","35520"
"In post","2022","Somerset CC","Unknown","Female","100","90","27950","24800"
"In post","2022","Somerset CC","Unknown","Male","40","40","[c]","[c]"
"In post","2022","South and West Derbyshire","AA/AO","Female","200","180","23980","22410"
"In post","2022","South and West Derbyshire","AA/AO","Male","130","120","25910","25700"
"In post","2022","South and West Derbyshire","EO","Female","230","190","27620","27570"
"In post","2022","South and West Derbyshire","EO","Male","140","130","27850","27570"
"In post","2022","South and West Derbyshire","G6/G7","Female","60","50","59450","57510"
"In post","2022","South and West Derbyshire","G6/G7","Male","80","70","61920","59150"
"In post","2022","South and West Derbyshire","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","SEO/HEO","Female","190","170","37150","35310"
"In post","2022","South and West Derbyshire","SEO/HEO","Male","140","130","39270","38160"
"In post","2022","South and West Derbyshire","Unknown","Female","30","30","[c]","[c]"
"In post","2022","South and West Derbyshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","South Ayrshire","AA/AO","Female","50","50","21930","21300"
"In post","2022","South Ayrshire","AA/AO","Male","40","30","[c]","[c]"
"In post","2022","South Ayrshire","EO","Female","110","100","27630","27570"
"In post","2022","South Ayrshire","EO","Male","60","60","27750","27570"
"In post","2022","South Ayrshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","South Ayrshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","South Ayrshire","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","South Ayrshire","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","South Ayrshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","South Ayrshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","South Hampshire","AA/AO","Female","730","500","20640","20350"
"In post","2022","South Hampshire","AA/AO","Male","650","480","21230","20350"
"In post","2022","South Hampshire","EO","Female","450","400","26030","26670"
"In post","2022","South Hampshire","EO","Male","460","450","26650","26670"
"In post","2022","South Hampshire","G6/G7","Female","260","250","54220","51210"
"In post","2022","South Hampshire","G6/G7","Male","210","210","55480","53010"
"In post","2022","South Hampshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South Hampshire","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","South Hampshire","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","South Hampshire","SEO/HEO","Female","640","590","34330","33300"
"In post","2022","South Hampshire","SEO/HEO","Male","590","580","35320","35030"
"In post","2022","South Hampshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South Hampshire","Unknown","Female","70","60","30010","25150"
"In post","2022","South Hampshire","Unknown","Male","30","30","[c]","[c]"
"In post","2022","South Lanarkshire","AA/AO","Female","930","770","21730","21250"
"In post","2022","South Lanarkshire","AA/AO","Male","520","490","21560","21250"
"In post","2022","South Lanarkshire","EO","Female","610","530","27110","26820"
"In post","2022","South Lanarkshire","EO","Male","290","270","27050","26820"
"In post","2022","South Lanarkshire","G6/G7","Female","240","230","55440","54270"
"In post","2022","South Lanarkshire","G6/G7","Male","200","200","56570","55210"
"In post","2022","South Lanarkshire","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","South Lanarkshire","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","South Lanarkshire","SEO/HEO","Female","560","530","36360","33930"
"In post","2022","South Lanarkshire","SEO/HEO","Male","410","400","36420","33930"
"In post","2022","South Nottinghamshire","AA/AO","Female","210","190","22780","21830"
"In post","2022","South Nottinghamshire","AA/AO","Male","210","200","24580","23140"
"In post","2022","South Nottinghamshire","EO","Female","100","90","27630","27380"
"In post","2022","South Nottinghamshire","EO","Male","130","120","28930","27570"
"In post","2022","South Nottinghamshire","G6/G7","Female","50","50","[c]","[c]"
"In post","2022","South Nottinghamshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","South Nottinghamshire","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","South Nottinghamshire","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","South Nottinghamshire","SEO/HEO","Female","190","170","38040","38000"
"In post","2022","South Nottinghamshire","SEO/HEO","Male","110","110","38610","37280"
"In post","2022","South Nottinghamshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","South Nottinghamshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","South Teesside","AA/AO","Female","270","220","21110","21260"
"In post","2022","South Teesside","AA/AO","Male","150","150","21100","21260"
"In post","2022","South Teesside","EO","Female","290","250","27040","27570"
"In post","2022","South Teesside","EO","Male","140","130","26850","27570"
"In post","2022","South Teesside","G6/G7","Female","30","30","[c]","[c]"
"In post","2022","South Teesside","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","South Teesside","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","South Teesside","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","South Teesside","SEO/HEO","Female","70","70","35320","32270"
"In post","2022","South Teesside","SEO/HEO","Male","40","40","[c]","[c]"
"In post","2022","South Teesside","Unknown","Female","120","110","29170","28200"
"In post","2022","South Teesside","Unknown","Male","40","30","[c]","[c]"
"In post","2022","South West Wales","AA/AO","Female","300","260","22090","21260"
"In post","2022","South West Wales","AA/AO","Male","170","160","22210","21260"
"In post","2022","South West Wales","EO","Female","260","230","27450","27570"
"In post","2022","South West Wales","EO","Male","220","200","27990","27570"
"In post","2022","South West Wales","G6/G7","Female","40","40","[c]","[c]"
"In post","2022","South West Wales","G6/G7","Male","50","50","62640","61440"
"In post","2022","South West Wales","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","South West Wales","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","South West Wales","SEO/HEO","Female","280","260","38920","38160"
"In post","2022","South West Wales","SEO/HEO","Male","150","150","38640","38160"
"In post","2022","South West Wales","Unknown","Female","80","80","28780","26310"
"In post","2022","South West Wales","Unknown","Male","40","40","[c]","[c]"
"In post","2022","Southampton","AA/AO","Female","180","140","21250","21410"
"In post","2022","Southampton","AA/AO","Male","70","70","22260","21840"
"In post","2022","Southampton","EO","Female","220","190","26940","27570"
"In post","2022","Southampton","EO","Male","190","190","26850","26880"
"In post","2022","Southampton","G6/G7","Female","60","50","56420","52000"
"In post","2022","Southampton","G6/G7","Male","110","100","61980","58250"
"In post","2022","Southampton","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Southampton","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Southampton","SEO/HEO","Female","190","180","35730","33610"
"In post","2022","Southampton","SEO/HEO","Male","180","180","38830","39000"
"In post","2022","Southampton","Unknown","Female","110","100","29140","28200"
"In post","2022","Southampton","Unknown","Male","30","30","[c]","[c]"
"In post","2022","Southend-on-Sea","AA/AO","Female","150","120","22350","22080"
"In post","2022","Southend-on-Sea","AA/AO","Male","60","50","21720","21250"
"In post","2022","Southend-on-Sea","EO","Female","210","180","28640","29290"
"In post","2022","Southend-on-Sea","EO","Male","100","100","28200","28920"
"In post","2022","Southend-on-Sea","G6/G7","Female","50","40","[c]","[c]"
"In post","2022","Southend-on-Sea","G6/G7","Male","60","60","58480","55210"
"In post","2022","Southend-on-Sea","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Southend-on-Sea","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Southend-on-Sea","SEO/HEO","Female","190","180","37250","37930"
"In post","2022","Southend-on-Sea","SEO/HEO","Male","200","190","36970","35980"
"In post","2022","Southend-on-Sea","Unknown","Female","50","50","29030","27060"
"In post","2022","Southend-on-Sea","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Staffordshire CC","AA/AO","Female","870","800","22840","21830"
"In post","2022","Staffordshire CC","AA/AO","Male","850","810","24910","24260"
"In post","2022","Staffordshire CC","EO","Female","600","540","27670","27570"
"In post","2022","Staffordshire CC","EO","Male","540","520","29050","27570"
"In post","2022","Staffordshire CC","G6/G7","Female","130","130","60490","54540"
"In post","2022","Staffordshire CC","G6/G7","Male","100","100","62180","57540"
"In post","2022","Staffordshire CC","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Staffordshire CC","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Staffordshire CC","SEO/HEO","Female","540","520","36910","34560"
"In post","2022","Staffordshire CC","SEO/HEO","Male","440","430","39330","38160"
"In post","2022","Staffordshire CC","Unknown","Female","180","160","28780","28200"
"In post","2022","Staffordshire CC","Unknown","Male","60","50","30610","28200"
"In post","2022","Stoke-on-Trent","AA/AO","Female","410","350","20990","20970"
"In post","2022","Stoke-on-Trent","AA/AO","Male","170","160","21040","20970"
"In post","2022","Stoke-on-Trent","EO","Female","240","220","26850","27570"
"In post","2022","Stoke-on-Trent","EO","Male","150","150","26900","27570"
"In post","2022","Stoke-on-Trent","G6/G7","Female","40","40","[c]","[c]"
"In post","2022","Stoke-on-Trent","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Stoke-on-Trent","SCS","Female","[c]","[c]","[c]","[c]"
