"Status","Year","Region_ITL3","Responsibility_level","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Tower Hamlets","EO","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Tower Hamlets","G6/G7","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Tower Hamlets","G6/G7","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Tower Hamlets","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tower Hamlets","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tower Hamlets","SEO/HEO","Female","100","90","36630","35400"
"Leaver Dept.","2022","Tower Hamlets","SEO/HEO","Male","80","70","35600","34500"
"Leaver Dept.","2022","Tower Hamlets","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tower Hamlets","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tyneside","AA/AO","Female","130","120","21050","21260"
"Leaver Dept.","2022","Tyneside","AA/AO","Male","80","80","21050","21260"
"Leaver Dept.","2022","Tyneside","EO","Female","100","90","26590","27570"
"Leaver Dept.","2022","Tyneside","EO","Male","60","60","[c]","[c]"
"Leaver Dept.","2022","Tyneside","G6/G7","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Tyneside","G6/G7","Male","40","30","[c]","[c]"
"Leaver Dept.","2022","Tyneside","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tyneside","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tyneside","SEO/HEO","Female","110","100","34260","32530"
"Leaver Dept.","2022","Tyneside","SEO/HEO","Male","80","80","34820","34290"
"Leaver Dept.","2022","Tyneside","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tyneside","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Female","70","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Female","70","50","58220","54930"
"Leaver Dept.","2022","Unknown","G6/G7","Male","60","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Female","210","150","33590","32000"
"Leaver Dept.","2022","Unknown","SEO/HEO","Male","170","140","33710","32000"
"Leaver Dept.","2022","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wakefield","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wakefield","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wakefield","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wakefield","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wakefield","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wakefield","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Walsall","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Walsall","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Walsall","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Walsall","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Walsall","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Walsall","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wandsworth","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wandsworth","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wandsworth","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wandsworth","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wandsworth","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wandsworth","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warrington","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warrington","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warrington","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warrington","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warrington","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warrington","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warrington","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warrington","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warrington","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warrington","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warrington","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warrington","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warwickshire CC","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warwickshire CC","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warwickshire CC","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warwickshire CC","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warwickshire CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warwickshire CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warwickshire CC","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warwickshire CC","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warwickshire CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warwickshire CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warwickshire CC","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warwickshire CC","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Cumbria","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Cumbria","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Cumbria","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Cumbria","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Cumbria","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Cumbria","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Cumbria","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Cumbria","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Cumbria","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Cumbria","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Essex","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Essex","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Essex","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Essex","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Essex","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Essex","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Essex","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Essex","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Essex","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Essex","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Kent","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Kent","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Kent","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Kent","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Kent","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Kent","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Kent","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Kent","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Lothian","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Lothian","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Lothian","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Lothian","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Lothian","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Lothian","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Northamptonshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Northamptonshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Northamptonshire","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Northamptonshire","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Northamptonshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Northamptonshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Northamptonshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Northamptonshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Northamptonshire","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Northamptonshire","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Surrey","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Surrey","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Surrey","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Surrey","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Surrey","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Surrey","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Surrey","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Surrey","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Surrey","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Surrey","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Surrey","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Surrey","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Sussex (North East)","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Sussex (North East)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Sussex (North East)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Sussex (North East)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Sussex (North East)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Sussex (North East)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Sussex (North East)","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Sussex (North East)","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Sussex (North East)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Sussex (North East)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Sussex (South West)","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Sussex (South West)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Sussex (South West)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Sussex (South West)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Sussex (South West)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Sussex (South West)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Sussex (South West)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Sussex (South West)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","AA/AO","Female","70","60","24100","23770"
"Leaver Dept.","2022","Westminster","AA/AO","Male","40","30","[c]","[c]"
"Leaver Dept.","2022","Westminster","EO","Female","440","340","28510","28310"
"Leaver Dept.","2022","Westminster","EO","Male","260","220","28550","27850"
"Leaver Dept.","2022","Westminster","G6/G7","Female","990","780","58320","54940"
"Leaver Dept.","2022","Westminster","G6/G7","Male","850","650","58170","55210"
"Leaver Dept.","2022","Westminster","SCS","Female","180","130","86710","79050"
"Leaver Dept.","2022","Westminster","SCS","Male","190","140","88500","79100"
"Leaver Dept.","2022","Westminster","SEO/HEO","Female","1590","1350","36260","35000"
"Leaver Dept.","2022","Westminster","SEO/HEO","Male","1270","1090","36580","35070"
"Leaver Dept.","2022","Westminster","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","Unknown","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","Unknown","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Wiltshire","AA/AO","Female","90","80","20300","19880"
"Leaver Dept.","2022","Wiltshire","AA/AO","Male","40","30","[c]","[c]"
"Leaver Dept.","2022","Wiltshire","EO","Female","90","90","24560","24100"
"Leaver Dept.","2022","Wiltshire","EO","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Wiltshire","G6/G7","Female","110","100","55290","52140"
"Leaver Dept.","2022","Wiltshire","G6/G7","Male","100","100","58080","55570"
"Leaver Dept.","2022","Wiltshire","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wiltshire","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wiltshire","SEO/HEO","Female","250","230","34180","34530"
"Leaver Dept.","2022","Wiltshire","SEO/HEO","Male","140","130","35520","36330"
"Leaver Dept.","2022","Wirral","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wirral","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wirral","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wirral","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wirral","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wirral","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wirral","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wirral","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wirral","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wirral","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wolverhampton","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wolverhampton","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wolverhampton","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wolverhampton","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wolverhampton","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wolverhampton","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wolverhampton","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wolverhampton","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","SEO/HEO","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","York","SEO/HEO","Male","50","50","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","AA/AO","Female","40","30","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","AA/AO","Male","40","40","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","EO","Female","50","40","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","AA/AO","Female","50","40","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","AA/AO","Male","40","40","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Antrim and Newtownabbey","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Antrim and Newtownabbey","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Antrim and Newtownabbey","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Antrim and Newtownabbey","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ards and North Down","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ards and North Down","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ards and North Down","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ards and North Down","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ards and North Down","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ards and North Down","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ards and North Down","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ards and North Down","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barking & Dagenham and Havering","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barking & Dagenham and Havering","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barking & Dagenham and Havering","EO","Female","70","60","31060","31060"
"New entrant CS","2021","Barking & Dagenham and Havering","EO","Male","60","60","30940","31060"
"New entrant CS","2021","Barking & Dagenham and Havering","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barking & Dagenham and Havering","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barking & Dagenham and Havering","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barking & Dagenham and Havering","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","AA/AO","Female","60","50","23790","23530"
"New entrant CS","2021","Barnet","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","EO","Female","110","100","30070","31060"
"New entrant CS","2021","Barnet","EO","Male","50","50","[c]","[c]"
"New entrant CS","2021","Barnet","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","SEO/HEO","Female","70","70","34950","32330"
"New entrant CS","2021","Barnet","SEO/HEO","Male","50","50","[c]","[c]"
"New entrant CS","2021","Barnet","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","AA/AO","Female","100","100","21080","21010"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","AA/AO","Male","80","80","22020","21010"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","EO","Female","60","60","27440","27570"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","EO","Male","30","30","[c]","[c]"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Female","70","60","20810","20920"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Male","30","30","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Female","210","200","24820","25000"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Male","250","250","24390","25000"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Male","50","50","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Female","110","110","36100","37000"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Male","240","240","36410","35000"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Female","60","60","32480","26820"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Male","90","90","34770","29500"
"New entrant CS","2021","Bedford","AA/AO","Female","40","40","[c]","[c]"
"New entrant CS","2021","Bedford","AA/AO","Male","30","30","[c]","[c]"
"New entrant CS","2021","Bedford","EO","Female","40","30","[c]","[c]"
"New entrant CS","2021","Bedford","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedford","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedford","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedford","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedford","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","AA/AO","Female","90","90","20190","20140"
"New entrant CS","2021","Belfast","AA/AO","Male","100","100","20230","20140"
"New entrant CS","2021","Belfast","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","EO","Male","50","50","26240","25560"
"New entrant CS","2021","Belfast","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","AA/AO","Female","50","50","22440","23520"
"New entrant CS","2021","Berkshire","AA/AO","Male","100","100","27190","25540"
"New entrant CS","2021","Berkshire","EO","Female","120","120","29040","29290"
"New entrant CS","2021","Berkshire","EO","Male","70","70","30280","29290"
"New entrant CS","2021","Berkshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","SEO/HEO","Male","50","50","[c]","[c]"
"New entrant CS","2021","Berkshire","Unknown","Female","40","40","[c]","[c]"
