"Status","Year","Sex","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Male","Declared non-disabled","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Durham CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Falkirk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Glasgow City","70","70","28150","26890"
"Leaver Dept.","2021","Male","Declared non-disabled","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Greater Manchester South West","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Leeds","70","60","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Liverpool","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Manchester","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Mid Lancashire","40","30","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Monmouthshire and Newport","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Northumberland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Nottingham","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Overseas","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Sheffield","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Suffolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Swansea","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Tower Hamlets","110","110","48080","44680"
"Leaver Dept.","2021","Male","Declared non-disabled","Tyneside","80","80","29370","26600"
"Leaver Dept.","2021","Male","Declared non-disabled","Unknown","110","100","39850","32000"
"Leaver Dept.","2021","Male","Declared non-disabled","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Westminster","1030","960","45940","40600"
"Leaver Dept.","2021","Male","Declared non-disabled","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Durham CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Suffolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Westminster","110","100","43750","40280"
"Leaver Dept.","2021","Male","Undeclared","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Angus and Dundee City","[c]","[c]","[c]","[c]"
