"Status","Year","Sex","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Female","Undeclared","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Suffolk","30","30","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Westminster","70","60","41530","34870"
"Leaver CS","2021","Female","Undeclared","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Birmingham","80","80","35040","26500"
"Leaver CS","2021","Female","Unknown","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Bristol, City of","60","50","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Camden and City of London","70","60","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Cardiff and Vale of Glamorgan","70","60","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","City of Edinburgh","140","130","34400","28410"
"Leaver CS","2021","Female","Unknown","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Croydon","40","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Devon CC","30","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Durham CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Flintshire and Wrexham","50","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Glasgow City","60","50","32070","25990"
"Leaver CS","2021","Female","Unknown","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Greater Manchester South West","40","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Hartlepool and Stockton-on-Tees","40","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Hertfordshire","30","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Lambeth","30","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Leeds","100","70","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Leicester","30","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Liverpool","40","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Manchester","50","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Monmouthshire and Newport","30","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Nottingham","40","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Overseas","60","60","37550","36960"
"Leaver CS","2021","Female","Unknown","Oxfordshire","40","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Sefton","40","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Sheffield","40","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","South Hampshire","50","40","25010","19350"
"Leaver CS","2021","Female","Unknown","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Staffordshire CC","30","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Suffolk","40","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Swansea","50","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Tyneside","130","100","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Unknown","300","290","39490","28420"
"Leaver CS","2021","Female","Unknown","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","West Lothian","60","50","[c]","[c]"
"Leaver CS","2021","Female","Unknown","West Northamptonshire","40","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","West Surrey","50","50","[c]","[c]"
"Leaver CS","2021","Female","Unknown","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Westminster","440","360","39000","32560"
"Leaver CS","2021","Female","Unknown","Wiltshire","30","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","York","30","30","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","40","30","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Cardiff and Vale of Glamorgan","30","30","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","City of Edinburgh","30","30","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Durham CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Heart of Essex","[c]","[c]","[c]","[c]"
