"Status","Year","Ethnicity","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","North Yorkshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North Yorkshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North Yorkshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Northumberland and Tyne and Wear","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Northumberland and Tyne and Wear","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Northumberland and Tyne and Wear","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Northumberland and Tyne and Wear","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Northumberland and Tyne and Wear","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Outer London - East and North East","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Outer London - East and North East","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Outer London - East and North East","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Outer London - East and North East","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Outer London - East and North East","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Outer London - South","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Outer London - South","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Outer London - South","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Outer London - South","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Outer London - West and North West","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Outer London - West and North West","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Outer London - West and North West","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Outer London - West and North West","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Overseas","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Shropshire and Staffordshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Shropshire and Staffordshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Shropshire and Staffordshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Shropshire and Staffordshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South Yorkshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South Yorkshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South Yorkshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South Yorkshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Southern Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Southern Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Surrey, East and West Sussex","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Surrey, East and West Sussex","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Surrey, East and West Sussex","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Surrey, East and West Sussex","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tees Valley and Durham","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tees Valley and Durham","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Central Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Central Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Central Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Central Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Wales and The Valleys","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Wales and The Valleys","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Wales and The Valleys","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Wales and The Valleys","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Yorkshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Yorkshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Yorkshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Yorkshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Yorkshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Yorkshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Bedfordshire and Hertfordshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Bedfordshire and Hertfordshire","20-29","70","70","24190","24180"
"New entrant CS","2021","Unknown","Bedfordshire and Hertfordshire","30-39","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Bedfordshire and Hertfordshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Bedfordshire and Hertfordshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Bedfordshire and Hertfordshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","20-29","130","130","24570","25540"
"New entrant CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","30-39","80","80","28000","27570"
"New entrant CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","40-49","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","50-59","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cheshire","20-29","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Cheshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cheshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cheshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cheshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cornwall and Isles of Scilly","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cornwall and Isles of Scilly","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cornwall and Isles of Scilly","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cornwall and Isles of Scilly","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cornwall and Isles of Scilly","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cumbria","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cumbria","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cumbria","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cumbria","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cumbria","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cumbria","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Derbyshire and Nottinghamshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Derbyshire and Nottinghamshire","20-29","170","160","23980","22890"
"New entrant CS","2021","Unknown","Derbyshire and Nottinghamshire","30-39","80","70","25450","25050"
"New entrant CS","2021","Unknown","Derbyshire and Nottinghamshire","40-49","60","50","33170","27570"
"New entrant CS","2021","Unknown","Derbyshire and Nottinghamshire","50-59","60","50","26170","25560"
"New entrant CS","2021","Unknown","Derbyshire and Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Derbyshire and Nottinghamshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Devon","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Devon","20-29","70","60","23690","22350"
"New entrant CS","2021","Unknown","Devon","30-39","60","60","26580","22850"
"New entrant CS","2021","Unknown","Devon","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Devon","50-59","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Devon","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Devon","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Dorset and Somerset","20-29","50","50","22510","21680"
"New entrant CS","2021","Unknown","Dorset and Somerset","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Dorset and Somerset","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Dorset and Somerset","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Dorset and Somerset","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Dorset and Somerset","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Anglia","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Anglia","20-29","100","100","23860","22890"
"New entrant CS","2021","Unknown","East Anglia","30-39","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","East Anglia","40-49","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","East Anglia","50-59","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","East Anglia","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Wales","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Wales","20-29","330","330","23810","22850"
"New entrant CS","2021","Unknown","East Wales","30-39","200","190","27950","23320"
"New entrant CS","2021","Unknown","East Wales","40-49","80","80","29460","23320"
"New entrant CS","2021","Unknown","East Wales","50-59","70","70","26330","22850"
"New entrant CS","2021","Unknown","East Wales","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Wales","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","20-29","60","60","22580","21430"
"New entrant CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Eastern Scotland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Eastern Scotland","20-29","390","380","24340","20810"
"New entrant CS","2021","Unknown","Eastern Scotland","30-39","240","240","30610","26160"
"New entrant CS","2021","Unknown","Eastern Scotland","40-49","180","170","33620","30160"
"New entrant CS","2021","Unknown","Eastern Scotland","50-59","120","120","36500","27510"
"New entrant CS","2021","Unknown","Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Essex","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Essex","20-29","80","70","24810","24180"
"New entrant CS","2021","Unknown","Essex","30-39","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Essex","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Essex","50-59","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Essex","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Essex","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","240","240","24400","23540"
"New entrant CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","140","130","33450","29500"
"New entrant CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","80","80","36540","33000"
"New entrant CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","70","60","34970","29090"
"New entrant CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Greater Manchester","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Greater Manchester","20-29","410","410","24260","22850"
"New entrant CS","2021","Unknown","Greater Manchester","30-39","210","210","28920","25560"
"New entrant CS","2021","Unknown","Greater Manchester","40-49","130","130","30910","25560"
"New entrant CS","2021","Unknown","Greater Manchester","50-59","90","90","30010","24880"
"New entrant CS","2021","Unknown","Greater Manchester","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Greater Manchester","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hampshire and Isle of Wight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hampshire and Isle of Wight","20-29","140","140","24670","23050"
"New entrant CS","2021","Unknown","Hampshire and Isle of Wight","30-39","80","70","31740","27570"
"New entrant CS","2021","Unknown","Hampshire and Isle of Wight","40-49","70","60","33040","27570"
"New entrant CS","2021","Unknown","Hampshire and Isle of Wight","50-59","90","80","31920","26350"
"New entrant CS","2021","Unknown","Hampshire and Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hampshire and Isle of Wight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Highlands and Islands","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Highlands and Islands","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Highlands and Islands","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Highlands and Islands","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inner London - East","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inner London - East","20-29","310","300","29500","30220"
"New entrant CS","2021","Unknown","Inner London - East","30-39","140","130","35410","31060"
"New entrant CS","2021","Unknown","Inner London - East","40-49","80","80","39910","31390"
"New entrant CS","2021","Unknown","Inner London - East","50-59","50","50","48490","39530"
"New entrant CS","2021","Unknown","Inner London - East","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inner London - East","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inner London - West","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inner London - West","20-29","1800","1790","31790","29570"
"New entrant CS","2021","Unknown","Inner London - West","30-39","600","600","44810","40650"
"New entrant CS","2021","Unknown","Inner London - West","40-49","330","320","56560","53360"
"New entrant CS","2021","Unknown","Inner London - West","50-59","220","210","53100","50500"
"New entrant CS","2021","Unknown","Inner London - West","60-64","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Inner London - West","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Kent","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Kent","20-29","130","130","23580","22210"
