"Status","Year","Sex","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","Unknown","West Midlands (England)","1880","1810","30970","26820"
"In post","2022","Male","Unknown","Yorkshire and The Humber","2770","2710","31370","26820"
"In post","2022","Male","White","East Midlands (England)","6760","6530","32390","27930"
"In post","2022","Male","White","East of England","7730","7460","32750","30140"
"In post","2022","Male","White","London","25990","25510","48790","43810"
"In post","2022","Male","White","North East (England)","10490","10020","31610","27570"
"In post","2022","Male","White","North West (England)","19440","18750","32270","27570"
"In post","2022","Male","White","Northern Ireland","1750","1710","29640","26590"
"In post","2022","Male","White","Overseas","1550","1540","49980","49370"
"In post","2022","Male","White","Scotland","16430","15870","35030","30950"
"In post","2022","Male","White","South East (England)","15280","14660","33880","30810"
"In post","2022","Male","White","South West (England)","19240","18700","36980","33300"
"In post","2022","Male","White","Unknown","370","370","35630","30490"
"In post","2022","Male","White","Wales","12580","12150","33840","29430"
"In post","2022","Male","White","West Midlands (England)","8550","8250","33380","29270"
"In post","2022","Male","White","Yorkshire and The Humber","11950","11500","33800","30210"
"In post","2022","Unknown","Black","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","East Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","Female","Asian","East of England","40","30","[c]","[c]"
"Leaver CS","2021","Female","Asian","London","340","300","33180","28870"
"Leaver CS","2021","Female","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","North West (England)","40","40","[c]","[c]"
"Leaver CS","2021","Female","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","West Midlands (England)","90","70","27890","21010"
"Leaver CS","2021","Female","Asian","Yorkshire and The Humber","40","30","[c]","[c]"
"Leaver CS","2021","Female","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","London","220","200","31310","27060"
"Leaver CS","2021","Female","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","London","80","80","34820","31060"
"Leaver CS","2021","Female","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","London","30","30","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","East of England","80","60","28080","26310"
"Leaver CS","2021","Female","Undeclared","London","140","120","33160","27070"
"Leaver CS","2021","Female","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","North West (England)","40","30","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Scotland","40","40","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","South East (England)","80","70","27290","23830"
"Leaver CS","2021","Female","Undeclared","South West (England)","40","40","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Wales","40","30","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","West Midlands (England)","30","20","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Yorkshire and The Humber","40","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","East Midlands (England)","190","170","24790","21590"
"Leaver CS","2021","Female","Unknown","East of England","180","160","27280","26550"
"Leaver CS","2021","Female","Unknown","London","710","620","37190","31060"
"Leaver CS","2021","Female","Unknown","North East (England)","190","160","24690","21050"
"Leaver CS","2021","Female","Unknown","North West (England)","300","270","26450","21130"
"Leaver CS","2021","Female","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Scotland","300","260","30600","25870"
"Leaver CS","2021","Female","Unknown","South East (England)","260","230","28180","24370"
"Leaver CS","2021","Female","Unknown","South West (England)","200","180","28880","27130"
"Leaver CS","2021","Female","Unknown","Unknown","300","290","40850","29250"
"Leaver CS","2021","Female","Unknown","Wales","160","140","26000","21590"
"Leaver CS","2021","Female","Unknown","West Midlands (England)","220","190","28490","21050"
"Leaver CS","2021","Female","Unknown","Yorkshire and The Humber","250","200","26980","22350"
"Leaver CS","2021","Female","White","East Midlands (England)","590","500","26560","21620"
"Leaver CS","2021","Female","White","East of England","630","530","28280","25220"
"Leaver CS","2021","Female","White","London","1180","1040","43980","37630"
"Leaver CS","2021","Female","White","North East (England)","760","580","25870","21010"
"Leaver CS","2021","Female","White","North West (England)","1120","900","27470","23070"
"Leaver CS","2021","Female","White","Northern Ireland","90","80","[c]","[c]"
"Leaver CS","2021","Female","White","Overseas","40","40","[c]","[c]"
"Leaver CS","2021","Female","White","Scotland","830","680","30550","26670"
"Leaver CS","2021","Female","White","South East (England)","900","770","28380","25110"
"Leaver CS","2021","Female","White","South West (England)","830","710","29290","26090"
"Leaver CS","2021","Female","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","White","Wales","810","650","28040","21590"
"Leaver CS","2021","Female","White","West Midlands (England)","690","560","29120","26670"
"Leaver CS","2021","Female","White","Yorkshire and The Humber","930","750","28970","26170"
"Leaver CS","2021","Male","Asian","East Midlands (England)","30","30","[c]","[c]"
"Leaver CS","2021","Male","Asian","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","London","230","220","33880","29410"
"Leaver CS","2021","Male","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","North West (England)","50","50","[c]","[c]"
"Leaver CS","2021","Male","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","West Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2021","Male","Asian","Yorkshire and The Humber","50","50","[c]","[c]"
"Leaver CS","2021","Male","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","London","130","120","34270","30020"
"Leaver CS","2021","Male","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","London","70","70","38570","33400"
"Leaver CS","2021","Male","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","East Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","East of England","60","60","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","London","150","130","41390","35020"
"Leaver CS","2021","Male","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","North West (England)","50","50","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Scotland","60","50","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","South East (England)","100","80","31290","29290"
"Leaver CS","2021","Male","Undeclared","South West (England)","90","90","35170","33630"
"Leaver CS","2021","Male","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Wales","70","60","29450","23050"
"Leaver CS","2021","Male","Undeclared","West Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver CS","2021","Male","Unknown","East Midlands (England)","160","150","26530","25500"
"Leaver CS","2021","Male","Unknown","East of England","150","140","28420","25680"
"Leaver CS","2021","Male","Unknown","London","680","600","40310","31880"
"Leaver CS","2021","Male","Unknown","North East (England)","160","140","24760","21030"
"Leaver CS","2021","Male","Unknown","North West (England)","260","240","25980","21050"
"Leaver CS","2021","Male","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Scotland","340","310","32700","28640"
"Leaver CS","2021","Male","Unknown","South East (England)","290","270","31200","26590"
"Leaver CS","2021","Male","Unknown","South West (England)","260","240","32350","27570"
"Leaver CS","2021","Male","Unknown","Unknown","330","320","40850","32400"
"Leaver CS","2021","Male","Unknown","Wales","180","170","28640","23320"
"Leaver CS","2021","Male","Unknown","West Midlands (England)","190","180","29460","24250"
"Leaver CS","2021","Male","Unknown","Yorkshire and The Humber","260","230","33460","27570"
"Leaver CS","2021","Male","White","East Midlands (England)","480","440","29630","27570"
"Leaver CS","2021","Male","White","East of England","560","510","33910","27570"
"Leaver CS","2021","Male","White","London","1230","1130","47790","40870"
"Leaver CS","2021","Male","White","North East (England)","470","400","28280","22350"
"Leaver CS","2021","Male","White","North West (England)","820","720","29970","26380"
"Leaver CS","2021","Male","White","Northern Ireland","70","60","[c]","[c]"
"Leaver CS","2021","Male","White","Overseas","50","30","[c]","[c]"
"Leaver CS","2021","Male","White","Scotland","720","650","34340","29650"
"Leaver CS","2021","Male","White","South East (England)","940","850","31370","27680"
"Leaver CS","2021","Male","White","South West (England)","950","890","35280","32430"
"Leaver CS","2021","Male","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","White","Wales","660","600","31590","26780"
"Leaver CS","2021","Male","White","West Midlands (England)","490","440","32320","26380"
"Leaver CS","2021","Male","White","Yorkshire and The Humber","660","590","32010","26890"
"Leaver CS","2021","Unknown","Asian","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","London","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","White","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Asian","East Midlands (England)","80","70","[c]","[c]"
"Leaver CS","2022","Female","Asian","East of England","60","50","29800","27570"
"Leaver CS","2022","Female","Asian","London","660","580","36160","31060"
"Leaver CS","2022","Female","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Asian","North West (England)","80","70","[c]","[c]"
"Leaver CS","2022","Female","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Asian","South East (England)","80","70","33870","28060"
"Leaver CS","2022","Female","Asian","South West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Female","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Asian","West Midlands (England)","120","110","26770","27070"
"Leaver CS","2022","Female","Asian","Yorkshire and The Humber","110","90","26550","25120"
"Leaver CS","2022","Female","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","East of England","60","50","[c]","[c]"
"Leaver CS","2022","Female","Black","London","590","540","33780","31060"
"Leaver CS","2022","Female","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","North West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Female","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","South East (England)","50","50","[c]","[c]"
"Leaver CS","2022","Female","Black","South West (England)","30","30","[c]","[c]"
"Leaver CS","2022","Female","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","West Midlands (England)","50","50","[c]","[c]"
"Leaver CS","2022","Female","Black","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver CS","2022","Female","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","London","220","210","36510","31060"
"Leaver CS","2022","Female","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","North West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Female","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","South East (England)","50","40","[c]","[c]"
"Leaver CS","2022","Female","Mixed","South West (England)","30","30","[c]","[c]"
"Leaver CS","2022","Female","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mixed","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2022","Female","Mixed","Yorkshire and The Humber","40","30","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","London","70","60","38150","31520"
"Leaver CS","2022","Female","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","East Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","East of England","40","30","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","London","180","160","39010","34260"
"Leaver CS","2022","Female","Undeclared","North East (England)","40","30","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","North West (England)","80","70","29970","26650"
"Leaver CS","2022","Female","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Scotland","40","30","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","South East (England)","90","80","27430","26670"
"Leaver CS","2022","Female","Undeclared","South West (England)","60","50","32320","28600"
"Leaver CS","2022","Female","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Wales","40","40","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","West Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Yorkshire and The Humber","50","40","[c]","[c]"
"Leaver CS","2022","Female","Unknown","East Midlands (England)","260","240","24350","21010"
"Leaver CS","2022","Female","Unknown","East of England","180","160","28120","24880"
"Leaver CS","2022","Female","Unknown","London","1220","1020","38260","31060"
"Leaver CS","2022","Female","Unknown","North East (England)","290","240","25860","21300"
"Leaver CS","2022","Female","Unknown","North West (England)","420","370","26310","22600"
"Leaver CS","2022","Female","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Scotland","510","450","29780","26900"
"Leaver CS","2022","Female","Unknown","South East (England)","360","320","27980","23770"
"Leaver CS","2022","Female","Unknown","South West (England)","300","280","28800","24500"
"Leaver CS","2022","Female","Unknown","Unknown","310","220","31440","21840"
"Leaver CS","2022","Female","Unknown","Wales","170","150","26730","21840"
"Leaver CS","2022","Female","Unknown","West Midlands (England)","260","230","25560","21260"
"Leaver CS","2022","Female","Unknown","Yorkshire and The Humber","340","270","27440","24250"
"Leaver CS","2022","Female","White","East Midlands (England)","820","710","27930","26930"
"Leaver CS","2022","Female","White","East of England","1010","890","30700","27570"
"Leaver CS","2022","Female","White","London","2390","2110","43070","37290"
"Leaver CS","2022","Female","White","North East (England)","1130","900","27970","23940"
"Leaver CS","2022","Female","White","North West (England)","1880","1570","28460","25400"
"Leaver CS","2022","Female","White","Northern Ireland","100","80","27670","22710"
"Leaver CS","2022","Female","White","Overseas","30","[c]","[c]","[c]"
