"Status","Year","Sex","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","Lambeth","LGBO","90","90","40050","35500"
"In post","2022","Male","Lambeth","Undeclared","110","110","47480","40170"
"In post","2022","Male","Lambeth","Unknown","260","250","42930","38000"
"In post","2022","Male","Lancaster and Wyre","Heterosexual / straight","330","320","30200","26940"
"In post","2022","Male","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Lancaster and Wyre","Undeclared","40","30","[c]","[c]"
"In post","2022","Male","Lancaster and Wyre","Unknown","80","70","28470","27120"
"In post","2022","Male","Leeds","Heterosexual / straight","3800","3700","35780","31990"
"In post","2022","Male","Leeds","LGBO","290","290","36100","31900"
"In post","2022","Male","Leeds","Undeclared","510","490","37150","33370"
"In post","2022","Male","Leeds","Unknown","1670","1620","33360","27570"
"In post","2022","Male","Leicester","Heterosexual / straight","660","640","28430","27130"
"In post","2022","Male","Leicester","LGBO","40","40","[c]","[c]"
"In post","2022","Male","Leicester","Undeclared","100","100","28740","27130"
"In post","2022","Male","Leicester","Unknown","230","220","26580","25120"
"In post","2022","Male","Leicestershire CC and Rutland","Heterosexual / straight","680","670","31680","27570"
"In post","2022","Male","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Leicestershire CC and Rutland","Undeclared","100","90","33640","30750"
"In post","2022","Male","Leicestershire CC and Rutland","Unknown","130","130","28500","27120"
"In post","2022","Male","Lewisham and Southwark","Heterosexual / straight","350","340","33940","31060"
"In post","2022","Male","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Lewisham and Southwark","Undeclared","60","60","35180","31060"
"In post","2022","Male","Lewisham and Southwark","Unknown","120","110","36610","33390"
"In post","2022","Male","Lincolnshire CC","Heterosexual / straight","1110","1070","30330","27570"
"In post","2022","Male","Lincolnshire CC","LGBO","40","40","[c]","[c]"
"In post","2022","Male","Lincolnshire CC","Undeclared","140","130","31680","29200"
"In post","2022","Male","Lincolnshire CC","Unknown","160","150","28130","27120"
"In post","2022","Male","Lisburn and Castlereagh","Heterosexual / straight","200","200","28670","25310"
"In post","2022","Male","Lisburn and Castlereagh","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Lisburn and Castlereagh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Liverpool","Heterosexual / straight","3410","3320","30850","26670"
"In post","2022","Male","Liverpool","LGBO","270","270","30740","26820"
"In post","2022","Male","Liverpool","Undeclared","380","370","30760","26820"
"In post","2022","Male","Liverpool","Unknown","1060","1010","29280","26590"
"In post","2022","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Heterosexual / straight","70","60","30370","27570"
"In post","2022","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","100","100","30160","28980"
"In post","2022","Male","Luton","Heterosexual / straight","170","160","29160","27570"
"In post","2022","Male","Luton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Luton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Luton","Unknown","40","30","[c]","[c]"
"In post","2022","Male","Manchester","Heterosexual / straight","3040","2970","35930","31990"
"In post","2022","Male","Manchester","LGBO","360","360","33750","29360"
"In post","2022","Male","Manchester","Undeclared","400","390","36220","31990"
"In post","2022","Male","Manchester","Unknown","980","940","33850","31650"
"In post","2022","Male","Medway","Heterosexual / straight","470","460","33490","30700"
"In post","2022","Male","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Medway","Undeclared","50","50","[c]","[c]"
"In post","2022","Male","Medway","Unknown","100","100","31090","28980"
"In post","2022","Male","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","190","180","36150","32090"
"In post","2022","Male","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Merton, Kingston upon Thames and Sutton","Undeclared","30","30","[c]","[c]"
"In post","2022","Male","Merton, Kingston upon Thames and Sutton","Unknown","40","40","[c]","[c]"
"In post","2022","Male","Mid and East Antrim","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Male","Mid and East Antrim","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Mid and East Antrim","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Mid Kent","Heterosexual / straight","270","260","31350","29290"
"In post","2022","Male","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Mid Kent","Undeclared","40","30","[c]","[c]"
"In post","2022","Male","Mid Kent","Unknown","70","70","31290","30570"
"In post","2022","Male","Mid Lancashire","Heterosexual / straight","1530","1450","30090","27130"
"In post","2022","Male","Mid Lancashire","LGBO","80","80","29130","26820"
"In post","2022","Male","Mid Lancashire","Undeclared","220","200","28560","26820"
"In post","2022","Male","Mid Lancashire","Unknown","580","540","27260","22600"
"In post","2022","Male","Mid Ulster","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Male","Mid Ulster","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Milton Keynes","Heterosexual / straight","890","860","35030","31690"
"In post","2022","Male","Milton Keynes","LGBO","30","30","[c]","[c]"
"In post","2022","Male","Milton Keynes","Undeclared","80","80","38690","34540"
"In post","2022","Male","Milton Keynes","Unknown","200","200","33410","29260"
"In post","2022","Male","Monmouthshire and Newport","Heterosexual / straight","1620","1580","37930","34560"
"In post","2022","Male","Monmouthshire and Newport","LGBO","150","140","34900","30710"
"In post","2022","Male","Monmouthshire and Newport","Undeclared","150","150","38120","34070"
"In post","2022","Male","Monmouthshire and Newport","Unknown","750","720","38480","36840"
"In post","2022","Male","Na h-Eileanan Siar","Heterosexual / straight","60","50","28710","27570"
"In post","2022","Male","Na h-Eileanan Siar","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Na h-Eileanan Siar","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Newry, Mourne and Down","Heterosexual / straight","60","50","23460","20560"
"In post","2022","Male","Newry, Mourne and Down","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Newry, Mourne and Down","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Newry, Mourne and Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","North and North East Lincolnshire","Heterosexual / straight","170","160","28250","27330"
"In post","2022","Male","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","North and North East Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","North and North East Lincolnshire","Unknown","60","60","24960","25500"
"In post","2022","Male","North and West Norfolk","Heterosexual / straight","410","390","29450","28010"
"In post","2022","Male","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","North and West Norfolk","Undeclared","40","40","[c]","[c]"
"In post","2022","Male","North and West Norfolk","Unknown","60","50","28930","27570"
"In post","2022","Male","North Hampshire","Heterosexual / straight","320","310","37620","32780"
"In post","2022","Male","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","North Hampshire","Undeclared","60","60","40670","33300"
"In post","2022","Male","North Hampshire","Unknown","50","40","[c]","[c]"
"In post","2022","Male","North Lanarkshire","Heterosexual / straight","580","540","29500","27570"
"In post","2022","Male","North Lanarkshire","LGBO","40","30","[c]","[c]"
"In post","2022","Male","North Lanarkshire","Undeclared","70","60","27460","26740"
"In post","2022","Male","North Lanarkshire","Unknown","390","360","28600","26900"
"In post","2022","Male","North Northamptonshire","Heterosexual / straight","110","100","28080","27570"
"In post","2022","Male","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","North Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","North Northamptonshire","Unknown","40","40","[c]","[c]"
"In post","2022","Male","North Nottinghamshire","Heterosexual / straight","350","340","30930","27570"
"In post","2022","Male","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","North Nottinghamshire","Undeclared","40","30","[c]","[c]"
"In post","2022","Male","North Nottinghamshire","Unknown","110","100","28480","27570"
"In post","2022","Male","North Yorkshire CC","Heterosexual / straight","760","740","31520","27570"
"In post","2022","Male","North Yorkshire CC","LGBO","30","30","[c]","[c]"
"In post","2022","Male","North Yorkshire CC","Undeclared","130","120","32400","29290"
"In post","2022","Male","North Yorkshire CC","Unknown","140","140","28740","27570"
"In post","2022","Male","Northumberland","Heterosexual / straight","130","130","31480","27570"
"In post","2022","Male","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Northumberland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Norwich and East Norfolk","Heterosexual / straight","640","620","30820","27570"
"In post","2022","Male","Norwich and East Norfolk","LGBO","50","40","[c]","[c]"
"In post","2022","Male","Norwich and East Norfolk","Undeclared","100","100","31340","27570"
"In post","2022","Male","Norwich and East Norfolk","Unknown","140","140","31570","27570"
"In post","2022","Male","Nottingham","Heterosexual / straight","2430","2360","34180","31650"
"In post","2022","Male","Nottingham","LGBO","200","200","31770","27570"
"In post","2022","Male","Nottingham","Undeclared","300","290","34170","33080"
"In post","2022","Male","Nottingham","Unknown","990","950","30920","26820"
"In post","2022","Male","Orkney Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Male","Orkney Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Orkney Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Overseas","Heterosexual / straight","1500","1500","49500","46990"
"In post","2022","Male","Overseas","LGBO","120","120","53120","53470"
"In post","2022","Male","Overseas","Undeclared","220","220","47490","42340"
"In post","2022","Male","Overseas","Unknown","340","340","51000","52430"
"In post","2022","Male","Oxfordshire CC","Heterosexual / straight","810","790","33320","30700"
"In post","2022","Male","Oxfordshire CC","LGBO","50","50","[c]","[c]"
"In post","2022","Male","Oxfordshire CC","Undeclared","140","140","36330","33630"
"In post","2022","Male","Oxfordshire CC","Unknown","190","180","36090","32210"
"In post","2022","Male","Perth and Kinross, and Stirling","Heterosexual / straight","330","320","33750","33490"
"In post","2022","Male","Perth and Kinross, and Stirling","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Perth and Kinross, and Stirling","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Perth and Kinross, and Stirling","Unknown","410","390","31780","31270"
"In post","2022","Male","Peterborough","Heterosexual / straight","470","450","30390","27470"
"In post","2022","Male","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Peterborough","Undeclared","80","70","29640","27130"
"In post","2022","Male","Peterborough","Unknown","70","60","31850","27130"
"In post","2022","Male","Plymouth","Heterosexual / straight","1160","1120","33870","30820"
"In post","2022","Male","Plymouth","LGBO","50","50","30780","27570"
"In post","2022","Male","Plymouth","Undeclared","170","160","35830","38450"
"In post","2022","Male","Plymouth","Unknown","360","350","30480","27350"
"In post","2022","Male","Portsmouth","Heterosexual / straight","1340","1300","33270","30750"
"In post","2022","Male","Portsmouth","LGBO","50","50","30010","27570"
"In post","2022","Male","Portsmouth","Undeclared","270","250","34540","33300"
"In post","2022","Male","Portsmouth","Unknown","260","250","30820","26670"
"In post","2022","Male","Powys","Heterosexual / straight","200","190","30490","27100"
"In post","2022","Male","Powys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Powys","Undeclared","40","40","[c]","[c]"
"In post","2022","Male","Powys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Redbridge and Waltham Forest","Heterosexual / straight","280","270","30670","31060"
"In post","2022","Male","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Redbridge and Waltham Forest","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Redbridge and Waltham Forest","Unknown","90","90","30780","31060"
"In post","2022","Male","Sandwell","Heterosexual / straight","120","120","29800","27570"
"In post","2022","Male","Sandwell","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Sandwell","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Sandwell","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Borders","Heterosexual / straight","130","130","32120","27570"
"In post","2022","Male","Scottish Borders","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Borders","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Borders","Unknown","100","100","31840","27230"
"In post","2022","Male","Sefton","Heterosexual / straight","1520","1480","33090","27570"
"In post","2022","Male","Sefton","LGBO","90","90","29290","27570"
"In post","2022","Male","Sefton","Undeclared","180","170","35450","29750"
"In post","2022","Male","Sefton","Unknown","430","420","29820","26820"
"In post","2022","Male","Sheffield","Heterosexual / straight","2310","2240","35360","30830"
"In post","2022","Male","Sheffield","LGBO","170","170","33630","31990"
"In post","2022","Male","Sheffield","Undeclared","280","270","33590","30840"
"In post","2022","Male","Sheffield","Unknown","490","470","36290","31230"
"In post","2022","Male","Shetland Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Male","Shetland Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Shetland Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Shetland Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Shropshire","Heterosexual / straight","540","530","30560","29670"
"In post","2022","Male","Shropshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Shropshire","Undeclared","70","60","30820","29670"
"In post","2022","Male","Shropshire","Unknown","80","80","31930","29400"
"In post","2022","Male","Solihull","Heterosexual / straight","340","330","28940","27370"
"In post","2022","Male","Solihull","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Solihull","Undeclared","30","30","[c]","[c]"
"In post","2022","Male","Solihull","Unknown","60","60","30450","24880"
"In post","2022","Male","Somerset CC","Heterosexual / straight","900","880","33660","33290"
"In post","2022","Male","Somerset CC","LGBO","30","30","[c]","[c]"
"In post","2022","Male","Somerset CC","Undeclared","130","120","33100","33290"
"In post","2022","Male","Somerset CC","Unknown","220","220","33260","31080"
"In post","2022","Male","South and West Derbyshire","Heterosexual / straight","350","330","37140","31660"
"In post","2022","Male","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","South and West Derbyshire","Undeclared","60","50","40110","34330"
"In post","2022","Male","South and West Derbyshire","Unknown","80","70","33140","28890"
"In post","2022","Male","South Ayrshire","Heterosexual / straight","80","70","28030","27570"
"In post","2022","Male","South Ayrshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Ayrshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Ayrshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Hampshire","Heterosexual / straight","1370","1230","30920","27570"
"In post","2022","Male","South Hampshire","LGBO","60","60","31390","28590"
"In post","2022","Male","South Hampshire","Undeclared","150","130","32900","32820"
"In post","2022","Male","South Hampshire","Unknown","380","340","31180","27570"
"In post","2022","Male","South Lanarkshire","Heterosexual / straight","770","730","34540","31540"
"In post","2022","Male","South Lanarkshire","LGBO","60","60","32070","26820"
"In post","2022","Male","South Lanarkshire","Undeclared","80","70","32680","28370"
"In post","2022","Male","South Lanarkshire","Unknown","530","510","29090","23780"
"In post","2022","Male","South Nottinghamshire","Heterosexual / straight","360","340","31880","28640"
"In post","2022","Male","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Nottinghamshire","Undeclared","50","50","31850","30430"
"In post","2022","Male","South Nottinghamshire","Unknown","70","70","31980","28640"
"In post","2022","Male","South Teesside","Heterosexual / straight","250","240","26560","25120"
"In post","2022","Male","South Teesside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","South Teesside","Undeclared","50","40","[c]","[c]"
"In post","2022","Male","South Teesside","Unknown","70","70","27170","24880"
"In post","2022","Male","South West Wales","Heterosexual / straight","450","440","32440","27570"
"In post","2022","Male","South West Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","South West Wales","Undeclared","80","70","33090","29430"
"In post","2022","Male","South West Wales","Unknown","70","70","27980","27200"
"In post","2022","Male","Southampton","Heterosexual / straight","400","400","38570","32030"
"In post","2022","Male","Southampton","LGBO","30","30","[c]","[c]"
"In post","2022","Male","Southampton","Undeclared","70","70","36440","30890"
"In post","2022","Male","Southampton","Unknown","70","70","31560","26840"
"In post","2022","Male","Southend-on-Sea","Heterosexual / straight","260","250","37230","33400"
"In post","2022","Male","Southend-on-Sea","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Southend-on-Sea","Undeclared","50","50","[c]","[c]"
"In post","2022","Male","Southend-on-Sea","Unknown","120","110","33610","33080"
"In post","2022","Male","Staffordshire CC","Heterosexual / straight","1450","1400","32390","28550"
"In post","2022","Male","Staffordshire CC","LGBO","70","70","28410","26880"
"In post","2022","Male","Staffordshire CC","Undeclared","190","180","32670","30130"
"In post","2022","Male","Staffordshire CC","Unknown","300","280","29140","26830"
"In post","2022","Male","Stoke-on-Trent","Heterosexual / straight","310","290","27210","25120"
"In post","2022","Male","Stoke-on-Trent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Undeclared","30","30","[c]","[c]"
"In post","2022","Male","Stoke-on-Trent","Unknown","70","60","28140","25870"
"In post","2022","Male","Suffolk CC","Heterosexual / straight","1330","1300","30850","28550"
"In post","2022","Male","Suffolk CC","LGBO","60","60","28800","27570"
"In post","2022","Male","Suffolk CC","Undeclared","220","210","30380","27930"
"In post","2022","Male","Suffolk CC","Unknown","470","450","31410","28890"
"In post","2022","Male","Sunderland","Heterosexual / straight","840","790","28130","27370"
"In post","2022","Male","Sunderland","LGBO","60","60","26940","22080"
"In post","2022","Male","Sunderland","Undeclared","110","90","27490","26820"
"In post","2022","Male","Sunderland","Unknown","300","290","26340","22080"
"In post","2022","Male","Swansea","Heterosexual / straight","2400","2310","30860","26470"
"In post","2022","Male","Swansea","LGBO","130","130","27860","22220"
"In post","2022","Male","Swansea","Undeclared","610","580","29750","26130"
"In post","2022","Male","Swansea","Unknown","600","560","28330","24100"
"In post","2022","Male","Swindon","Heterosexual / straight","120","120","35220","29530"
"In post","2022","Male","Swindon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Swindon","Unknown","40","40","[c]","[c]"
"In post","2022","Male","Telford and Wrekin","Heterosexual / straight","540","520","37640","33370"
"In post","2022","Male","Telford and Wrekin","LGBO","40","40","[c]","[c]"
"In post","2022","Male","Telford and Wrekin","Undeclared","90","80","35710","33370"
"In post","2022","Male","Telford and Wrekin","Unknown","170","170","38580","33080"
"In post","2022","Male","Thurrock","Heterosexual / straight","130","130","27770","25840"
"In post","2022","Male","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Thurrock","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Thurrock","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Torbay","Heterosexual / straight","70","60","27930","27570"
"In post","2022","Male","Torbay","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Torbay","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Torbay","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tower Hamlets","Heterosexual / straight","1840","1810","51600","52000"
"In post","2022","Male","Tower Hamlets","LGBO","220","210","51870","53740"
"In post","2022","Male","Tower Hamlets","Undeclared","240","240","53150","53360"
"In post","2022","Male","Tower Hamlets","Unknown","580","570","50890","45970"
"In post","2022","Male","Tyneside","Heterosexual / straight","5150","4980","33540","28920"
"In post","2022","Male","Tyneside","LGBO","410","400","31490","27570"
"In post","2022","Male","Tyneside","Undeclared","610","590","33610","27710"
"In post","2022","Male","Tyneside","Unknown","2100","2010","30440","26820"
"In post","2022","Male","Unknown","Heterosexual / straight","380","380","35780","31060"
"In post","2022","Male","Unknown","LGBO","40","40","[c]","[c]"
"In post","2022","Male","Unknown","Undeclared","50","50","35230","31370"
"In post","2022","Male","Unknown","Unknown","1810","1800","37710","33570"
"In post","2022","Male","Wakefield","Heterosexual / straight","560","530","32400","31650"
"In post","2022","Male","Wakefield","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Undeclared","80","80","33130","31650"
"In post","2022","Male","Wakefield","Unknown","160","150","29900","27570"
"In post","2022","Male","Walsall","Heterosexual / straight","120","120","26120","26520"
"In post","2022","Male","Walsall","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Unknown","50","50","24450","26120"
"In post","2022","Male","Wandsworth","Heterosexual / straight","300","290","33870","33550"
"In post","2022","Male","Wandsworth","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Unknown","140","130","31450","30520"
"In post","2022","Male","Warrington","Heterosexual / straight","860","850","36220","34140"
"In post","2022","Male","Warrington","LGBO","50","50","[c]","[c]"
"In post","2022","Male","Warrington","Undeclared","110","110","35250","34070"
"In post","2022","Male","Warrington","Unknown","200","190","32570","31650"
"In post","2022","Male","Warwickshire CC","Heterosexual / straight","430","410","29090","26760"
"In post","2022","Male","Warwickshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Undeclared","60","60","28400","27570"
"In post","2022","Male","Warwickshire CC","Unknown","50","50","27220","26120"
"In post","2022","Male","West Cumbria","Heterosexual / straight","300","290","35090","31650"
"In post","2022","Male","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Undeclared","50","50","35090","33000"
"In post","2022","Male","West Cumbria","Unknown","160","160","26290","21300"
"In post","2022","Male","West Essex","Heterosexual / straight","260","230","30810","27370"
"In post","2022","Male","West Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Undeclared","40","30","[c]","[c]"
"In post","2022","Male","West Essex","Unknown","30","30","[c]","[c]"
"In post","2022","Male","West Kent","Heterosexual / straight","80","80","37790","37940"
"In post","2022","Male","West Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Unknown","110","110","40090","38610"
"In post","2022","Male","West Lothian","Heterosexual / straight","100","100","36050","29730"
"In post","2022","Male","West Lothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Unknown","60","50","33350","28980"
"In post","2022","Male","West Northamptonshire","Heterosexual / straight","300","290","28870","27380"
"In post","2022","Male","West Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Northamptonshire","Undeclared","40","40","[c]","[c]"
"In post","2022","Male","West Northamptonshire","Unknown","60","60","27780","26300"
"In post","2022","Male","West Surrey","Heterosexual / straight","640","620","35000","31880"
"In post","2022","Male","West Surrey","LGBO","50","50","32040","29290"
"In post","2022","Male","West Surrey","Undeclared","100","100","36420","33580"
"In post","2022","Male","West Surrey","Unknown","140","120","35680","30740"
"In post","2022","Male","West Sussex (North East)","Heterosexual / straight","420","390","31190","28080"
"In post","2022","Male","West Sussex (North East)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (North East)","Undeclared","80","80","31640","28350"
"In post","2022","Male","West Sussex (North East)","Unknown","100","90","30140","27130"
"In post","2022","Male","West Sussex (South West)","Heterosexual / straight","350","330","34800","31990"
"In post","2022","Male","West Sussex (South West)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (South West)","Undeclared","60","50","33610","30210"
"In post","2022","Male","West Sussex (South West)","Unknown","170","160","31980","28840"
"In post","2022","Male","Westminster","Heterosexual / straight","16400","16230","50370","48930"
"In post","2022","Male","Westminster","LGBO","2130","2110","49500","50500"
"In post","2022","Male","Westminster","Undeclared","2590","2560","50180","49200"
"In post","2022","Male","Westminster","Unknown","5050","5000","48410","42030"
"In post","2022","Male","Wiltshire","Heterosexual / straight","1980","1950","37140","33320"
"In post","2022","Male","Wiltshire","LGBO","80","80","36090","33000"
"In post","2022","Male","Wiltshire","Undeclared","290","280","39290","36460"
"In post","2022","Male","Wiltshire","Unknown","1610","1580","41860","38500"
"In post","2022","Male","Wirral","Heterosexual / straight","430","400","28300","27130"
"In post","2022","Male","Wirral","LGBO","40","40","[c]","[c]"
"In post","2022","Male","Wirral","Undeclared","70","60","26980","27130"
"In post","2022","Male","Wirral","Unknown","190","190","26690","22600"
"In post","2022","Male","Wolverhampton","Heterosexual / straight","260","250","29150","27570"
"In post","2022","Male","Wolverhampton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wolverhampton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wolverhampton","Unknown","80","70","29170","27570"
"In post","2022","Male","Worcestershire CC","Heterosexual / straight","740","720","30680","27570"
"In post","2022","Male","Worcestershire CC","LGBO","40","40","[c]","[c]"
"In post","2022","Male","Worcestershire CC","Undeclared","100","100","32940","31520"
"In post","2022","Male","Worcestershire CC","Unknown","210","190","29140","26600"
"In post","2022","Male","York","Heterosexual / straight","790","780","35860","33000"
"In post","2022","Male","York","LGBO","60","60","32330","29180"
"In post","2022","Male","York","Undeclared","120","120","36140","33300"
"In post","2022","Male","York","Unknown","200","200","32440","26670"
"In post","2022","Unknown","Mid Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Monmouthshire and Newport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Monmouthshire and Newport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Westminster","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Westminster","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Aberdeen City and Aberdeenshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Aberdeen City and Aberdeenshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Aberdeen City and Aberdeenshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Aberdeen City and Aberdeenshire","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Female","Angus and Dundee City","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Angus and Dundee City","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Angus and Dundee City","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Angus and Dundee City","Unknown","[c]","[c]","[c]","[c]"
