"Status","Year","Sex","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Female","Wolverhampton","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wolverhampton","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Female","Worcestershire CC","Heterosexual / straight","140","130","27520","24770"
"New entrant CS","2022","Female","Worcestershire CC","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Worcestershire CC","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Worcestershire CC","Unknown","80","80","23880","21300"
"New entrant CS","2022","Female","York","Heterosexual / straight","170","160","31800","29180"
"New entrant CS","2022","Female","York","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","York","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","York","Unknown","60","60","27820","24030"
"New entrant CS","2022","Male","Aberdeen City and Aberdeenshire","Heterosexual / straight","60","60","35710","27400"
"New entrant CS","2022","Male","Aberdeen City and Aberdeenshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Aberdeen City and Aberdeenshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Aberdeen City and Aberdeenshire","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Male","Angus and Dundee City","Heterosexual / straight","160","160","24950","22140"
"New entrant CS","2022","Male","Angus and Dundee City","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Angus and Dundee City","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Angus and Dundee City","Unknown","80","80","25610","23230"
"New entrant CS","2022","Male","Antrim and Newtownabbey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Antrim and Newtownabbey","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Antrim and Newtownabbey","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Ards and North Down","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Ards and North Down","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Ards and North Down","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Armagh City, Banbridge and Craigavon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Armagh City, Banbridge and Craigavon","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Armagh City, Banbridge and Craigavon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Barking & Dagenham and Havering","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Male","Barking & Dagenham and Havering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Barking & Dagenham and Havering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Barking & Dagenham and Havering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Barnet","Heterosexual / straight","90","80","31270","26880"
"New entrant CS","2022","Male","Barnet","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Barnet","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Barnet","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Barnsley, Doncaster and Rotherham","Heterosexual / straight","80","80","26770","23160"
"New entrant CS","2022","Male","Barnsley, Doncaster and Rotherham","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Barnsley, Doncaster and Rotherham","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Barnsley, Doncaster and Rotherham","Unknown","70","70","25530","23140"
"New entrant CS","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","500","490","33920","30500"
"New entrant CS","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","220","220","28860","25830"
"New entrant CS","2022","Male","Bedford","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","Male","Bedford","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bedford","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bedford","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Belfast","Heterosexual / straight","120","120","30510","26590"
"New entrant CS","2022","Male","Belfast","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Belfast","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Belfast","Unknown","110","110","25420","21250"
"New entrant CS","2022","Male","Berkshire","Heterosexual / straight","110","110","31730","29180"
"New entrant CS","2022","Male","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Berkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Berkshire","Unknown","70","70","29620","25960"
"New entrant CS","2022","Male","Bexley and Greenwich","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Male","Bexley and Greenwich","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bexley and Greenwich","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bexley and Greenwich","Unknown","60","60","[c]","[c]"
"New entrant CS","2022","Male","Birmingham","Heterosexual / straight","580","570","30040","27570"
"New entrant CS","2022","Male","Birmingham","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","Male","Birmingham","Undeclared","50","50","30540","27570"
"New entrant CS","2022","Male","Birmingham","Unknown","380","360","27670","24880"
"New entrant CS","2022","Male","Blackburn with Darwen","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Blackburn with Darwen","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Blackburn with Darwen","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Blackpool","Heterosexual / straight","230","230","26640","21260"
"New entrant CS","2022","Male","Blackpool","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Blackpool","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Blackpool","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Male","Bournemouth, Christchurch and Poole","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Male","Bournemouth, Christchurch and Poole","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bournemouth, Christchurch and Poole","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bournemouth, Christchurch and Poole","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bradford","Heterosexual / straight","140","130","23170","21250"
"New entrant CS","2022","Male","Bradford","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bradford","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bradford","Unknown","120","120","24280","21250"
"New entrant CS","2022","Male","Breckland and South Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Breckland and South Norfolk","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Breckland and South Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Brent","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Male","Brent","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Brent","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Brent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bridgend and Neath Port Talbot","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bridgend and Neath Port Talbot","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Brighton and Hove","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Brighton and Hove","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bristol, City of","Heterosexual / straight","260","250","33220","30730"
"New entrant CS","2022","Male","Bristol, City of","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Male","Bristol, City of","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Male","Bristol, City of","Unknown","110","110","30790","26310"
"New entrant CS","2022","Male","Bromley","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bromley","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bromley","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bromley","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Buckinghamshire","Heterosexual / straight","60","60","32300","28140"
"New entrant CS","2022","Male","Buckinghamshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Buckinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Caithness and Sutherland, and Ross and Cromarty","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Caithness and Sutherland, and Ross and Cromarty","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Calderdale and Kirklees","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","Male","Calderdale and Kirklees","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Calderdale and Kirklees","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cambridgeshire CC","Heterosexual / straight","120","120","28940","26140"
"New entrant CS","2022","Male","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cambridgeshire CC","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Male","Camden and City of London","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Male","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Camden and City of London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Camden and City of London","Unknown","60","60","38140","31990"
"New entrant CS","2022","Male","Cardiff and Vale of Glamorgan","Heterosexual / straight","340","340","30870","26590"
"New entrant CS","2022","Male","Cardiff and Vale of Glamorgan","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","Male","Cardiff and Vale of Glamorgan","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cardiff and Vale of Glamorgan","Unknown","180","180","25940","23140"
"New entrant CS","2022","Male","Causeway Coast and Glens","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Causeway Coast and Glens","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Causeway Coast and Glens","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Central Bedfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Central Bedfordshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Central Bedfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Central Hampshire","Heterosexual / straight","140","140","32050","28140"
"New entrant CS","2022","Male","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Central Hampshire","Unknown","110","110","32520","27010"
"New entrant CS","2022","Male","Central Valleys","Heterosexual / straight","90","90","29110","27570"
"New entrant CS","2022","Male","Central Valleys","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Central Valleys","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cheshire East","Heterosexual / straight","50","50","26680","23160"
"New entrant CS","2022","Male","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cheshire East","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Male","Cheshire West and Chester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cheshire West and Chester","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cheshire West and Chester","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Chorley and West Lancashire","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","Male","Chorley and West Lancashire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Chorley and West Lancashire","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Male","City of Edinburgh","Heterosexual / straight","430","430","32310","27570"
"New entrant CS","2022","Male","City of Edinburgh","LGBO","70","70","30380","27230"
"New entrant CS","2022","Male","City of Edinburgh","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Male","City of Edinburgh","Unknown","380","370","32230","27230"
"New entrant CS","2022","Male","Clackmannanshire and Fife","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Male","Clackmannanshire and Fife","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Clackmannanshire and Fife","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Male","Conwy and Denbighshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Conwy and Denbighshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cornwall and Isles of Scilly","Heterosexual / straight","80","70","25370","21260"
"New entrant CS","2022","Male","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Coventry","Heterosexual / straight","80","80","33640","29360"
"New entrant CS","2022","Male","Coventry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Coventry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Coventry","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Male","Croydon","Heterosexual / straight","140","140","35250","31060"
"New entrant CS","2022","Male","Croydon","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Croydon","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Croydon","Unknown","220","220","36830","31100"
"New entrant CS","2022","Male","Darlington","Heterosexual / straight","60","60","33320","29360"
"New entrant CS","2022","Male","Darlington","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Darlington","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Darlington","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Derby","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Male","Derby","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Derby","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Derby","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Male","Derry City and Strabane","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Derry City and Strabane","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Devon CC","Heterosexual / straight","190","190","27290","24290"
"New entrant CS","2022","Male","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Devon CC","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Male","Devon CC","Unknown","70","70","26310","23140"
"New entrant CS","2022","Male","Dorset","Heterosexual / straight","80","80","25490","24620"
"New entrant CS","2022","Male","Dorset","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Dorset","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Dorset","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Male","Dudley","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Male","Dudley","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Dudley","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Dudley","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Dumfries and Galloway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Dumfries and Galloway","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Dumfries and Galloway","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Durham","Heterosexual / straight","120","120","25220","23140"
"New entrant CS","2022","Male","Durham","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Durham","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Durham","Unknown","100","100","24130","22600"
"New entrant CS","2022","Male","Ealing","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Ealing","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Ealing","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Ealing","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","50","50","24040","21260"
"New entrant CS","2022","Male","East Ayrshire and North Ayrshire mainland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Cumbria","Heterosexual / straight","50","40","[c]","[c]"
"New entrant CS","2022","Male","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Derbyshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","80","80","29390","23540"
"New entrant CS","2022","Male","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","70","70","25720","22630"
"New entrant CS","2022","Male","East Kent","Heterosexual / straight","90","80","25760","24250"
"New entrant CS","2022","Male","East Kent","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Kent","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Kent","Unknown","120","110","25830","24880"
"New entrant CS","2022","Male","East Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Lancashire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Lothian and Midlothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Merseyside","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Male","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Riding of Yorkshire","Heterosexual / straight","80","80","25790","23140"
"New entrant CS","2022","Male","East Riding of Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Riding of Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Riding of Yorkshire","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Male","East Surrey","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","Male","East Surrey","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Surrey","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Sussex CC","Heterosexual / straight","80","80","26510","25480"
"New entrant CS","2022","Male","East Sussex CC","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Sussex CC","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Enfield","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Enfield","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Enfield","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Enfield","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Essex Haven Gateway","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Male","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Essex Haven Gateway","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Essex Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Essex Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Falkirk","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Male","Falkirk","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Falkirk","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Fermanagh and Omagh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Fermanagh and Omagh","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Flintshire and Wrexham","Heterosexual / straight","90","90","24800","23140"
"New entrant CS","2022","Male","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Flintshire and Wrexham","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Glasgow City","Heterosexual / straight","580","570","30850","27230"
"New entrant CS","2022","Male","Glasgow City","LGBO","110","110","26700","24880"
"New entrant CS","2022","Male","Glasgow City","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Male","Glasgow City","Unknown","350","340","29610","27230"
"New entrant CS","2022","Male","Gloucestershire CC","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","Male","Gloucestershire CC","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Gloucestershire CC","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Gloucestershire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Greater Manchester North East","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Male","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Greater Manchester North East","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Greater Manchester North West","Heterosexual / straight","70","70","24000","23140"
"New entrant CS","2022","Male","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Greater Manchester North West","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Greater Manchester South East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Greater Manchester South West","Heterosexual / straight","320","320","29090","26590"
"New entrant CS","2022","Male","Greater Manchester South West","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","Male","Greater Manchester South West","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Greater Manchester South West","Unknown","310","310","28880","24880"
"New entrant CS","2022","Male","Gwent Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Gwent Valleys","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Gwent Valleys","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Gwynedd","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Gwynedd","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Gwynedd","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Hackney and Newham","Heterosexual / straight","150","150","35440","31060"
"New entrant CS","2022","Male","Hackney and Newham","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Hackney and Newham","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Hackney and Newham","Unknown","90","90","35690","33450"
"New entrant CS","2022","Male","Haringey and Islington","Heterosexual / straight","70","70","31830","31060"
