"Status","Year","Age","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Legal","150","110","60530","61000"
"In post","2021","65+","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicine","No function","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicine","Unknown","60","50","61590","71790"
"In post","2021","65+","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Delivery","Counter Fraud","50","40","29880","28130"
"In post","2021","65+","Operational Delivery","Debt","140","100","25410","24390"
"In post","2021","65+","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Delivery","Finance","30","30","[c]","[c]"
"In post","2021","65+","Operational Delivery","Grants Management","40","40","[c]","[c]"
"In post","2021","65+","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Delivery","Legal","130","100","26440","23470"
"In post","2021","65+","Operational Delivery","No function","3520","2570","26260","22740"
"In post","2021","65+","Operational Delivery","Project Delivery","30","30","[c]","[c]"
"In post","2021","65+","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Delivery","Unknown","710","520","27650","25630"
"In post","2021","65+","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Research","No function","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other","Communications","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other","Finance","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other","Legal","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other","No function","50","40","37250","32740"
"In post","2021","65+","Other","Project Delivery","100","80","30780","27330"
"In post","2021","65+","Other","Property","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other","Unknown","710","640","26860","21800"
"In post","2021","65+","Planning","No function","[c]","[c]","[c]","[c]"
"In post","2021","65+","Planning Inspectors","No function","40","30","[c]","[c]"
"In post","2021","65+","Policy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","65+","Policy","Finance","[c]","[c]","[c]","[c]"
"In post","2021","65+","Policy","Legal","[c]","[c]","[c]","[c]"
"In post","2021","65+","Policy","No function","130","120","46430","39390"
"In post","2021","65+","Policy","Project Delivery","30","20","[c]","[c]"
"In post","2021","65+","Policy","Unknown","80","60","44750","37410"
"In post","2021","65+","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","No function","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Project Delivery","230","200","40930","38630"
"In post","2021","65+","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Property","310","270","31820","30000"
"In post","2021","65+","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2021","65+","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","65+","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","Science and Engineering","No function","180","130","45970","43650"
"In post","2021","65+","Science and Engineering","Project Delivery","120","100","38200","36230"
"In post","2021","65+","Science and Engineering","Unknown","130","110","29790","25000"
"In post","2021","65+","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","No function","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Security","200","180","25470","20920"
"In post","2021","65+","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Social Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","65+","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Statistics","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","65+","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Tax","Communications","[c]","[c]","[c]","[c]"
"In post","2021","65+","Tax","Counter Fraud","40","30","[c]","[c]"
"In post","2021","65+","Tax","Debt","[c]","[c]","[c]","[c]"
"In post","2021","65+","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","Tax","Finance","[c]","[c]","[c]","[c]"
"In post","2021","65+","Tax","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","65+","Tax","Legal","[c]","[c]","[c]","[c]"
"In post","2021","65+","Tax","No function","280","190","37750","35000"
"In post","2021","65+","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","No function","30","30","[c]","[c]"
"In post","2021","65+","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","2810","2030","27000","27570"
"In post","2021","65+","Veterinarian","No function","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Economics","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Economics","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Finance","30","30","[c]","[c]"
"In post","2022","16-19","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Legal","30","30","[c]","[c]"
"In post","2022","16-19","Operational Delivery","No function","520","490","21920","21260"
"In post","2022","16-19","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Unknown","50","50","[c]","[c]"
"In post","2022","16-19","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","No function","30","30","[c]","[c]"
"In post","2022","16-19","Other","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Unknown","40","40","[c]","[c]"
"In post","2022","16-19","Policy","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","No function","40","40","[c]","[c]"
"In post","2022","16-19","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Property","30","30","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Project Delivery","80","80","18200","17140"
"In post","2022","16-19","Science and Engineering","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","No function","40","40","[c]","[c]"
"In post","2022","16-19","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","60","60","22200","21050"
"In post","2022","16-19","Veterinarian","No function","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Commercial","790","790","32910","30940"
"In post","2022","20-29","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Finance","60","60","31280","31530"
"In post","2022","20-29","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","No function","40","40","[c]","[c]"
"In post","2022","20-29","Commercial","Project Delivery","130","130","27750","28220"
"In post","2022","20-29","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Communications","740","740","35060","33120"
"In post","2022","20-29","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","No function","70","60","35650","32940"
"In post","2022","20-29","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","60","60","37670","36850"
"In post","2022","20-29","Corporate Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Counter Fraud","630","630","27390","27570"
"In post","2022","20-29","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Analysis","50","50","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Digital, Data & Technology","2470","2460","33390","32260"
"In post","2022","20-29","Digital, Data and Technology","Finance","50","50","33610","30500"
"In post","2022","20-29","Digital, Data and Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","No function","40","40","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Unknown","280","280","37520","36550"
"In post","2022","20-29","Economics","Analysis","810","810","37680","34260"
"In post","2022","20-29","Economics","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Economics","No function","200","200","39630","34710"
"In post","2022","20-29","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Economics","Unknown","140","140","39300","35050"
"In post","2022","20-29","Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Debt","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Finance","1280","1260","33050","30450"
"In post","2022","20-29","Finance","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","No function","30","30","[c]","[c]"
"In post","2022","20-29","Finance","Project Delivery","40","40","[c]","[c]"
"In post","2022","20-29","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","210","210","32330","30200"
"In post","2022","20-29","Geography","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Geography","No function","110","110","25600","26740"
"In post","2022","20-29","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","1160","1150","31430","29370"
"In post","2022","20-29","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","No function","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","110","110","33370","30820"
"In post","2022","20-29","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","Counter Fraud","60","60","33960","33080"
"In post","2022","20-29","Intelligence Analysis","No function","70","60","27770","26330"
"In post","2022","20-29","Intelligence Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","Security","250","250","33270","33000"
"In post","2022","20-29","Intelligence Analysis","Unknown","100","100","27070","24890"
"In post","2022","20-29","Internal Audit","Internal Audit","40","40","[c]","[c]"
"In post","2022","20-29","Internal Audit","No function","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","International Trade","No function","510","510","38390","38160"
"In post","2022","20-29","International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","Digital, Data & Technology","100","100","27700","26670"
"In post","2022","20-29","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","No function","120","120","32570","29260"
"In post","2022","20-29","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Counter Fraud","430","420","29680","26820"
"In post","2022","20-29","Legal","Legal","740","730","38940","40000"
"In post","2022","20-29","Legal","No function","160","160","32410","30450"
"In post","2022","20-29","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","No function","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","Unknown","110","100","31190","31530"
"In post","2022","20-29","Operational Delivery","Analysis","190","180","32050","30210"
"In post","2022","20-29","Operational Delivery","Commercial","80","80","34130","33000"
"In post","2022","20-29","Operational Delivery","Communications","450","450","28110","26590"
"In post","2022","20-29","Operational Delivery","Counter Fraud","410","410","27280","26590"
"In post","2022","20-29","Operational Delivery","Debt","590","570","22660","21250"
"In post","2022","20-29","Operational Delivery","Digital, Data & Technology","80","80","33490","33080"
"In post","2022","20-29","Operational Delivery","Finance","180","170","25130","21250"
"In post","2022","20-29","Operational Delivery","Grants Management","380","370","22350","21300"
"In post","2022","20-29","Operational Delivery","Human Resources","160","150","27970","27570"
"In post","2022","20-29","Operational Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Delivery","Legal","700","690","24370","23770"
"In post","2022","20-29","Operational Delivery","No function","30970","30350","26010","25110"
"In post","2022","20-29","Operational Delivery","Project Delivery","250","240","29210","27570"
"In post","2022","20-29","Operational Delivery","Property","210","200","24110","22010"
"In post","2022","20-29","Operational Delivery","Unknown","3780","3700","25120","24880"
"In post","2022","20-29","Operational Research","Analysis","200","200","35280","34080"
"In post","2022","20-29","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Research","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Research","No function","70","70","34360","30920"
"In post","2022","20-29","Operational Research","Unknown","40","40","[c]","[c]"
"In post","2022","20-29","Other","Analysis","110","110","36710","33260"
"In post","2022","20-29","Other","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Debt","300","290","21870","21260"
"In post","2022","20-29","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Legal","150","150","27970","26950"
"In post","2022","20-29","Other","No function","1300","1280","27630","27570"
"In post","2022","20-29","Other","Project Delivery","420","410","25300","23650"
"In post","2022","20-29","Other","Property","50","50","25870","24100"
"In post","2022","20-29","Other","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Unknown","1190","1180","26980","26110"
"In post","2022","20-29","Planning","No function","40","40","[c]","[c]"
"In post","2022","20-29","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Analysis","190","190","40910","37000"
"In post","2022","20-29","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2022","20-29","Policy","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","No function","6980","6950","38430","34710"
"In post","2022","20-29","Policy","Project Delivery","230","230","40880","38600"
"In post","2022","20-29","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Unknown","1150","1140","39640","37000"
"In post","2022","20-29","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","No function","130","130","37090","34020"
"In post","2022","20-29","Project Delivery","Project Delivery","1610","1600","33800","33000"
"In post","2022","20-29","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Unknown","230","230","35490","35050"
"In post","2022","20-29","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","No function","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Property","820","800","30040","28500"
"In post","2022","20-29","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Psychology","No function","400","390","27700","27700"
"In post","2022","20-29","Science and Engineering","Analysis","140","140","28290","29230"
"In post","2022","20-29","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Science and Engineering","Digital, Data & Technology","170","170","29020","30930"
"In post","2022","20-29","Science and Engineering","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Science and Engineering","No function","1510","1500","29610","29230"
"In post","2022","20-29","Science and Engineering","Project Delivery","900","900","28470","27540"
"In post","2022","20-29","Science and Engineering","Unknown","160","160","33260","33000"
"In post","2022","20-29","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","No function","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Security","1050","1050","27390","26180"
"In post","2022","20-29","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Social Research","Analysis","470","470","35610","33710"
"In post","2022","20-29","Social Research","Unknown","90","90","37000","33650"
"In post","2022","20-29","Statistics","Analysis","710","700","36340","34260"
"In post","2022","20-29","Statistics","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Statistics","No function","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Statistics","Unknown","110","110","30780","30100"
"In post","2022","20-29","Tax","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Tax","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Tax","Communications","820","810","28010","26820"
"In post","2022","20-29","Tax","Counter Fraud","180","180","36540","33080"
"In post","2022","20-29","Tax","Debt","360","350","21710","21250"
"In post","2022","20-29","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Tax","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Tax","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Tax","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Tax","No function","2700","2640","29290","26590"
"In post","2022","20-29","Tax","Project Delivery","50","50","[c]","[c]"
"In post","2022","20-29","Unknown","Analysis","80","80","29860","25110"
"In post","2022","20-29","Unknown","Commercial","150","150","47940","51110"
"In post","2022","20-29","Unknown","Communications","170","170","35260","34550"
