"Status","Year","Age","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","50-59","Tax","Communications","50","50","[c]","[c]"
"New entrant CS","2021","50-59","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Tax","Debt","90","90","20630","20140"
"New entrant CS","2021","50-59","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Tax","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Tax","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Tax","No function","170","170","21740","20140"
"New entrant CS","2021","50-59","Unknown","Commercial","70","60","90580","83500"
"New entrant CS","2021","50-59","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","No function","50","40","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Unknown","3200","3130","27780","27570"
"New entrant CS","2021","50-59","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Human Resources","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Medicine","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Operational Delivery","No function","310","260","26720","21300"
"New entrant CS","2021","60-64","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","60-64","Policy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Policy","No function","40","30","[c]","[c]"
"New entrant CS","2021","60-64","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Project Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Tax","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Tax","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Tax","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Unknown","650","630","26380","27570"
"New entrant CS","2021","60-64","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Medicine","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Operational Delivery","No function","90","60","30210","25010"
"New entrant CS","2021","65+","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Other","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Other","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Tax","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Tax","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Tax","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Unknown","80","80","25450","25110"
"New entrant CS","2021","65+","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Economics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Economics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Operational Delivery","No function","490","460","21820","21260"
"New entrant CS","2022","16-19","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Operational Delivery","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","16-19","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Other","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Other","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Other","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Policy","No function","30","30","[c]","[c]"
"New entrant CS","2022","16-19","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Science and Engineering","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","16-19","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Tax","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Tax","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","70","70","21920","21050"
"New entrant CS","2022","20-29","Commercial","Commercial","280","260","28740","26670"
"New entrant CS","2022","20-29","Commercial","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Human Resources","[c]","[c]","[c]","[c]"
