"Status","Year","Responsibility_level","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","SEO/HEO","Analysis","Hampshire and Isle of Wight","560","540","34600","36000"
"In post","2022","SEO/HEO","Analysis","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Analysis","Inner London - East","380","380","39270","38190"
"In post","2022","SEO/HEO","Analysis","Inner London - West","1210","1190","38030","37610"
"In post","2022","SEO/HEO","Analysis","Kent","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Analysis","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Analysis","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Analysis","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Analysis","Merseyside","80","70","36510","34190"
"In post","2022","SEO/HEO","Analysis","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Analysis","Northumberland, and Tyne and Wear","90","80","34470","34290"
"In post","2022","SEO/HEO","Analysis","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Analysis","Outer London - South","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Analysis","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Analysis","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Analysis","South Yorkshire","100","90","35880","35590"
"In post","2022","SEO/HEO","Analysis","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Analysis","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Analysis","West Central Scotland","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Analysis","West Midlands","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Analysis","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Analysis","West Yorkshire","110","100","35070","35590"
"In post","2022","SEO/HEO","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Berkshire, Buckinghamshire and Oxfordshire","90","90","38810","39580"
"In post","2022","SEO/HEO","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Derbyshire and Nottinghamshire","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Devon","90","80","36460","37420"
"In post","2022","SEO/HEO","Commercial","Dorset and Somerset","60","60","38400","41320"
"In post","2022","SEO/HEO","Commercial","East Anglia","120","120","36350","37130"
"In post","2022","SEO/HEO","Commercial","East Wales","90","90","35350","33000"
"In post","2022","SEO/HEO","Commercial","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Eastern Scotland","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Essex","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","540","510","37100","37960"
"In post","2022","SEO/HEO","Commercial","Greater Manchester","140","140","36370","36500"
"In post","2022","SEO/HEO","Commercial","Hampshire and Isle of Wight","140","140","37660","38650"
"In post","2022","SEO/HEO","Commercial","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Inner London - East","80","80","40190","40760"
"In post","2022","SEO/HEO","Commercial","Inner London - West","450","440","39620","40650"
"In post","2022","SEO/HEO","Commercial","Kent","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Merseyside","160","160","35660","38330"
"In post","2022","SEO/HEO","Commercial","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","North Yorkshire","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Northumberland, and Tyne and Wear","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Shropshire and Staffordshire","60","60","37290","40000"
"In post","2022","SEO/HEO","Commercial","South Yorkshire","60","60","35010","36500"
"In post","2022","SEO/HEO","Commercial","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","West Central Scotland","110","110","36440","34710"
"In post","2022","SEO/HEO","Commercial","West Midlands","60","50","36650","36780"
"In post","2022","SEO/HEO","Commercial","West Wales and The Valleys","100","90","35300","32740"
"In post","2022","SEO/HEO","Commercial","West Yorkshire","130","120","35390","36050"
"In post","2022","SEO/HEO","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Berkshire, Buckinghamshire and Oxfordshire","50","40","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Derbyshire and Nottinghamshire","200","190","34990","33370"
"In post","2022","SEO/HEO","Communications","Devon","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","East Wales","290","280","34940","33370"
"In post","2022","SEO/HEO","Communications","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Eastern Scotland","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Essex","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","120","110","35040","34860"
"In post","2022","SEO/HEO","Communications","Greater Manchester","210","210","34430","33370"
"In post","2022","SEO/HEO","Communications","Hampshire and Isle of Wight","90","90","36000","34610"
"In post","2022","SEO/HEO","Communications","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Inner London - East","120","110","39460","40170"
"In post","2022","SEO/HEO","Communications","Inner London - West","960","940","39740","40150"
"In post","2022","SEO/HEO","Communications","Kent","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Merseyside","50","50","35610","34880"
"In post","2022","SEO/HEO","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Northumberland, and Tyne and Wear","500","490","34570","33370"
"In post","2022","SEO/HEO","Communications","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","South Yorkshire","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","West Midlands","220","210","34480","33370"
"In post","2022","SEO/HEO","Communications","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","West Yorkshire","220","220","35090","33370"
"In post","2022","SEO/HEO","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","50","40","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Derbyshire and Nottinghamshire","350","340","35510","33370"
"In post","2022","SEO/HEO","Counter Fraud","Devon","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","East Anglia","140","130","34760","33370"
"In post","2022","SEO/HEO","Counter Fraud","East Wales","240","220","35010","33370"
"In post","2022","SEO/HEO","Counter Fraud","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Eastern Scotland","130","120","35070","33370"
"In post","2022","SEO/HEO","Counter Fraud","Essex","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","180","170","35780","33370"
"In post","2022","SEO/HEO","Counter Fraud","Greater Manchester","610","580","35610","33370"
"In post","2022","SEO/HEO","Counter Fraud","Hampshire and Isle of Wight","80","80","35370","33430"
"In post","2022","SEO/HEO","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Inner London - East","700","680","40120","37930"
"In post","2022","SEO/HEO","Counter Fraud","Inner London - West","200","190","37940","38140"
"In post","2022","SEO/HEO","Counter Fraud","Kent","110","100","36450","35120"
"In post","2022","SEO/HEO","Counter Fraud","Lancashire","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Merseyside","310","290","35420","33370"
"In post","2022","SEO/HEO","Counter Fraud","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","North Yorkshire","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Northern Ireland","200","190","35600","33370"
"In post","2022","SEO/HEO","Counter Fraud","Northumberland, and Tyne and Wear","350","340","35230","33370"
"In post","2022","SEO/HEO","Counter Fraud","Outer London - East and North East","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Outer London - South","380","360","39850","37930"
"In post","2022","SEO/HEO","Counter Fraud","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Southern Scotland","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Surrey, East and West Sussex","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","West Central Scotland","320","300","35110","33370"
"In post","2022","SEO/HEO","Counter Fraud","West Midlands","420","400","35240","33370"
"In post","2022","SEO/HEO","Counter Fraud","West Wales and The Valleys","60","60","33300","31990"
"In post","2022","SEO/HEO","Counter Fraud","West Yorkshire","440","420","35490","33370"
"In post","2022","SEO/HEO","Debt","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","East Wales","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Essex","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Merseyside","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Northumberland, and Tyne and Wear","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","West Central Scotland","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Debt","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","West Yorkshire","50","40","[c]","[c]"
"In post","2022","SEO/HEO","Digital, Data & Technology","Bedfordshire and Hertfordshire","90","90","37940","37640"
"In post","2022","SEO/HEO","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","190","180","38590","37420"
"In post","2022","SEO/HEO","Digital, Data & Technology","Cheshire","100","100","36860","36740"
"In post","2022","SEO/HEO","Digital, Data & Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Digital, Data & Technology","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Digital, Data & Technology","Derbyshire and Nottinghamshire","160","150","36730","34940"
"In post","2022","SEO/HEO","Digital, Data & Technology","Devon","910","860","38930","38550"
"In post","2022","SEO/HEO","Digital, Data & Technology","Dorset and Somerset","190","180","39050","39650"
"In post","2022","SEO/HEO","Digital, Data & Technology","East Anglia","180","170","35030","33630"
"In post","2022","SEO/HEO","Digital, Data & Technology","East Wales","600","590","38150","37300"
"In post","2022","SEO/HEO","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
